# build: cc4aa6db01c7ae86155b425182021722ab55db50
# pyd: C:\Users\nmb\Documents\Github\OpenSees\.claude\worktrees\wp-106-sanisand-pre\dist\bin\opensees.pyd
# python: 3.12.10
# p0: 0.5
# e_init: 0.6944
# scheme: 1
# tan_type: 2
# tol: 1e-10
# nstep: 40
# ez_max: 0.016
# pRe: 0.0
# Pmin: 0.0101
# Presidual: 0.0
# honorTolR: 0
# max_substeps: 20000
# consts: {'G0': 264.32, 'nu': 0.3129, 'e_init': 0.6944, 'Mc': 1.3309, 'c': 0.71, 'lambda_c': 0.027, 'e0': 0.83, 'ksi': 0.45, 'P_atm': 101.0, 'm': 0.005, 'h0': 1.3, 'ch': 0.968, 'nb': 3.5, 'A0': 0.05, 'nd': 5.75, 'z_max': 12.5, 'cz': 1100.0, 'rho': 2.0}
step,pseudo_time,eps0,eps1,eps2,eps3,eps4,eps5,sig0,sig1,sig2,sig3,sig4,sig5,state0,state1,state2,state3,state4,state5,state6,state7,state8,state9,state10,state11,state12,state13,state14,state15,state16,state17,state18,state19,state20,state21,state22,state23,state24,state25,psi,yieldDistance,substeps_me,substeps_capHit
0,0.0,-8.733429859398733e-07,-8.733429859398875e-07,-8.733429859398763e-07,-1.6940658945086007e-21,1.1117307432712692e-21,1.8727369068200547e-21,-0.5000000000000002,-0.5000000000000003,-0.5000000000000002,-1.0728663338369526e-17,1.842794434602062e-17,-8.824299115584469e-18,8.733429859398733e-07,8.733429859398875e-07,8.733429859398763e-07,1.6940658945086007e-21,-1.1117307432712692e-21,-1.8727369068200547e-21,0.0,0.0,0.0,5.399053621150181e-18,-4.319242896920144e-17,-2.3755835933060794e-17,0.0,0.0,0.0,0.0,0.0,0.0,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6943955606229338,0.0,-0.13312727031191862,-0.002041241452319201,0.0,0.0
1,0.0004,-0.000243824445034384,-0.0002438244450488632,-0.00039999999999922856,-3.9503211086370366e-14,1.036012096423955e-14,5.914319123963459e-14,-0.5000000016353686,-0.5000000092065497,-29.259179436357176,-1.0324566103484826e-08,9.538471248262917e-10,5.4452755758521795e-09,-0.000596119036664318,-0.0005961190360048678,0.0019088068025487949,1.7985403559563431e-12,-1.6616025397285285e-13,-9.48567504965291e-13,-0.95209493205077,-0.9520949318503111,1.9041898639011832,2.733649490890359e-10,-9.473354781039177e-11,-5.408102191123201e-10,0.0,0.0,0.0,0.0,0.0,0.0,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6928959677206443,0.0,-0.1275298807349987,-1.657746162564422e-11,1.0,0.0
2,0.0008,3.3031503221772408e-06,3.3051827356440397e-06,-0.0007999969610415485,-1.4796461933724043e-11,2.9377043236987043e-09,3.531199664434919e-09,-0.5004277293901759,-0.4995651528512349,-22.522868680486344,-4.352051430938407e-05,2.048206339683826e-06,2.5867853044081555e-06,-0.000564976956613708,-0.0005649936836797112,0.0018093061887650174,1.6893476150673408e-09,-7.956914768985406e-11,-1.010662181719368e-10,-0.9345668752631427,-0.9345658185107943,1.8691326937739365,-5.86851989947907e-08,-2.518972673896583e-07,-3.1893839691356117e-07,0.3098830945625839,0.30984854848627796,-0.6197316430481759,1.781530169668391e-06,1.6639115807327946e-06,2.112709962458558e-06,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6930556823087444,3.986993619548754e-07,-0.12839591150296814,1.1926931664518747e-11,1207.0,0.0
3,0.0012000000000000001,0.00024689531719661935,0.00024671893086470074,-0.001199969756833744,5.958040680675028e-08,6.244575330831563e-08,-5.6215734425082737e-08,-0.5001660100205255,-0.4998186981531381,-17.304458502874628,-8.522422251455964e-06,3.927020265817361e-05,-3.6141002346498855e-05,-0.000537628026492431,-0.0005376334204432681,0.0017218832730829426,1.4979937981561769e-10,-1.7169457981034521e-09,1.6025494256314492e-09,-0.9163941232591456,-0.9163806670410239,1.8327747903001699,-2.1909592884556635e-06,-6.242403909192077e-06,5.7316996343614474e-06,0.5875420423787683,0.5874120941428483,-1.174954136520951,1.5103818268022882e-05,3.540912523606841e-05,-3.1947537433151575e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.693203151225936,1.3108903145164146e-07,-0.12916086465219956,2.42861286636753e-15,1427.0,0.0
4,0.0016,0.00048380138239179706,0.0004835090736730324,-0.0015999721453579664,5.3993004345425396e-08,5.4971537817572174e-08,-5.131410263236214e-08,-0.5000970549402686,-0.49988903724261163,-14.007227837539052,-7.168408901146139e-06,2.4562298508230114e-05,-2.3718034406988813e-05,-0.0005180363905324549,-0.0005180383113720855,0.0016592646535269853,8.22784067588633e-11,-9.835025129228282e-10,9.83049711439824e-10,-0.8983938542115886,-0.8983719358771437,1.7967657900887333,-1.785356561041171e-06,-4.9341017705545645e-06,4.7564758330322415e-06,0.830109194405084,0.8299154428848522,-1.6600246372892922,1.4440199552708644e-05,2.9651078928067076e-05,-2.7782610407854524e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6933280180336617,1.7110568144965822e-07,-0.12968886020951587,2.734965032225034e-14,1496.0,0.0
5,0.002,0.0007163025368828288,0.0007160529934814248,-0.001999966365301621,6.705553788597415e-08,5.8988807493938304e-08,-5.482788761884813e-08,-0.5000936531747686,-0.4998865298841791,-11.75171235024246,-4.574733923563628e-06,2.154536128064912e-05,-2.0569560160450372e-05,-0.0005032339920004871,-0.0005032358882109806,0.0016119573946865324,-6.056477747984076e-11,-8.173487257441309e-10,8.096516986755982e-10,-0.8807124097981294,-0.8806962447821858,1.7614086545803154,-2.237092589092883e-06,-5.053598316822714e-06,4.8260136658051115e-06,1.0466575436665053,1.0464671940758223,-2.0931247377416864,1.7441582782343276e-05,3.0484488573958514e-05,-2.8433576630503227e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6934382402012822,1.3798482691123622e-07,-0.13007212726810558,6.168676680573526e-15,1569.0,0.0
6,0.0024000000000000002,0.0009457758769974831,0.0009454669325014023,-0.002399972486547319,5.4045761876340406e-08,6.124895194980573e-08,-5.903813122721418e-08,-0.5000817863440717,-0.49990291175638,-10.127823972698664,-7.829032391032027e-06,1.833743821561579e-05,-1.8604703252922188e-05,-0.0004916729851223219,-0.0004916740374568719,0.0015750081982006871,1.3386710132694787e-10,-6.256875997481273e-10,6.922590182143027e-10,-0.8635484806095192,-0.8635276938026778,1.7270761744121967,-1.3821305861118167e-06,-4.934572391373472e-06,4.999851594099955e-06,1.242538868074066,1.2423135954824234,-2.484852463555873,1.5228728141423525e-05,3.034882124345482e-05,-2.9419642003687704e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6935380084352092,2.1021979085764195e-07,-0.13035821083494403,2.4590225689014034e-13,1640.0,0.0
7,0.0028000000000000004,0.0011729022332038037,0.0011725274991647096,-0.002799967764796475,6.285972955181887e-08,6.930993168432304e-08,-6.69321690775597e-08,-0.5000795870692798,-0.49989921786160985,-8.916002875782429,-7.770564976604624e-06,1.8943173302163782e-05,-1.9052193486855776e-05,-0.000482437272404781,-0.0004824383725351569,0.0015454916623119184,1.3012769144702496e-10,-6.64428696638362e-10,7.208792234744142e-10,-0.8470788370807478,-0.8470526650565919,1.6941315021373393,-1.7403438122221278e-06,-5.700627109397284e-06,5.734693622444902e-06,1.4212544359086612,1.4209946172042343,-2.84224905311232,1.7203719178713985e-05,3.321297315743479e-05,-3.224313802923854e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6936298307578541,2.346865218421008e-07,-0.13057500627425978,8.198476619813988e-13,1707.0,0.0
8,0.0032000000000000006,0.0013981690157252936,0.0013977286722236296,-0.0031999621432155633,7.45801884100781e-08,8.668891235972045e-08,-8.580423004064613e-08,-0.5001114666759001,-0.4998600685713577,-7.987738880297864,-1.0788764304600982e-05,2.4056025403102027e-05,-2.4885899691157817e-05,-0.0004749416525483364,-0.0004749451588759488,0.0015215400393174799,3.346186297064465e-10,-1.0108378663722233e-09,1.1161281535838348e-09,-0.831459713775648,-0.8314280040171532,1.6628877177928014,-2.2754310224755666e-06,-7.96376844214982e-06,8.236833586089217e-06,1.585385545621485,1.5850936444859063,-3.1704791901068594,1.957344868362683e-05,4.058286100634119e-05,-4.0406287037765625e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6937153531869962,2.8154381606881406e-07,-0.13074021989584272,5.987758899816953e-12,1770.0,0.0
9,0.0036000000000000008,0.001621878475832231,0.0016214671238519197,-0.003599969959128651,5.817518670573696e-08,7.627311932306008e-08,-7.676995807570815e-08,-0.500070850532998,-0.49990730784261245,-7.262542980346566,-8.920899181165452e-06,1.4604109861282275e-05,-1.595082880002489e-05,-0.00046879324436050173,-0.0004687936245511143,0.001501885430296561,2.0169108439362168e-10,-3.3818762213653235e-10,4.802594145338609e-10,-0.8168070148855405,-0.8167826324973234,1.633589647382864,-9.937256874954548e-07,-5.340620687939976e-06,5.823821016706348e-06,1.736917138893413,1.7366316552798589,-3.473548794172762,1.6663002999500133e-05,3.3887521110705825e-05,-3.440125913147099e-05,1.387778780781445e-16,-1.387778780781445e-16,-1.387778780781445e-16,-2.429574129517581e-17,-4.5891955779776516e-17,-2.024645107931317e-17,0.6937957356853572,2.2605617717452818e-07,-0.13086581352207016,8.809012547184025e-13,1826.0,0.0
