# ADR90 WP-A2 tau=0 band, build 80e65a4de9bd6741261332b6f92de3a84bb4c642, leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
0.03185,0.015925,592.654178,-592.583137,1.25,1,1134.7819
0.032475,0.0162375,604.127278,-604.082345,0.625,1,1275.60918
0.0331,0.01655,615.551886,-615.509829,0.625,1,1304.9397
0.033725,0.0168625,627.030044,-627.040345,0.625,0,1325.7137
0.03435,0.017175,638.560228,-638.540399,0.625,0,1345.14222
0.034975,0.0174875,650.077586,-650.062911,0.625,0,1364.83147
0.0356,0.0178,661.601672,-661.58919,1.25,0,1385.06935
0.036225,0.0181125,673.24145,-673.184841,0.625,1,1481.93639
0.0365375,0.01826875,679.019763,-678.946832,0.3125,1,1535.69606
0.03685,0.018425,684.6674,-684.654952,0.3125,1,1550.96478
0.0371625,0.01858125,690.680335,-690.640518,0.3125,1,1564.37055
0.037475,0.0187375,696.244738,-696.235931,0.3125,1,1583.40228
0.0377875,0.01889375,702.131679,-702.06905,0.3125,1,1596.68957
0.0381,0.01905,707.855192,-707.836772,0.625,1,1613.01943
0.0384125,0.01920625,713.665281,-713.620359,0.3125,1,1668.01358
0.038725,0.0193625,719.511866,-719.481977,0.3125,1,1682.68887
0.0390375,0.01951875,725.287729,-725.260797,0.3125,1,1696.97674
0.03935,0.019675,731.042104,-731.024564,0.3125,1,1711.71739
0.0396625,0.01983125,736.830786,-736.827888,0.3125,1,1726.55919
0.039975,0.0199875,742.64368,-742.641689,0.625,1,1743.31674
0.0402875,0.02014375,748.459109,-748.457078,0.3125,1,1795.58596
0.0406,0.0203,754.281087,-754.279135,0.3125,1,1811.72204
0.0409125,0.02045625,760.129006,-760.120569,0.3125,1,1826.87564
0.041225,0.0206125,766.121192,-766.123141,0.3125,1,1842.11846
0.0415375,0.02076875,772.182128,-772.15997,0.3125,1,1855.0919
0.04185,0.020925,777.840881,-777.832258,0.625,1,1870.61699
0.042475,0.0212375,789.714123,-789.70566,0.625,1,1900.5608
0.0431,0.02155,801.616174,-801.612281,0.625,1,1930.06507
0.043725,0.0218625,813.533607,-813.525399,0.625,1,1962.02621
0.04435,0.022175,825.443296,-825.434438,0.625,1,1993.10069
0.0446625,0.02233125,831.549898,-831.515319,0.3125,1,2035.63413
0.044975,0.0224875,837.51761,-837.504608,0.3125,1,2047.22658
0.0452875,0.02264375,843.476496,-843.463154,0.3125,1,2059.42644
0.0456,0.0228,849.404499,-849.402683,0.3125,1,2072.20423
0.0459125,0.02295625,855.363126,-855.33726,0.3125,1,2085.09601
0.046225,0.0231125,861.386387,-861.368802,0.625,1,2097.69134
0.04685,0.023425,873.293506,-873.289017,0.625,1,2133.60224
0.047475,0.0237375,885.234553,-885.227255,0.625,1,2167.41344
0.0481,0.02405,897.232135,-897.229922,0.625,1,2195.97717
0.048725,0.0243625,909.235676,-909.231369,0.625,1,2225.4614
0.04935,0.024675,921.253052,-921.24459,0.625,1,2253.50253
0.049975,0.0249875,933.295927,-933.290348,1.25,1,2283.25194
0.0506,0.0253,945.346597,-945.342264,0.625,1,2370.80023
0.051225,0.0256125,957.390873,-957.386254,0.625,1,2398.85896
0.05185,0.025925,969.472773,-969.468514,0.625,1,2424.81862
