# ADR90 WP-A2 tau=0 band, build 80e65a4de9bd6741261332b6f92de3a84bb4c642, leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
2e-05,1e-05,1.69531463,-1.5655548,0.02,1,1.96596336
4e-05,2e-05,2.29797146,-2.29551519,0.02,0,2.11073518
6e-05,3e-05,3.17827278,-2.97489454,0.02,1,3.90876389
8e-05,4e-05,3.47005574,-3.46167196,0.02,0,4.12404442
0.0001,5e-05,4.02528939,-4.01982456,0.02,0,4.29435349
0.00012,6e-05,4.57422575,-4.56606016,0.04,0,4.45291686
0.00016,8e-05,5.6262922,-5.63996017,0.04,0,5.71465659
0.0002,0.0001,6.65385833,-6.64320692,0.04,0,6.1862874
0.00024,0.00012,7.67843631,-7.67329821,0.04,0,6.51920009
0.00028,0.00014,8.6834248,-8.67887338,0.04,0,6.84934735
0.00032,0.00016,9.68034091,-9.67322305,0.04,0,7.13719034
0.00036,0.00018,10.6638538,-10.6594749,0.08,0,7.49111032
0.00044,0.00022,12.6035971,-12.6015446,0.08,0,8.16357327
0.00052,0.00026,14.5059238,-14.5037092,0.08,0,8.87628412
0.0006,0.0003,16.3830267,-16.3799023,0.08,0,9.59300518
0.00068,0.00034,18.2360194,-18.2332852,0.08,0,10.2763886
0.00076,0.00038,20.0683966,-20.0663201,0.08,0,11.0049469
0.00084,0.00042,21.8827576,-21.8805918,0.16,0,11.7690988
0.001,0.0005,25.5311794,-25.5797924,0.16,1,18.0659213
0.00116,0.00058,28.9749021,-29.0522373,0.16,1,25.8129358
0.00132,0.00066,32.4700255,-32.4518306,0.16,1,31.6941962
0.00148,0.00074,35.9267584,-35.924782,0.16,0,35.0922663
0.00164,0.00082,39.4715297,-39.4659104,0.16,1,40.9302521
0.0018,0.0009,42.7351806,-42.7365503,0.32,1,47.3449826
0.00212,0.00106,49.3741023,-49.3680364,0.32,0,54.0670009
0.00244,0.00122,55.9079165,-55.9128162,0.32,0,60.8649254
0.00276,0.00138,62.3751205,-62.3660045,0.32,0,67.7603185
0.00308,0.00154,68.7560186,-68.7476567,0.32,0,74.2642541
0.0034,0.0017,75.0691532,-75.0613826,0.32,0,80.8127766
0.00372,0.00186,81.3220693,-81.3160884,0.64,0,87.5619426
0.00436,0.00218,93.6742896,-93.6606501,0.64,0,104.708129
0.005,0.0025,105.85809,-105.854864,0.64,0,123.631686
0.00564,0.00282,117.939001,-117.935706,0.64,0,137.801211
0.00628,0.00314,129.910731,-129.911424,0.64,0,151.952313
0.00692,0.00346,141.819381,-141.823193,0.64,0,166.259521
0.00756,0.00378,153.667759,-153.657853,1.28,0,180.466215
0.00884,0.00442,177.181458,-177.183246,1.28,0,211.119721
0.01012,0.00506,200.1901,-200.106929,1.28,1,250.871958
0.0114,0.0057,223.060485,-222.979402,1.28,1,289.155797
0.01268,0.00634,245.968519,-245.901877,1.28,1,331.538993
0.01396,0.00698,268.856564,-268.80415,1.28,1,373.404331
0.01524,0.00762,291.814422,-291.762438,2.56,1,413.773969
0.0178,0.0089,337.630751,-337.590687,2.56,1,499.587688
0.02036,0.01018,383.645323,-383.587303,2.56,1,583.580881
0.02292,0.01146,429.79503,-429.769957,2.56,1,668.133094
0.02548,0.01274,476.24605,-476.166004,2.56,1,750.797332
0.02804,0.01402,522.812948,-522.759772,2.56,1,845.519162
0.0306,0.0153,569.676851,-569.619283,5,1,986.035177
