# ADR90 WP-A2 tau=0 band, build 87b9cf846aa6e75f96d620f24a15b24ba4503a52 (expected 87b9cf846aa6e75f96d620f24a15b24ba4503a52), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals,guard_floor,guard_f0,guard_hold,guard_res
0.06516,0.03258,773.883391,-773.884618,0.32,0,90.029845,2.98281644e-05,4831,0,1,0,0
0.06548,0.03274,777.506404,-777.506284,0.64,0,90.3753474,3.40022624e-05,4831,0,1,0,0
0.0658,0.0329,781.130743,-781.130526,0.32,0,91.0668602,3.15215802e-05,4975,0,0,0,0
0.06612,0.03306,784.751106,-784.748819,0.32,0,91.3895557,3.28350029e-05,4975,0,2,0,0
0.06644,0.03322,788.380668,-788.377374,0.32,0,91.7313623,3.13264518e-05,4975,0,0,0,0
0.06676,0.03338,792.001415,-792.001621,0.32,0,92.0620685,3.41719332e-05,4975,0,0,0,0
0.06708,0.03354,795.626083,-795.621206,0.32,0,92.3933454,3.27762627e-05,4975,0,0,0,0
0.0674,0.0337,799.244504,-799.241795,0.64,0,92.7161129,3.25449327e-05,4975,0,0,0,0
0.06772,0.03386,802.855689,-802.856525,0.32,0,93.4054608,2.90900702e-05,5119,0,0,0,0
0.06804,0.03402,806.472912,-806.467079,0.32,0,93.7463756,3.10561949e-05,5119,0,0,0,0
0.06836,0.03418,810.086305,-810.08255,0.32,0,94.0744667,3.03033439e-05,5119,0,0,0,0
0.06868,0.03434,813.700693,-813.695034,0.32,0,94.4268811,3.12502933e-05,5119,0,0,0,0
0.069,0.0345,817.310079,-817.309097,0.32,0,94.7524753,3.08942157e-05,5119,0,0,0,0
0.06932,0.03466,820.930143,-820.923077,0.64,0,95.0772586,3.10012678e-05,5119,0,0,0,0
0.06964,0.03482,824.541635,-824.537844,0.32,0,95.7371087,2.97255127e-05,5263,0,0,0,0
0.06996,0.03498,828.162139,-828.151387,0.32,0,96.0680792,3.12880309e-05,5263,0,0,0,0
0.07028,0.03514,831.770462,-831.76217,0.32,0,96.4095533,3.04949803e-05,5263,0,0,0,0
0.0706,0.0353,835.388532,-835.375556,0.32,0,96.7336726,3.26651054e-05,5263,0,0,0,0
0.07092,0.03546,839.005233,-838.989882,0.32,0,97.0782623,3.12092565e-05,5263,0,0,0,0
0.07124,0.03562,842.612471,-842.601394,0.64,0,97.4093957,3.32561463e-05,5263,0,0,0,0
0.07156,0.03578,846.231974,-846.214898,0.32,0,98.0749631,2.98054188e-05,5407,0,0,0,0
0.07188,0.03594,849.873339,-849.826411,0.32,0,98.3910532,3.27231497e-05,5407,0,0,0,0
0.0722,0.0361,853.456978,-853.443893,0.32,0,98.7264726,3.05028509e-05,5407,0,0,0,0
0.07252,0.03626,857.09447,-857.056046,0.32,0,99.0496798,3.09285567e-05,5407,0,0,0,0
0.07284,0.03642,860.679792,-860.67172,0.32,0,99.3885541,3.15016753e-05,5407,0,0,0,0
0.07316,0.03658,864.327644,-864.289445,0.64,0,99.7208526,3.09849233e-05,5407,0,0,0,0
0.07348,0.03674,867.90646,-867.898123,0.32,0,100.41515,3.18540469e-05,5551,0,0,0,0
0.0738,0.0369,871.538314,-871.498907,0.32,0,100.737914,3.44053923e-05,5551,0,0,0,0
0.07412,0.03706,875.111051,-875.105457,0.32,0,101.073447,2.90778538e-05,5551,0,0,0,0
0.07444,0.03722,878.726719,-878.706489,0.32,0,101.389831,2.99823608e-05,5551,0,0,0,0
0.07476,0.03738,882.31791,-882.307858,0.32,0,101.688061,3.21504104e-05,5551,0,0,0,0
0.07508,0.03754,885.923802,-885.914627,0.64,0,102.018881,3.00900188e-05,5551,0,0,0,0
0.0754,0.0377,889.515206,-889.513489,0.32,0,102.716553,3.32348796e-05,5695,0,0,0,0
0.07572,0.03786,893.118257,-893.114294,0.32,0,103.033193,3.35405476e-05,5695,0,0,0,0
0.07604,0.03802,896.712751,-896.70899,0.32,0,103.376147,3.31440916e-05,5695,0,0,0,0
0.07636,0.03818,900.310657,-900.314669,0.32,0,103.693772,3.28872467e-05,5695,0,0,0,0
0.07668,0.03834,903.912635,-903.90503,0.32,0,104.013472,3.12409673e-05,5695,0,0,0,0
0.077,0.0385,907.50815,-907.508596,0.64,0,104.337633,3.25387121e-05,5695,0,0,0,0
0.07732,0.03866,911.126779,-911.099308,0.32,0,104.997032,3.01331481e-05,5839,0,0,0,0
0.07764,0.03882,914.701214,-914.703883,0.32,0,105.324697,3.17596918e-05,5839,0,0,0,0
0.07796,0.03898,918.324516,-918.291238,0.32,0,105.631676,3.30395513e-05,5839,0,0,0,0
0.07828,0.03914,921.886733,-921.890448,0.32,0,105.949548,3.23032439e-05,5839,0,0,0,0
0.0786,0.0393,925.502118,-925.477087,0.32,0,106.274614,3.22796503e-05,5839,0,0,0,0
0.07892,0.03946,929.071533,-929.074823,0.64,0,106.58036,3.01821964e-05,5839,0,0,0,0
0.07924,0.03962,932.675678,-932.659826,0.32,0,107.274246,3.3825844e-05,5971,0,0,0,0
0.07956,0.03978,936.25555,-936.250033,0.32,0,107.618167,3.40754301e-05,5971,0,0,0,0
0.07988,0.03994,939.844277,-939.838712,0.32,0,107.935196,3.36873216e-05,5971,0,0,0,0
0.0802,0.0401,943.424556,-943.427301,0.32,0,108.258339,3.27905592e-05,5971,0,0,0,0
0.08052,0.04026,947.013606,-947.006585,0.32,0,108.610374,3.36809792e-05,5971,0,0,0,0
0.08084,0.04042,950.601054,-950.600208,0.64,0,108.944856,3.08454249e-05,5971,0,0,0,0
0.08116,0.04058,954.18602,-954.181833,0.32,0,109.639398,3.41546999e-05,6103,0,0,0,0
0.08148,0.04074,957.781815,-957.762567,0.32,0,109.952162,3.39675623e-05,6103,0,0,0,0
0.0818,0.0409,961.341951,-961.336474,0.32,0,110.277181,3.62733781e-05,6103,0,0,0,0
0.08212,0.04106,964.919382,-964.908376,0.32,0,110.60797,3.46511033e-05,6103,0,0,0,0
0.08244,0.04122,968.490075,-968.48643,0.32,0,110.920664,3.45510635e-05,6103,0,0,0,0
0.08276,0.04138,972.072567,-972.065988,0.64,0,111.233065,3.2438191e-05,6103,0,0,0,0
0.08308,0.04154,975.650706,-975.64177,0.32,0,111.89731,3.35602388e-05,6235,0,0,0,0
0.0834,0.0417,979.233206,-979.224504,0.32,0,112.2109,3.30623137e-05,6235,0,0,0,0
0.08372,0.04186,982.809366,-982.798585,0.32,0,112.515568,3.28682102e-05,6235,0,0,0,0
0.08404,0.04202,986.388165,-986.377657,0.32,0,112.832722,3.20771173e-05,6235,0,0,0,0
0.08436,0.04218,989.96641,-989.94778,0.32,0,113.141317,3.03260158e-05,6235,0,0,0,0
0.08468,0.04234,993.53093,-993.521642,0.64,0,113.469075,3.08091338e-05,6235,0,0,0,0
0.085,0.0425,997.107353,-997.091082,0.32,0,114.124026,3.1642361e-05,6367,0,0,0,0
0.08532,0.04266,1000.66825,-1000.66606,0.32,0,114.454905,2.88204454e-05,6367,0,0,0,0
0.08564,0.04282,1004.23649,-1004.23459,0.32,0,114.767909,2.98996141e-05,6367,0,0,0,0
0.08596,0.04298,1007.81982,-1007.81068,0.32,0,115.081365,3.18348884e-05,6367,0,0,0,0
0.08628,0.04314,1011.37705,-1011.37426,0.32,0,115.412241,3.37985087e-05,6367,0,0,0,0
0.0866,0.0433,1014.94675,-1014.94467,0.64,0,115.732573,3.10855288e-05,6367,0,0,0,0
0.08692,0.04346,1018.50993,-1018.50902,0.32,0,116.408471,3.14727791e-05,6499,0,0,0,0
0.08724,0.04362,1022.08036,-1022.07537,0.32,0,116.734567,3.06179086e-05,6499,0,0,0,0
0.08756,0.04378,1025.64713,-1025.6427,0.32,0,117.063075,3.02788697e-05,6499,0,0,0,0
0.08788,0.04394,1029.20763,-1029.2128,0.32,0,117.385571,3.12845301e-05,6499,0,0,0,0
0.0882,0.0441,1032.77774,-1032.77387,0.32,0,117.699841,3.45988694e-05,6499,0,0,0,0
0.08852,0.04426,1036.34911,-1036.34825,0.64,0,118.020864,3.04898667e-05,6499,0,0,0,0
0.08884,0.04442,1039.90642,-1039.90553,0.32,0,118.694376,3.31101356e-05,6619,0,0,0,0
0.08916,0.04458,1043.4833,-1043.47348,0.32,0,119.006053,3.36951723e-05,6619,0,0,0,0
0.08948,0.04474,1047.03673,-1047.02984,0.32,0,119.333941,3.1802866e-05,6619,0,0,0,0
0.0898,0.0449,1050.60425,-1050.59537,0.32,0,119.658557,3.01311198e-05,6619,0,0,0,0
0.09012,0.04506,1054.16371,-1054.1488,0.32,0,119.997313,3.44815799e-05,6619,0,0,0,0
0.09044,0.04522,1057.72959,-1057.70771,0.64,0,120.327646,3.29826012e-05,6619,0,0,0,0
0.09076,0.04538,1061.27109,-1061.26431,0.32,0,120.97704,3.33137397e-05,6727,0,0,0,0
0.09108,0.04554,1064.83263,-1064.82341,0.32,0,121.305825,3.3792446e-05,6727,0,0,0,0
0.0914,0.0457,1068.38563,-1068.37544,0.32,0,121.622767,3.16138934e-05,6727,0,0,0,0
0.09172,0.04586,1071.94045,-1071.93426,0.32,0,121.931574,3.05974027e-05,6727,0,0,0,0
0.09204,0.04602,1075.48923,-1075.48428,0.32,0,122.25933,3.21361214e-05,6727,0,0,0,0
0.09236,0.04618,1079.04189,-1079.03877,0.64,0,122.592383,3.02485915e-05,6727,0,0,0,0
0.09268,0.04634,1082.58488,-1082.58506,0.32,0,123.27694,3.22263093e-05,6835,0,0,0,0
0.093,0.0465,1086.12876,-1086.12605,0.32,0,123.600899,3.44571773e-05,6835,0,0,0,0
0.09332,0.04666,1089.67064,-1089.66686,0.32,0,123.923558,3.29277594e-05,6835,0,0,0,0
0.09364,0.04682,1093.22166,-1093.21582,0.32,0,124.262251,3.01579452e-05,6835,0,0,0,0
0.09396,0.04698,1096.77845,-1096.76153,0.32,0,124.596249,3.23641089e-05,6835,0,0,0,0
0.09428,0.04714,1100.32045,-1100.32138,0.64,0,124.928204,3.26286816e-05,6835,0,0,0,0
0.0946,0.0473,1103.85924,-1103.86147,0.32,0,125.615232,3.28243293e-05,6943,0,0,0,0
0.09492,0.04746,1107.40619,-1107.40973,0.32,0,125.9374,3.40068598e-05,6943,0,0,0,0
0.09524,0.04762,1110.94077,-1110.9525,0.32,0,126.259894,3.23898463e-05,6943,0,0,0,0
0.09556,0.04778,1114.48002,-1114.48779,0.32,0,126.597696,3.37331207e-05,6943,0,0,0,0
0.09588,0.04794,1118.03628,-1118.01561,0.32,0,126.929473,3.57204144e-05,6943,0,0,0,0
0.0962,0.0481,1121.54818,-1121.55967,0.64,0,127.255371,3.53727595e-05,6943,0,0,0,0
0.09652,0.04826,1125.09401,-1125.09416,0.32,0,127.905396,3.29603468e-05,7039,0,0,0,0
0.09684,0.04842,1128.63023,-1128.64143,0.32,0,128.245834,3.29837922e-05,7039,0,0,0,0
0.09716,0.04858,1132.18579,-1132.18109,0.32,0,128.550684,3.34598015e-05,7039,0,0,0,0
0.09748,0.04874,1135.72164,-1135.72711,0.32,0,128.861852,3.25462956e-05,7039,0,0,0,0
0.0978,0.0489,1139.29558,-1139.2592,0.32,0,129.184569,3.58519533e-05,7039,0,0,0,0
0.09812,0.04906,1142.79227,-1142.79547,0.64,0,129.512004,3.36419084e-05,7039,0,0,0,0
0.09844,0.04922,1146.33448,-1146.32384,0.32,0,130.184294,3.3349741e-05,7135,0,0,0,0
0.09876,0.04938,1149.8815,-1149.8589,0.32,0,130.497402,3.38078946e-05,7135,0,0,0,0
0.09908,0.04954,1153.38796,-1153.38201,0.32,0,130.825911,3.17616335e-05,7135,0,0,0,0
0.0994,0.0497,1156.92059,-1156.91371,0.32,0,131.151377,3.16024937e-05,7135,0,0,0,0
0.09972,0.04986,1160.4486,-1160.44082,0.32,0,131.467923,3.01952881e-05,7135,0,0,0,0
0.10004,0.05002,1163.96618,-1163.96309,0.64,0,131.786634,3.25288583e-05,7135,0,0,0,0
0.10036,0.05018,1167.51284,-1167.48369,0.32,0,132.447102,3.0432543e-05,7243,0,0,0,0
0.10068,0.05034,1171.01811,-1171.00619,0.32,0,132.771331,3.26522607e-05,7243,0,0,0,0
0.101,0.0505,1174.54144,-1174.52874,0.32,0,133.104847,3.08627194e-05,7243,0,0,0,0
0.10132,0.05066,1178.06496,-1178.05461,0.32,0,133.435541,3.17122903e-05,7243,0,0,0,0
0.10164,0.05082,1181.63008,-1181.5779,0.32,0,133.752227,3.40988298e-05,7243,0,0,0,0
0.10196,0.05098,1185.12267,-1185.1069,0.64,0,134.059016,3.31685125e-05,7243,0,0,0,0
0.10228,0.05114,1188.64565,-1188.62529,0.32,0,134.732902,3.3289053e-05,7339,0,0,0,0
0.1026,0.0513,1192.16727,-1192.15065,0.32,0,135.054169,3.24223983e-05,7339,0,0,0,0
0.10292,0.05146,1195.69955,-1195.66939,0.32,0,135.38138,3.41583133e-05,7339,0,0,0,0
0.10324,0.05162,1199.2236,-1199.18682,0.32,0,135.685946,3.33297534e-05,7339,0,0,0,0
0.10356,0.05178,1202.70908,-1202.70594,0.32,0,136.00891,3.37549413e-05,7339,0,0,0,0
0.10388,0.05194,1206.24508,-1206.22243,0.64,0,136.312567,3.41805603e-05,7339,0,0,0,0
0.1042,0.0521,1209.75649,-1209.73551,0.32,0,136.96387,3.29542024e-05,7435,0,0,0,0
0.10452,0.05226,1213.26534,-1213.24907,0.32,0,137.278225,3.43948978e-05,7435,0,0,0,0
0.10484,0.05242,1216.79962,-1216.76132,0.32,0,137.605208,3.26622669e-05,7435,0,0,0,0
0.10516,0.05258,1220.27237,-1220.27837,0.32,0,137.889519,3.34625179e-05,7435,0,0,0,0
0.10548,0.05274,1223.81372,-1223.78574,0.32,0,138.199312,3.13578777e-05,7435,0,0,0,0
0.1058,0.0529,1227.29597,-1227.30059,0.64,0,138.524854,3.15389717e-05,7435,0,0,0,0
0.10612,0.05306,1230.85515,-1230.80277,0.32,0,139.208934,3.17711686e-05,7507,0,0,0,0
0.10644,0.05322,1234.32907,-1234.31151,0.32,0,139.518128,3.0799567e-05,7507,0,0,0,0
0.10676,0.05338,1237.81899,-1237.81225,0.32,0,139.838378,3.13581847e-05,7507,0,0,0,0
0.10708,0.05354,1241.32627,-1241.30672,0.32,0,140.163983,3.42900055e-05,7507,0,0,0,0
0.1074,0.0537,1244.80045,-1244.79998,0.32,0,140.488729,3.35591048e-05,7507,0,0,0,0
0.10772,0.05386,1248.32808,-1248.29793,0.64,0,140.79827,3.27036759e-05,7507,0,0,0,0
0.10804,0.05402,1251.81215,-1251.79571,0.32,0,141.450404,3.30657264e-05,7579,0,0,0,0
0.10836,0.05418,1255.30406,-1255.30255,0.32,0,141.750816,3.36339304e-05,7579,0,0,0,0
0.10868,0.05434,1258.83114,-1258.80453,0.32,0,142.072225,3.32898125e-05,7579,0,0,0,0
0.109,0.0545,1262.31493,-1262.30834,0.32,0,142.402077,3.21294837e-05,7579,0,0,0,0
0.10932,0.05466,1265.84815,-1265.80675,0.32,0,142.730766,3.27390085e-05,7579,0,0,0,0
0.10964,0.05482,1269.30517,-1269.31539,0.64,0,143.049387,3.15753556e-05,7579,0,0,0,0
0.10996,0.05498,1272.83136,-1272.80077,0.32,0,143.72151,3.26918215e-05,7651,0,0,0,0
0.11028,0.05514,1276.29781,-1276.29566,0.32,0,144.020584,3.47213475e-05,7651,0,0,0,0
0.1106,0.0553,1279.77505,-1279.777,0.32,0,144.344929,3.33865658e-05,7651,0,0,0,0
0.11092,0.05546,1283.25537,-1283.26093,0.32,0,144.671617,3.26538458e-05,7651,0,0,0,0
0.11124,0.05562,1286.76687,-1286.74163,0.32,0,144.978232,3.16232808e-05,7651,0,0,0,0
0.11156,0.05578,1290.24229,-1290.2332,0.64,0,145.295911,3.25520927e-05,7651,0,0,0,0
0.11188,0.05594,1293.74252,-1293.71997,0.32,0,145.979666,3.09756727e-05,7723,0,0,0,0
0.1122,0.0561,1297.21182,-1297.21357,0.32,0,146.310531,3.30451713e-05,7723,0,0,0,0
0.11252,0.05626,1300.7038,-1300.68971,0.32,0,146.627225,3.513958e-05,7723,0,0,0,0
0.11284,0.05642,1304.22189,-1304.16515,0.32,0,146.935995,3.37069855e-05,7723,0,0,0,0
0.11316,0.05658,1307.64205,-1307.64843,0.32,0,147.259267,3.13882575e-05,7723,0,0,0,0
0.11348,0.05674,1311.16614,-1311.12079,0.64,0,147.58175,3.26710442e-05,7723,0,0,0,0
0.1138,0.0569,1314.64346,-1314.59452,0.32,0,148.252644,3.49989936e-05,7795,0,0,0,0
0.11412,0.05706,1318.10779,-1318.07208,0.32,0,148.559096,3.13114643e-05,7795,0,0,0,0
0.11444,0.05722,1321.60178,-1321.54392,0.32,0,148.859063,3.17162523e-05,7795,0,0,0,0
0.11476,0.05738,1325.035,-1325.02256,0.32,0,149.178899,3.25428503e-05,7795,0,0,0,0
0.11508,0.05754,1328.54666,-1328.48449,0.32,0,149.498388,3.3874726e-05,7795,0,0,0,0
0.1154,0.0577,1331.96748,-1331.95749,0.64,0,149.816865,3.52897583e-05,7795,0,0,0,0
0.11572,0.05786,1335.47284,-1335.42377,0.32,0,150.462332,3.41122796e-05,7867,0,0,0,0
0.11604,0.05802,1338.90736,-1338.90067,0.32,0,150.778929,3.25298492e-05,7867,0,0,0,0
0.11636,0.05818,1342.39344,-1342.36741,0.32,0,151.085831,3.46303313e-05,7867,0,0,0,0
0.11668,0.05834,1345.8535,-1345.84395,0.32,0,151.410357,2.99974895e-05,7867,0,0,0,0
0.117,0.0585,1349.3391,-1349.31167,0.32,0,151.733045,3.35178449e-05,7867,0,0,0,0
0.11732,0.05866,1352.79814,-1352.78936,0.64,0,152.04265,3.14863007e-05,7867,0,0,0,0
0.11764,0.05882,1356.28174,-1356.24764,0.32,0,152.689488,3.56688324e-05,7939,0,0,0,0
0.11796,0.05898,1359.71335,-1359.7071,0.32,0,153.003105,3.32419393e-05,7939,0,0,0,0
0.11828,0.05914,1363.18045,-1363.16956,0.32,0,153.310886,3.46414668e-05,7939,0,0,0,0
0.1186,0.0593,1366.63151,-1366.63414,0.32,0,153.628354,3.16537678e-05,7939,0,0,0,0
0.11892,0.05946,1370.10826,-1370.08992,0.32,0,153.941487,3.69424632e-05,7939,0,0,0,0
0.11924,0.05962,1373.56139,-1373.54954,0.64,0,154.27562,2.90324901e-05,7939,0,0,0,0
0.11956,0.05978,1377.01666,-1377.01746,0.32,0,154.913235,3.20999544e-05,8011,0,0,0,0
0.11988,0.05994,1380.4735,-1380.48273,0.32,0,155.233394,3.35786175e-05,8011,0,0,0,0
0.1202,0.0601,1383.93432,-1383.9357,0.32,0,155.544367,3.25706269e-05,8011,0,0,0,0
0.12052,0.06026,1387.38682,-1387.39312,0.32,0,155.8585,3.09647517e-05,8011,0,0,0,0
0.12084,0.06042,1390.86061,-1390.84741,0.32,0,156.169394,2.91037753e-05,8011,0,0,0,0
0.12116,0.06058,1394.3041,-1394.30347,0.64,0,156.474778,3.35961868e-05,8011,0,0,0,0
0.12148,0.06074,1397.76843,-1397.75042,0.32,0,157.137055,3.07736678e-05,8083,0,0,0,0
0.1218,0.0609,1401.20361,-1401.20248,0.32,0,157.46313,3.21011302e-05,8083,0,0,0,0
0.12212,0.06106,1404.65608,-1404.65323,0.32,0,157.769936,3.24685174e-05,8083,0,0,0,0
0.12244,0.06122,1408.08466,-1408.09775,0.32,0,158.083713,3.28838128e-05,8083,0,0,0,0
0.12276,0.06138,1411.55186,-1411.53561,0.32,0,158.406536,3.20335943e-05,8083,0,0,0,0
0.12308,0.06154,1414.96824,-1414.98835,0.64,0,158.714626,3.18396237e-05,8083,0,0,0,0
0.1234,0.0617,1418.44205,-1418.43047,0.32,0,159.380377,3.32150277e-05,8155,0,0,0,0
0.12372,0.06186,1421.87575,-1421.88451,0.32,0,159.69151,3.4962471e-05,8155,0,0,0,0
0.12404,0.06202,1425.34253,-1425.32402,0.32,0,159.991506,3.46279236e-05,8155,0,0,0,0
0.12436,0.06218,1428.76142,-1428.76974,0.32,0,160.305053,3.43911535e-05,8155,0,0,0,0
0.12468,0.06234,1432.24068,-1432.20701,0.32,0,160.607383,3.40044307e-05,8155,0,0,0,0
0.125,0.0625,1435.64941,-1435.65512,0.64,0,160.92019,3.56568461e-05,8155,0,0,0,0
0.12532,0.06266,1439.10699,-1439.08903,0.32,0,161.606046,3.53080134e-05,8227,0,0,0,0
0.12564,0.06282,1442.52768,-1442.52157,0.32,0,161.890692,3.40138349e-05,8227,0,0,0,0
0.12596,0.06298,1445.94861,-1445.95094,0.32,0,162.203714,3.35651516e-05,8227,0,0,0,0
0.12628,0.06314,1449.38894,-1449.38006,0.32,0,162.507755,3.30107292e-05,8227,0,0,0,0
0.1266,0.0633,1452.80511,-1452.80807,0.32,0,162.821454,3.23504329e-05,8227,0,0,0,0
0.12692,0.06346,1456.24666,-1456.24225,0.64,0,163.140893,3.1384605e-05,8227,0,0,0,0
0.12724,0.06362,1459.67911,-1459.67109,0.32,0,163.800399,3.16036961e-05,8299,0,0,0,0
0.12756,0.06378,1463.1056,-1463.10433,0.32,0,164.111387,3.12187246e-05,8299,0,0,0,0
0.12788,0.06394,1466.52606,-1466.52229,0.32,0,164.43192,3.36227825e-05,8299,0,0,0,0
0.1282,0.0641,1469.94955,-1469.94026,0.32,0,164.746424,3.2672005e-05,8299,0,0,0,0
0.12852,0.06426,1473.36914,-1473.35858,0.32,0,165.051586,3.43919925e-05,8299,0,0,0,0
0.12884,0.06442,1476.78464,-1476.78617,0.64,0,165.374573,3.12591311e-05,8299,0,0,0,0
0.12916,0.06458,1480.21368,-1480.20352,0.32,0,165.981021,3.31989123e-05,8371,0,0,0,0
0.12948,0.06474,1483.61995,-1483.6212,0.32,0,166.302114,3.41786977e-05,8371,0,0,0,0
0.1298,0.0649,1487.03176,-1487.02854,0.32,0,166.609333,3.3804348e-05,8371,0,0,0,0
0.13012,0.06506,1490.4522,-1490.43921,0.32,0,166.911335,3.14839902e-05,8371,0,0,0,0
0.13044,0.06522,1493.85284,-1493.84959,0.32,0,167.212259,3.21236769e-05,8371,0,0,0,0
0.13076,0.06538,1497.27671,-1497.26646,0.64,0,167.506074,3.12367641e-05,8371,0,0,0,0
0.13108,0.06554,1500.6716,-1500.67658,0.32,0,168.178832,3.26937732e-05,8443,0,0,0,0
0.1314,0.0657,1504.09416,-1504.08753,0.32,0,168.500195,3.08694608e-05,8443,0,0,0,0
0.13172,0.06586,1507.4859,-1507.4935,0.32,0,168.818614,3.29945208e-05,8443,0,0,0,0
0.13204,0.06602,1510.90088,-1510.89745,0.32,0,169.128474,2.89834627e-05,8443,0,0,0,0
0.13236,0.06618,1514.30293,-1514.30817,0.32,0,169.426557,3.38237682e-05,8443,0,0,0,0
0.13268,0.06634,1517.71351,-1517.71503,0.64,0,169.722286,3.17498574e-05,8443,0,0,0,0
0.133,0.0665,1521.11532,-1521.11764,0.32,0,170.348881,3.31494129e-05,8515,0,0,0,0
0.13332,0.06666,1524.52165,-1524.52356,0.32,0,170.645401,3.1412081e-05,8515,0,0,0,0
0.13364,0.06682,1527.93486,-1527.92735,0.32,0,170.943932,3.27890378e-05,8515,0,0,0,0
0.13396,0.06698,1531.33696,-1531.33619,0.32,0,171.257874,3.22003767e-05,8515,0,0,0,0
0.13428,0.06714,1534.74052,-1534.7408,0.32,0,171.559275,3.48117675e-05,8515,0,0,0,0
0.1346,0.0673,1538.15325,-1538.14417,0.64,0,171.873241,3.13558227e-05,8515,0,0,0,0
0.13492,0.06746,1541.53832,-1541.5438,0.32,0,172.515241,3.22286274e-05,8587,0,0,0,0
0.13524,0.06762,1544.94888,-1544.94699,0.32,0,172.815258,3.01978702e-05,8587,0,0,0,0
0.13556,0.06778,1548.34689,-1548.34822,0.32,0,173.107121,3.04272327e-05,8587,0,0,0,0
0.13588,0.06794,1551.74151,-1551.7443,0.32,0,173.41577,3.07162773e-05,8587,0,0,0,0
0.1362,0.0681,1555.1338,-1555.13543,0.32,0,173.731312,3.15343221e-05,8587,0,0,0,0
0.13652,0.06826,1558.52462,-1558.52804,0.64,0,174.027351,3.11326838e-05,8587,0,0,0,0
0.13684,0.06842,1561.91001,-1561.91871,0.32,0,174.66619,2.86755214e-05,8659,0,0,0,0
0.13716,0.06858,1565.31273,-1565.30642,0.32,0,174.982903,3.21715985e-05,8659,0,0,0,0
0.13748,0.06874,1568.68096,-1568.69298,0.32,0,175.266975,3.37772415e-05,8659,0,0,0,0
0.1378,0.0689,1572.07812,-1572.08214,0.32,0,175.565747,2.85507778e-05,8659,0,0,0,0
0.13812,0.06906,1575.45647,-1575.46636,0.32,0,175.869013,3.35719202e-05,8659,0,0,0,0
0.13844,0.06922,1578.84842,-1578.85667,0.64,0,176.173409,3.0305071e-05,8659,0,0,0,0
0.13876,0.06938,1582.22252,-1582.23392,0.32,0,176.826348,3.15528156e-05,8731,0,0,0,0
0.13908,0.06954,1585.60375,-1585.60892,0.32,0,177.144751,3.19468674e-05,8731,0,0,0,0
0.1394,0.0697,1588.9747,-1588.99078,0.32,0,177.450684,3.16224175e-05,8731,0,0,0,0
0.13972,0.06986,1592.36276,-1592.36325,0.32,0,177.745634,3.2048131e-05,8731,0,0,0,0
0.14004,0.07002,1595.72184,-1595.73512,0.32,0,178.067594,3.38917757e-05,8731,0,0,0,0
0.14036,0.07018,1599.1003,-1599.1074,0.64,0,178.356672,3.27190337e-05,8731,0,0,0,0
0.14068,0.07034,1602.46626,-1602.47992,0.32,0,178.986768,3.50706693e-05,8803,0,0,0,0
0.141,0.0705,1605.84046,-1605.85105,0.32,0,179.305313,3.25814211e-05,8803,0,0,0,0
0.14132,0.07066,1609.21397,-1609.22133,0.32,0,179.605962,3.34549102e-05,8803,0,0,0,0
0.14164,0.07082,1612.59569,-1612.59711,0.32,0,179.910776,3.01819343e-05,8803,0,0,0,0
0.14196,0.07098,1615.96294,-1615.97122,0.32,0,180.220277,3.14395015e-05,8803,0,0,0,0
0.14228,0.07114,1619.34388,-1619.34435,0.64,0,180.54274,3.17027652e-05,8803,0,0,0,0
0.1426,0.0713,1622.70701,-1622.71432,0.32,0,181.187045,3.2169061e-05,8875,0,0,0,0
0.14292,0.07146,1626.07565,-1626.0705,0.32,0,181.489384,3.21203206e-05,8875,0,0,0,0
0.14324,0.07162,1629.42867,-1629.43849,0.32,0,181.814767,3.16494805e-05,8875,0,0,0,0
0.14356,0.07178,1632.79189,-1632.78225,0.32,0,182.130553,3.28736516e-05,8875,0,0,0,0
0.14388,0.07194,1636.13106,-1636.13655,0.32,0,182.416038,3.09110023e-05,8875,0,0,0,0
0.1442,0.0721,1639.49136,-1639.4896,0.64,0,182.703152,3.08789636e-05,8875,0,0,0,0
0.14452,0.07226,1642.85083,-1642.84832,0.32,0,183.344333,3.35281559e-05,8947,0,0,0,0
0.14484,0.07242,1646.20741,-1646.20714,0.32,0,183.65355,3.16070775e-05,8947,0,0,0,0
0.14516,0.07258,1649.57534,-1649.56521,0.32,0,183.964915,3.05085085e-05,8947,0,0,0,0
0.14548,0.07274,1652.92774,-1652.92072,0.32,0,184.266228,3.24789023e-05,8947,0,0,0,0
0.1458,0.0729,1656.27444,-1656.27029,0.32,0,184.59028,3.43837085e-05,8947,0,0,0,0
0.14612,0.07306,1659.63153,-1659.61435,0.64,0,184.900788,3.28576699e-05,8947,0,0,0,0
0.14644,0.07322,1662.96913,-1662.96287,0.32,0,185.55497,3.12158236e-05,9019,0,0,0,0
0.14676,0.07338,1666.33622,-1666.30441,0.32,0,185.858114,3.13872653e-05,9019,0,0,0,0
0.14708,0.07354,1669.65696,-1669.65209,0.32,0,186.15809,3.16227819e-05,9019,0,0,0,0
0.1474,0.0737,1673.00774,-1672.99551,0.32,0,186.469016,3.08506344e-05,9019,0,0,0,0
