# ADR90 WP-A2 tau=0 band, build 5c01bb5f7a580be9f73568a2e8f98b3a2b263c39, leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
2e-05,1e-05,0.957685814,-0.962578624,0.02,0,0.299008608
4e-05,2e-05,1.53352856,-1.32383439,0.02,0,0.371098995
6e-05,3e-05,1.83975245,-1.68045093,0.02,0,0.480793476
8e-05,4e-05,2.16869992,-2.03648234,0.02,0,0.574247837
0.0001,5e-05,2.52080509,-2.36164702,0.02,0,0.688038588
0.00012,6e-05,2.84749516,-2.69507676,0.04,0,0.792578936
0.00016,8e-05,3.51203499,-3.34727337,0.04,0,0.96592474
0.0002,0.0001,4.13984525,-3.96768917,0.04,0,1.13275099
0.00024,0.00012,4.73800252,-4.57477754,0.04,0,1.5992558
0.00028,0.00014,5.36822356,-5.16643691,0.04,0,2.09907293
0.00032,0.00016,5.9296621,-5.76558874,0.04,0,2.569736
0.00036,0.00018,6.54221338,-6.3427603,0.08,0,3.2136817
0.00044,0.00022,7.61029972,-7.51316753,0.08,0,4.18005872
0.00052,0.00026,8.7429986,-8.63783355,0.08,0,5.16332865
0.0006,0.0003,9.8515617,-9.74953192,0.08,0,6.14020014
0.00068,0.00034,10.9906513,-10.8560602,0.08,0,7.1231873
0.00076,0.00038,12.066618,-11.9533172,0.08,0,8.14756942
0.00084,0.00042,13.1291658,-13.0313047,0.16,0,9.1647532
0.001,0.0005,15.1776215,-15.1652978,0.16,0,11.4632742
0.00116,0.00058,17.2445053,-17.2462657,0.16,0,14.4427645
0.00132,0.00066,19.2781684,-19.2820094,0.16,0,22.1565111
0.00148,0.00074,21.3846134,-21.3613764,0.16,0,25.210973
0.00164,0.00082,23.388668,-23.3776902,0.16,0,28.3172135
0.0018,0.0009,25.3367077,-25.4095893,0.32,0,34.0370443
0.00212,0.00106,29.2949607,-29.3153632,0.32,0,43.003396
0.00244,0.00122,33.1805683,-33.208775,0.32,0,50.5854018
0.00276,0.00138,37.0222211,-37.0390934,0.32,0,60.2660904
0.00308,0.00154,40.7646352,-40.7998799,0.32,0,73.4628561
0.0034,0.0017,44.6344054,-44.640369,0.32,0,82.1600974
0.00372,0.00186,48.3850583,-48.3966271,0.64,0,90.9558141
0.00436,0.00218,55.7562782,-55.8722142,0.64,0,108.762849
0.005,0.0025,63.2062889,-63.1792675,0.64,0,126.065628
0.00564,0.00282,70.428538,-70.5032942,0.64,0,143.788659
0.00628,0.00314,77.8766194,-77.8102151,0.64,0,160.755393
0.00692,0.00346,84.8858756,-84.9677556,0.64,0,176.936437
0.00756,0.00378,94.1533987,-94.6332879,1.28,1,180.538687
0.00884,0.00442,106.687973,-106.613346,1.28,0,233.376589
0.01012,0.00506,120.941313,-120.898524,1.28,0,274.027666
0.0114,0.0057,135.100285,-135.058444,1.28,0,316.35199
0.01268,0.00634,149.137317,-149.175819,1.28,0,358.424727
0.01396,0.00698,163.233091,-163.262374,1.28,0,408.650635
0.01524,0.00762,177.3075,-177.313686,2.56,0,447.358887
0.01652,0.00826,191.375803,-191.346263,1.28,0,491.233691
0.0178,0.0089,205.247314,-205.223997,1.28,0,526.029084
0.01908,0.00954,219.940808,-220.526814,1.28,1,549.917575
0.02036,0.01018,233.165144,-233.21954,1.28,0,582.779571
0.02164,0.01082,246.982236,-247.013536,1.28,0,615.886151
0.02292,0.01146,260.847899,-260.879974,2.56,0,644.349578
