# ADR90 WP-A2 tau=0 band, build 548fe911427e90a2edfead05cb3672a738d25b6d, leg h0.25_e0.60
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
2e-05,1e-05,0.937362645,-0.924969666,0.02,0,9.83923936
4e-05,2e-05,1.50706475,-1.39511567,0.02,0,10.7975526
6e-05,3e-05,2.19634914,-1.80040725,0.02,0,11.433213
8e-05,4e-05,2.48093627,-2.22868387,0.02,0,12.3356557
0.0001,5e-05,2.86404412,-2.63471117,0.02,0,13.1602128
0.00012,6e-05,3.27894808,-3.03505914,0.04,0,14.0025198
0.00016,8e-05,4.12385705,-3.82284191,0.04,0,15.5362692
0.0002,0.0001,4.8587418,-4.59834699,0.04,0,17.1649883
0.00024,0.00012,5.64304012,-5.36378929,0.04,0,18.7452295
0.00028,0.00014,6.43392093,-6.11892428,0.04,0,20.5124054
0.00032,0.00016,7.20979352,-6.86476074,0.04,0,22.3032572
0.00036,0.00018,7.91033225,-7.61527302,0.08,0,24.0851984
0.00044,0.00022,9.26729945,-9.10424432,0.08,0,27.9565754
0.00052,0.00026,10.8359959,-10.5572069,0.08,0,31.5853896
0.0006,0.0003,11.9977422,-11.9943138,0.08,0,37.9538083
0.00068,0.00034,13.7134414,-13.4572777,0.08,0,42.0149369
0.00076,0.00038,15.0554526,-14.8640999,0.08,0,46.2492228
0.00084,0.00042,16.5288207,-16.3011038,0.16,0,50.2336671
0.001,0.0005,19.1146475,-19.1080762,0.16,0,63.9522071
0.00116,0.00058,21.9442131,-21.9433481,0.16,0,79.6979556
0.00132,0.00066,24.8385223,-24.816987,0.16,0,88.0326867
0.00148,0.00074,27.5862859,-27.5271282,0.16,0,132.211015
0.00164,0.00082,30.462289,-30.4577086,0.16,0,140.853003
0.0018,0.0009,33.9491896,-34.6269467,0.32,1,213.43272
0.00212,0.00106,38.8550006,-38.7856725,0.32,0,309.677093
0.00244,0.00122,44.4979071,-44.5329278,0.32,0,338.428425
0.00276,0.00138,50.1554551,-50.1859217,0.32,0,369.339322
0.00308,0.00154,55.8547494,-55.8790973,0.32,0,398.723818
0.0034,0.0017,61.5427799,-61.5177202,0.32,0,428.119693
0.00372,0.00186,67.3190329,-67.2402366,0.64,0,488.157853
0.00436,0.00218,81.7842873,-80.5244358,0.64,1,691.716962
0.005,0.0025,92.7293992,-91.7791324,0.64,1,937.012663
0.00564,0.00282,105.966751,-103.643898,0.64,1,1343.35314
0.00628,0.00314,114.461872,-113.848136,0.64,1,1594.47009
0.00692,0.00346,125.944092,-125.971928,0.64,1,2090.32439
0.00756,0.00378,138.026375,-137.590794,1.28,1,2295.31481
