# ADR90 WP-A2 tau=0 band, build c4d08f1874060812ef25cfddf49724e7175f2978, leg h1.0_e0.60
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
2e-05,1e-05,1.30741108,-1.24506356,0.02,0,0.173214912
4e-05,2e-05,1.89160488,-1.92244649,0.02,0,0.330123186
6e-05,3e-05,2.47833125,-2.52182303,0.02,0,0.455429316
8e-05,4e-05,3.03552058,-3.1531732,0.02,0,0.549121618
0.0001,5e-05,3.54387542,-3.71053264,0.02,0,0.649168253
0.00012,6e-05,4.03354045,-4.21619482,0.04,0,0.753820419
0.00016,8e-05,5.02320142,-5.12727185,0.04,0,0.933135033
0.0002,0.0001,5.97787399,-6.07317487,0.04,0,1.12928843
0.00024,0.00012,6.88148351,-6.99154091,0.04,0,1.33931375
0.00028,0.00014,7.78597117,-7.89132714,0.04,0,1.53846169
0.00032,0.00016,8.67660413,-8.78473972,0.04,0,1.75276542
0.00036,0.00018,9.55796728,-9.66318003,0.08,0,1.96581197
0.00044,0.00022,11.3444494,-11.3673598,0.08,0,2.39512634
0.00052,0.00026,13.0628325,-13.0848154,0.08,0,2.85023808
0.0006,0.0003,14.7607621,-14.776382,0.08,0,3.32072043
0.00068,0.00034,16.428629,-16.4546317,0.08,0,3.79332232
0.00076,0.00038,18.094095,-18.1180781,0.08,0,4.25651431
0.00084,0.00042,19.747566,-19.7472163,0.16,0,5.03626776
0.001,0.0005,23.0569717,-23.0611523,0.16,0,6.01592255
0.00116,0.00058,26.3461077,-26.3439482,0.16,0,7.17533255
0.00132,0.00066,29.5852883,-29.5883701,0.16,0,8.42940998
0.00148,0.00074,32.7857378,-32.8825524,0.16,0,10.5222356
0.00164,0.00082,35.9911048,-36.0595095,0.16,0,12.8829398
0.0018,0.0009,39.2321699,-39.2542337,0.32,0,13.836844
0.00212,0.00106,45.5964996,-45.5955286,0.32,0,17.0064516
0.00244,0.00122,51.9521389,-51.9509464,0.32,0,20.2178664
0.00276,0.00138,58.30016,-58.2983441,0.32,0,23.1734297
0.00308,0.00154,64.6437116,-64.6406543,0.32,0,26.2310627
0.0034,0.0017,70.9824608,-70.9794456,0.32,0,29.251246
0.00372,0.00186,77.3175965,-77.3136467,0.64,0,32.3248732
0.00436,0.00218,89.9647502,-89.9593835,0.64,0,40.0574257
0.005,0.0025,102.635107,-102.630304,0.64,0,48.2142699
0.00564,0.00282,115.336227,-115.330303,0.64,0,56.9490151
0.00628,0.00314,128.081884,-128.075714,0.64,0,65.7449186
0.00692,0.00346,140.87286,-140.866238,0.64,0,74.4944508
0.00756,0.00378,153.658422,-153.7324,1.28,0,88.3521585
0.00884,0.00442,179.495889,-179.432279,1.28,0,116.87321
0.01012,0.00506,205.338539,-205.445088,1.28,0,147.195079
0.0114,0.0057,231.538207,-231.651512,1.28,0,175.44751
0.01268,0.00634,258.565761,-258.582519,1.28,1,223.549132
0.01396,0.00698,284.515251,-284.53821,1.28,0,263.004755
0.01524,0.00762,311.299212,-311.30426,2.56,0,291.42212
0.0178,0.0089,366.254497,-366.472011,2.56,1,352.16896
0.02036,0.01018,420.897541,-421.276638,2.56,1,380.008707
0.02292,0.01146,476.856562,-477.020894,2.56,1,407.42594
0.02548,0.01274,532.466889,-532.939566,2.56,1,439.983286
0.02804,0.01402,589.547761,-589.930027,2.56,1,463.052282
0.0306,0.0153,648.442832,-648.514052,5,1,488.509185
0.0331,0.01655,705.452243,-705.626812,2.5,1,533.701494
0.0356,0.0178,763.659636,-763.878022,2.5,1,570.031735
0.0381,0.01905,822.433548,-822.592586,2.5,1,602.923704
0.0406,0.0203,881.905878,-881.999979,2.5,1,632.257654
0.041225,0.0206125,896.855697,-897.333858,0.625,1,687.159133
0.0415375,0.02076875,909.444799,-910.368173,0.3125,1,715.278671
0.04185,0.020925,916.888228,-916.209338,0.3125,1,725.043989
0.0421625,0.02108125,924.638471,-924.406449,0.3125,1,732.828635
0.042475,0.0212375,932.576388,-932.439645,0.3125,1,751.740366
0.0427875,0.02139375,940.425712,-940.359286,0.3125,1,760.158527
0.0431,0.02155,941.058461,-941.086402,0.625,0,775.102454
0.043725,0.0218625,959.716999,-960.190202,0.625,1,800.710191
0.04435,0.022175,974.628971,-974.933307,0.625,1,820.49499
0.044975,0.0224875,991.653045,-992.022347,0.625,1,854.151329
0.0456,0.0228,1008.0729,-1008.21462,0.625,1,897.398795
0.046225,0.0231125,1024.40827,-1024.74245,0.625,1,919.500918
0.04685,0.023425,1040.80825,-1040.99228,1.25,1,948.546339
0.0481,0.02405,1072.91052,-1073.4466,1.25,1,986.515536
0.04935,0.024675,1105.95678,-1106.44025,1.25,1,1027.99197
0.0506,0.0253,1138.79532,-1139.36356,1.25,1,1078.25052
0.05185,0.025925,1171.66628,-1172.12518,1.25,1,1108.73261
0.0531,0.02655,1204.97157,-1205.39272,1.25,1,1130.95247
0.05435,0.027175,1237.97216,-1238.3854,2.5,1,1164.22624
0.054975,0.0274875,1255.07337,-1255.55919,0.625,1,1261.9528
0.0556,0.0278,1271.2938,-1272.08433,0.625,1,1272.54155
0.056225,0.0281125,1288.80219,-1289.12576,0.625,1,1292.42641
0.05685,0.028425,1305.84277,-1306.62771,0.625,1,1311.66191
0.0571625,0.02858125,1318.03846,-1318.05542,0.3125,1,1329.96224
0.057475,0.0287375,1327.81521,-1327.5306,0.3125,1,1344.01044
0.0577875,0.02889375,1336.99419,-1336.65368,0.3125,1,1351.51519
0.0581,0.02905,1337.19247,-1337.36898,0.3125,1,1361.58535
0.0584125,0.02920625,1350.15159,-1351.08835,0.3125,1,1369.05908
0.058725,0.0293625,1361.37546,-1360.81181,0.625,1,1383.84325
0.05888125,0.029440625,1365.71219,-1366.66768,0.15625,1,1412.91499
0.0590375,0.02951875,1362.92436,-1362.84516,0.15625,0,1426.11951
0.05919375,0.029596875,1378.39743,-1378.4211,0.15625,1,1439.35052
0.05935,0.029675,1381.77775,-1382.67055,0.15625,1,1446.02309
0.05950625,0.029753125,1385.71551,-1385.67942,0.15625,1,1458.38654
0.0596625,0.02983125,1392.82817,-1393.8657,0.3125,1,1469.84945
0.059975,0.0299875,1394.62004,-1394.74246,0.3125,1,1483.81081
0.0602875,0.03014375,1411.28981,-1412.66304,0.3125,1,1498.11545
0.0606,0.0303,1416.91427,-1416.87678,0.3125,1,1514.49144
0.0609125,0.03045625,1433.01472,-1434.52979,0.3125,1,1538.78155
0.061225,0.0306125,1438.00245,-1438.33202,0.3125,1,1552.0182
0.0615375,0.03076875,1453.85536,-1455.31359,0.625,1,1565.88797
0.06185,0.030925,1461.61126,-1461.56614,0.3125,1,1573.75423
0.0621625,0.03108125,1477.47841,-1478.11026,0.3125,1,1582.18764
0.06231875,0.031159375,1481.76655,-1482.12114,0.15625,1,1594.0791
0.062475,0.0312375,1486.8694,-1487.39096,0.15625,1,1598.87655
0.06263125,0.031315625,1492.25854,-1492.77123,0.15625,1,1605.64953
0.0627875,0.03139375,1497.61031,-1498.15785,0.15625,1,1611.2451
0.06294375,0.031471875,1503.15429,-1503.51485,0.15625,1,1622.29834
0.0631,0.03155,1508.55163,-1508.90531,0.3125,1,1632.02968
0.06325625,0.031628125,1513.9342,-1514.29163,0.15625,1,1656.22404
0.0634125,0.03170625,1519.31054,-1519.67202,0.15625,1,1663.17382
0.06356875,0.031784375,1524.68266,-1525.0439,0.15625,1,1669.44738
0.063725,0.0318625,1530.04787,-1530.41011,0.15625,1,1676.57758
0.06388125,0.031940625,1527.42623,-1527.39207,0.15625,0,1688.64589
0.0640375,0.03201875,1541.44422,-1541.43606,0.3125,1,1692.90861
0.06435,0.032175,1543.35272,-1543.46496,0.3125,1,1700.95143
0.0646625,0.03233125,1556.33437,-1557.06196,0.3125,1,1709.32472
0.06481875,0.032409375,1569.42043,-1569.60573,0.15625,1,1729.6641
0.064975,0.0324875,1573.73134,-1574.29971,0.15625,1,1741.80805
0.065053125,0.0325265625,1575.0242,-1575.3614,0.078125,1,1753.1346
0.06513125,0.032565625,1572.17065,-1572.34966,0.078125,0,1755.8022
0.065209375,0.0326046875,1581.25051,-1581.32448,0.078125,1,1762.70075
0.0652875,0.03264375,1588.90395,-1588.96834,0.078125,1,1769.46424
0.065365625,0.0326828125,1592.40433,-1592.52188,0.078125,1,1777.5798
0.06544375,0.032721875,1588.30649,-1588.31025,0.15625,0,1783.36871
0.0656,0.0328,1603.68538,-1603.67523,0.15625,1,1789.85715
0.06575625,0.032878125,1604.35413,-1604.37095,0.15625,0,1794.74937
0.0659125,0.03295625,1619.70428,-1619.68875,0.15625,1,1796.20373
0.06606875,0.033034375,1619.82752,-1619.83694,0.15625,0,1801.85752
0.066225,0.0331125,1635.27671,-1635.26699,0.15625,1,1807.56427
0.06638125,0.033190625,1635.28544,-1635.30611,0.3125,0,1816.19722
0.06669375,0.033346875,1651.58377,-1651.7925,0.3125,1,1825.64401
0.06685,0.033425,1665.85337,-1666.02009,0.15625,1,1848.29635
0.06700625,0.033503125,1665.65741,-1665.67018,0.15625,0,1856.31486
0.0671625,0.03358125,1681.36378,-1681.3667,0.15625,1,1859.64427
0.067240625,0.0336203125,1685.87846,-1685.95012,0.078125,1,1868.16491
0.06731875,0.033659375,1680.79243,-1680.8826,0.078125,0,1873.87262
0.067396875,0.0336984375,1690.09563,-1690.16696,0.078125,1,1879.74972
0.067475,0.0337375,1697.95041,-1697.99575,0.078125,1,1882.91607
0.067553125,0.0337765625,1701.42727,-1701.53076,0.078125,1,1886.61729
0.06763125,0.033815625,1696.86528,-1696.87281,0.15625,0,1891.72479
0.0677875,0.03389375,1712.78463,-1712.76598,0.15625,1,1894.8479
0.067865625,0.0339328125,1708.96875,-1708.84044,0.078125,0,1902.40795
0.06794375,0.033971875,1718.25829,-1718.32941,0.078125,1,1907.79708
0.068021875,0.0340109375,1726.13644,-1726.18281,0.078125,1,1914.93389
0.0681,0.03405,1729.53135,-1729.65379,0.078125,1,1921.8143
0.068178125,0.0340890625,1724.88899,-1724.93407,0.078125,0,1928.46888
0.06825625,0.034128125,1734.24551,-1734.31707,0.15625,1,1930.89727
0.0684125,0.03420625,1743.93631,-1744.09432,0.15625,1,1944.08566
0.06856875,0.034284375,1745.5477,-1745.56899,0.15625,0,1951.60225
0.068725,0.0343625,1761.66333,-1761.65003,0.15625,1,1958.76693
0.068803125,0.0344015625,1766.06369,-1766.16326,0.078125,1,1973.29785
0.06888125,0.034440625,1760.75451,-1760.76927,0.078125,0,1979.48196
0.068959375,0.0344796875,1770.16961,-1770.24138,0.078125,1,1985.02159
0.0690375,0.03451875,1778.27238,-1778.32091,0.078125,1,1991.86144
0.069115625,0.0345578125,1781.7987,-1781.92286,0.078125,1,1995.28521
0.06919375,0.034596875,1783.59619,-1783.85411,0.15625,1,2002.55424
0.069271875,0.0346359375,1792.82325,-1793.00912,0.078125,1,2007.68491
0.0693109375,0.0346554687,1790.05903,-1790.41749,0.0390625,1,2018.51977
0.06935,0.034675,1794.53616,-1794.83666,0.0390625,1,2019.50189
0.0693890625,0.0346945312,1796.01882,-1796.3652,0.0390625,1,2028.13645
0.069428125,0.0347140625,1788.85297,-1788.91915,0.0390625,0,2031.17588
0.0694671875,0.0347335937,1793.61864,-1793.652,0.0390625,1,2034.05293
0.06950625,0.034753125,1798.23279,-1798.28248,0.078125,1,2047.18225
0.069584375,0.0347921875,1807.40677,-1807.52926,0.078125,1,2053.40987
0.0696625,0.03483125,1811.27846,-1811.37685,0.078125,1,2060.06566
0.069740625,0.0348703125,1814.81867,-1815.01781,0.078125,1,2063.63143
0.06981875,0.034909375,1824.09805,-1824.24169,0.078125,1,2064.75115
0.069896875,0.0349484375,1817.58379,-1817.6043,0.078125,0,2067.62984
0.069975,0.0349875,1827.09119,-1827.15978,0.15625,1,2072.65273
0.07013125,0.035065625,1841.08191,-1841.17472,0.15625,1,2079.27005
0.070209375,0.0351046875,1843.55668,-1843.78449,0.078125,1,2094.20492
0.0702875,0.03514375,1850.2829,-1850.48098,0.078125,1,2095.39759
0.070365625,0.0351828125,1847.23706,-1847.23787,0.078125,0,2102.03367
0.07044375,0.035221875,1856.8041,-1856.86599,0.078125,1,2106.5339
0.070521875,0.0352609375,1865.18052,-1865.21777,0.078125,1,2109.47881
0.0706,0.0353,1869.4231,-1869.53645,0.15625,1,2115.03963
0.07075625,0.035378125,1872.11615,-1872.16819,0.15625,0,2119.99798
0.0709125,0.03545625,1890.26779,-1890.31096,0.15625,1,2122.82061
0.070990625,0.0354953125,1894.52951,-1894.63216,0.078125,1,2130.79523
0.07106875,0.035534375,1896.94424,-1897.14882,0.078125,1,2131.77326
0.071146875,0.0355734375,1906.35052,-1906.49665,0.078125,1,2135.60851
0.071225,0.0356125,1899.51379,-1899.55755,0.078125,0,2141.26805
0.071303125,0.0356515625,1909.18154,-1909.25191,0.078125,1,2142.95252
0.07138125,0.035690625,1917.65795,-1917.70467,0.15625,1,2146.0802
0.071459375,0.0357296875,1921.75839,-1921.87385,0.078125,1,2164.37543
0.0715375,0.03576875,1927.20007,-1927.38183,0.078125,1,2167.61009
0.071615625,0.0358078125,1930.02449,-1930.28294,0.078125,1,2172.95016
0.07169375,0.035846875,1930.63277,-1930.63392,0.078125,0,2179.5924
0.071771875,0.0358859375,1936.28827,-1936.26616,0.078125,0,2180.43381
0.07185,0.035925,1941.55834,-1941.54205,0.15625,0,2181.4848
0.07200625,0.036003125,1951.87343,-1951.86976,0.15625,0,2183.33146
0.0721625,0.03608125,1968.52086,-1968.5503,0.15625,1,2185.78586
0.07231875,0.036159375,1972.25298,-1972.2417,0.15625,0,2191.01933
0.072475,0.0362375,1982.58012,-1982.56268,0.15625,0,2195.02695
0.07263125,0.036315625,1992.12328,-1992.10723,0.15625,0,2197.00697
0.0727875,0.03639375,2010.27741,-2010.32371,0.3125,1,2202.99892
0.072865625,0.0364328125,2014.64426,-2014.7516,0.078125,1,2217.14507
0.07294375,0.036471875,2016.68036,-2016.83981,0.078125,1,2225.22607
0.073021875,0.0365109375,2014.9469,-2014.90861,0.078125,0,2229.11347
0.0731,0.03655,2024.76774,-2024.81351,0.078125,1,2233.31407
0.073178125,0.0365890625,2033.19926,-2033.24697,0.078125,1,2240.0144
0.07325625,0.036628125,2038.27379,-2038.36489,0.15625,1,2247.97684
0.073334375,0.0366671875,2040.82753,-2040.97543,0.078125,1,2264.05016
0.0734125,0.03670625,2039.25469,-2039.24192,0.078125,0,2266.67998
0.073490625,0.0367453125,2049.11761,-2049.1592,0.078125,1,2272.09226
0.07356875,0.036784375,2057.58898,-2057.63196,0.078125,1,2278.4789
0.073646875,0.0368234375,2062.73114,-2062.82987,0.078125,1,2280.79843
0.073725,0.0368625,2065.18108,-2065.36263,0.15625,1,2282.77701
0.073803125,0.0369015625,2074.89782,-2074.99071,0.078125,1,2289.45755
0.0738421875,0.0369210937,2072.60173,-2072.87859,0.0390625,1,2302.62011
0.07388125,0.036940625,2077.2836,-2077.51149,0.0390625,1,2303.37206
0.0739203125,0.0369601562,2079.29093,-2079.58108,0.0390625,1,2306.02043
0.073959375,0.0369796875,2081.48189,-2081.78917,0.0390625,1,2309.18108
0.0739984375,0.0369992187,2083.77568,-2084.10079,0.0390625,1,2316.32207
0.0740375,0.03701875,2075.77183,-2075.70498,0.078125,0,2320.63771
0.074115625,0.0370578125,2085.67476,-2085.75974,0.078125,1,2325.36597
0.07419375,0.037096875,2095.33132,-2095.48499,0.078125,1,2327.85506
0.074271875,0.0371359375,2100.50025,-2100.53268,0.078125,1,2331.39411
0.07435,0.037175,2096.63218,-2096.5902,0.078125,0,2335.14078
0.074428125,0.0372140625,2106.58039,-2106.65724,0.078125,1,2341.50483
0.07450625,0.037253125,2115.40463,-2115.45407,0.15625,1,2344.48041
0.074584375,0.0372921875,2119.86726,-2119.96446,0.078125,1,2348.88227
0.0746625,0.03733125,2125.50071,-2125.67664,0.078125,1,2352.93491
0.074740625,0.0373703125,2128.80718,-2129.05904,0.078125,1,2361.0879
0.07481875,0.037409375,2138.63699,-2138.78421,0.078125,1,2369.2556
0.0748578125,0.0374289062,2128.35962,-2128.40785,0.0390625,0,2379.70412
0.074896875,0.0374484375,2132.22433,-2132.36994,0.0390625,0,2382.26348
0.0749359375,0.0374679687,2137.28502,-2137.32944,0.0390625,1,2384.89836
0.074975,0.0374875,2142.13097,-2142.18787,0.0390625,1,2387.23303
0.0750140625,0.0375070312,2146.77464,-2146.85182,0.0390625,1,2397.41671
0.075053125,0.0375265625,2151.22821,-2151.30654,0.078125,1,2402.44767
0.07513125,0.037565625,2154.07651,-2154.20791,0.078125,1,2407.76963
0.075209375,0.0376046875,2158.7619,-2158.90894,0.078125,1,2417.7746
0.0752875,0.03764375,2162.91761,-2163.1028,0.078125,1,2422.40973
0.075365625,0.0376828125,2163.73813,-2163.72906,0.078125,0,2430.37351
0.07544375,0.037721875,2169.71253,-2169.70935,0.078125,0,2431.16533
