# ADR90 WP-A2 tau=0 band, build a6a53948ef316f7eb6662ea09f2e1fb52d2b607f (expected a6a53948ef316f7eb6662ea09f2e1fb52d2b607f), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals,guard_floor,guard_f0,guard_hold,guard_res,guard_ctlf
0.05492,0.02746,728.909376,-738.382756,0.64,0,85.0916719,0.00438618753,456,0,0,0,1568,311
0.05524,0.02762,732.986715,-742.472201,0.32,0,86.2039926,0.00438054447,468,0,0,0,11072,2410
0.05556,0.02778,737.062578,-746.561468,0.32,0,86.5334599,0.00437622637,468,0,0,0,1568,309
0.05588,0.02794,741.137048,-750.647375,0.32,0,86.8430362,0.00437104514,468,0,0,0,1568,308
0.0562,0.0281,745.209955,-754.732868,0.32,0,87.137593,0.00436673711,468,0,0,0,1568,312
0.05652,0.02826,749.280756,-758.816577,0.32,0,87.4819272,0.00436193231,468,0,0,0,1568,309
0.05684,0.02842,753.35094,-762.898502,0.64,0,87.8030531,0.00435743867,468,0,0,0,1568,312
0.05716,0.02858,757.419375,-766.978864,0.32,0,88.9583735,0.00435219744,480,0,0,0,11072,2398
0.05748,0.02874,761.486123,-771.057789,0.32,0,89.2607105,0.00434772033,480,0,0,0,1568,311
0.0578,0.0289,765.551773,-775.135921,0.32,0,89.5829103,0.0043429687,480,0,0,0,1568,309
0.05812,0.02906,769.615878,-779.211446,0.32,0,89.9111972,0.00433836711,480,0,0,0,1568,312
0.05844,0.02922,773.678586,-783.286453,0.32,0,90.2016397,0.00433370193,480,0,0,0,1568,310
0.05876,0.02938,777.7402,-787.359696,0.64,0,90.4989164,0.00432948242,480,0,0,0,1568,313
0.0594,0.0297,802.370856,-811.743782,0.64,0,90.8991356,0.00638483265,480,0,0,0,1568,706
0.05972,0.02986,797.361138,-808.571697,0.32,0,92.1359828,0.00558809489,492,0,64,0,11072,336
0.06004,0.03002,798.267298,-809.03022,0.32,0,92.4423974,0.00493195377,492,0,4,0,1568,420
0.06036,0.03018,801.142906,-811.427606,0.32,0,92.7687731,0.00466026419,492,0,4,0,1568,402
0.06068,0.03034,804.531763,-814.583518,0.32,0,93.0788693,0.00450919427,492,0,4,0,1568,357
0.061,0.0305,808.149093,-818.114509,0.32,0,93.3890796,0.00443772515,492,0,0,0,1568,344
0.06132,0.03066,811.866269,-821.829373,0.64,0,93.7263255,0.00439435423,492,0,0,0,1568,331
0.06196,0.03098,836.703311,-846.303891,0.64,0,94.1644475,0.00645318807,492,0,0,0,1568,720
0.06228,0.03114,831.201281,-842.765041,0.32,0,95.4407504,0.00560024548,504,0,96,0,11072,339
0.0626,0.0313,831.808282,-842.928488,0.32,0,95.78688,0.00492855141,504,0,4,0,1568,413
0.06292,0.03146,834.503352,-845.141053,0.32,0,96.0613482,0.00465058033,504,0,4,0,1568,417
0.06324,0.03162,837.776399,-848.159501,0.32,0,96.353642,0.0044941093,504,0,1,0,1568,358
0.06356,0.03178,841.309326,-851.584988,0.32,0,96.663753,0.00441730572,504,0,0,0,1568,344
0.06388,0.03194,844.95712,-855.214775,0.64,0,96.9771619,0.00437101036,504,0,0,0,1568,325
0.06452,0.03226,870.086994,-879.901632,0.64,0,97.4084969,0.00642436607,504,0,0,0,1568,721
0.06484,0.03242,864.362203,-876.189549,0.32,0,98.6758261,0.00558019212,516,0,96,0,11072,342
0.06516,0.03258,864.819233,-876.207622,0.32,0,98.9967799,0.00490623181,516,0,8,0,1568,407
0.06548,0.03274,867.428617,-878.338857,0.32,0,99.2727394,0.00462525981,516,0,0,0,1568,409
0.0658,0.0329,870.641917,-881.290561,0.32,0,99.5649285,0.0044674074,516,0,0,0,1568,357
0.06612,0.03306,874.130749,-884.660723,0.32,0,99.8615377,0.00438971721,516,0,0,0,1568,346
0.06644,0.03322,877.741072,-888.23999,0.64,0,100.16964,0.00434314862,516,0,0,0,1568,331
0.06708,0.03354,903.159653,-913.154037,0.64,0,100.554125,0.00637787242,516,0,0,0,1568,729
0.0674,0.0337,897.259258,-909.296218,0.32,0,101.765532,0.00555056878,528,0,96,0,11072,324
0.06772,0.03386,897.601198,-909.207204,0.32,0,102.07835,0.00487873209,528,0,12,0,1568,408
0.06804,0.03402,900.141303,-911.278441,0.32,0,102.391928,0.00459729544,528,0,0,0,1568,413
0.06836,0.03418,903.306986,-914.181526,0.32,0,102.68309,0.00443862905,528,0,0,0,1568,364
0.06868,0.03434,906.764098,-917.509269,0.32,0,102.983098,0.00435925715,528,0,0,0,1568,345
0.069,0.0345,910.345768,-921.052111,0.64,0,103.264251,0.00431333038,528,0,0,0,1568,329
0.06964,0.03482,936.044853,-946.19208,0.64,0,103.667198,0.00632512883,528,0,0,0,1568,734
0.07028,0.03514,951.284692,-963.418227,0.64,0,104.074849,0.00699411463,528,0,24,0,1568,100
0.0706,0.0353,942.36519,-955.908244,0.32,0,105.323893,0.00590412588,540,0,0,0,11072,613
0.07092,0.03546,941.601625,-954.013397,0.32,0,105.633656,0.00518073783,540,0,56,0,1568,587
0.07124,0.03562,943.399598,-955.055149,0.32,0,105.976332,0.00477927643,540,0,64,0,1568,464
0.07156,0.03578,946.066016,-957.444671,0.32,0,106.276352,0.00455914273,540,0,32,0,1568,404
0.07188,0.03594,949.160599,-960.422448,0.32,0,106.582364,0.00444964038,540,0,0,0,1568,362
0.0722,0.0361,952.465789,-963.675309,0.64,0,106.91959,0.00438160449,540,0,0,0,1568,340
0.07252,0.03626,955.905463,-967.079909,0.32,0,107.633726,0.00432613418,552,0,16,0,11072,2648
0.07284,0.03642,959.445197,-970.591699,0.32,0,107.937804,0.00428272346,552,0,0,0,1568,334
0.07316,0.03658,963.071316,-974.195377,0.32,0,108.275577,0.00424877697,552,0,0,0,1568,329
0.07348,0.03674,966.771054,-977.869673,0.32,0,108.545402,0.00422286062,552,0,0,0,1568,322
0.0738,0.0369,970.528222,-981.601805,0.32,0,108.830716,0.00420222676,552,0,0,0,1568,321
0.07412,0.03706,974.32521,-985.373487,0.64,0,109.10441,0.00418538977,552,0,0,0,1568,316
0.07476,0.03738,1000.72282,-1011.47016,0.64,0,109.492057,0.00613968761,552,0,0,0,1568,736
0.0754,0.0377,1016.54989,-1029.16186,0.64,0,109.900774,0.00685128353,552,0,24,0,1568,96
0.07604,0.03802,1029.26013,-1042.95621,0.64,0,110.332239,0.00707658937,552,0,4,0,1568,174
0.07668,0.03834,1041.03769,-1055.26964,0.64,0,110.777598,0.00729279145,552,0,4,0,1568,231
0.07732,0.03866,1054.7153,-1068.79028,0.64,1,111.862745,0.00688329737,560,0,12,0,7904,765
0.07764,0.03882,1041.73506,-1056.85842,0.32,0,113.142748,0.00646835505,572,0,0,0,11072,704
0.07796,0.03898,1038.3423,-1052.02839,0.32,0,113.510006,0.00562481017,572,0,100,0,1568,978
0.07828,0.03914,1038.47197,-1051.3859,0.32,0,113.830842,0.00507184878,572,0,160,0,1568,508
0.0786,0.0393,1039.99167,-1052.62843,0.32,0,114.149962,0.00478888697,572,0,8,0,1568,442
0.07892,0.03946,1042.34036,-1054.83417,0.32,0,114.453699,0.00462462021,572,0,4,0,1568,396
0.07924,0.03962,1045.13451,-1057.54255,0.64,0,114.743955,0.0045090254,572,0,4,0,1568,358
0.07956,0.03978,1048.19775,-1060.5294,0.32,0,115.424487,0.00442706265,584,0,16,0,11072,2772
0.07988,0.03994,1051.4315,-1063.68921,0.32,0,115.737861,0.0043630964,584,0,0,0,1568,338
0.0802,0.0401,1054.78932,-1066.98098,0.32,0,116.039988,0.00431026258,584,0,0,0,1568,342
0.08052,0.04026,1058.25807,-1070.38761,0.32,0,116.345942,0.00426700757,584,0,0,0,1568,332
0.08084,0.04042,1061.81546,-1073.8898,0.32,0,116.646532,0.00423161741,584,0,0,0,1568,327
0.08116,0.04058,1065.45087,-1077.474,0.64,0,116.935261,0.00420283982,584,0,0,0,1568,328
0.08148,0.04074,1069.14197,-1081.11955,0.32,0,117.602095,0.00417923662,596,0,0,0,11072,2572
0.0818,0.0409,1072.8788,-1084.81535,0.32,0,117.899994,0.00415974375,596,0,0,0,1568,327
0.08212,0.04106,1076.65112,-1088.54946,0.32,0,118.160605,0.0041428085,596,0,0,0,1568,330
0.08244,0.04122,1080.45153,-1092.31535,0.32,0,118.464559,0.00412859762,596,0,8,0,1568,325
0.08276,0.04138,1084.27518,-1096.10632,0.32,0,118.75714,0.00411634037,596,0,4,0,1568,323
0.08308,0.04154,1088.11818,-1099.91818,0.64,0,119.04973,0.00410595026,596,0,4,0,1568,321
0.0834,0.0417,1091.97585,-1103.74808,0.32,0,119.726079,0.00409666361,608,0,0,0,11072,2560
0.08372,0.04186,1095.8487,-1107.59448,0.32,0,120.053669,0.00408909735,608,0,4,0,1568,320
0.08404,0.04202,1099.73155,-1111.45297,0.32,0,120.349722,0.00408211618,608,0,0,0,1568,326
0.08436,0.04218,1103.62529,-1115.32367,0.32,0,120.634197,0.00407550068,608,0,0,0,1568,318
0.08468,0.04234,1107.52628,-1119.20314,0.32,0,120.940343,0.00406996626,608,0,0,0,1568,322
0.085,0.0425,1111.43606,-1123.09264,0.64,0,121.203527,0.00406374163,608,0,0,0,1568,317
0.08564,0.04282,1139.23556,-1150.47648,0.64,0,121.61473,0.00593432435,608,0,0,0,1568,740
0.08628,0.04314,1156.23209,-1169.56425,0.64,0,122.003193,0.00668374656,608,0,28,0,1568,81
0.08692,0.04346,1169.86996,-1184.44099,0.64,0,122.436732,0.00695683441,608,0,4,0,1568,159
0.08756,0.04378,1182.28368,-1197.39708,0.64,0,122.888257,0.00719085873,608,0,0,0,1568,224
0.0882,0.0441,1193.8155,-1209.25642,0.64,0,123.322743,0.0073623624,608,0,4,0,1568,257
0.08884,0.04442,1204.70039,-1220.42562,1.28,0,123.742626,0.00746213313,608,0,0,0,1568,275
0.08948,0.04474,1215.09477,-1231.11972,0.64,0,124.75526,0.00753086086,632,0,16,0,11072,2811
0.09012,0.04506,1225.13025,-1241.46135,0.64,0,125.200461,0.00758171396,632,0,0,0,1568,307
0.09076,0.04538,1234.88928,-1251.52874,0.64,0,125.620798,0.00762139531,632,0,0,0,1568,311
0.0914,0.0457,1244.44854,-1261.37786,0.64,0,126.045332,0.00765250865,632,0,0,0,1568,320
0.09204,0.04602,1253.83569,-1271.05268,0.64,0,126.510109,0.0076745139,632,0,0,0,1568,321
0.09268,0.04634,1263.09356,-1280.57995,1.28,0,126.958333,0.00769095049,632,0,0,0,1568,318
0.09332,0.04666,1272.23913,-1289.99042,0.64,0,128.004335,0.0077019408,668,0,0,0,11072,2840
0.09396,0.04698,1281.29766,-1299.29782,0.64,0,128.42999,0.00770875715,668,0,0,0,1568,321
0.0946,0.0473,1290.27633,-1308.52212,0.64,0,128.875711,0.00771235871,668,0,0,0,1568,317
0.09524,0.04762,1299.19158,-1317.67047,0.64,0,129.347995,0.00771277424,668,0,0,0,1568,314
0.09556,0.04778,1283.56489,-1302.43689,0.32,0,130.158852,0.00674909678,680,0,0,0,11072,1002
0.09588,0.04794,1277.91761,-1295.16116,0.32,0,130.522002,0.00595814321,680,0,188,0,1568,1083
0.0962,0.0481,1276.28714,-1292.70967,0.32,0,130.841009,0.00535985991,680,0,76,0,1568,593
0.09652,0.04826,1276.4764,-1292.49158,0.32,0,131.134521,0.00503597132,680,0,68,0,1568,504
0.09684,0.04842,1277.82837,-1293.58824,0.32,0,131.441969,0.00482057038,680,0,20,0,1568,430
0.09716,0.04858,1279.86847,-1295.44563,0.64,0,131.77053,0.00467755967,680,0,4,0,1568,392
0.0978,0.0489,1309.08822,-1324.26837,0.64,0,132.16014,0.00601907918,680,0,0,0,1568,868
0.09812,0.04906,1301.45874,-1318.48333,0.32,0,132.865575,0.00561286758,692,0,96,0,11072,396
0.09844,0.04922,1299.61895,-1316.06666,0.32,0,133.158608,0.00503252582,692,0,196,0,1568,440
0.09876,0.04938,1300.49907,-1316.31592,0.32,0,133.44094,0.00468603914,692,0,44,0,1568,478
0.09908,0.04954,1302.43606,-1317.90646,0.32,0,133.735436,0.00449529932,692,0,6,0,1568,429
0.0994,0.0497,1304.99615,-1320.25623,0.32,0,134.017525,0.00440204966,692,0,0,0,1568,385
0.09972,0.04986,1307.92311,-1323.04266,0.64,0,134.328913,0.00432277806,692,0,4,0,1568,376
0.10036,0.05018,1337.60265,-1352.27357,0.64,0,134.667407,0.00568717329,692,0,5,0,1568,824
0.10068,0.05034,1330.50884,-1347.19563,0.32,0,135.328651,0.00538292717,704,0,96,0,11072,353
0.101,0.0505,1329.3588,-1345.45751,0.32,0,135.649707,0.00483015577,704,0,176,0,1568,408
0.10132,0.05066,1330.76159,-1346.25433,0.32,0,135.961028,0.00450434955,704,0,100,0,1568,456
0.10164,0.05082,1333.04246,-1348.22083,0.32,0,136.241225,0.00433506415,704,0,12,0,1568,421
0.10196,0.05098,1335.84556,-1350.83698,0.32,0,136.520198,0.00424142482,704,0,0,0,1568,392
0.10228,0.05114,1338.95441,-1353.8207,0.64,0,136.820824,0.00416660812,704,0,4,0,1568,367
0.10292,0.05146,1368.85225,-1383.2358,0.64,0,137.200608,0.00568173388,704,0,4,0,1568,785
0.10356,0.05178,1387.29029,-1403.66881,0.64,0,137.575599,0.00646588651,704,0,32,0,1568,106
0.1042,0.0521,1401.74057,-1419.36721,0.64,0,137.957674,0.00668308727,704,0,8,0,1568,159
