s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,19.0803586,19.0803586,0.2,0,1.04454613
0.0004,27.5351255,27.5351255,0.2,0,2.21884036
0.0006,35.9514293,35.9514293,0.2,0,2.6970315
0.0008,44.3813765,44.3813765,0.2,0,3.48826075
0.001,52.8178183,52.8178183,0.2,0,4.28980017
0.0012,61.1969752,61.1969752,0.4,0,4.87587333
0.0016,77.8953327,77.8953327,0.4,0,5.47240758
0.002,94.47499,94.47499,0.4,0,6.28272438
0.0024,110.466057,110.466057,0.4,0,8.90018654
0.0028,125.553323,125.553323,0.4,0,10.7662423
0.0032,139.962757,139.962757,0.4,0,12.4877927
0.0036,153.754284,153.754284,0.8,0,13.7007327
0.0044,180.986038,180.986038,0.8,1,40.3087215
0.0048,194.510105,194.510105,0.4,1,105.79427
0.0052,205.912497,205.912497,0.4,1,131.897631
0.0056,218.956231,218.956231,0.4,1,157.732883
0.006,230.216027,230.216027,0.4,1,181.071006
0.0064,241.978115,241.978115,0.4,1,207.909992
0.0066,247.701691,247.701691,0.2,1,268.867073
0.0068,253.031978,253.031978,0.2,1,291.569143
0.007,258.474648,258.474648,0.2,1,318.787278
0.0072,263.861787,263.861787,0.2,1,344.091755
0.0073,266.996916,266.996916,0.1,1,412.408455
0.0074,269.913734,269.913734,0.1,1,439.737977
0.00745,271.364682,271.364682,0.05,1,497.512183
0.0075,272.807027,272.807027,0.05,1,518.862841
0.00755,273.616871,273.616871,0.05,1,545.076771
0.0076,275.135607,275.135607,0.05,1,568.144654
0.00765,272.448133,272.448133,0.05,1,592.893601
0.0077,274.505915,274.505915,0.1,1,616.6444
0.0078,278.388969,278.388969,0.1,1,642.056823
0.0079,281.448246,281.448246,0.1,1,666.069936
0.00795,283.00268,283.00268,0.05,1,725.207607
0.007975,283.021759,283.021759,0.025,1,779.149873
0.008,283.648358,283.648358,0.025,1,805.599754
0.008025,284.192311,284.192311,0.025,1,829.193241
0.00805,284.751096,284.751096,0.025,1,852.451838
0.008075,276.988521,276.988521,0.025,1,874.70499
0.0081,277.961903,277.961903,0.05,0,875.46078
0.00815,278.136988,278.136988,0.05,0,876.877673
0.0082,278.936014,278.936014,0.05,0,877.900812
0.00825,279.670223,279.670223,0.05,0,879.159148
0.0083,280.471812,280.471812,0.05,0,880.524712
0.00835,281.258045,281.258045,0.05,0,881.977007
0.0084,282.108444,282.108444,0.1,0,883.685907
0.0085,284.064444,284.064444,0.1,0,886.069494
0.0086,285.943316,285.943316,0.1,0,888.397223
0.0087,287.72456,287.72456,0.1,0,889.594855
0.0088,289.640773,289.640773,0.1,0,891.976774
0.0089,291.544725,291.544725,0.1,0,893.753678
0.009,293.45642,293.45642,0.2,0,895.194915
0.0092,297.608938,297.608938,0.2,0,896.907161
0.0094,305.833658,305.833658,0.2,1,919.056351
0.0096,312.892849,312.892849,0.2,1,942.01958
0.00965,314.441361,314.441361,0.05,1,1050.92051
0.0097,315.950455,315.950455,0.05,1,1078.61785
0.00975,317.007466,317.007466,0.05,1,1108.35017
0.009775,317.610555,317.610555,0.025,1,1172.24201
0.0097875,317.674076,317.674076,0.0125,1,1234.54806
0.0098,317.485298,317.485298,0.0125,1,1257.45824
0.0098125,317.598726,317.598726,0.0125,1,1281.80641
0.009825,317.718917,317.718917,0.0125,1,1308.31627
0.0098375,317.841708,317.841708,0.0125,1,1333.48444
0.00985,317.980931,317.980931,0.025,1,1357.51218
0.009875,318.624371,318.624371,0.025,1,1381.95003
0.0099,314.443693,314.443693,0.025,1,1404.24008
0.009925,311.098074,311.098074,0.025,0,1405.94337
0.00995,312.127274,312.127274,0.025,0,1406.34488
0.009975,312.891164,312.891164,0.025,0,1407.57129
0.01,313.516057,313.516057,0.05,0,1409.06782
0.01005,314.043236,314.043236,0.05,0,1411.06072
0.0101,315.881272,315.881272,0.05,0,1411.75298
0.01015,316.380764,316.380764,0.05,0,1414.33049
0.0102,318.142187,318.142187,0.05,0,1414.95682
0.01025,318.616713,318.616713,0.05,0,1415.91542
0.0103,320.380443,320.380443,0.1,0,1416.64152
0.0104,321.957215,321.957215,0.1,0,1417.58159
0.0105,324.136173,324.136173,0.1,0,1418.70371
0.0106,326.350503,326.350503,0.1,0,1421.09151
0.0107,328.493846,328.493846,0.1,0,1422.70406
0.0108,330.688223,330.688223,0.1,0,1424.1007
0.0109,332.849427,332.849427,0.2,0,1425.26902
0.0111,341.01111,341.01111,0.2,1,1446.82802
0.0113,347.916487,347.916487,0.2,1,1471.12365
0.0115,352.768044,352.768044,0.2,1,1492.69014
0.0117,358.305673,358.305673,0.2,1,1515.34085
0.0118,362.028085,362.028085,0.1,1,1567.98611
0.01185,362.955762,362.955762,0.05,1,1622.81374
0.011875,363.472487,363.472487,0.025,1,1675.74626
0.0119,363.98905,363.98905,0.025,1,1696.28422
0.0119125,364.014494,364.014494,0.0125,1,1754.84774
0.011925,364.095088,364.095088,0.0125,1,1778.37272
0.0119375,364.208319,364.208319,0.0125,1,1802.87551
0.01195,364.323224,364.323224,0.0125,1,1825.76342
0.0119625,364.439124,364.439124,0.0125,1,1849.60985
0.011975,364.54828,364.54828,0.025,1,1868.62007
0.0119875,364.695939,364.695939,0.0125,1,1919.46091
