s_m,s_over_B,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.02,0.01,94.4517924,94.4517924,0.04,0,684.002342
0.02004,0.01002,94.5335258,94.5335258,0.04,0,685.913994
0.02006,0.01003,94.5775515,94.5775515,0.02,0,691.345944
0.02008,0.01004,94.6091256,94.6091256,0.02,0,691.804423
0.0201,0.01005,94.6597455,94.6597455,0.02,0,692.350301
0.02012,0.01006,94.7086629,94.7086629,0.02,0,692.831875
0.02014,0.01007,94.7530077,94.7530077,0.02,0,693.286096
0.02016,0.01008,94.798795,94.798795,0.04,0,693.734909
0.0202,0.0101,94.861996,94.861996,0.04,1,698.005857
0.02024,0.01012,94.9425361,94.9425361,0.04,1,702.046524
0.02028,0.01014,95.0299631,95.0299631,0.04,1,705.920989
0.02032,0.01016,95.1041411,95.1041411,0.04,1,710.065667
0.02033,0.010165,95.1131396,95.1131396,0.01,0,720.564479
0.02034,0.01017,95.1353334,95.1353334,0.01,0,721.634369
0.02035,0.010175,95.2284178,95.2284178,0.01,1,724.81883
0.02036,0.01018,95.1819353,95.1819353,0.01,1,728.293831
0.02037,0.010185,95.2717665,95.2717665,0.01,1,731.556702
0.02038,0.01019,95.2737992,95.2737992,0.02,1,735.11302
0.02039,0.010195,95.2923452,95.2923452,0.01,1,743.705106
0.0204,0.0102,95.3044903,95.3044903,0.01,1,747.007257
0.02041,0.010205,95.3314652,95.3314652,0.01,1,750.583334
0.02042,0.01021,95.3567728,95.3567728,0.01,1,754.598648
0.02043,0.010215,95.3786097,95.3786097,0.01,1,760.25083
0.02044,0.01022,95.364501,95.364501,0.02,1,769.612976
0.02045,0.010225,95.3841031,95.3841031,0.01,1,780.251101
0.02046,0.01023,95.474327,95.474327,0.01,1,785.903222
0.020465,0.0102325,95.4677152,95.4677152,0.005,1,801.271712
0.02047,0.010235,95.4828872,95.4828872,0.005,1,805.860282
0.020475,0.0102375,95.44856,95.44856,0.005,1,812.607778
0.02048,0.01024,95.4913109,95.4913109,0.005,1,817.111226
0.020485,0.0102425,95.4603275,95.4603275,0.005,1,822.69103
0.02049,0.010245,95.5179508,95.5179508,0.01,1,827.428446
0.0205,0.01025,95.490101,95.490101,0.01,1,836.47299
0.02051,0.010255,95.5065571,95.5065571,0.01,1,843.634145
0.020515,0.0102575,95.5527827,95.5527827,0.005,1,855.42821
0.02052,0.01026,95.5705692,95.5705692,0.005,1,859.837512
0.020525,0.0102625,95.5386827,95.5386827,0.005,1,865.561831
0.02053,0.010265,95.586842,95.586842,0.005,1,872.304395
0.020535,0.0102675,95.6124846,95.6124846,0.005,1,879.913942
0.02054,0.01027,95.6289148,95.6289148,0.01,1,884.32871
0.02055,0.010275,95.5990107,95.5990107,0.01,1,889.844422
0.020555,0.0102775,95.6478292,95.6478292,0.005,1,905.219729
0.02056,0.01028,95.6488803,95.6488803,0.005,1,910.338497
0.020565,0.0102825,95.625623,95.625623,0.005,1,915.763664
0.02057,0.010285,95.6735927,95.6735927,0.005,1,922.800961
0.020575,0.0102875,95.7029001,95.7029001,0.005,1,929.884702
0.02058,0.01029,95.7188353,95.7188353,0.01,1,935.317212
0.02059,0.010295,95.7076108,95.7076108,0.01,1,940.905281
0.0206,0.0103,95.7078453,95.7078453,0.01,1,946.017951
0.02061,0.010305,95.7260106,95.7260106,0.01,1,950.275496
0.02062,0.01031,95.7532972,95.7532972,0.01,1,954.996414
0.02062125,0.010310625,95.7561274,95.7561274,0.00125,1,994.402689
