s_m,s_over_B,R_kN,q_kPa,dr_iters,settled,ke,res_kN,dR_kN,wall_s
0.001,0.0005,26.1719194,26.1719194,8400,1,1.38957285e-09,0.000217033929,0.00257932411,194.122966
0.002,0.001,37.7025749,37.7025749,8400,1,2.33676115e-11,9.09207658e-05,0.00107138889,376.305936
0.003,0.0015,45.2584314,45.2584314,8400,1,2.08572929e-11,9.58356781e-05,0.0050834137,568.20127
