s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s,p_exc_kPa
0.16469375,0.16469375,529.628552,132.407138,0.20770485,0.05,8460.60687,62.1752919
0.16474375,0.16474375,529.665457,132.416364,0.207719323,0.05,8474.14702,62.1743771
0.16479375,0.16479375,529.701101,132.425275,0.207733302,0.05,8490.57608,62.1734364
0.16484375,0.16484375,529.73833,132.434583,0.207747902,0.1,8500.73386,62.172571
0.16494375,0.16494375,529.812713,132.453178,0.207777073,0.1,8513.68464,62.1709434
0.16504375,0.16504375,529.883109,132.470777,0.20780468,0.1,8525.83571,62.1691929
0.16514375,0.16514375,529.958172,132.489543,0.207834118,0.1,8540.38022,62.1676731
0.16524375,0.16524375,530.033445,132.508361,0.207863638,0.1,8552.45904,62.1662134
0.16534375,0.16534375,530.108925,132.527231,0.207893238,0.2,8566.70312,62.164803
0.16554375,0.16554375,530.260637,132.565159,0.207952736,0.2,8579.50375,62.162345
0.16574375,0.16574375,530.413348,132.603337,0.208012624,0.2,8592.37998,62.1600327
0.16594375,0.16594375,530.568291,132.642073,0.208073389,0.2,8604.51726,62.1579505
0.16614375,0.16614375,530.724905,132.681226,0.208134808,0.2,8619.01797,62.1560723
0.16634375,0.16634375,530.883219,132.720805,0.208196894,0.4,8633.79158,62.1544022
0.16654375,0.16654375,531.043207,132.760802,0.208259637,0.2,8674.25296,62.1529419
0.16674375,0.16674375,531.204864,132.801216,0.208323034,0.2,8692.61644,62.1516925
0.16684375,0.16684375,531.286737,132.821684,0.208355142,0.1,8729.92839,62.1510704
0.16694375,0.16694375,531.369081,132.84227,0.208387435,0.1,8745.34095,62.1505155
0.16704375,0.16704375,531.451851,132.862963,0.208419895,0.1,8763.16734,62.1500199
0.16709375,0.16709375,531.491979,132.872995,0.208435632,0.05,8797.64988,62.1497127
0.16714375,0.16714375,531.532078,132.883019,0.208451357,0.05,8815.046,62.149415
0.16719375,0.16719375,531.572263,132.893066,0.208467117,0.05,8827.22133,62.1491299
0.16721875,0.16721875,531.593295,132.898324,0.208475365,0.025,8862.29392,62.1490077
0.16724375,0.16724375,531.614388,132.903597,0.208483637,0.025,8871.92521,62.1488913
0.16726875,0.16726875,531.635446,132.908862,0.208491895,0.025,8882.03899,62.1487748
0.16729375,0.16729375,531.656597,132.914149,0.20850019,0.025,8893.67099,62.1486679
0.16731875,0.16731875,531.677611,132.919403,0.208508431,0.05,8903.8802,62.1485566
0.16734375,0.16734375,531.698798,132.924699,0.20851674,0.025,8937.37296,62.148458
0.16736875,0.16736875,531.719993,132.929998,0.208525052,0.025,8949.46235,62.1483635
0.16739375,0.16739375,531.741219,132.935305,0.208533376,0.025,8959.74437,62.1482737
0.16741875,0.16741875,531.762478,132.94062,0.208541714,0.025,8970.28162,62.1481897
0.16744375,0.16744375,531.783759,132.94594,0.208550059,0.05,8979.34846,62.148099
0.16745625,0.16745625,531.794425,132.948606,0.208554242,0.0125,9035.78248,62.148048
0.16746875,0.16746875,531.805094,132.951273,0.208558426,0.0125,9045.92315,62.1479841
0.16748125,0.16748125,531.815776,132.953944,0.208562616,0.0125,9056.12076,62.1479028
0.16749375,0.16749375,531.826476,132.956619,0.208566812,0.0125,9066.24441,62.1478187
0.16750625,0.16750625,531.837171,132.959293,0.208571006,0.025,9076.74468,62.1477353
0.16751875,0.16751875,531.847881,132.96197,0.208575206,0.0125,9110.81218,62.1476535
