s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,19.6758548,19.6758548,0.2,0,0.827490807
0.0004,28.2775226,28.2775226,0.2,0,1.47077036
0.0006,36.7690075,36.7690075,0.2,0,1.94173241
0.0008,45.2697537,45.2697537,0.2,0,2.63855243
0.001,53.6980455,53.6980455,0.2,0,3.35924029
0.0012,62.159716,62.159716,0.4,0,4.19095492
0.0016,78.9249248,78.9249248,0.4,0,4.93640208
0.002,95.5693343,95.5693343,0.4,0,6.3140254
0.0024,111.860811,111.860811,0.4,0,7.55280781
0.0028,127.397042,127.397042,0.4,0,8.76976562
0.0032,142.123618,142.123618,0.4,0,9.82173085
0.0036,156.235474,156.235474,0.8,0,11.3290856
0.0044,183.921445,183.921445,0.8,1,35.6736994
0.0048,195.733798,195.733798,0.4,0,76.6165888
0.0052,208.087523,208.087523,0.4,0,79.0015759
0.0056,220.209081,220.209081,0.4,0,80.516362
0.006,232.096616,232.096616,0.4,0,82.5240078
0.0064,243.402868,243.402868,0.4,0,88.4747272
0.0068,256.403049,256.403049,0.8,1,114.320062
0.0072,267.444221,267.444221,0.4,1,180.860941
0.0076,278.685127,278.685127,0.4,1,205.020228
0.0078,284.445153,284.445153,0.2,1,272.75004
0.008,289.000936,289.000936,0.2,1,296.371502
0.0082,294.228715,294.228715,0.2,1,319.82465
0.0084,299.217371,299.217371,0.2,1,344.634241
0.0085,302.664756,302.664756,0.1,1,410.387936
0.00855,302.826543,302.826543,0.05,1,480.53769
0.0086,299.414966,299.414966,0.05,0,482.827573
0.00865,300.424943,300.424943,0.05,0,484.357152
0.0087,301.39067,301.39067,0.05,0,486.665656
0.00875,302.330525,302.330525,0.05,0,488.401817
0.0088,303.253428,303.253428,0.1,0,490.523329
0.0089,305.103726,305.103726,0.1,0,492.118174
0.009,306.93348,306.93348,0.1,0,494.708454
0.0091,308.750703,308.750703,0.1,0,496.882995
0.0092,310.563396,310.563396,0.1,0,498.624238
0.0093,312.384807,312.384807,0.1,0,500.962327
0.0094,314.204663,314.204663,0.2,0,502.731946
0.0096,317.985203,317.985203,0.2,0,505.451026
