s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s
0.091575,0.091575,6892.27831,1723.06958,2.70295027,0.2,4384.32004
0.091775,0.091775,6901.12053,1725.28013,2.70641792,0.2,4390.79882
0.091975,0.091975,6909.95358,1727.4884,2.70988199,0.2,4397.76348
0.092175,0.092175,6918.77582,1729.69395,2.71334181,0.2,4404.85947
0.092375,0.092375,6927.58457,1731.89614,2.71679635,0.4,4411.37999
0.092575,0.092575,6936.38623,1734.09656,2.7202481,0.2,4440.21823
0.092775,0.092775,6945.18228,1736.29557,2.72369766,0.2,4448.41293
0.092975,0.092975,6953.96937,1738.49234,2.72714369,0.2,4455.52588
0.093175,0.093175,6962.7489,1740.68723,2.73058677,0.2,4460.92464
0.093375,0.093375,6971.51734,1742.87933,2.7340255,0.4,4468.48546
0.093575,0.093575,6980.28025,1745.07006,2.73746205,0.2,4496.13312
0.093775,0.093775,6989.03855,1747.25964,2.7408968,0.2,4504.34196
0.093975,0.093975,6997.79183,1749.44796,2.74432958,0.2,4511.51591
0.094175,0.094175,7006.53698,1751.63425,2.74775918,0.2,4519.16427
0.094375,0.094375,7015.27598,1753.81899,2.75118636,0.4,4525.00003
0.094575,0.094575,7024.00299,1756.00075,2.75460883,0.2,4552.46294
0.094775,0.094775,7032.6926,1758.17315,2.75801665,0.2,4560.06903
0.094975,0.094975,7041.3755,1760.34388,2.76142183,0.2,4568.28007
0.095175,0.095175,7050.05061,1762.51265,2.76482395,0.2,4574.96452
0.095375,0.095375,7058.71403,1764.67851,2.76822149,0.4,4583.87811
0.095475,0.095475,7063.04634,1765.76159,2.7699205,0.1,4633.58689
0.095575,0.095575,7067.3772,1766.8443,2.77161894,0.1,4640.02226
0.095675,0.095675,7071.70556,1767.92639,2.77331639,0.1,4646.43445
0.095775,0.095775,7076.02992,1769.00748,2.77501228,0.1,4652.81545
0.095875,0.095875,7080.35156,1770.08789,2.7767071,0.2,4659.15562
0.096075,0.096075,7088.98375,1772.24594,2.78009239,0.2,4666.19493
0.096275,0.096275,7097.61158,1774.4029,2.78347598,0.2,4672.94943
0.096475,0.096475,7106.23053,1776.55763,2.78685607,0.2,4680.61072
0.096675,0.096675,7114.84223,1778.71056,2.79023333,0.2,4687.69934
0.096875,0.096875,7123.44731,1780.86183,2.79360799,0.4,4695.39859
0.097075,0.097075,7132.04852,1783.01213,2.79698114,0.2,4724.15155
0.097275,0.097275,7140.63853,1785.15963,2.80034989,0.2,4732.37801
