s_m,s_over_B,q_kPa,ds_mm,relaxed,wall_s
0.08806,0.04403,258.101295,0.5,1,213.432716
0.08856,0.04428,258.161313,0.5,1,215.60355
0.08906,0.04453,258.279013,0.5,1,217.805212
0.08956,0.04478,258.411863,0.5,1,220.507615
0.09006,0.04503,258.479649,0.5,1,222.903609
0.09056,0.04528,258.60449,1,1,225.290017
0.09156,0.04578,258.784204,1,1,228.175089
0.09256,0.04628,258.968504,1,1,230.57882
0.09306,0.04653,259.051991,0.5,1,235.297821
0.09356,0.04678,259.142161,0.5,1,237.506883
0.09406,0.04703,259.187283,0.5,1,239.797865
0.09456,0.04728,259.263998,0.5,1,242.171426
0.09506,0.04753,259.354566,0.5,1,243.802302
0.09556,0.04778,259.443383,1,1,245.713174
0.09656,0.04828,259.579104,1,1,247.312252
0.09706,0.04853,259.596853,0.5,1,251.246624
0.09756,0.04878,259.660291,0.5,1,253.130424
0.09806,0.04903,259.754628,0.5,1,255.386729
0.09856,0.04928,259.77468,0.5,1,257.944835
0.09906,0.04953,259.880079,0.5,1,260.042995
0.09956,0.04978,259.926963,1,1,261.979494
0.10006,0.05003,259.942916,0.5,1,266.628492
0.10056,0.05028,260.053782,0.5,1,268.800484
0.10106,0.05053,259.999224,0.5,1,271.061506
0.10156,0.05078,260.125628,0.5,1,273.284684
0.10206,0.05103,260.120385,0.5,1,275.327513
0.10256,0.05128,260.220298,1,1,277.31991
0.10306,0.05153,260.279352,0.5,1,281.231333
0.10356,0.05178,260.307245,0.5,1,283.191541
0.10406,0.05203,260.405504,0.5,1,285.376996
0.10456,0.05228,260.469513,0.5,1,287.308697
0.10506,0.05253,260.506737,0.5,1,289.167968
0.10556,0.05278,260.576688,1,1,291.065304
0.10656,0.05328,260.654881,1,1,292.785677
0.10706,0.05353,260.703607,0.5,1,296.505719
0.10756,0.05378,260.687448,0.5,1,298.13929
0.10806,0.05403,260.797805,0.5,1,299.890557
0.10856,0.05428,260.857735,0.5,1,302.915611
0.10906,0.05453,260.869968,0.5,1,304.974675
0.10956,0.05478,260.947995,1,1,307.441095
0.11056,0.05528,261.017309,1,1,309.487779
0.11106,0.05553,261.032942,0.5,1,313.55874
0.11156,0.05578,261.110949,0.5,1,315.019934
0.11206,0.05603,261.167911,0.5,1,316.477701
0.11256,0.05628,261.211294,0.5,1,317.970027
0.11306,0.05653,261.246048,0.5,1,319.386239
0.11331,0.056655,261.274302,0.25,1,322.070988
0.11356,0.05678,261.299781,0.25,1,323.402952
0.11381,0.056905,261.29403,0.25,1,324.74467
0.11406,0.05703,261.336462,0.25,1,326.098149
0.11431,0.057155,261.360662,0.25,1,327.426809
0.11456,0.05728,261.380526,0.5,1,328.779245
0.11506,0.05753,261.362176,0.5,1,330.186584
0.11556,0.05778,261.447481,0.5,1,331.573365
0.11606,0.05803,261.504803,0.5,1,332.985777
0.11656,0.05828,261.543252,0.5,1,334.37421
0.11706,0.05853,261.556436,0.5,1,335.778259
0.11756,0.05878,261.625003,1,1,337.615517
0.11781,0.058905,261.623815,0.25,1,342.930762
0.11806,0.05903,261.642438,0.25,1,344.602238
0.11831,0.059155,261.674008,0.25,1,346.180486
0.11856,0.05928,261.697229,0.25,1,348.051263
0.11881,0.059405,261.691588,0.25,1,349.757981
0.11906,0.05953,261.753753,0.5,1,351.445713
0.11956,0.05978,261.779166,0.5,1,353.200278
0.11981,0.059905,261.821356,0.25,1,356.744442
0.12006,0.06003,261.825746,0.25,1,358.448869
0.12031,0.060155,261.849388,0.25,1,360.080926
0.12056,0.06028,261.838271,0.25,1,361.890859
0.120685,0.0603425,261.876498,0.125,1,365.210745
0.12081,0.060405,261.811475,0.125,1,366.923563
0.120935,0.0604675,261.906556,0.125,1,368.292996
0.12106,0.06053,261.909297,0.125,1,369.956229
0.121185,0.0605925,261.902886,0.125,1,371.446455
0.12131,0.060655,261.916355,0.25,1,373.149933
0.12156,0.06078,261.935969,0.25,1,374.887665
0.12181,0.060905,261.942071,0.25,1,376.518648
0.12206,0.06103,261.964202,0.25,1,378.172081
0.12231,0.061155,261.981296,0.25,1,379.71145
0.12256,0.06128,261.979372,0.25,1,381.302796
0.12281,0.061405,262.019091,0.5,1,383.06571
0.12331,0.061655,262.059094,0.5,1,384.874805
0.12356,0.06178,262.07707,0.25,1,388.76329
0.12381,0.061905,262.08423,0.25,1,390.41921
0.12406,0.06203,262.058461,0.25,1,391.968416
0.12431,0.062155,262.126434,0.25,1,393.477154
0.12456,0.06228,262.156147,0.25,1,395.323473
0.12481,0.062405,262.105284,0.5,1,397.018315
0.12506,0.06253,262.208711,0.25,1,400.379814
0.12531,0.062655,262.211771,0.25,1,401.828476
0.12556,0.06278,262.188164,0.25,1,403.190228
0.12581,0.062905,262.241816,0.25,1,404.448603
0.12606,0.06303,262.261798,0.25,1,405.690494
0.12631,0.063155,262.280516,0.5,1,406.936966
0.12681,0.063405,262.323413,0.5,1,408.234588
0.12731,0.063655,262.353678,0.5,1,409.522976
0.12781,0.063905,262.370405,0.5,1,410.911957
0.12831,0.064155,262.410006,0.5,1,412.760416
0.12881,0.064405,262.398203,0.5,1,414.580958
0.12931,0.064655,262.498297,1,1,416.613368
0.12981,0.064905,262.529131,0.5,1,419.630294
0.13031,0.065155,262.563048,0.5,1,421.604969
0.13081,0.065405,262.581251,0.5,1,423.22682
0.13131,0.065655,262.541217,0.5,1,424.559746
0.13181,0.065905,262.657909,0.5,1,426.522623
0.13231,0.066155,262.702312,1,1,427.875113
0.13281,0.066405,262.731596,0.5,1,430.68639
0.13331,0.066655,262.697684,0.5,1,431.901281
0.13381,0.066905,262.801817,0.5,1,433.126527
0.13431,0.067155,262.796495,0.5,1,434.355008
0.13481,0.067405,262.873309,0.5,1,435.717455
0.13506,0.06753,262.894786,0.25,1,438.312349
0.13531,0.067655,262.900982,0.25,1,439.475361
0.13556,0.06778,262.929509,0.25,1,440.711708
0.13581,0.067905,262.932461,0.25,1,441.950447
0.13606,0.06803,262.92366,0.25,1,443.185911
0.13631,0.068155,262.976309,0.5,1,444.448524
0.13656,0.06828,262.988039,0.25,1,446.998723
0.13681,0.068405,262.885935,0.25,1,448.241103
0.13706,0.06853,263.02126,0.25,1,449.463526
0.137185,0.0685925,263.01784,0.125,1,451.982265
0.13731,0.068655,263.042856,0.125,1,453.196734
0.137435,0.0687175,263.056019,0.125,1,454.308146
0.13756,0.06878,263.064609,0.125,1,455.533361
0.137685,0.0688425,263.059437,0.125,1,456.704373
0.13781,0.068905,263.057715,0.25,1,457.874511
0.13806,0.06903,263.043453,0.25,1,459.098257
0.13831,0.069155,263.101526,0.25,1,460.334927
0.13856,0.06928,263.115526,0.25,1,461.46145
0.13881,0.069405,263.14147,0.25,1,462.638302
0.13906,0.06953,263.127136,0.25,1,463.880678
0.13931,0.069655,263.176715,0.5,1,465.023747
0.13981,0.069905,263.185102,0.5,1,466.392806
0.14031,0.070155,263.238489,0.5,1,467.620249
0.14056,0.07028,263.222219,0.25,1,470.071784
0.14081,0.070405,263.275321,0.25,1,471.260522
0.14106,0.07053,263.29519,0.25,1,472.411145
0.14131,0.070655,263.312701,0.25,1,473.612695
0.14156,0.07078,263.26694,0.25,1,474.927199
0.14181,0.070905,263.315621,0.5,1,476.129436
0.14206,0.07103,263.32401,0.25,1,478.738027
0.14231,0.071155,263.285352,0.25,1,479.899574
0.14256,0.07128,263.38482,0.25,1,481.210663
0.14281,0.071405,263.410158,0.25,1,482.370758
0.14306,0.07153,263.406441,0.25,1,483.554275
0.14331,0.071655,263.431449,0.5,1,484.757497
0.14356,0.07178,263.361872,0.25,1,487.221853
0.14381,0.071905,263.443825,0.25,1,488.460207
0.14406,0.07203,263.474385,0.25,1,489.630347
0.14431,0.072155,263.431562,0.25,1,490.921312
0.14456,0.07228,263.500908,0.25,1,492.165325
0.14481,0.072405,263.511299,0.5,1,493.323342
0.14531,0.072655,263.509235,0.5,1,494.553485
0.14556,0.07278,263.558648,0.25,1,497.016303
0.14581,0.072905,263.571448,0.25,1,498.229255
0.14606,0.07303,263.562735,0.25,1,499.445088
