# ladrunoBranch census, one row per sampling station (tet10 family, ADR-95 P3). SAME column layout as quad_path_diag.py's qpd_<tag>_branch.csv.
# station = cadence (every 50 converged steps once ds < 5 mm).
s_over_B,q_kPa,s_min_rel,cond,lam_min_sym_rel,n_gp_seen,n_gp_empty,n_branch0,n_branch1,n_branch2,n_branch3,n_forced,detAmin_min,n_detAmin_nonpos,I1_min,gamma0_max,gamma1_max,lowdet1_ele,lowdet1_gp,lowdet1_val,lowdet1_x,lowdet1_z,lowdet2_ele,lowdet2_gp,lowdet2_val,lowdet2_x,lowdet2_z,lowdet3_ele,lowdet3_gp,lowdet3_val,lowdet3_x,lowdet3_z,lowdet4_ele,lowdet4_gp,lowdet4_val,lowdet4_x,lowdet4_z,lowdet5_ele,lowdet5_gp,lowdet5_val,lowdet5_x,lowdet5_z,corner1_ele,corner1_gp,corner1_x,corner1_z,corner2_ele,corner2_gp,corner2_x,corner2_z,corner3_ele,corner3_gp,corner3_x,corner3_z,corner4_ele,corner4_gp,corner4_x,corner4_z,corner5_ele,corner5_gp,corner5_x,corner5_z
0.1035,163.872364,0.000284669965,38789.9047,-0.0106078294,4800,0,3606,1096,0,98,0,-0.0775784084,997,-944.232525,5.15802601e-08,3.82329095e-09,534,1,-0.0775784084,-2.31926708,-0.25,1152,2,-0.0759115103,1.75000003,-0.25,532,3,-0.0718033431,-2.95780126,-0.25,1148,3,-0.0700372932,1.50000002,-0.5,528,3,-0.0690091845,-3.68479425,-0.25,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,374,1,-1.49999999,-3.50000001,375,3,-1.25,-3.75000001
0.1085,163.925667,0.000246766767,44880.8346,-0.00503393571,4800,0,3494,1181,0,125,0,-0.0776389195,1095,-947.032262,1.02115157e-08,2.86110404e-09,534,1,-0.0776389195,-2.31926708,-0.25,1152,2,-0.0761158076,1.75000003,-0.25,532,3,-0.0720203623,-2.95780126,-0.25,432,4,-0.0703602628,-1.25,-2.25,1148,3,-0.0700135855,1.50000002,-0.5,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1135,163.975,0.000248370978,44591.431,-0.00864792419,4800,0,3514,1157,0,129,0,-0.0776777422,1079,-949.177302,1.04783109e-08,1.03637904e-09,534,1,-0.0776777422,-2.31926708,-0.25,1152,2,-0.0763017784,1.75000003,-0.25,532,3,-0.0721500754,-2.95780126,-0.25,1148,3,-0.0699781743,1.50000002,-0.5,528,3,-0.0684697068,-3.68479425,-0.25,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1185,164.024301,0.000273155517,40630.5961,-0.00565482883,4800,0,3513,1158,0,129,0,-0.0777196144,1082,-950.68999,7.43611435e-09,1.03515661e-09,534,1,-0.0777196144,-2.31926708,-0.25,1152,2,-0.0762946728,1.75000003,-0.25,532,3,-0.0722455837,-2.95780126,-0.25,1148,3,-0.0699542421,1.50000002,-0.5,302,2,-0.0692188834,-5.9493596,-4.64451689,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1235,164.074463,0.000262293119,42297.9307,-0.0109418896,4800,0,3561,1093,0,146,0,-0.0777544188,1002,-951.764714,6.41337381e-09,1.73078549e-09,534,1,-0.0777544188,-2.31926708,-0.25,1152,2,-0.0762324526,1.75000003,-0.25,532,3,-0.0722675603,-2.95780126,-0.25,432,4,-0.0703004757,-1.25,-2.25,1148,3,-0.0700270767,1.50000002,-0.5,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1285,164.116425,0.000276782225,40176.9125,-0.00957546832,4800,0,3600,1038,0,162,0,-0.077753217,938,-952.896919,1.12726855e-08,6.14991366e-10,534,1,-0.077753217,-2.31926708,-0.25,1152,2,-0.0761173747,1.75000003,-0.25,532,3,-0.0722514664,-2.95780126,-0.25,881,1,-0.0717337262,1.50000002,-6.11983776,1148,3,-0.0701510532,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25
0.1335,164.151656,0.000291101471,38088.2411,-0.0112085702,4800,0,3633,1024,0,143,0,-0.0777474894,920,-954.01149,5.68264295e-09,1.4268122e-09,534,1,-0.0777474894,-2.31926708,-0.25,1152,2,-0.0760240123,1.75000003,-0.25,532,3,-0.0722177562,-2.95780126,-0.25,881,1,-0.0719879192,1.50000002,-6.11983776,1148,3,-0.0702879537,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
0.1385,164.180817,0.000263752451,42099.2718,-0.0108497169,4800,0,3592,1056,0,152,0,-0.0759729241,958,-955.054488,3.48913289e-09,5.36012014e-10,1152,2,-0.0759729241,1.75000003,-0.25,532,3,-0.0721870234,-2.95780126,-0.25,881,1,-0.0717829073,1.50000002,-6.11983776,1148,3,-0.0704652061,1.50000002,-0.5,528,3,-0.0679197452,-3.68479425,-0.25,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
0.1435,164.20753,0.000247195532,45132.8923,-0.015032574,4800,0,3308,1372,0,120,0,-0.0776950066,1268,-956.04683,1.20731404e-07,3.83236437e-08,534,1,-0.0776950066,-2.31926708,-0.25,1152,2,-0.0759419301,1.75000003,-0.25,532,3,-0.0721237978,-2.95780126,-0.25,881,1,-0.0713693923,1.50000002,-6.11983776,1148,3,-0.0707008409,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
0.1485,164.232652,0.000248001319,44986.0643,-0.0100281971,4800,0,3474,1123,0,203,0,-0.0776801895,1046,-956.950623,1.12499051e-08,9.52993297e-10,534,1,-0.0776801895,-2.31926708,-0.25,1152,2,-0.0759541625,1.75000003,-0.25,532,3,-0.0720661329,-2.95780126,-0.25,881,1,-0.0719826578,1.50000002,-6.11983776,1148,3,-0.070794277,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
0.15,164.240624,0.00029717165,37391.5164,-0.00977794372,4800,0,3710,920,0,170,0,-0.0776799846,858,-957.19599,8.85512592e-09,1.71104705e-09,534,1,-0.0776799846,-2.31926708,-0.25,1152,2,-0.0759631867,1.75000003,-0.25,881,1,-0.0723532722,1.50000002,-6.11983776,532,3,-0.072045852,-2.95780126,-0.25,1148,3,-0.0708078707,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
