s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,21.1420006,21.1420006,0.2,0,0.329497814
0.0004,29.7816242,29.7816242,0.2,0,0.673544645
0.0006,38.3723072,38.3723072,0.2,0,1.53155947
0.0008,46.8883105,46.8883105,0.2,0,2.74354196
0.001,54.7480327,54.7480327,0.2,0,4.2072587
0.0012,61.8810625,61.8810625,0.4,0,4.6067934
0.0016,74.4712998,74.4712998,0.4,0,5.22182584
0.002,85.8346269,85.8346269,0.4,0,5.94324803
0.0024,96.3924221,96.3924221,0.4,0,6.72054672
0.0028,106.100568,106.100568,0.4,0,7.24306369
0.0032,115.408491,115.408491,0.4,0,7.87563777
0.0036,124.169561,124.169561,0.8,0,9.00683475
0.004,131.727768,131.727768,0.4,0,26.7319643
0.0044,137.795715,137.795715,0.4,1,38.6863713
0.0048,142.836819,142.836819,0.4,1,52.9502344
0.0052,147.495451,147.495451,0.4,1,66.4784398
0.0056,152.322588,152.322588,0.4,1,78.6222422
0.006,157.430907,157.430907,0.8,0,80.560766
0.0064,162.887243,162.887243,0.4,0,100.985049
0.0068,168.599132,168.599132,0.4,0,102.100251
0.0072,174.562071,174.562071,0.4,0,103.293118
0.0076,180.48135,180.48135,0.4,1,115.364782
0.008,186.218884,186.218884,0.4,1,128.974233
0.0084,191.861754,191.861754,0.8,1,142.739798
0.0086,195.793597,195.793597,0.2,0,175.240694
0.0088,197.921777,197.921777,0.2,0,181.258263
0.009,201.616123,201.616123,0.2,1,194.988491
0.0091,202.131398,202.131398,0.1,0,215.368875
0.0092,203.036937,203.036937,0.1,0,217.025628
0.0093,204.08781,204.08781,0.1,0,219.823859
0.0094,205.30947,205.30947,0.1,0,221.484202
0.0095,206.651493,206.651493,0.1,0,223.167646
0.0096,208.44734,208.44734,0.2,0,224.341515
0.0098,212.184826,212.184826,0.2,1,235.976571
0.01,216.011652,216.011652,0.2,0,237.581815
0.0102,219.827709,219.827709,0.2,0,238.775385
0.0104,223.756221,223.756221,0.2,1,249.485519
0.0105,224.200895,224.200895,0.1,1,278.274892
0.0106,224.362417,224.362417,0.1,0,283.466381
0.0107,224.514261,224.514261,0.1,0,285.025324
0.0108,224.826227,224.826227,0.1,0,287.686007
0.0109,225.431019,225.431019,0.1,0,289.440377
0.011,226.35765,226.35765,0.2,0,291.311655
0.0112,229.284706,229.284706,0.2,0,293.008175
0.0114,233.247078,233.247078,0.2,0,294.750092
0.0116,237.129571,237.129571,0.2,0,296.474237
0.0118,240.93533,240.93533,0.2,0,298.602078
0.012,245.00153,245.00153,0.2,0,299.906531
0.0122,249.335575,249.335575,0.4,0,301.045481
0.0126,257.741675,257.741675,0.4,0,302.267035
0.013,265.779155,265.779155,0.4,0,302.946579
0.0134,273.52512,273.52512,0.4,0,304.085254
0.0138,281.023552,281.023552,0.4,0,304.962304
0.0142,288.287044,288.287044,0.4,0,306.103243
0.0146,295.313065,295.313065,0.8,0,307.778296
0.015,302.067101,302.067101,0.4,0,330.635813
0.0154,308.780119,308.780119,0.4,1,342.159459
0.0156,311.737439,311.737439,0.2,0,363.048999
0.0158,313.986469,313.986469,0.2,0,367.146304
0.01585,314.247701,314.247701,0.05,0,406.325322
0.0159,314.379583,314.379583,0.05,0,410.466119
0.01595,314.415878,314.415878,0.05,0,413.982153
0.016,314.394154,314.394154,0.05,0,416.050583
0.01605,314.355511,314.355511,0.05,0,419.135054
0.0161,314.343493,314.343493,0.1,0,420.943973
0.0162,314.759553,314.759553,0.1,0,425.201812
0.0163,315.286833,315.286833,0.1,0,429.42378
0.0164,315.910384,315.910384,0.1,0,432.155678
0.0165,316.579343,316.579343,0.1,0,434.910006
0.0166,317.294264,317.294264,0.1,0,436.778483
0.0167,318.081574,318.081574,0.2,0,441.368983
0.0169,320.009365,320.009365,0.2,0,445.758982
0.0171,321.896241,321.896241,0.2,0,449.792793
0.0173,323.82016,323.82016,0.2,0,453.136551
0.0175,325.482833,325.482833,0.2,0,457.180838
0.0177,327.310944,327.310944,0.2,0,460.246002
0.0179,329.387527,329.387527,0.4,0,464.622969
0.0183,334.706348,334.706348,0.4,0,468.452238
0.0187,344.096331,344.096331,0.4,0,472.125501
0.0191,351.007277,351.007277,0.4,0,474.495124
0.0195,357.880682,357.880682,0.4,0,475.648729
0.0199,364.448083,364.448083,0.4,0,476.714146
0.0203,370.782618,370.782618,0.8,0,478.621523
0.0207,377.775538,377.775538,0.4,1,511.867231
0.0211,384.506053,384.506053,0.4,0,512.821041
0.0215,391.002289,391.002289,0.4,0,513.95762
0.0219,397.349531,397.349531,0.4,0,515.096138
0.0223,403.571679,403.571679,0.4,0,517.520622
0.0227,409.68714,409.68714,0.8,0,519.801789
0.0231,415.677854,415.677854,0.4,0,540.584518
0.0235,421.515016,421.515016,0.4,0,542.660268
0.0239,427.195354,427.195354,0.4,0,543.491789
0.0243,432.473163,432.473163,0.4,0,547.194975
0.0244,433.507976,433.507976,0.1,0,586.082681
0.0245,434.150691,434.150691,0.1,0,589.711589
0.0246,433.78009,433.78009,0.1,0,593.916513
0.0247,431.229085,431.229085,0.1,0,598.768768
0.02475,427.324029,427.324029,0.05,0,619.892652
0.024775,428.026886,428.026886,0.025,1,648.532348
