s_m,s_over_B,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.24655,0.123275,138.592813,138.592813,0.25,0,1369.35308
0.2468,0.1234,138.591901,138.591901,0.25,0,1370.96562
0.24705,0.123525,138.5928,138.5928,0.25,0,1371.68906
0.2473,0.12365,138.591386,138.591386,0.25,0,1373.42823
0.24755,0.123775,138.592653,138.592653,0.25,0,1374.12711
0.2478,0.1239,138.591236,138.591236,0.5,0,1375.86811
0.24805,0.124025,138.59268,138.59268,0.25,0,1381.788
0.2483,0.12415,138.59127,138.59127,0.25,0,1383.1299
0.24855,0.124275,138.59275,138.59275,0.25,0,1384.21808
0.2488,0.1244,138.59121,138.59121,0.25,0,1385.33237
0.24905,0.124525,138.592677,138.592677,0.25,0,1386.09075
0.2493,0.12465,138.59115,138.59115,0.5,0,1387.28405
0.24955,0.124775,138.592523,138.592523,0.25,0,1393.8354
0.2498,0.1249,138.592712,138.592712,0.25,0,1394.68559
0.25005,0.125025,138.591435,138.591435,0.25,0,1395.57891
0.2503,0.12515,138.592609,138.592609,0.25,0,1396.07931
0.25055,0.125275,138.592854,138.592854,0.25,0,1396.73152
0.2508,0.1254,138.592923,138.592923,0.5,0,1397.62655
0.25105,0.125525,138.591355,138.591355,0.25,0,1408.19413
0.2513,0.12565,138.591003,138.591003,0.25,0,1409.21585
0.25155,0.125775,138.592262,138.592262,0.25,0,1410.70014
0.2518,0.1259,138.592654,138.592654,0.25,0,1411.3056
0.25205,0.126025,138.59279,138.59279,0.25,0,1411.92635
0.2523,0.12615,138.591039,138.591039,0.5,0,1413.28878
0.25255,0.126275,138.592521,138.592521,0.25,0,1420.34661
0.2528,0.1264,138.592807,138.592807,0.25,0,1421.15042
0.25305,0.126525,138.593027,138.593027,0.25,0,1422.08043
0.2533,0.12665,138.591651,138.591651,0.25,0,1423.46359
0.25355,0.126775,138.591658,138.591658,0.25,0,1424.63745
0.2538,0.1269,138.592806,138.592806,0.5,0,1425.22091
0.25405,0.127025,138.592891,138.592891,0.25,0,1429.96491
0.2543,0.12715,138.592023,138.592023,0.25,0,1431.06399
0.25455,0.127275,138.591474,138.591474,0.25,0,1432.04776
0.2548,0.1274,138.590938,138.590938,0.25,0,1433.06566
0.25505,0.127525,138.592517,138.592517,0.25,0,1433.66359
0.2553,0.12765,138.592348,138.592348,0.5,0,1435.08424
0.25555,0.127775,138.592542,138.592542,0.25,0,1444.21059
0.2558,0.1279,138.592766,138.592766,0.25,0,1444.90032
0.25605,0.128025,138.592951,138.592951,0.25,0,1445.77341
0.2563,0.12815,138.591303,138.591303,0.25,0,1447.14967
0.25655,0.128275,138.591027,138.591027,0.25,0,1448.56169
0.2568,0.1284,138.592578,138.592578,0.5,0,1449.31639
0.25705,0.128525,138.592752,138.592752,0.25,0,1457.60289
0.2573,0.12865,138.592843,138.592843,0.25,0,1458.31714
0.25755,0.128775,138.59115,138.59115,0.25,0,1459.64585
0.2578,0.1289,138.591209,138.591209,0.25,0,1461.22182
0.25805,0.129025,138.59085,138.59085,0.25,0,1462.95749
0.2583,0.12915,138.592432,138.592432,0.5,0,1463.91244
0.25855,0.129275,138.592575,138.592575,0.25,0,1472.00061
0.2588,0.1294,138.592685,138.592685,0.25,0,1472.75508
0.25905,0.129525,138.59284,138.59284,0.25,0,1473.69008
0.2593,0.12965,138.592105,138.592105,0.25,0,1475.24524
0.25955,0.129775,138.592854,138.592854,0.25,0,1476.22735
0.2598,0.1299,138.592941,138.592941,0.5,0,1477.01505
0.26005,0.130025,138.59201,138.59201,0.25,0,1485.70831
0.2603,0.13015,138.592868,138.592868,0.25,0,1486.53009
0.26055,0.130275,138.592102,138.592102,0.25,0,1488.16518
0.2608,0.1304,138.592778,138.592778,0.25,0,1489.13809
0.26105,0.130525,138.592961,138.592961,0.25,0,1490.11867
0.2613,0.13065,138.591375,138.591375,0.5,0,1491.2867
0.26155,0.130775,138.590921,138.590921,0.25,0,1498.91028
0.2618,0.1309,138.592554,138.592554,0.25,0,1499.47914
0.26205,0.131025,138.592742,138.592742,0.25,0,1499.93156
0.2623,0.13115,138.591386,138.591386,0.25,0,1500.86802
0.26255,0.131275,138.592728,138.592728,0.25,0,1501.46572
0.2628,0.1314,138.59143,138.59143,0.5,0,1502.49579
0.26305,0.131525,138.592732,138.592732,0.25,0,1506.63314
0.2633,0.13165,138.592866,138.592866,0.25,0,1507.1459
0.26355,0.131775,138.592133,138.592133,0.25,0,1509.02333
0.2638,0.1319,138.591393,138.591393,0.25,0,1509.75362
0.26405,0.132025,138.592646,138.592646,0.25,0,1510.27718
0.2643,0.13215,138.592805,138.592805,0.5,0,1510.7464
0.26455,0.132275,138.592905,138.592905,0.25,0,1515.42998
0.2648,0.1324,138.593029,138.593029,0.25,0,1515.85256
0.26505,0.132525,138.593136,138.593136,0.25,0,1516.39784
0.2653,0.13265,138.593228,138.593228,0.25,0,1516.91203
0.26555,0.132775,138.5916,138.5916,0.25,0,1517.5819
0.2658,0.1329,138.592655,138.592655,0.5,0,1518.28829
0.26605,0.133025,138.593034,138.593034,0.25,0,1522.92542
0.2663,0.13315,138.591627,138.591627,0.25,0,1523.68942
0.26655,0.133275,138.59115,138.59115,0.25,0,1524.42045
0.2668,0.1334,138.591808,138.591808,0.25,0,1525.15715
0.26705,0.133525,138.591618,138.591618,0.25,0,1525.84695
0.2673,0.13365,138.591536,138.591536,0.5,0,1526.67922
0.26755,0.133775,138.591017,138.591017,0.25,0,1531.79631
0.2678,0.1339,138.592247,138.592247,0.25,0,1532.1052
0.26805,0.134025,138.590873,138.590873,0.25,0,1532.96156
0.2683,0.13415,138.592295,138.592295,0.25,0,1533.39879
0.26855,0.134275,138.592592,138.592592,0.25,0,1533.86608
0.2688,0.1344,138.592745,138.592745,0.5,0,1534.31189
0.26905,0.134525,138.59285,138.59285,0.25,0,1538.64349
0.2693,0.13465,138.591444,138.591444,0.25,0,1539.36042
0.26955,0.134775,138.592836,138.592836,0.25,0,1539.85914
0.2698,0.1349,138.591953,138.591953,0.25,0,1540.78165
0.27005,0.135025,138.590977,138.590977,0.25,0,1541.68786
0.2703,0.13515,138.592646,138.592646,0.5,0,1542.14749
0.27055,0.135275,138.592837,138.592837,0.25,0,1546.66545
0.2708,0.1354,138.591337,138.591337,0.25,0,1547.6239
0.27105,0.135525,138.591264,138.591264,0.25,0,1548.48312
0.2713,0.13565,138.592587,138.592587,0.25,0,1548.98349
0.27155,0.135775,138.592777,138.592777,0.25,0,1549.28311
0.2718,0.1359,138.592842,138.592842,0.5,0,1549.80767
0.27205,0.136025,138.592957,138.592957,0.25,0,1554.24761
0.2723,0.13615,138.593022,138.593022,0.25,0,1554.7753
0.27255,0.136275,138.591331,138.591331,0.25,0,1555.63481
0.2728,0.1364,138.590987,138.590987,0.25,0,1556.43896
0.27305,0.136525,138.591594,138.591594,0.25,0,1557.21862
0.2733,0.13665,138.592493,138.592493,0.5,0,1557.70078
0.27355,0.136775,138.592679,138.592679,0.25,0,1562.19358
0.2738,0.1369,138.592828,138.592828,0.25,0,1562.68178
0.27405,0.137025,138.592941,138.592941,0.25,0,1563.1368
0.2743,0.13715,138.593043,138.593043,0.25,0,1563.63724
0.27455,0.137275,138.592214,138.592214,0.25,0,1564.34332
0.2748,0.1374,138.592942,138.592942,0.5,0,1564.86534
0.27505,0.137525,138.593,138.593,0.25,0,1569.5021
0.2753,0.13765,138.591413,138.591413,0.25,0,1570.29665
0.27555,0.137775,138.592823,138.592823,0.25,0,1570.72089
0.2758,0.1379,138.591522,138.591522,0.25,0,1571.55964
0.27605,0.138025,138.592773,138.592773,0.25,0,1572.12983
0.2763,0.13815,138.592857,138.592857,0.5,0,1572.71736
0.27655,0.138275,138.592951,138.592951,0.25,0,1577.29489
0.2768,0.1384,138.591827,138.591827,0.25,0,1578.14665
0.27705,0.138525,138.591806,138.591806,0.25,0,1578.88449
0.2773,0.13865,138.592727,138.592727,0.25,0,1579.32705
0.27755,0.138775,138.592886,138.592886,0.25,0,1579.79737
0.2778,0.1389,138.59299,138.59299,0.5,0,1580.25605
0.27805,0.139025,138.591434,138.591434,0.25,0,1584.97403
0.2783,0.13915,138.592808,138.592808,0.25,0,1585.53794
0.27855,0.139275,138.592936,138.592936,0.25,0,1586.06586
0.2788,0.1394,138.593086,138.593086,0.25,0,1586.51473
0.27905,0.139525,138.591468,138.591468,0.25,0,1587.29184
0.2793,0.13965,138.592871,138.592871,0.5,0,1587.79867
0.27955,0.139775,138.592954,138.592954,0.25,0,1592.01009
0.2798,0.1399,138.591816,138.591816,0.25,0,1592.73098
0.28005,0.140025,138.591034,138.591034,0.25,0,1593.61457
0.2803,0.14015,138.592623,138.592623,0.25,0,1594.12359
0.28055,0.140275,138.592787,138.592787,0.25,0,1594.63465
0.2808,0.1404,138.591812,138.591812,0.5,0,1595.4383
0.28105,0.140525,138.592689,138.592689,0.25,0,1600.02838
0.2813,0.14065,138.592815,138.592815,0.25,0,1600.50363
0.28155,0.140775,138.59282,138.59282,0.25,0,1600.87041
0.2818,0.1409,138.591478,138.591478,0.25,0,1601.70534
0.28205,0.141025,138.592795,138.592795,0.25,0,1602.13698
0.2823,0.14115,138.592962,138.592962,0.5,0,1602.67312
0.28255,0.141275,138.593011,138.593011,0.25,0,1607.66523
0.2828,0.1414,138.591678,138.591678,0.25,0,1608.43449
0.28305,0.141525,138.592828,138.592828,0.25,0,1608.93133
0.2833,0.14165,138.591346,138.591346,0.25,0,1609.72099
0.28355,0.141775,138.592713,138.592713,0.25,0,1610.16197
0.2838,0.1419,138.5914,138.5914,0.5,0,1610.94503
0.28405,0.142025,138.592589,138.592589,0.25,0,1615.87355
0.2843,0.14215,138.592807,138.592807,0.25,0,1616.27628
0.28455,0.142275,138.591483,138.591483,0.25,0,1616.98742
0.2848,0.1424,138.592737,138.592737,0.25,0,1617.42668
0.28505,0.142525,138.59288,138.59288,0.25,0,1617.80645
0.2853,0.14265,138.592955,138.592955,0.5,0,1618.37482
0.28555,0.142775,138.593044,138.593044,0.25,0,1622.79918
0.2858,0.1429,138.591711,138.591711,0.25,0,1623.60769
0.28605,0.143025,138.592895,138.592895,0.25,0,1624.18653
0.2863,0.14315,138.592993,138.592993,0.25,0,1624.74179
0.28655,0.143275,138.593021,138.593021,0.25,0,1625.16453
0.2868,0.1434,138.593114,138.593114,0.5,0,1625.61625
0.28705,0.143525,138.593158,138.593158,0.25,0,1629.7367
0.2873,0.14365,138.592017,138.592017,0.25,0,1630.64639
0.28755,0.143775,138.593017,138.593017,0.25,0,1631.1042
0.2878,0.1439,138.593101,138.593101,0.25,0,1631.63818
0.28805,0.144025,138.59319,138.59319,0.25,0,1632.21405
0.2883,0.14415,138.593306,138.593306,0.5,0,1633.18031
0.28855,0.144275,138.591595,138.591595,0.25,0,1638.06841
0.2888,0.1444,138.592932,138.592932,0.25,0,1638.58219
0.28905,0.144525,138.593039,138.593039,0.25,0,1639.04334
0.2893,0.14465,138.591666,138.591666,0.25,0,1639.74943
0.28955,0.144775,138.592863,138.592863,0.25,0,1640.18605
0.2898,0.1449,138.59153,138.59153,0.5,0,1641.0562
0.29005,0.145025,138.592763,138.592763,0.25,0,1646.12778
0.2903,0.14515,138.592884,138.592884,0.25,0,1646.69268
0.29055,0.145275,138.591737,138.591737,0.25,0,1647.52131
0.2908,0.1454,138.59173,138.59173,0.25,0,1648.28897
0.29105,0.145525,138.592647,138.592647,0.25,0,1648.69426
0.2913,0.14565,138.592747,138.592747,0.5,0,1649.16066
0.29155,0.145775,138.592918,138.592918,0.25,0,1653.54323
0.2918,0.1459,138.591977,138.591977,0.25,0,1654.45763
0.29205,0.146025,138.592804,138.592804,0.25,0,1654.95528
0.2923,0.14615,138.591411,138.591411,0.25,0,1655.83421
0.29255,0.146275,138.592685,138.592685,0.25,0,1656.41031
0.2928,0.1464,138.592795,138.592795,0.5,0,1656.95537
0.29305,0.146525,138.591448,138.591448,0.25,0,1662.03787
0.2933,0.14665,138.592738,138.592738,0.25,0,1662.60244
0.29355,0.146775,138.591181,138.591181,0.25,0,1663.51298
0.2938,0.1469,138.592723,138.592723,0.25,0,1663.96993
0.29405,0.147025,138.592803,138.592803,0.25,0,1664.39326
0.2943,0.14715,138.592899,138.592899,0.5,0,1664.84371
0.29455,0.147275,138.592958,138.592958,0.25,0,1669.3107
0.2948,0.1474,138.593024,138.593024,0.25,0,1669.72514
0.29505,0.147525,138.591862,138.591862,0.25,0,1670.55643
0.2953,0.14765,138.592894,138.592894,0.25,0,1671.08558
0.29555,0.147775,138.592972,138.592972,0.25,0,1671.67129
0.2958,0.1479,138.593041,138.593041,0.5,0,1672.09808
0.29605,0.148025,138.592351,138.592351,0.25,0,1676.85196
0.2963,0.14815,138.592932,138.592932,0.25,0,1677.29326
0.29655,0.148275,138.593038,138.593038,0.25,0,1677.82469
0.2968,0.1484,138.591571,138.591571,0.25,0,1678.69043
0.29705,0.148525,138.592872,138.592872,0.25,0,1679.19124
0.2973,0.14865,138.592931,138.592931,0.5,0,1679.73862
0.29755,0.148775,138.592976,138.592976,0.25,0,1683.91074
0.2978,0.1489,138.592976,138.592976,0.25,0,1684.40815
0.29805,0.149025,138.593051,138.593051,0.25,0,1684.93392
0.2983,0.14915,138.59308,138.59308,0.25,0,1685.3636
0.29855,0.149275,138.591647,138.591647,0.25,0,1686.2671
0.2988,0.1494,138.592916,138.592916,0.5,0,1686.68348
0.29905,0.149525,138.592986,138.592986,0.25,0,1691.71651
0.2993,0.14965,138.593058,138.593058,0.25,0,1692.10218
0.29955,0.149775,138.593045,138.593045,0.25,0,1692.56512
0.2998,0.1499,138.591704,138.591704,0.25,0,1693.38955
0.30005,0.150025,138.592868,138.592868,0.25,0,1693.82828
0.3003,0.15015,138.592123,138.592123,0.5,0,1694.55427
0.30055,0.150275,138.592803,138.592803,0.25,0,1699.62625
0.3008,0.1504,138.591167,138.591167,0.25,0,1700.67115
0.30105,0.150525,138.592712,138.592712,0.25,0,1701.42043
0.3013,0.15065,138.591379,138.591379,0.25,0,1702.40229
0.30155,0.150775,138.592641,138.592641,0.25,0,1702.95044
0.3018,0.1509,138.592781,138.592781,0.5,0,1703.45837
0.30205,0.151025,138.592832,138.592832,0.25,0,1708.87665
0.3023,0.15115,138.592922,138.592922,0.25,0,1709.39368
0.30255,0.151275,138.591785,138.591785,0.25,0,1710.26684
0.3028,0.1514,138.591577,138.591577,0.25,0,1711.15804
0.30305,0.151525,138.592719,138.592719,0.25,0,1711.96509
0.3033,0.15165,138.5928,138.5928,0.5,0,1712.51324
0.30355,0.151775,138.592877,138.592877,0.25,0,1718.33201
0.3038,0.1519,138.592931,138.592931,0.25,0,1719.05535
0.30405,0.152025,138.591529,138.591529,0.25,0,1720.57037
0.3043,0.15215,138.592762,138.592762,0.25,0,1721.30686
0.30455,0.152275,138.592878,138.592878,0.25,0,1721.84321
0.3048,0.1524,138.592917,138.592917,0.5,0,1722.5264
0.30505,0.152525,138.592959,138.592959,0.25,0,1728.79242
0.3053,0.15265,138.591993,138.591993,0.25,0,1729.62172
0.30555,0.152775,138.592833,138.592833,0.25,0,1730.13247
0.3058,0.1529,138.592952,138.592952,0.25,0,1730.67265
0.30605,0.153025,138.593004,138.593004,0.25,0,1731.21148
0.3063,0.15315,138.591644,138.591644,0.5,0,1732.06386
0.30655,0.153275,138.592856,138.592856,0.25,0,1736.68502
0.3068,0.1534,138.592899,138.592899,0.25,0,1737.14041
0.30705,0.153525,138.59295,138.59295,0.25,0,1737.69059
0.3073,0.15365,138.592034,138.592034,0.25,0,1738.5367
0.30755,0.153775,138.59286,138.59286,0.25,0,1738.95305
0.3078,0.1539,138.591433,138.591433,0.5,0,1739.6482
0.30805,0.154025,138.592685,138.592685,0.25,0,1744.87813
0.3083,0.15415,138.592766,138.592766,0.25,0,1745.26779
0.30855,0.154275,138.592872,138.592872,0.25,0,1746.05865
0.3088,0.1544,138.591454,138.591454,0.25,0,1746.86524
0.30905,0.154525,138.592733,138.592733,0.25,0,1747.33168
0.3093,0.15465,138.592853,138.592853,0.5,0,1747.83002
0.30955,0.154775,138.59293,138.59293,0.25,0,1752.41649
0.3098,0.1549,138.592956,138.592956,0.25,0,1752.80787
0.31005,0.155025,138.592987,138.592987,0.25,0,1753.2467
0.3103,0.15515,138.593038,138.593038,0.25,0,1753.63989
0.31055,0.155275,138.593045,138.593045,0.25,0,1754.13259
0.3108,0.1554,138.593079,138.593079,0.5,0,1754.60462
0.31105,0.155525,138.593047,138.593047,0.25,0,1759.31604
0.3113,0.15565,138.592011,138.592011,0.25,0,1760.18468
0.31155,0.155775,138.592869,138.592869,0.25,0,1760.70742
0.3118,0.1559,138.592997,138.592997,0.25,0,1761.09834
0.31205,0.156025,138.591344,138.591344,0.25,0,1761.94747
0.3123,0.15615,138.592816,138.592816,0.5,0,1762.51717
0.31255,0.156275,138.591375,138.591375,0.25,0,1767.10956
0.3128,0.1564,138.592623,138.592623,0.25,0,1767.63499
0.31305,0.156525,138.591227,138.591227,0.25,0,1768.37373
0.3133,0.15665,138.59256,138.59256,0.25,0,1768.73197
0.31355,0.156775,138.592658,138.592658,0.25,0,1769.19216
0.3138,0.1569,138.591104,138.591104,0.5,0,1770.04722
0.31405,0.157025,138.592518,138.592518,0.25,0,1774.22614
0.3143,0.15715,138.591109,138.591109,0.25,0,1774.93226
0.31455,0.157275,138.592452,138.592452,0.25,0,1775.35124
0.3148,0.1574,138.592515,138.592515,0.25,0,1775.89568
0.31505,0.157525,138.592643,138.592643,0.25,0,1776.33576
0.3153,0.15765,138.592758,138.592758,0.5,0,1776.88715
0.31555,0.157775,138.592775,138.592775,0.25,0,1781.51068
0.3158,0.1579,138.592883,138.592883,0.25,0,1781.99407
0.31605,0.158025,138.591268,138.591268,0.25,0,1782.88044
0.3163,0.15815,138.591471,138.591471,0.25,0,1783.59766
0.31655,0.158275,138.592541,138.592541,0.25,0,1784.16483
0.3168,0.1584,138.592659,138.592659,0.5,0,1784.67865
0.31705,0.158525,138.592761,138.592761,0.25,0,1788.98376
0.3173,0.15865,138.592774,138.592774,0.25,0,1789.43015
0.31755,0.158775,138.592481,138.592481,0.25,0,1790.32108
0.3178,0.1589,138.592824,138.592824,0.25,0,1790.8477
0.31805,0.159025,138.592888,138.592888,0.25,0,1791.3011
0.3183,0.15915,138.592974,138.592974,0.5,0,1791.74749
0.31855,0.159275,138.593092,138.593092,0.25,0,1796.26591
0.3188,0.1594,138.592267,138.592267,0.25,0,1797.01018
0.31905,0.159525,138.592919,138.592919,0.25,0,1797.49329
0.3193,0.15965,138.592928,138.592928,0.25,0,1797.94351
0.31955,0.159775,138.591718,138.591718,0.25,0,1798.85206
0.3198,0.1599,138.592781,138.592781,0.5,0,1799.40854
0.32005,0.160025,138.592896,138.592896,0.25,0,1804.18449
0.3203,0.16015,138.591527,138.591527,0.25,0,1804.92431
0.32055,0.160275,138.592752,138.592752,0.25,0,1805.47586
0.3208,0.1604,138.592804,138.592804,0.25,0,1805.94366
0.32105,0.160525,138.591057,138.591057,0.25,0,1806.8091
0.3213,0.16065,138.592606,138.592606,0.5,0,1807.36839
0.32155,0.160775,138.591222,138.591222,0.25,0,1812.45307
0.3218,0.1609,138.592509,138.592509,0.25,0,1812.97296
0.32205,0.161025,138.591065,138.591065,0.25,0,1813.70047
0.3223,0.16115,138.590744,138.590744,0.25,0,1814.4783
0.32255,0.161275,138.592203,138.592203,0.25,0,1814.98436
0.3228,0.1614,138.590259,138.590259,0.5,0,1815.79604
0.32305,0.161525,138.592086,138.592086,0.25,0,1819.96802
0.3233,0.16165,138.592379,138.592379,0.25,0,1820.42173
0.32355,0.161775,138.591563,138.591563,0.25,0,1821.22757
0.3238,0.1619,138.590737,138.590737,0.25,0,1821.98488
0.32405,0.162025,138.59053,138.59053,0.25,0,1822.75432
0.3243,0.16215,138.59047,138.59047,0.5,0,1823.46093
0.32455,0.162275,138.591981,138.591981,0.25,0,1828.17752
0.3248,0.1624,138.592118,138.592118,0.25,0,1828.59654
0.32505,0.162525,138.592243,138.592243,0.25,0,1829.06617
0.3253,0.16265,138.592374,138.592374,0.25,0,1829.64008
0.32555,0.162775,138.592527,138.592527,0.25,0,1830.12321
0.3258,0.1629,138.592554,138.592554,0.5,0,1830.65421
0.32605,0.163025,138.591608,138.591608,0.25,0,1835.19816
0.3263,0.16315,138.590614,138.590614,0.25,0,1835.93326
0.32655,0.163275,138.590806,138.590806,0.25,0,1836.68178
0.3268,0.1634,138.592131,138.592131,0.25,0,1837.04099
0.32705,0.163525,138.592392,138.592392,0.25,0,1837.53543
0.3273,0.16365,138.592451,138.592451,0.5,0,1838.09828
0.32755,0.163775,138.592592,138.592592,0.25,0,1842.5733
0.3278,0.1639,138.592639,138.592639,0.25,0,1843.02682
0.32805,0.164025,138.592769,138.592769,0.25,0,1843.48086
0.3283,0.16415,138.592941,138.592941,0.25,0,1844.2312
0.32855,0.164275,138.592864,138.592864,0.25,0,1844.79025
0.3288,0.1644,138.592962,138.592962,0.5,0,1845.30263
0.32905,0.164525,138.592968,138.592968,0.25,0,1849.51112
0.3293,0.16465,138.593004,138.593004,0.25,0,1850.01299
0.32955,0.164775,138.592996,138.592996,0.25,0,1850.44232
0.3298,0.1649,138.593003,138.593003,0.25,0,1850.91222
0.33005,0.165025,138.593043,138.593043,0.25,0,1851.43183
0.3303,0.16515,138.591552,138.591552,0.5,0,1852.18547
0.33055,0.165275,138.592765,138.592765,0.25,0,1856.37507
0.3308,0.1654,138.592827,138.592827,0.25,0,1856.8371
0.33105,0.165525,138.592896,138.592896,0.25,0,1857.20551
0.3313,0.16565,138.59256,138.59256,0.25,0,1858.09423
0.33155,0.165775,138.592891,138.592891,0.25,0,1858.56293
0.3318,0.1659,138.591396,138.591396,0.5,0,1859.32715
0.33205,0.166025,138.59266,138.59266,0.25,0,1864.1506
0.3323,0.16615,138.592786,138.592786,0.25,0,1864.66579
0.33255,0.166275,138.592791,138.592791,0.25,0,1865.20083
0.3328,0.1664,138.592805,138.592805,0.25,0,1865.6679
0.33305,0.166525,138.592912,138.592912,0.25,0,1866.05668
0.3333,0.16665,138.592909,138.592909,0.5,0,1866.607
0.33355,0.166775,138.592922,138.592922,0.25,0,1871.2199
0.3338,0.1669,138.591328,138.591328,0.25,0,1872.05352
0.33405,0.167025,138.590805,138.590805,0.25,0,1872.89745
0.3343,0.16715,138.592415,138.592415,0.25,0,1873.37975
0.33455,0.167275,138.592521,138.592521,0.25,0,1873.75019
0.3348,0.1674,138.592577,138.592577,0.5,0,1874.27161
0.33505,0.167525,138.591158,138.591158,0.25,0,1879.17894
0.3353,0.16765,138.592482,138.592482,0.25,0,1879.72452
0.33555,0.167775,138.592536,138.592536,0.25,0,1880.23025
0.3358,0.1679,138.592612,138.592612,0.25,0,1880.74179
0.33605,0.168025,138.590795,138.590795,0.25,0,1881.45622
0.3363,0.16815,138.592418,138.592418,0.5,0,1881.92807
0.33655,0.168275,138.591484,138.591484,0.25,0,1886.74578
0.3368,0.1684,138.592369,138.592369,0.25,0,1887.24439
0.33705,0.168525,138.592412,138.592412,0.25,0,1887.68467
0.3373,0.16865,138.592524,138.592524,0.25,0,1888.18527
0.33755,0.168775,138.590883,138.590883,0.25,0,1889.04753
0.3378,0.1689,138.592366,138.592366,0.5,0,1889.59986
0.33805,0.169025,138.592506,138.592506,0.25,0,1893.80952
0.3383,0.16915,138.590753,138.590753,0.25,0,1894.66698
0.33855,0.169275,138.590903,138.590903,0.25,0,1895.57011
0.3388,0.1694,138.590953,138.590953,0.25,0,1896.32729
0.33905,0.169525,138.592011,138.592011,0.25,0,1896.80295
0.3393,0.16965,138.592161,138.592161,0.5,0,1897.33374
0.33955,0.169775,138.592299,138.592299,0.25,0,1901.68704
0.3398,0.1699,138.592426,138.592426,0.25,0,1902.18167
0.34005,0.170025,138.59102,138.59102,0.25,0,1903.08638
0.3403,0.17015,138.590614,138.590614,0.25,0,1903.8891
0.34055,0.170275,138.592147,138.592147,0.25,0,1904.40319
0.3408,0.1704,138.592288,138.592288,0.5,0,1904.96642
0.34105,0.170525,138.592389,138.592389,0.25,0,1909.07567
0.3413,0.17065,138.592549,138.592549,0.25,0,1909.49612
0.34155,0.170775,138.592554,138.592554,0.25,0,1909.91385
0.3418,0.1709,138.59265,138.59265,0.25,0,1910.41907
0.34205,0.171025,138.592745,138.592745,0.25,0,1910.9776
0.3423,0.17115,138.591566,138.591566,0.5,0,1911.72374
0.34255,0.171275,138.592586,138.592586,0.25,0,1915.79922
0.3428,0.1714,138.591178,138.591178,0.25,0,1916.56115
0.34305,0.171525,138.592433,138.592433,0.25,0,1917.00949
0.3433,0.17165,138.592499,138.592499,0.25,0,1917.50491
0.34355,0.171775,138.591529,138.591529,0.25,0,1918.32245
0.3438,0.1719,138.592465,138.592465,0.5,0,1918.80327
0.34405,0.172025,138.592523,138.592523,0.25,0,1923.06731
0.3443,0.17215,138.590922,138.590922,0.25,0,1923.98249
0.34455,0.172275,138.590771,138.590771,0.25,0,1924.64464
0.3448,0.1724,138.592206,138.592206,0.25,0,1925.17912
0.34505,0.172525,138.592362,138.592362,0.25,0,1925.57042
0.3453,0.17265,138.592439,138.592439,0.5,0,1926.02641
0.34555,0.172775,138.592475,138.592475,0.25,0,1930.43656
0.3458,0.1729,138.592549,138.592549,0.25,0,1930.90487
0.34605,0.173025,138.592662,138.592662,0.25,0,1931.38187
0.3463,0.17315,138.592672,138.592672,0.25,0,1931.87942
0.34655,0.173275,138.592734,138.592734,0.25,0,1932.39599
0.3468,0.1734,138.591094,138.591094,0.5,0,1933.15227
0.34705,0.173525,138.592483,138.592483,0.25,0,1937.85495
0.3473,0.17365,138.592557,138.592557,0.25,0,1938.32341
0.34755,0.173775,138.592568,138.592568,0.25,0,1938.65612
0.3478,0.1739,138.592636,138.592636,0.25,0,1939.22525
0.34805,0.174025,138.591033,138.591033,0.25,0,1940.14889
0.3483,0.17415,138.592451,138.592451,0.5,0,1940.66365
0.34855,0.174275,138.592462,138.592462,0.25,0,1944.92617
0.3488,0.1744,138.59254,138.59254,0.25,0,1945.46028
0.34905,0.174525,138.59256,138.59256,0.25,0,1945.96282
0.3493,0.17465,138.591098,138.591098,0.25,0,1946.82819
0.34955,0.174775,138.592443,138.592443,0.25,0,1947.37155
0.3498,0.1749,138.592536,138.592536,0.5,0,1947.73433
0.35005,0.175025,138.5913,138.5913,0.25,0,1952.30499
0.3503,0.17515,138.592376,138.592376,0.25,0,1952.74585
0.35055,0.175275,138.590545,138.590545,0.25,0,1953.62809
0.3508,0.1754,138.590779,138.590779,0.25,0,1954.48815
0.35105,0.175525,138.592056,138.592056,0.25,0,1954.95074
0.3513,0.17565,138.591305,138.591305,0.5,0,1955.73467
0.35155,0.175775,138.592137,138.592137,0.25,0,1960.40458
0.3518,0.1759,138.592215,138.592215,0.25,0,1960.88536
0.35205,0.176025,138.590662,138.590662,0.25,0,1961.67392
0.3523,0.17615,138.592145,138.592145,0.25,0,1962.23359
0.35255,0.176275,138.590777,138.590777,0.25,0,1963.13314
0.3528,0.1764,138.592085,138.592085,0.5,0,1963.6085
0.35305,0.176525,138.592188,138.592188,0.25,0,1967.80783
0.3533,0.17665,138.591443,138.591443,0.25,0,1968.56977
0.35355,0.176775,138.591053,138.591053,0.25,0,1969.31911
0.3538,0.1769,138.592082,138.592082,0.25,0,1969.81445
0.35405,0.177025,138.592205,138.592205,0.25,0,1970.37305
0.3543,0.17715,138.592281,138.592281,0.5,0,1970.86159
0.35455,0.177275,138.590915,138.590915,0.25,0,1976.05541
0.3548,0.1774,138.592186,138.592186,0.25,0,1976.56394
0.35505,0.177525,138.590504,138.590504,0.25,0,1977.41931
0.3553,0.17765,138.592071,138.592071,0.25,0,1977.92146
