s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,21.1420062,21.1420062,0.2,0,0.334382534
0.0004,29.7835582,29.7835582,0.2,0,0.649415731
0.0006,38.4174095,38.4174095,0.2,0,0.979712725
0.0008,47.0396011,47.0396011,0.2,0,1.73651385
0.001,55.554485,55.554485,0.2,0,2.53130889
0.0012,63.9357853,63.9357853,0.4,0,2.99131417
0.0016,80.3443433,80.3443433,0.4,0,3.79493046
0.002,96.4233139,96.4233139,0.4,0,5.16086531
0.0024,112.239148,112.239148,0.4,0,6.04418826
0.0028,127.881733,127.881733,0.4,0,6.87781572
0.0032,143.367224,143.367224,0.4,0,7.73538661
0.0036,158.741729,158.741729,0.8,0,8.58397412
0.004,173.898412,173.898412,0.4,0,27.2168067
0.0044,189.162462,189.162462,0.4,0,27.880089
0.0048,204.373957,204.373957,0.4,0,28.5001416
0.0052,219.534691,219.534691,0.4,0,29.0408456
0.0056,234.654039,234.654039,0.4,0,29.809356
0.006,249.734553,249.734553,0.8,0,30.7474728
0.0064,264.731065,264.731065,0.4,0,48.3185475
0.0068,279.754042,279.754042,0.4,0,49.3963494
0.0072,294.649611,294.649611,0.4,0,50.212631
0.0076,309.631716,309.631716,0.4,0,50.857229
0.008,324.519955,324.519955,0.4,0,51.6292517
0.0084,339.459293,339.459293,0.8,0,52.2903655
0.0088,354.238514,354.238514,0.4,0,71.6451333
0.0092,369.148095,369.148095,0.4,0,72.3989956
0.0096,383.955432,383.955432,0.4,0,73.5649688
0.01,398.832683,398.832683,0.4,0,74.7114534
0.0104,413.60717,413.60717,0.4,0,75.3679576
0.0108,428.456109,428.456109,0.8,0,76.0517945
0.011,435.87483,435.87483,0.2,0,113.844748
0.0112,443.290346,443.290346,0.2,0,114.440683
0.0114,450.702914,450.702914,0.2,0,115.018164
0.0116,458.111821,458.111821,0.2,0,115.665682
0.0118,465.47626,465.47626,0.2,0,116.398922
0.012,472.879803,472.879803,0.4,0,116.948964
0.0122,480.237544,480.237544,0.2,0,133.399704
0.0124,487.635217,487.635217,0.2,0,134.371467
0.0126,494.985987,494.985987,0.2,0,135.199516
0.0128,502.37688,502.37688,0.2,0,135.800277
0.013,509.765094,509.765094,0.2,0,136.511143
0.0132,517.10848,517.10848,0.4,0,137.276103
0.0134,524.493183,524.493183,0.2,0,154.246484
0.0136,531.832015,531.832015,0.2,0,155.433884
0.0138,539.212189,539.212189,0.2,0,156.231529
0.014,546.521067,546.521067,0.2,0,157.049893
0.0142,553.900556,553.900556,0.2,0,157.591821
0.0144,561.228546,561.228546,0.4,0,159.938734
0.0146,568.603475,568.603475,0.2,0,180.603105
0.0148,575.927142,575.927142,0.2,0,181.3784
0.015,583.297712,583.297712,0.2,0,182.302097
0.0152,590.66541,590.66541,0.2,0,183.251261
0.0154,597.954568,597.954568,0.2,0,184.55408
0.0156,605.322241,605.322241,0.4,0,185.346419
0.0158,612.633483,612.633483,0.2,0,202.465186
0.016,619.994414,619.994414,0.2,0,202.982871
0.0162,627.300545,627.300545,0.2,0,203.684545
0.0164,634.657738,634.657738,0.2,0,204.201729
0.0166,641.922079,641.922079,0.2,0,205.399596
0.0168,649.27961,649.27961,0.4,0,205.961844
0.017,656.577873,656.577873,0.2,0,222.925309
0.0172,663.930944,663.930944,0.2,0,223.453214
0.0174,671.280309,671.280309,0.2,0,223.98302
0.0176,678.56558,678.56558,0.2,0,224.754438
0.0178,685.909022,685.909022,0.2,0,225.774132
0.018,693.195153,693.195153,0.4,0,226.564403
0.0182,700.531872,700.531872,0.2,0,242.484762
0.0184,707.772576,707.772576,0.2,0,243.352628
0.0186,715.110045,715.110045,0.2,0,243.867434
0.0188,722.444174,722.444174,0.2,0,244.406929
0.019,729.718924,729.718924,0.2,0,245.549514
0.0192,737.048999,737.048999,0.4,0,246.247504
0.0194,744.3125,744.3125,0.2,0,263.549726
0.0196,751.637635,751.637635,0.2,0,264.368769
0.0198,758.862689,758.862689,0.2,0,265.826969
0.02,766.189406,766.189406,0.2,0,266.577349
0.0202,773.512177,773.512177,0.2,0,267.640725
0.0204,780.773161,780.773161,0.4,0,268.885629
0.0206,788.091709,788.091709,0.2,0,286.163858
0.0208,795.35065,795.35065,0.2,0,287.084638
0.021,802.666286,802.666286,0.2,0,288.39479
0.0212,809.867132,809.867132,0.2,0,295.209151
0.0214,817.184735,817.184735,0.2,0,295.890509
0.0216,824.49883,824.49883,0.4,0,296.600953
0.0218,831.749238,831.749238,0.2,0,313.229622
0.022,839.059606,839.059606,0.2,0,314.050092
0.0222,846.308087,846.308087,0.2,0,315.620683
0.0224,853.615456,853.615456,0.2,0,316.248538
0.0226,860.920053,860.920053,0.2,0,316.928103
