s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,14.43257,14.43257,0.2,0,0.452985525
0.0004,17.6151401,17.6151401,0.2,0,0.923859835
0.0006,20.7977101,20.7977101,0.2,0,1.23500609
0.0008,23.9787412,23.9787412,0.2,0,2.07854581
0.001,27.1570832,27.1570832,0.2,0,3.21678972
0.0012,30.3293623,30.3293623,0.4,0,4.64556932
0.0016,36.6384073,36.6384073,0.4,0,6.60551119
0.0018,39.6404627,39.6404627,0.2,0,55.5533116
0.002,42.4517162,42.4517162,0.2,0,58.4365778
0.0021,43.8050491,43.8050491,0.1,0,104.943297
0.0022,45.1200098,45.1200098,0.1,0,106.392817
0.0023,46.3995785,46.3995785,0.1,0,108.447605
0.0024,47.643946,47.643946,0.1,0,110.564229
0.0025,48.8681792,48.8681792,0.1,0,112.068518
0.0026,50.0698429,50.0698429,0.2,0,115.164195
0.0027,51.2374022,51.2374022,0.1,0,156.058064
0.0028,52.3846682,52.3846682,0.1,0,157.893666
0.0029,53.5153123,53.5153123,0.1,0,160.246323
0.003,54.6377804,54.6377804,0.1,0,162.461578
0.0031,55.7432637,55.7432637,0.1,0,164.372188
0.0032,56.8262855,56.8262855,0.2,0,166.796402
0.0033,57.888523,57.888523,0.1,0,209.04392
0.0034,58.9343863,58.9343863,0.1,0,210.764626
0.00345,59.4547197,59.4547197,0.05,0,252.596008
0.0035,59.9700051,59.9700051,0.05,0,254.161621
0.00355,60.4834155,60.4834155,0.05,0,256.0875
0.0036,60.9950658,60.9950658,0.05,0,257.365918
0.00365,61.5050729,61.5050729,0.05,0,258.798644
0.0037,62.0095502,62.0095502,0.1,0,261.744443
0.00375,62.5179093,62.5179093,0.05,0,305.598159
0.0038,63.0218679,63.0218679,0.05,0,307.900269
0.00385,63.5196801,63.5196801,0.05,0,309.625687
0.0039,64.0205033,64.0205033,0.05,0,310.939331
0.00395,64.5126131,64.5126131,0.05,0,313.782487
0.004,65.0062556,65.0062556,0.1,0,315.706643
0.00405,65.4980894,65.4980894,0.05,0,363.853014
0.0041,65.983031,65.983031,0.05,0,366.142033
0.00415,66.4626975,66.4626975,0.05,0,368.20643
0.0042,66.9414708,66.9414708,0.05,0,370.663059
0.00425,67.4159085,67.4159085,0.05,0,374.36703
0.0043,67.8901311,67.8901311,0.1,0,376.541531
0.00435,68.3623971,68.3623971,0.05,0,422.55959
0.0044,68.8289749,68.8289749,0.05,0,426.098054
0.00445,69.2982425,69.2982425,0.05,0,427.703081
0.0045,69.7645468,69.7645468,0.05,0,431.042335
0.00455,70.2305157,70.2305157,0.05,0,432.645166
0.0046,70.694031,70.694031,0.1,0,434.964996
0.00465,71.1519797,71.1519797,0.05,0,486.213609
0.0047,71.613094,71.613094,0.05,0,488.026016
0.00475,72.0681959,72.0681959,0.05,0,491.827578
0.0048,72.5270045,72.5270045,0.05,0,493.3192
0.00485,72.9840219,72.9840219,0.05,0,495.332886
0.0049,73.4376794,73.4376794,0.1,0,497.220383
0.00495,73.8909817,73.8909817,0.05,0,539.484368
0.005,74.3382525,74.3382525,0.05,0,542.393181
0.00505,74.78973,74.78973,0.05,0,544.008747
0.0051,75.2380357,75.2380357,0.05,0,546.69793
0.00515,75.687688,75.687688,0.05,0,548.180127
0.0052,76.1359972,76.1359972,0.1,0,550.751619
0.00525,76.5782933,76.5782933,0.05,0,595.492772
0.0053,77.0248108,77.0248108,0.05,0,597.717721
0.00535,77.4639461,77.4639461,0.05,0,602.473009
0.0054,77.9066188,77.9066188,0.05,0,604.531456
0.00545,78.3450611,78.3450611,0.05,0,606.895471
0.0055,78.7846693,78.7846693,0.1,0,609.409137
0.00555,79.1911372,79.1911372,0.05,0,659.78492
0.0056,79.6325918,79.6325918,0.05,0,661.675942
0.00565,80.0693837,80.0693837,0.05,0,664.237401
0.0057,80.5044951,80.5044951,0.05,0,665.98574
0.00575,80.9383256,80.9383256,0.05,0,668.109152
0.0058,81.3634353,81.3634353,0.1,0,670.055447
0.00585,81.791403,81.791403,0.05,0,715.039295
