s_m,s_over_B,R_kN,q_kPa,dr_iters,settled,ke,res_kN,dR_kN,wall_s
0.001,0.0005,28.5903537,28.5903537,5900,1,8.40696545e-15,1.66404629e-06,0.000839838825,144.362634
0.002,0.001,43.1944328,43.1944328,5900,1,1.44982132e-15,8.21143753e-07,0.00122959821,260.147978
0.003,0.0015,51.6743914,51.6743914,6400,1,1.1767548e-20,1.62641012e-09,3.11296786e-06,371.153176
0.004,0.002,57.5639456,57.5639456,5900,1,7.52914399e-17,5.24047461e-07,2.2354498e-05,535.881286
