s_m,s_over_B,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.065125,0.0325625,158.641352,158.641352,0.025,0,2013.97293
0.06515,0.032575,158.641421,158.641421,0.05,0,2014.54917
0.065175,0.0325875,158.641535,158.641535,0.025,0,2017.44509
0.0652,0.0326,158.641554,158.641554,0.025,0,2017.97604
0.065225,0.0326125,158.64162,158.64162,0.025,0,2018.54309
0.06525,0.032625,158.641737,158.641737,0.025,0,2019.08375
0.065275,0.0326375,158.641708,158.641708,0.025,0,2019.65183
0.0653,0.03265,158.641914,158.641914,0.05,0,2020.22759
0.065325,0.0326625,158.641891,158.641891,0.025,0,2023.21923
0.06535,0.032675,158.642001,158.642001,0.025,0,2023.77583
0.065375,0.0326875,158.64207,158.64207,0.025,0,2024.29549
0.0654,0.0327,158.642137,158.642137,0.025,0,2024.88781
0.065425,0.0327125,158.642162,158.642162,0.025,0,2025.44357
0.06545,0.032725,158.642313,158.642313,0.05,0,2025.94587
0.065475,0.0327375,158.642337,158.642337,0.025,0,2028.76975
0.0655,0.03275,158.642446,158.642446,0.025,0,2029.29395
0.065525,0.0327625,158.642499,158.642499,0.025,0,2029.79999
0.06555,0.032775,158.642487,158.642487,0.025,0,2030.33048
0.065575,0.0327875,158.642646,158.642646,0.025,0,2030.95658
0.0656,0.0328,158.642555,158.642555,0.05,0,2031.45605
0.065625,0.0328125,158.642733,158.642733,0.025,0,2034.36553
0.06565,0.032825,158.642802,158.642802,0.025,0,2034.91768
0.065675,0.0328375,158.642868,158.642868,0.025,0,2035.43665
0.0657,0.03285,158.642963,158.642963,0.025,0,2035.972
0.065725,0.0328625,158.643031,158.643031,0.025,0,2036.53923
0.06575,0.032875,158.643009,158.643009,0.05,0,2037.07303
0.065775,0.0328875,158.643163,158.643163,0.025,0,2040.03112
0.0658,0.0329,158.643148,158.643148,0.025,0,2040.58542
0.065825,0.0329125,158.643218,158.643218,0.025,0,2041.10533
0.06585,0.032925,158.64328,158.64328,0.025,0,2041.64175
0.065875,0.0329375,158.643427,158.643427,0.025,0,2042.17421
0.0659,0.03295,158.643414,158.643414,0.05,0,2042.7287
0.065925,0.0329625,158.643479,158.643479,0.025,0,2045.6243
0.06595,0.032975,158.643547,158.643547,0.025,0,2046.169
0.065975,0.0329875,158.643705,158.643705,0.025,0,2046.72139
0.066,0.033,158.643678,158.643678,0.025,0,2047.24649
0.066025,0.0330125,158.643745,158.643745,0.025,0,2047.8414
0.06605,0.033025,158.643904,158.643904,0.05,0,2048.40234
0.066075,0.0330375,158.643879,158.643879,0.025,0,2051.16174
0.0661,0.03305,158.644035,158.644035,0.025,0,2051.73327
0.066125,0.0330625,158.644008,158.644008,0.025,0,2052.26971
0.06615,0.033075,158.644119,158.644119,0.025,0,2052.79111
0.066175,0.0330875,158.644232,158.644232,0.025,0,2053.29633
0.0662,0.0331,158.644254,158.644254,0.05,0,2053.84372
0.066225,0.0331125,158.644269,158.644269,0.025,0,2056.63097
0.06625,0.033125,158.644387,158.644387,0.025,0,2057.17249
0.066275,0.0331375,158.644427,158.644427,0.025,0,2057.75463
0.0663,0.03315,158.644467,158.644467,0.025,0,2058.3582
0.066325,0.0331625,158.644535,158.644535,0.025,0,2058.94233
0.06635,0.033175,158.6446,158.6446,0.05,0,2059.5403
0.066375,0.0331875,158.644666,158.644666,0.025,0,2062.33167
0.0664,0.0332,158.644825,158.644825,0.025,0,2062.92602
0.066425,0.0332125,158.644795,158.644795,0.025,0,2063.51717
0.06645,0.033225,158.644863,158.644863,0.025,0,2064.119
0.066475,0.0332375,158.644977,158.644977,0.025,0,2064.64604
0.0665,0.03325,158.645021,158.645021,0.05,0,2065.15436
0.066525,0.0332625,158.645054,158.645054,0.025,0,2067.99832
0.06655,0.033275,158.645203,158.645203,0.025,0,2068.60937
0.066575,0.0332875,158.645191,158.645191,0.025,0,2069.2004
0.0666,0.0333,158.645336,158.645336,0.025,0,2069.83073
0.066625,0.0333125,158.64543,158.64543,0.025,0,2070.34744
0.06665,0.033325,158.645384,158.645384,0.05,0,2070.91838
0.066675,0.0333375,158.64545,158.64545,0.025,0,2073.72779
0.0667,0.03335,158.645516,158.645516,0.025,0,2074.27739
0.066725,0.0333625,158.645583,158.645583,0.025,0,2074.76676
0.06675,0.033375,158.645648,158.645648,0.025,0,2075.32473
0.066775,0.0333875,158.645711,158.645711,0.025,0,2075.90686
0.0668,0.0334,158.645703,158.645703,0.05,0,2076.47582
0.066825,0.0334125,158.64584,158.64584,0.025,0,2079.16619
0.06685,0.033425,158.645909,158.645909,0.025,0,2079.67755
0.066875,0.0334375,158.645974,158.645974,0.025,0,2080.17147
0.0669,0.03345,158.646039,158.646039,0.025,0,2080.77837
0.066925,0.0334625,158.646167,158.646167,0.025,0,2081.35162
0.06695,0.033475,158.646197,158.646197,0.05,0,2081.96005
0.066975,0.0334875,158.646327,158.646327,0.025,0,2084.72336
0.067,0.0335,158.646301,158.646301,0.025,0,2085.22274
0.067025,0.0335125,158.646364,158.646364,0.025,0,2085.80195
0.06705,0.033525,158.646429,158.646429,0.025,0,2086.37865
0.067075,0.0335375,158.646496,158.646496,0.025,0,2086.90115
0.0671,0.03355,158.646608,158.646608,0.05,0,2087.42111
0.067125,0.0335625,158.646671,158.646671,0.025,0,2090.18895
0.06715,0.033575,158.646767,158.646767,0.025,0,2090.67764
0.067175,0.0335875,158.646752,158.646752,0.025,0,2091.18808
0.0672,0.0336,158.646808,158.646808,0.025,0,2091.73392
0.067225,0.0336125,158.646882,158.646882,0.025,0,2092.35162
0.06725,0.033625,158.646977,158.646977,0.05,0,2092.93586
0.067275,0.0336375,158.647013,158.647013,0.025,0,2095.64631
0.0673,0.03365,158.64708,158.64708,0.025,0,2096.16696
0.067325,0.0336625,158.647145,158.647145,0.025,0,2096.71318
0.06735,0.033675,158.647208,158.647208,0.025,0,2097.30008
0.067375,0.0336875,158.647321,158.647321,0.025,0,2097.88131
0.0674,0.0337,158.647365,158.647365,0.05,0,2098.38776
0.067425,0.0337125,158.647402,158.647402,0.025,0,2101.24682
0.06745,0.033725,158.647372,158.647372,0.025,0,2101.77249
0.067475,0.0337375,158.647529,158.647529,0.025,0,2102.2537
0.0675,0.03375,158.647689,158.647689,0.025,0,2102.85395
0.067525,0.0337625,158.647737,158.647737,0.025,0,2103.33574
0.06755,0.033775,158.647845,158.647845,0.05,0,2103.83904
0.067575,0.0337875,158.647882,158.647882,0.025,0,2106.58562
0.0676,0.0338,158.647882,158.647882,0.025,0,2107.11517
0.067625,0.0338125,158.647871,158.647871,0.025,0,2107.72372
0.06765,0.033825,158.64801,158.64801,0.025,0,2108.26193
0.067675,0.0338375,158.648047,158.648047,0.025,0,2108.81998
0.0677,0.03385,158.648113,158.648113,0.05,0,2109.39836
0.067725,0.0338625,158.648205,158.648205,0.025,0,2112.26567
0.06775,0.033875,158.64824,158.64824,0.025,0,2112.98746
0.067775,0.0338875,158.648304,158.648304,0.025,0,2113.81287
0.0678,0.0339,158.64842,158.64842,0.025,0,2114.46463
0.067825,0.0339125,158.648434,158.648434,0.025,0,2115.16956
0.06785,0.033925,158.648585,158.648585,0.05,0,2115.98874
0.067875,0.0339375,158.648609,158.648609,0.025,0,2119.31747
0.0679,0.03395,158.648624,158.648624,0.025,0,2119.91005
0.067925,0.0339625,158.648693,158.648693,0.025,0,2120.50699
0.06795,0.033975,158.648818,158.648818,0.025,0,2121.19851
0.067975,0.0339875,158.648846,158.648846,0.025,0,2121.86408
0.068,0.034,158.648883,158.648883,0.05,0,2122.62043
0.068025,0.0340125,158.648975,158.648975,0.025,0,2126.31548
0.06805,0.034025,158.649089,158.649089,0.025,0,2127.02442
0.068075,0.0340375,158.649073,158.649073,0.025,0,2127.73819
0.0681,0.03405,158.649217,158.649217,0.025,0,2128.51343
0.068125,0.0340625,158.649252,158.649252,0.025,0,2129.26591
0.06815,0.034075,158.649316,158.649316,0.05,0,2130.00732
0.068175,0.0340875,158.649332,158.649332,0.025,0,2134.08326
0.0682,0.0341,158.649395,158.649395,0.025,0,2134.69603
0.068225,0.0341125,158.649461,158.649461,0.025,0,2135.32685
0.06825,0.034125,158.649448,158.649448,0.025,0,2135.96311
0.068275,0.0341375,158.649634,158.649634,0.025,0,2136.49004
0.0683,0.03415,158.649576,158.649576,0.05,0,2137.07396
0.068325,0.0341625,158.649715,158.649715,0.025,0,2140.4485
0.06835,0.034175,158.649779,158.649779,0.025,0,2141.04057
0.068375,0.0341875,158.64984,158.64984,0.025,0,2141.67446
0.0684,0.0342,158.649904,158.649904,0.025,0,2142.31653
0.068425,0.0342125,158.65005,158.65005,0.025,0,2142.83175
0.06845,0.034225,158.650035,158.650035,0.05,0,2143.45085
0.068475,0.0342375,158.650096,158.650096,0.025,0,2146.42819
0.0685,0.03425,158.650155,158.650155,0.025,0,2146.93041
0.068525,0.0342625,158.650196,158.650196,0.025,0,2147.50232
0.06855,0.034275,158.650312,158.650312,0.025,0,2148.005
0.068575,0.0342875,158.6504,158.6504,0.025,0,2148.59722
0.0686,0.0343,158.650418,158.650418,0.05,0,2149.16258
0.068625,0.0343125,158.650574,158.650574,0.025,0,2151.82314
0.06865,0.034325,158.650593,158.650593,0.025,0,2152.40183
0.068675,0.0343375,158.650657,158.650657,0.025,0,2152.88883
0.0687,0.03435,158.65067,158.65067,0.025,0,2153.43257
0.068725,0.0343625,158.650731,158.650731,0.025,0,2154.02571
0.06875,0.034375,158.651085,158.651085,0.05,0,2154.53865
0.068775,0.0343875,158.650954,158.650954,0.025,0,2157.33263
0.0688,0.0344,158.650924,158.650924,0.025,0,2157.83386
0.068825,0.0344125,158.650988,158.650988,0.025,0,2158.45791
0.06885,0.034425,158.651145,158.651145,0.025,0,2158.9863
0.068875,0.0344375,158.651206,158.651206,0.025,0,2159.56396
0.0689,0.03445,158.651202,158.651202,0.05,0,2160.07247
0.068925,0.0344625,158.651239,158.651239,0.025,0,2162.94257
0.06895,0.034475,158.651234,158.651234,0.025,0,2163.42579
0.068975,0.0344875,158.651461,158.651461,0.025,0,2163.90063
0.069,0.0345,158.651431,158.651431,0.025,0,2164.43455
0.069025,0.0345125,158.651495,158.651495,0.025,0,2165.04125
0.06905,0.034525,158.651606,158.651606,0.05,0,2165.63087
0.069075,0.0345375,158.651713,158.651713,0.025,0,2168.37251
0.0691,0.03455,158.651684,158.651684,0.025,0,2168.85843
0.069125,0.0345625,158.651838,158.651838,0.025,0,2169.36949
0.06915,0.034575,158.651736,158.651736,0.025,0,2169.91097
0.069175,0.0345875,158.651901,158.651901,0.025,0,2170.49488
0.0692,0.0346,158.651937,158.651937,0.05,0,2171.04464
0.069225,0.0346125,158.651978,158.651978,0.025,0,2173.90585
0.06925,0.034625,158.652065,158.652065,0.025,0,2174.50144
0.069275,0.0346375,158.652175,158.652175,0.025,0,2175.01143
0.0693,0.03465,158.652187,158.652187,0.025,0,2175.53715
0.069325,0.0346625,158.652329,158.652329,0.025,0,2176.01265
0.06935,0.034675,158.652315,158.652315,0.05,0,2176.57701
0.069375,0.0346875,158.652428,158.652428,0.025,0,2179.31945
0.0694,0.0347,158.652444,158.652444,0.025,0,2179.86539
0.069425,0.0347125,158.652531,158.652531,0.025,0,2180.36113
0.06945,0.034725,158.652594,158.652594,0.025,0,2180.82985
0.069475,0.0347375,158.652628,158.652628,0.025,0,2181.39689
0.0695,0.03475,158.652693,158.652693,0.05,0,2181.99864
0.069525,0.0347625,158.65285,158.65285,0.025,0,2185.13796
0.06955,0.034775,158.65291,158.65291,0.025,0,2185.65974
0.069575,0.0347875,158.652932,158.652932,0.025,0,2186.14057
0.0696,0.0348,158.652944,158.652944,0.025,0,2186.7134
0.069625,0.0348125,158.653007,158.653007,0.025,0,2187.26467
0.06965,0.034825,158.653061,158.653061,0.05,0,2187.80305
0.069675,0.0348375,158.653132,158.653132,0.025,0,2190.5526
0.0697,0.03485,158.653273,158.653273,0.025,0,2191.11497
0.069725,0.0348625,158.653318,158.653318,0.025,0,2191.6782
0.06975,0.034875,158.653633,158.653633,0.025,0,2192.14343
0.069775,0.0348875,158.653423,158.653423,0.025,0,2192.74597
0.0698,0.0349,158.653537,158.653537,0.05,0,2193.31182
0.069825,0.0349125,158.653436,158.653436,0.025,0,2196.15941
0.06985,0.034925,158.653883,158.653883,0.025,0,2196.70365
0.069875,0.0349375,158.653683,158.653683,0.025,0,2197.23371
0.0699,0.03495,158.653745,158.653745,0.025,0,2197.8033
0.069925,0.0349625,158.653879,158.653879,0.025,0,2198.41403
0.06995,0.034975,158.653915,158.653915,0.05,0,2199.02058
0.069975,0.0349875,158.653879,158.653879,0.025,0,2201.88491
0.07,0.035,158.653947,158.653947,0.025,0,2202.42235
0.070025,0.0350125,158.654103,158.654103,0.025,0,2202.92948
0.07005,0.035025,158.65416,158.65416,0.025,0,2203.50606
0.070075,0.0350375,158.654183,158.654183,0.025,0,2203.9934
0.0701,0.03505,158.654222,158.654222,0.05,0,2204.52417
0.070125,0.0350625,158.654255,158.654255,0.025,0,2207.11009
0.07015,0.035075,158.654413,158.654413,0.025,0,2207.61414
0.070175,0.0350875,158.654382,158.654382,0.025,0,2208.21461
0.0702,0.0351,158.654469,158.654469,0.025,0,2208.77229
0.070225,0.0351125,158.654558,158.654558,0.025,0,2209.23776
0.07025,0.035125,158.654619,158.654619,0.05,0,2209.77775
0.070275,0.0351375,158.654565,158.654565,0.025,0,2212.66699
0.0703,0.03515,158.654699,158.654699,0.025,0,2213.27641
0.070325,0.0351625,158.65485,158.65485,0.025,0,2213.88378
0.07035,0.035175,158.654911,158.654911,0.025,0,2214.46105
0.070375,0.0351875,158.654882,158.654882,0.025,0,2215.0432
0.0704,0.0352,158.655273,158.655273,0.05,0,2215.49023
0.070425,0.0352125,158.655002,158.655002,0.025,0,2218.54319
0.07045,0.035225,158.655117,158.655117,0.025,0,2219.03326
0.070475,0.0352375,158.655129,158.655129,0.025,0,2219.60485
0.0705,0.03525,158.655503,158.655503,0.025,0,2220.02486
0.070525,0.0352625,158.655252,158.655252,0.025,0,2220.51305
0.07055,0.035275,158.655409,158.655409,0.05,0,2221.04137
0.070575,0.0352875,158.655469,158.655469,0.025,0,2224.01487
0.0706,0.0353,158.655489,158.655489,0.025,0,2224.56925
0.070625,0.0353125,158.655435,158.655435,0.025,0,2225.168
0.07065,0.035325,158.655612,158.655612,0.025,0,2225.72755
0.070675,0.0353375,158.655675,158.655675,0.025,0,2226.17291
0.0707,0.03535,158.655686,158.655686,0.05,0,2226.73226
0.070725,0.0353625,158.655798,158.655798,0.025,0,2229.35606
0.07075,0.035375,158.65581,158.65581,0.025,0,2229.92148
0.070775,0.0353875,158.655966,158.655966,0.025,0,2230.48944
0.0708,0.0354,158.655984,158.655984,0.025,0,2231.09072
0.070825,0.0354125,158.655996,158.655996,0.025,0,2231.57315
0.07085,0.035425,158.656058,158.656058,0.05,0,2232.07799
0.070875,0.0354375,158.656241,158.656241,0.025,0,2235.03669
0.0709,0.03545,158.656515,158.656515,0.025,0,2235.5835
0.070925,0.0354625,158.656293,158.656293,0.025,0,2236.1635
0.07095,0.035475,158.656305,158.656305,0.025,0,2236.68789
0.070975,0.0354875,158.656295,158.656295,0.025,0,2237.29341
0.071,0.0355,158.656427,158.656427,0.05,0,2237.8891
0.071025,0.0355125,158.65654,158.65654,0.025,0,2240.71127
0.07105,0.035525,158.656577,158.656577,0.025,0,2241.27105
0.071075,0.0355375,158.656925,158.656925,0.025,0,2241.84851
0.0711,0.03555,158.656765,158.656765,0.025,0,2242.4526
0.071125,0.0355625,158.656762,158.656762,0.025,0,2242.92028
0.07115,0.035575,158.656798,158.656798,0.05,0,2243.46998
0.071175,0.0355875,158.656859,158.656859,0.025,0,2245.96337
0.0712,0.0356,158.656971,158.656971,0.025,0,2246.47589
0.071225,0.0356125,158.656982,158.656982,0.025,0,2246.98459
0.07125,0.035625,158.657044,158.657044,0.025,0,2247.5724
0.071275,0.0356375,158.657435,158.657435,0.025,0,2248.02826
0.0713,0.03565,158.657217,158.657217,0.05,0,2248.5742
0.071325,0.0356625,158.657305,158.657305,0.025,0,2251.46807
0.07135,0.035675,158.65734,158.65734,0.025,0,2252.05885
0.071375,0.0356875,158.657685,158.657685,0.025,0,2252.61859
0.0714,0.0357,158.657455,158.657455,0.025,0,2253.10906
0.071425,0.0357125,158.657524,158.657524,0.025,0,2253.59666
0.07145,0.035725,158.657584,158.657584,0.05,0,2254.1595
0.071475,0.0357375,158.657595,158.657595,0.025,0,2256.70278
0.0715,0.03575,158.657734,158.657734,0.025,0,2257.18718
0.071525,0.0357625,158.657769,158.657769,0.025,0,2257.70418
0.07155,0.035775,158.657874,158.657874,0.025,0,2258.25945
0.071575,0.0357875,158.657863,158.657863,0.025,0,2258.84393
0.0716,0.0358,158.657979,158.657979,0.05,0,2259.43846
0.071625,0.0358125,158.657963,158.657963,0.025,0,2262.37249
0.07165,0.035825,158.657964,158.657964,0.025,0,2262.88456
0.071675,0.0358375,158.658133,158.658133,0.025,0,2263.39462
0.0717,0.03585,158.658149,158.658149,0.025,0,2263.83461
0.071725,0.0358625,158.6582,158.6582,0.025,0,2264.35439
0.07175,0.035875,158.658575,158.658575,0.05,0,2264.83457
0.071775,0.0358875,158.658259,158.658259,0.025,0,2267.60541
0.0718,0.0359,158.658442,158.658442,0.025,0,2268.13731
0.071825,0.0359125,158.658502,158.658502,0.025,0,2268.6434
0.07185,0.035925,158.658511,158.658511,0.025,0,2269.15401
0.071875,0.0359375,158.658696,158.658696,0.025,0,2269.72328
0.0719,0.03595,158.658639,158.658639,0.05,0,2270.20196
0.071925,0.0359625,158.658723,158.658723,0.025,0,2273.01602
0.07195,0.035975,158.658807,158.658807,0.025,0,2273.55231
