s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s
0.0165,0.0165,2163.54993,540.887481,0.848481094,0.4,279.828131
0.0169,0.0169,2202.63293,550.658233,0.863808308,0.4,286.199468
0.0173,0.0173,2241.37187,560.342967,0.879000588,0.4,294.033678
0.0177,0.0177,2279.76427,569.941066,0.894056964,0.4,301.74311
0.0181,0.0181,2317.74932,579.437329,0.908953592,0.4,308.724906
0.0185,0.0185,2355.39282,588.848204,0.923716273,0.4,316.866692
0.0189,0.0189,2392.51681,598.129202,0.938275218,0.4,323.190979
0.0193,0.0193,2429.20586,607.301465,0.952663593,0.4,329.919266
0.0197,0.0197,2465.2874,616.321849,0.966813718,0.4,339.490986
0.0201,0.0201,2500.88809,625.222023,0.980775271,0.4,347.72677
0.0205,0.0205,2536.20534,634.051334,0.994625663,0.4,355.027404
0.0209,0.0209,2571.27085,642.817711,1.00837733,0.4,363.148011
0.0213,0.0213,2606.07798,651.519494,1.02202767,0.4,371.259814
0.0217,0.0217,2640.57832,660.144579,1.0355577,0.4,382.510973
0.0221,0.0221,2674.67888,668.66972,1.04893094,0.4,395.298603
0.0223,0.0223,2691.64142,672.910356,1.05558316,0.2,421.769565
0.0225,0.0225,2708.53045,677.132614,1.06220654,0.2,428.495569
0.0227,0.0227,2725.33393,681.333483,1.06879637,0.2,435.217421
0.0229,0.0229,2742.0449,685.511225,1.07534993,0.2,441.756794
0.0231,0.0231,2758.67217,689.668043,1.08187066,0.4,448.448679
0.0235,0.0235,2791.51607,697.879017,1.09475108,0.4,456.512917
0.0239,0.0239,2824.08673,706.021683,1.10752434,0.4,464.122658
0.0243,0.0243,2856.37405,714.093512,1.12018648,0.4,474.069791
0.0247,0.0247,2888.42846,722.107116,1.13275729,0.4,484.012417
0.0251,0.0251,2920.15634,730.039086,1.14520003,0.4,502.910798
0.0255,0.0255,2951.59533,737.898833,1.15752949,0.4,512.009283
0.0259,0.0259,2982.74647,745.686619,1.16974606,0.4,521.308542
0.0261,0.0261,2998.23768,749.559419,1.17582125,0.2,550.921104
0.0263,0.0263,3013.65228,753.41307,1.18186641,0.2,558.46482
0.0265,0.0265,3028.99261,757.248153,1.18788244,0.2,566.710073
0.0267,0.0267,3044.2639,761.065975,1.19387139,0.2,575.088062
0.0269,0.0269,3059.49427,764.873567,1.1998443,0.4,582.984021
0.0271,0.0271,3074.66835,768.667088,1.20579513,0.2,612.200178
0.0273,0.0273,3089.78173,772.445433,1.21172216,0.2,620.46491
0.0275,0.0275,3104.85008,776.212519,1.21763152,0.2,628.997729
0.0277,0.0277,3119.87209,779.968024,1.22352272,0.2,636.365241
0.0279,0.0279,3134.85193,783.712982,1.22939737,0.4,643.514473
0.0283,0.0283,3164.59703,791.149257,1.24106253,0.4,653.997889
0.0285,0.0285,3179.43912,794.85978,1.24688317,0.2,682.758066
0.0287,0.0287,3194.22401,798.556002,1.25268137,0.2,691.030685
0.0289,0.0289,3208.96534,802.241336,1.25846249,0.2,698.01808
0.0291,0.0291,3223.65245,805.913113,1.26422234,0.2,705.169872
0.0293,0.0293,3238.29805,809.574512,1.26996592,0.4,712.337409
0.0297,0.0297,3267.29078,816.822695,1.28133602,0.4,730.463162
0.0301,0.0301,3295.98124,823.99531,1.29258758,0.4,746.620784
0.0303,0.0303,3310.25735,827.564338,1.29818626,0.2,775.942182
0.0305,0.0305,3324.44916,831.112291,1.30375187,0.2,783.569819
0.0307,0.0307,3338.59999,834.649997,1.30930141,0.2,792.948244
0.0309,0.0309,3352.70328,838.175819,1.31483231,0.2,800.919611
0.0311,0.0311,3366.74354,841.685886,1.32033849,0.4,808.759903
0.0313,0.0313,3380.69909,845.174773,1.32581145,0.2,839.14351
0.0315,0.0315,3394.60523,848.651307,1.33126503,0.2,847.218822
0.0317,0.0317,3408.46786,852.116966,1.33670155,0.2,855.991616
0.0319,0.0319,3422.28781,855.571953,1.34212133,0.2,865.173363
0.0321,0.0321,3436.0657,859.016424,1.34752462,0.4,873.443452
0.0323,0.0323,3449.79138,862.447845,1.35290743,0.2,902.594988
0.0325,0.0325,3463.41153,865.852882,1.35824885,0.2,910.806413
0.0327,0.0327,3476.96957,869.242394,1.36356592,0.2,919.309101
