s_m,s_over_B,R_kN,q_kPa,dr_iters,settled,ke,res_kN,dR_kN,wall_s
0.001,0.0005,26.4199477,26.4199477,7400,1,1.21656363e-11,1.60190346e-05,0.000404828493,165.200419
0.002,0.001,38.7163121,38.7163121,6900,1,1.58043891e-11,3.16528575e-05,0.00367374035,322.017415
0.003,0.0015,46.0591189,46.0591189,6900,1,2.98582324e-13,8.15104746e-05,0.000130065418,479.494801
