# ladrunoBranch census, one row per sampling station.
# station = the existing --cond/--cond-at trigger cadence (every 4 converged steps once ds < 1 mm) UNIONED with --dense stations every 5e-06 of s/B in [0.0108, 0.0113].
# s_min_rel/cond/lam_min_sym_rel are NaN unless --cond is also given (or the station coincides with one --cond already sampled).
# n_gp_seen/n_gp_empty: GPs with/without a live ladrunoBranch response this station (all empty until the C++ token ships).
# n_branch{0,1,2,3} = elastic/f1 cone/f2 tension cutoff/corner GP counts; n_forced = forcedAccept count.
# lowdetK_*: the K-th lowest detAmin GP (ele tag, GP index, value, centroid x, z -- an approximate GP location).
# cornerK_*: the K-th corner-branch GP encountered this station (first 5, ele tag, GP index, centroid x, z).
s_over_B,q_kPa,s_min_rel,cond,lam_min_sym_rel,n_gp_seen,n_gp_empty,n_branch0,n_branch1,n_branch2,n_branch3,n_forced,detAmin_min,n_detAmin_nonpos,I1_min,gamma0_max,gamma1_max,lowdet1_ele,lowdet1_gp,lowdet1_val,lowdet1_x,lowdet1_z,lowdet2_ele,lowdet2_gp,lowdet2_val,lowdet2_x,lowdet2_z,lowdet3_ele,lowdet3_gp,lowdet3_val,lowdet3_x,lowdet3_z,lowdet4_ele,lowdet4_gp,lowdet4_val,lowdet4_x,lowdet4_z,lowdet5_ele,lowdet5_gp,lowdet5_val,lowdet5_x,lowdet5_z,corner1_ele,corner1_gp,corner1_x,corner1_z,corner2_ele,corner2_gp,corner2_x,corner2_z,corner3_ele,corner3_gp,corner3_x,corner3_z,corner4_ele,corner4_gp,corner4_x,corner4_z,corner5_ele,corner5_gp,corner5_x,corner5_z
0.01005,116.382409,0.000235000625,86610.1244,-0.0151137133,1600,0,1521,79,0,0,0,-0.0589127877,79,-221.777582,4.40134978e-08,0,89,3,-0.0589127877,-1.5,-1.5,89,1,-0.0589125361,-1.5,-1.5,119,7,-0.0588124254,1.5,-1.5,120,7,-0.0560374672,1.5,-0.5,120,5,-0.0560368543,1.5,-0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01025,117.267916,0.000227648469,89906.2011,-0.0178519785,1600,0,1417,183,0,0,0,-0.0588921614,175,-223.534131,1.55553415e-07,0,89,1,-0.0588921614,-1.5,-1.5,89,3,-0.0588916307,-1.5,-1.5,119,7,-0.0587881717,1.5,-1.5,119,5,-0.0587874381,1.5,-1.5,78,8,-0.0574955132,-2.63853418,-2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01045,118.132094,0.000227481192,89961.7448,-0.0184197736,1600,0,1437,163,0,0,0,-0.0593746368,155,-225.231302,9.12575019e-08,0,89,1,-0.0593746368,-1.5,-1.5,89,3,-0.0593743682,-1.5,-1.5,119,7,-0.0593010643,1.5,-1.5,119,5,-0.0593010394,1.5,-1.5,78,6,-0.0570745512,-2.63853418,-2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01065,118.969438,0.000215109997,95198.5952,-0.0179228653,1600,0,1385,215,0,0,0,-0.0616557689,187,-226.87876,2.43690654e-06,0,129,4,-0.0616557689,2.63853418,-1.5,129,2,-0.061615807,2.63853418,-1.5,90,3,-0.055582893,-1.5,-0.5,79,8,-0.0542561177,-2.63853418,-1.5,79,6,-0.0541785604,-2.63853418,-1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01085,119.800653,0.000206716262,99050.8424,-0.0252699246,1600,0,1376,224,0,0,0,-0.0646711865,198,-228.509456,1.26853349e-06,0,129,2,-0.0646711865,2.63853418,-1.5,129,4,-0.0646697399,2.63853418,-1.5,119,7,-0.0596173604,1.5,-1.5,119,5,-0.059616597,1.5,-1.5,79,6,-0.057470051,-2.63853418,-1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010875,119.907433,0.00021527306,95227.0477,-0.0266642984,1600,0,1359,241,0,0,0,-0.0649467818,221,-228.712377,1.37081625e-07,0,129,2,-0.0649467818,2.63853418,-1.5,129,4,-0.0649467461,2.63853418,-1.5,119,5,-0.0595520658,1.5,-1.5,79,8,-0.0579692342,-2.63853418,-1.5,79,6,-0.0579665661,-2.63853418,-1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.0109,120.010936,0.000210383282,97351.1387,-0.0256064176,1600,0,1379,221,0,0,0,-0.0595524993,202,-228.916919,2.36264795e-08,0,89,3,-0.0595524993,-1.5,-1.5,119,5,-0.0594963161,1.5,-1.5,79,8,-0.0581599658,-2.63853418,-1.5,79,6,-0.0581598839,-2.63853418,-1.5,78,6,-0.0544032987,-2.63853418,-2.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010925,120.113817,0.000228541308,89444.0176,-0.0174745953,1600,0,1400,200,0,0,0,-0.0594884664,185,-229.120494,1.98285218e-10,0,89,3,-0.0594884664,-1.5,-1.5,89,1,-0.0594884615,-1.5,-1.5,119,5,-0.059447245,1.5,-1.5,119,7,-0.0594472367,1.5,-1.5,117,3,-0.0543926829,1.5,-3.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.01095,120.215597,0.000235160176,86851.5585,-0.00527600182,1600,0,1490,110,0,0,0,-0.0652477974,103,-229.326331,1.03472742e-07,0,129,2,-0.0652477974,2.63853418,-1.5,129,4,-0.0652470707,2.63853418,-1.5,79,8,-0.0583790313,-2.63853418,-1.5,79,6,-0.0583785093,-2.63853418,-1.5,100,3,-0.0541409942,-0.5,-0.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.010975,120.319372,0.000221336389,92492.4942,-0.0190984672,1600,0,1400,200,0,0,0,-0.065257655,191,-229.525825,7.8071062e-11,0,129,2,-0.065257655,2.63853418,-1.5,89,1,-0.059324712,-1.5,-1.5,89,3,-0.0593247105,-1.5,-1.5,119,5,-0.0593037382,1.5,-1.5,119,7,-0.0593037249,1.5,-1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
0.011,120.421852,0.000221546416,92390.3757,-0.022055044,1600,0,1397,203,0,0,0,-0.0652138839,190,-229.727821,6.5309787e-11,0,129,4,-0.0652138839,2.63853418,-1.5,89,3,-0.0592308973,-1.5,-1.5,89,1,-0.0592308899,-1.5,-1.5,119,5,-0.0592219192,1.5,-1.5,119,7,-0.0592219136,1.5,-1.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
