s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.1969,2999.40089,2999.40089,0.5,0,801.973191
0.1974,3006.75251,3006.75251,1,0,803.260413
0.1979,3014.09357,3014.09357,0.5,0,825.157963
0.1984,3021.44072,3021.44072,0.5,0,826.462454
0.1989,3028.74137,3028.74137,0.5,0,828.92249
0.1994,3036.0511,3036.0511,0.5,0,831.493215
0.1999,3043.399,3043.399,0.5,0,833.589937
0.2004,3050.74161,3050.74161,1,0,834.584898
0.2009,3058.05254,3058.05254,0.5,0,858.521298
0.2014,3065.36758,3065.36758,0.5,0,860.744534
0.2019,3072.71136,3072.71136,0.5,0,862.178498
0.2024,3080.0542,3080.0542,0.5,0,863.497086
0.2029,3087.36893,3087.36893,0.5,0,865.386394
0.2034,3094.66844,3094.66844,1,0,867.996399
0.2039,3102.00819,3102.00819,0.5,0,890.077604
0.2044,3109.34949,3109.34949,0.5,0,891.216553
0.2049,3116.65445,3116.65445,0.5,0,893.573608
0.2054,3123.96911,3123.96911,0.5,0,894.830864
0.2059,3131.27988,3131.27988,0.5,0,896.707076
0.2064,3138.59276,3138.59276,1,0,899.259961
0.2069,3145.89932,3145.89932,0.5,0,924.937078
0.2074,3153.23371,3153.23371,0.5,0,926.352909
0.2079,3160.5326,3160.5326,0.5,0,928.699594
0.2084,3167.86474,3167.86474,0.5,0,930.237947
0.2089,3175.14384,3175.14384,0.5,0,933.496589
0.2094,3182.47536,3182.47536,1,0,934.809157
0.2099,3189.80362,3189.80362,0.5,0,957.733159
0.2104,3197.13483,3197.13483,0.5,0,958.817554
0.2109,3204.46951,3204.46951,0.5,0,959.727456
0.2114,3211.72116,3211.72116,0.5,0,961.998028
0.2119,3219.01889,3219.01889,0.5,0,963.658832
0.2124,3226.34673,3226.34673,1,0,965.254951
0.2129,3233.67767,3233.67767,0.5,0,989.216139
0.2134,3241.78218,3241.78218,0.5,1,1003.7049
0.21365,3244.49473,3244.49473,0.25,0,1034.55499
0.2139,3248.16213,3248.16213,0.25,0,1035.79963
0.21415,3251.82808,3251.82808,0.25,0,1037.14906
0.2144,3255.49453,3255.49453,0.25,0,1038.57473
0.21465,3259.16154,3259.16154,0.25,0,1039.69347
0.2149,3262.82805,3262.82805,0.5,0,1040.85865
0.2154,3270.12091,3270.12091,0.5,0,1042.59516
0.2159,3277.4478,3277.4478,0.5,0,1044.1761
0.2164,3284.747,3284.747,0.5,0,1046.64985
0.2169,3292.07752,3292.07752,0.5,0,1047.97338
0.2174,3299.37328,3299.37328,0.5,0,1049.97703
0.2179,3306.67046,3306.67046,1,0,1051.47249
0.2184,3313.99507,3313.99507,0.5,0,1080.88747
0.2189,3321.26136,3321.26136,0.5,0,1083.62378
0.2194,3328.57671,3328.57671,0.5,0,1085.37131
0.2199,3335.89944,3335.89944,0.5,0,1087.46279
0.2204,3343.22146,3343.22146,0.5,0,1088.72564
0.2209,3350.46207,3350.46207,1,0,1091.10294
0.2214,3357.73823,3357.73823,0.5,0,1118.88086
0.2219,3365.05728,3365.05728,0.5,0,1120.82104
0.2224,3372.37374,3372.37374,0.5,0,1122.7098
0.2229,3379.69432,3379.69432,0.5,0,1124.2081
0.2234,3386.98691,3386.98691,0.5,0,1125.68426
0.2239,3394.24782,3394.24782,1,0,1128.49035
0.2244,3401.48795,3401.48795,0.5,0,1160.12528
0.2249,3408.8077,3408.8077,0.5,0,1161.92892
0.2254,3416.12284,3416.12284,0.5,0,1163.41142
0.2259,3423.44175,3423.44175,0.5,0,1164.74758
0.2264,3430.66189,3430.66189,0.5,0,1167.32063
0.2269,3437.96965,3437.96965,1,0,1169.93891
0.2274,3445.24822,3445.24822,0.5,0,1198.8886
0.2279,3452.56451,3452.56451,0.5,0,1201.76328
0.2284,3460.65898,3460.65898,0.5,1,1216.12628
0.22865,3464.615,3464.615,0.25,1,1251.87173
0.228775,3466.43854,3466.43854,0.125,1,1282.15205
0.2288375,3467.39341,3467.39341,0.0625,1,1310.67085
0.2289,3468.3505,3468.3505,0.0625,1,1326.37378
0.2289625,3469.30799,3469.30799,0.0625,1,1339.16976
0.229025,3469.90501,3469.90501,0.0625,1,1350.6328
0.2290875,3470.89535,3470.89535,0.0625,1,1362.72152
0.22915,3471.88001,3471.88001,0.125,1,1373.42058
0.229275,3473.46878,3473.46878,0.125,1,1385.76978
0.2294,3475.47074,3475.47074,0.125,1,1397.4665
0.229525,3477.48357,3477.48357,0.125,1,1408.77002
0.2295875,3478.44912,3478.44912,0.0625,1,1440.26174
0.22961875,3478.91008,3478.91008,0.03125,1,1471.49365
0.22965,3478.9768,3478.9768,0.03125,1,1483.06282
0.22968125,3479.46588,3479.46588,0.03125,1,1493.91934
0.2297125,3479.95319,3479.95319,0.03125,1,1505.70642
0.22974375,3480.43805,3480.43805,0.03125,1,1519.08145
0.229775,3480.92029,3480.92029,0.0625,1,1529.8867
0.2298375,3481.91492,3481.91492,0.0625,1,1541.27372
0.2299,3482.89343,3482.89343,0.0625,1,1552.48661
0.2299625,3483.86658,3483.86658,0.0625,1,1565.20591
0.230025,3484.83809,3484.83809,0.0625,1,1577.35868
0.2300875,3485.80259,3485.80259,0.0625,1,1588.43205
0.230103125,3485.59555,3485.59555,0.015625,1,1630.02614
0.23011875,3485.83958,3485.83958,0.015625,1,1642.42345
0.230134375,3486.06711,3486.06711,0.015625,1,1654.05173
0.23015,3486.3003,3486.3003,0.015625,1,1666.01989
0.230165625,3486.52921,3486.52921,0.015625,1,1677.81923
0.23018125,3486.76651,3486.76651,0.03125,1,1689.19457
0.2302125,3487.24728,3487.24728,0.03125,1,1700.54386
0.23024375,3487.74149,3487.74149,0.03125,1,1712.31717
0.230275,3488.22624,3488.22624,0.03125,1,1724.45435
0.23030625,3488.70299,3488.70299,0.03125,1,1737.7898
0.2303375,3489.18159,3489.18159,0.03125,1,1749.57454
0.23036875,3489.65478,3489.65478,0.0625,1,1760.82354
0.23043125,3490.64093,3490.64093,0.0625,1,1775.0836
0.23049375,3491.60764,3491.60764,0.0625,1,1786.07206
0.23055625,3492.57321,3492.57321,0.0625,1,1798.09318
0.23061875,3493.19277,3493.19277,0.0625,1,1809.26781
0.23068125,3494.19072,3494.19072,0.0625,1,1821.10797
0.23074375,3495.1836,3495.1836,0.125,1,1831.94088
0.23086875,3497.16341,3497.16341,0.125,1,1841.49942
0.23093125,3497.74681,3497.74681,0.0625,1,1866.04469
0.23099375,3498.74526,3498.74526,0.0625,1,1876.20466
0.23105625,3499.72682,3499.72682,0.0625,1,1886.10446
0.23111875,3500.70515,3500.70515,0.0625,1,1895.94124
0.23118125,3501.68155,3501.68155,0.0625,1,1906.07554
0.23124375,3502.65173,3502.65173,0.125,1,1916.13416
0.231259375,3502.8783,3502.8783,0.015625,1,1971.44368
0.231275,3502.75087,3502.75087,0.015625,1,1981.63144
0.231290625,3502.98856,3502.98856,0.015625,1,1993.13934
0.23130625,3503.2177,3503.2177,0.015625,1,2002.97153
0.231321875,3503.46036,3503.46036,0.015625,1,2012.42575
0.2313375,3503.6907,3503.6907,0.03125,1,2021.45545
0.23136875,3504.17892,3504.17892,0.03125,1,2031.2015
0.2314,3504.65797,3504.65797,0.03125,1,2042.63135
0.23143125,3505.14027,3505.14027,0.03125,1,2052.04555
0.2314625,3505.62563,3505.62563,0.03125,1,2061.20406
0.23149375,3506.09687,3506.09687,0.03125,1,2070.4569
0.231525,3506.57843,3506.57843,0.0625,1,2080.08208
0.2315875,3507.56364,3507.56364,0.0625,1,2090.40933
0.23165,3508.54213,3508.54213,0.0625,1,2099.81271
0.2317125,3509.51626,3509.51626,0.0625,1,2112.29974
0.231775,3510.47568,3510.47568,0.0625,1,2124.8483
0.23180625,3510.54559,3510.54559,0.03125,1,2151.57349
0.2318375,3511.02682,3511.02682,0.03125,1,2160.71709
0.23186875,3511.51469,3511.51469,0.03125,1,2172.14111
0.2319,3511.99557,3511.99557,0.03125,1,2182.63192
0.23193125,3512.47847,3512.47847,0.03125,1,2191.98176
0.2319625,3512.96236,3512.96236,0.0625,1,2202.06678
0.232025,3513.93599,3513.93599,0.0625,1,2212.0465
0.2320875,3514.91256,3514.91256,0.0625,1,2225.83942
0.23215,3515.89062,3515.89062,0.0625,1,2237.48227
0.23218125,3516.36959,3516.36959,0.03125,1,2267.08481
0.2322125,3516.45477,3516.45477,0.03125,1,2280.48707
0.23224375,3516.96035,3516.96035,0.03125,1,2294.23437
0.232275,3517.43999,3517.43999,0.03125,1,2305.81676
0.23230625,3517.92656,3517.92656,0.03125,1,2317.12324
0.2323375,3518.40558,3518.40558,0.0625,1,2328.65728
0.2324,3519.38641,3519.38641,0.0625,1,2340.42274
0.2324625,3520.37067,3520.37067,0.0625,1,2352.31551
0.232525,3521.34175,3521.34175,0.0625,1,2363.25575
0.23255625,3521.83105,3521.83105,0.03125,1,2393.29114
0.2325875,3522.29424,3522.29424,0.03125,1,2404.77644
0.23261875,3522.38515,3522.38515,0.03125,1,2416.89869
0.23265,3522.87879,3522.87879,0.03125,1,2428.70715
0.23268125,3523.36161,3523.36161,0.03125,1,2440.90446
0.2327125,3523.84467,3523.84467,0.0625,1,2454.2592
0.232775,3524.82664,3524.82664,0.0625,1,2465.38207
0.2328375,3525.80391,3525.80391,0.0625,1,2476.67557
0.2329,3526.77503,3526.77503,0.0625,1,2488.69704
0.2329625,3527.4748,3527.4748,0.0625,1,2500.70804
0.233025,3528.46192,3528.46192,0.0625,1,2512.56916
0.2330875,3529.44823,3529.44823,0.125,1,2523.7697
0.2332125,3531.42367,3531.42367,0.125,1,2534.85108
