s_m,s_over_B,q_kPa,ds_mm,relaxed,wall_s
0.02009,0.010045,94.9748472,0.01,1,1035.18276
0.0201,0.01005,94.9221174,0.01,1,1039.07137
0.020105,0.0100525,94.9649229,0.005,1,1050.91422
0.02011,0.010055,94.9397124,0.005,1,1056.05554
0.020115,0.0100575,94.9876916,0.005,1,1062.36766
0.02012,0.01006,95.0210436,0.005,1,1069.85149
0.020125,0.0100625,94.9705304,0.005,1,1078.05271
0.02013,0.010065,94.9806301,0.01,1,1082.77876
0.02014,0.01007,95.0022867,0.01,1,1086.96396
0.02014125,0.010070625,95.0042929,0.00125,1,1103.7152
0.0201425,0.01007125,95.0125584,0.00125,1,1106.78315
0.02014375,0.010071875,95.0168934,0.00125,1,1110.80911
0.020145,0.0100725,95.0203625,0.00125,1,1114.0719
0.02014625,0.010073125,95.0252868,0.00125,1,1119.19045
0.0201475,0.01007375,95.0269301,0.0025,1,1123.38334
0.02015,0.010075,95.0544719,0.0025,1,1127.30906
0.0201525,0.01007625,95.0583311,0.0025,1,1130.49866
0.020155,0.0100775,95.0683915,0.0025,1,1133.48949
0.0201575,0.01007875,95.033337,0.0025,1,1136.96033
0.02015875,0.010079375,95.0316808,0.00125,1,1143.90306
0.02016,0.01008,95.0441778,0.00125,1,1146.5673
0.02016125,0.010080625,95.0557998,0.00125,1,1149.27492
0.0201625,0.01008125,95.0557251,0.00125,1,1152.53015
0.02016375,0.010081875,95.0448375,0.00125,1,1155.82387
0.020165,0.0100825,95.0463788,0.0025,1,1159.0071
0.0201675,0.01008375,95.0542289,0.0025,1,1161.96141
0.02017,0.010085,95.0773555,0.0025,1,1164.76819
0.0201725,0.01008625,95.0683402,0.0025,1,1167.70332
0.020175,0.0100875,95.074216,0.0025,1,1171.45269
0.0201775,0.01008875,95.0984257,0.0025,1,1174.55321
0.020178125,0.0100890625,95.0783368,0.000625,1,1193.52274
0.02017875,0.010089375,95.0801181,0.000625,1,1199.85836
0.020179375,0.0100896875,95.0848005,0.000625,1,1204.65729
0.0201796875,0.0100898437,95.0822551,0.0003125,1,1217.42916
0.02018,0.01009,95.0789725,0.0003125,1,1222.21041
0.0201803125,0.0100901562,95.0842298,0.0003125,1,1226.92321
