s_m,s_meas_m,R_kN,q_kPa,ds_mm,wall_s
0.0839,0.0839,4380.08497,1095.02124,0.4,4440.20396
0.0841,0.0841,4382.07099,1095.51775,0.2,4463.43579
0.0843,0.0843,4383.56875,1095.89219,0.2,4468.12214
0.0845,0.0845,4385.31924,1096.32981,0.2,4471.83411
0.0847,0.0847,4386.86701,1096.71675,0.2,4476.02833
0.0849,0.0849,4388.57325,1097.14331,0.2,4481.29561
0.085,0.085,4389.55432,1097.38858,0.1,4500.68554
0.0851,0.0851,4390.99059,1097.74765,0.1,4505.1066
0.0852,0.0852,4391.7972,1097.9493,0.1,4509.25995
0.0853,0.0853,4392.63431,1098.15858,0.1,4513.61676
0.0854,0.0854,4393.58796,1098.39699,0.1,4517.82072
0.0855,0.0855,4394.3276,1098.5819,0.2,4522.03806
0.0857,0.0857,4395.44769,1098.86192,0.2,4526.16263
0.0858,0.0858,4396.58869,1099.14717,0.1,4543.83125
0.0859,0.0859,4398.09871,1099.52468,0.1,4547.73851
0.086,0.086,4398.99988,1099.74997,0.1,4551.15673
0.0861,0.0861,4399.80072,1099.95018,0.1,4553.94387
0.0862,0.0862,4400.64519,1100.1613,0.1,4558.13861
0.0863,0.0863,4401.54105,1100.38526,0.2,4562.13932
0.0865,0.0865,4402.43285,1100.60821,0.2,4566.65823
0.0866,0.0866,4403.58903,1100.89726,0.1,4583.77928
0.0867,0.0867,4405.04962,1101.2624,0.1,4587.04679
0.0868,0.0868,4405.95657,1101.48914,0.1,4589.97496
0.0869,0.0869,4406.64311,1101.66078,0.1,4593.3351
0.087,0.087,4407.79978,1101.94995,0.1,4597.10328
0.0871,0.0871,4408.11434,1102.02859,0.2,4600.39288
0.0873,0.0873,4409.53328,1102.38332,0.2,4604.15789
0.0875,0.0875,4411.43934,1102.85984,0.2,4607.82205
0.0877,0.0877,4413.91137,1103.47784,0.2,4611.73116
0.0879,0.0879,4415.01818,1103.75455,0.2,4616.44188
0.088,0.088,4415.97703,1103.99426,0.1,4635.82601
0.0881,0.0881,4417.15253,1104.28813,0.1,4639.66363
0.0882,0.0882,4418.37132,1104.59283,0.1,4643.50471
0.0883,0.0883,4418.59936,1104.64984,0.1,4647.07241
0.0884,0.0884,4420.76579,1105.19145,0.1,4650.38991
0.0885,0.0885,4420.5061,1105.12653,0.2,4653.65649
0.0887,0.0887,4421.85743,1105.46436,0.2,4657.49798
0.0889,0.0889,4423.82469,1105.95617,0.2,4661.36201
0.0891,0.0891,4426.63023,1106.65756,0.2,4665.48002
0.0893,0.0893,4427.85219,1106.96305,0.2,4669.704
0.0895,0.0895,4427.4079,1106.85198,0.2,4675.54259
0.0896,0.0896,4429.80528,1107.45132,0.1,4695.46452
0.0897,0.0897,4430.75173,1107.68793,0.1,4699.01114
0.0898,0.0898,4431.85017,1107.96254,0.1,4703.00782
0.0899,0.0899,4431.85332,1107.96333,0.1,4706.84088
0.09,0.09,4432.5963,1108.14907,0.1,4710.99391
0.0901,0.0901,4433.87834,1108.46959,0.2,4714.37549
0.0903,0.0903,4434.9655,1108.74138,0.2,4718.61807
0.0905,0.0905,4437.18311,1109.29578,0.2,4722.7537
0.0907,0.0907,4438.94718,1109.7368,0.2,4726.60846
0.0909,0.0909,4440.26604,1110.06651,0.2,4730.63259
0.0911,0.0911,4441.06831,1110.26708,0.2,4734.60747
0.0913,0.0913,4442.82666,1110.70666,0.4,4740.13073
0.0915,0.0915,4444.8328,1111.2082,0.2,4761.21519
0.0917,0.0917,4446.6246,1111.65615,0.2,4766.02266
0.0919,0.0919,4448.56113,1112.14028,0.2,4771.367
0.0921,0.0921,4449.92514,1112.48129,0.2,4775.80916
0.0923,0.0923,4451.23508,1112.80877,0.2,4780.7029
0.0925,0.0925,4453.35617,1113.33904,0.4,4786.82616
0.0927,0.0927,4455.17256,1113.79314,0.2,4809.49774
0.0929,0.0929,4456.97663,1114.24416,0.2,4813.91723
0.0931,0.0931,4457.7958,1114.44895,0.2,4818.6787
0.0933,0.0933,4458.5999,1114.64998,0.2,4825.71958
0.0935,0.0935,4459.82153,1114.95538,0.2,4832.50763
0.0937,0.0937,4462.93885,1115.73471,0.4,4838.06104
0.0941,0.0941,4465.35687,1116.33922,0.4,4844.00351
0.0943,0.0943,4467.04411,1116.76103,0.2,4866.67662
0.0945,0.0945,4469.10044,1117.27511,0.2,4870.62275
0.0947,0.0947,4470.2215,1117.55538,0.2,4875.19368
0.0949,0.0949,4471.88145,1117.97036,0.2,4879.96231
0.0951,0.0951,4472.50037,1118.12509,0.2,4887.63526
0.0953,0.0953,4474.1143,1118.52858,0.4,4895.32206
0.0955,0.0955,4476.03792,1119.00948,0.2,4914.76006
0.0957,0.0957,4478.17279,1119.5432,0.2,4918.75951
0.0959,0.0959,4479.46749,1119.86687,0.2,4923.06607
0.0961,0.0961,4480.17834,1120.04459,0.2,4927.50639
0.0963,0.0963,4481.83011,1120.45753,0.2,4933.28697
0.0965,0.0965,4484.26408,1121.06602,0.4,4937.8972
0.0969,0.0969,4486.92162,1121.7304,0.4,4942.48673
0.0971,0.0971,4489.06098,1122.26525,0.2,4959.89217
0.0973,0.0973,4489.83906,1122.45976,0.2,4964.47335
0.0974,0.0974,4490.05827,1122.51457,0.1,4983.27164
0.0975,0.0975,4490.50614,1122.62654,0.1,4986.8181
0.0976,0.0976,4491.73294,1122.93323,0.1,4990.94569
0.0977,0.0977,4493.23476,1123.30869,0.1,4994.7181
0.0978,0.0978,4493.84137,1123.46034,0.1,4998.07785
0.0979,0.0979,4494.62289,1123.65572,0.2,5001.81443
0.0981,0.0981,4495.05327,1123.76332,0.2,5005.40484
0.0983,0.0983,4496.17293,1124.04323,0.2,5010.74708
0.0985,0.0985,4498.70075,1124.67519,0.2,5014.83621
0.0987,0.0987,4500.41596,1125.10399,0.2,5018.42759
0.0989,0.0989,4501.21955,1125.30489,0.2,5022.44357
0.099,0.099,4501.59958,1125.39989,0.1,5040.4166
0.0991,0.0991,4502.09684,1125.52421,0.1,5043.8595
0.0992,0.0992,4503.31086,1125.82772,0.1,5048.6973
0.0993,0.0993,4504.96443,1126.24111,0.1,5052.02638
0.0994,0.0994,4505.05674,1126.26419,0.1,5055.48481
0.0995,0.0995,4506.94968,1126.73742,0.2,5059.12193
0.0997,0.0997,4506.43182,1126.60795,0.2,5062.23462
0.0998,0.0998,4507.70763,1126.92691,0.1,5078.77042
0.0999,0.0999,4508.83366,1127.20841,0.1,5081.87858
0.1,0.1,4509.67902,1127.41975,0.1,5085.91199
0.1001,0.1001,4509.69928,1127.42482,0.1,5089.01935
0.1002,0.1002,4510.17976,1127.54494,0.1,5092.47919
0.1003,0.1003,4511.55129,1127.88782,0.2,5096.08858
0.1005,0.1005,4512.16788,1128.04197,0.2,5100.12728
0.1007,0.1007,4512.75406,1128.18851,0.2,5107.02238
0.1009,0.1009,4514.50568,1128.62642,0.2,5114.03263
0.1011,0.1011,4517.18205,1129.29551,0.2,5117.50797
0.1013,0.1013,4517.64973,1129.41243,0.2,5121.46821
0.1015,0.1015,4519.09088,1129.77272,0.4,5126.8557
0.1017,0.1017,4520.55212,1130.13803,0.2,5144.78931
0.1019,0.1019,4521.6958,1130.42395,0.2,5149.2082
0.1021,0.1021,4524.06707,1131.01677,0.2,5153.19166
0.1023,0.1023,4525.18975,1131.29744,0.2,5157.32523
0.1025,0.1025,4526.79072,1131.69768,0.2,5163.30452
0.1027,0.1027,4527.67789,1131.91947,0.4,5167.15718
0.1029,0.1029,4528.87641,1132.2191,0.2,5184.84694
0.1031,0.1031,4530.83823,1132.70956,0.2,5189.37332
0.1033,0.1033,4532.85676,1133.21419,0.2,5193.04609
0.1035,0.1035,4533.94823,1133.48706,0.2,5196.54428
0.1036,0.1036,4533.26857,1133.31714,0.1,5215.36595
0.1037,0.1037,4533.38801,1133.347,0.1,5219.80006
0.1038,0.1038,4536.09607,1134.02402,0.1,5223.41835
0.1039,0.1039,4535.81458,1133.95364,0.1,5226.9376
0.104,0.104,4535.54367,1133.88592,0.1,5230.50141
0.1041,0.1041,4537.83809,1134.45952,0.2,5233.7585
0.1043,0.1043,4538.08419,1134.52105,0.2,5237.53028
0.1045,0.1045,4539.10254,1134.77563,0.2,5243.74078
0.1046,0.1046,4540.68373,1135.17093,0.1,5262.90664
0.1047,0.1047,4541.72323,1135.43081,0.1,5266.10562
0.1048,0.1048,4542.56148,1135.64037,0.1,5269.61189
0.1049,0.1049,4542.58278,1135.6457,0.1,5272.70647
0.105,0.105,4544.43195,1136.10799,0.1,5276.03302
0.1051,0.1051,4543.94387,1135.98597,0.2,5279.56789
0.1053,0.1053,4545.56192,1136.39048,0.2,5283.29209
0.1055,0.1055,4546.21265,1136.55316,0.2,5287.55809
0.1057,0.1057,4547.57268,1136.89317,0.2,5291.77155
0.1058,0.1058,4548.22793,1137.05698,0.1,5311.52298
0.1059,0.1059,4548.10822,1137.02705,0.1,5315.69111
0.106,0.106,4550.44368,1137.61092,0.1,5319.47771
0.1061,0.1061,4550.28973,1137.57243,0.1,5324.03759
0.1062,0.1062,4549.88552,1137.47138,0.1,5327.39512
0.1063,0.1063,4550.55164,1137.63791,0.2,5330.98629
0.1065,0.1065,4554.11812,1138.52953,0.2,5335.16701
0.1067,0.1067,4553.09212,1138.27303,0.2,5339.32095
0.1068,0.1068,4555.16579,1138.79145,0.1,5358.05907
0.1069,0.1069,4555.89782,1138.97446,0.1,5362.02184
0.107,0.107,4557.09611,1139.27403,0.1,5366.26488
0.1071,0.1071,4556.49051,1139.12263,0.1,5370.1927
0.1072,0.1072,4558.24388,1139.56097,0.1,5374.41049
0.1073,0.1073,4557.7921,1139.44803,0.2,5378.17505
0.1075,0.1075,4558.51967,1139.62992,0.2,5381.53214
0.1076,0.1076,4559.98675,1139.99669,0.1,5399.48981
0.1077,0.1077,4560.9334,1140.23335,0.1,5402.26759
0.1078,0.1078,4562.01528,1140.50382,0.1,5405.75475
0.1079,0.1079,4561.62632,1140.40658,0.1,5408.82381
0.108,0.108,4562.01005,1140.50251,0.1,5412.00714
0.1081,0.1081,4562.39262,1140.59816,0.2,5415.9931
0.1083,0.1083,4564.76417,1141.19104,0.2,5420.67233
0.1085,0.1085,4565.51366,1141.37842,0.2,5424.39548
0.1087,0.1087,4566.69265,1141.67316,0.2,5428.25991
0.1089,0.1089,4567.34925,1141.83731,0.2,5432.46151
0.109,0.109,4568.75216,1142.18804,0.1,5449.7138
0.1091,0.1091,4569.94671,1142.48668,0.1,5453.56589
0.1092,0.1092,4570.67136,1142.66784,0.1,5457.13953
0.1093,0.1093,4570.98145,1142.74536,0.1,5460.98593
0.1094,0.1094,4572.02231,1143.00558,0.1,5464.38682
0.1095,0.1095,4572.31493,1143.07873,0.2,5467.3531
0.1097,0.1097,4572.68419,1143.17105,0.2,5471.23605
0.1099,0.1099,4573.35177,1143.33794,0.2,5476.63087
0.11,0.11,4575.21729,1143.80432,0.1,5493.9459
0.1101,0.1101,4576.14805,1144.03701,0.1,5497.01259
0.1102,0.1102,4576.83774,1144.20944,0.1,5500.61143
0.1103,0.1103,4577.06056,1144.26514,0.1,5504.09046
0.1104,0.1104,4576.73692,1144.18423,0.1,5509.54708
0.1105,0.1105,4577.98984,1144.49746,0.2,5513.27589
0.1107,0.1107,4578.86965,1144.71741,0.2,5517.48683
0.1109,0.1109,4580.68812,1145.17203,0.2,5522.78981
0.1111,0.1111,4581.66063,1145.41516,0.2,5526.71712
0.1113,0.1113,4581.47215,1145.36804,0.2,5533.15059
0.1114,0.1114,4583.84362,1145.96091,0.1,5550.43055
0.1115,0.1115,4584.58281,1146.1457,0.1,5553.39413
0.1116,0.1116,4585.71329,1146.42832,0.1,5556.68299
0.1117,0.1117,4584.99802,1146.2495,0.1,5559.5995
0.1118,0.1118,4586.7845,1146.69612,0.1,5562.53438
0.1119,0.1119,4586.18826,1146.54707,0.2,5566.21095
0.1121,0.1121,4586.84158,1146.7104,0.2,5569.6973
0.1123,0.1123,4587.21087,1146.80272,0.2,5575.61863
0.1125,0.1125,4589.59746,1147.39937,0.2,5580.59935
0.1127,0.1127,4591.11581,1147.77895,0.2,5584.79058
0.1129,0.1129,4592.63643,1148.15911,0.2,5587.99516
0.1131,0.1131,4593.73045,1148.43261,0.4,5591.16864
0.1133,0.1133,4593.8756,1148.4689,0.2,5608.478
0.1134,0.1134,4595.73723,1148.93431,0.1,5624.15763
0.1135,0.1135,4596.4049,1149.10122,0.1,5627.27917
0.1136,0.1136,4597.47673,1149.36918,0.1,5630.23647
0.1137,0.1137,4596.86257,1149.21564,0.1,5633.08065
0.1138,0.1138,4598.62249,1149.65562,0.1,5635.88161
0.1139,0.1139,4597.95839,1149.4896,0.2,5639.27352
0.1141,0.1141,4598.61306,1149.65327,0.2,5643.62234
0.1142,0.1142,4600.11778,1150.02945,0.1,5659.89809
0.1143,0.1143,4600.94577,1150.23644,0.1,5662.83628
0.1144,0.1144,4602.0204,1150.5051,0.1,5665.51364
0.1145,0.1145,4601.56624,1150.39156,0.1,5668.48221
0.1146,0.1146,4602.23267,1150.55817,0.1,5671.85501
0.1147,0.1147,4602.77519,1150.6938,0.2,5674.99587
0.1149,0.1149,4604.17836,1151.04459,0.2,5677.84876
0.1151,0.1151,4604.10519,1151.0263,0.2,5681.06227
0.1153,0.1153,4606.18993,1151.54748,0.2,5685.94207
0.1155,0.1155,4607.43378,1151.85844,0.2,5690.52274
0.1157,0.1157,4607.6946,1151.92365,0.2,5694.63138
0.1159,0.1159,4609.42319,1152.3558,0.4,5699.68405
0.1161,0.1161,4610.6769,1152.66923,0.2,5716.79001
0.1163,0.1163,4611.29764,1152.82441,0.2,5722.77247
0.1165,0.1165,4612.21537,1153.05384,0.2,5729.90746
0.1166,0.1166,4614.27278,1153.56819,0.1,5748.50397
0.1167,0.1167,4615.05605,1153.76401,0.1,5752.26191
0.1168,0.1168,4615.98599,1153.9965,0.1,5756.46333
0.1169,0.1169,4615.41147,1153.85287,0.1,5760.16031
0.117,0.117,4615.02513,1153.75628,0.1,5763.82626
0.1171,0.1171,4615.51101,1153.87775,0.2,5768.22769
0.1173,0.1173,4617.18172,1154.29543,0.2,5772.66828
0.1175,0.1175,4618.92226,1154.73056,0.2,5778.72265
0.1177,0.1177,4619.59852,1154.89963,0.2,5783.2986
0.1178,0.1178,4620.74242,1155.18561,0.1,5802.36904
0.1179,0.1179,4621.66083,1155.41521,0.1,5806.68596
0.118,0.118,4622.45467,1155.61367,0.1,5810.59966
0.1181,0.1181,4622.23829,1155.55957,0.1,5815.76151
0.1182,0.1182,4622.25429,1155.56357,0.1,5821.03279
0.1183,0.1183,4622.67042,1155.6676,0.2,5825.08895
0.1185,0.1185,4624.94692,1156.23673,0.2,5828.39117
0.1187,0.1187,4625.41477,1156.35369,0.2,5832.42994
0.1188,0.1188,4625.76299,1156.44075,0.1,5850.90079
0.1189,0.1189,4625.72563,1156.43141,0.1,5855.12175
0.119,0.119,4627.22003,1156.80501,0.1,5859.25833
0.1191,0.1191,4627.85387,1156.96347,0.1,5863.93366
0.1192,0.1192,4627.70334,1156.92583,0.1,5867.85451
0.1193,0.1193,4628.34574,1157.08643,0.2,5871.97835
0.1195,0.1195,4630.06693,1157.51673,0.2,5876.08579
0.1197,0.1197,4630.90466,1157.72616,0.2,5882.98108
0.1199,0.1199,4631.48325,1157.87081,0.2,5888.60077
0.1201,0.1201,4632.62861,1158.15715,0.2,5894.9674
0.1203,0.1203,4634.48444,1158.62111,0.2,5899.80835
0.1205,0.1205,4635.56732,1158.89183,0.4,5903.71852
0.1209,0.1209,4638.30086,1159.57521,0.4,5908.34704
0.1211,0.1211,4638.15812,1159.53953,0.2,5928.62956
0.1212,0.1212,4639.24146,1159.81037,0.1,5945.10098
0.1213,0.1213,4640.44238,1160.1106,0.1,5948.56647
0.1214,0.1214,4640.52144,1160.13036,0.1,5952.26622
0.1215,0.1215,4640.06983,1160.01746,0.1,5955.5738
0.1216,0.1216,4640.13947,1160.03487,0.1,5959.95847
0.1217,0.1217,4642.1972,1160.5493,0.2,5964.84985
0.1219,0.1219,4642.69654,1160.67414,0.2,5969.37326
0.1221,0.1221,4643.26901,1160.81725,0.2,5975.58744
0.1222,0.1222,4644.6715,1161.16788,0.1,5994.71261
0.1223,0.1223,4645.60246,1161.40062,0.1,5999.50658
0.1224,0.1224,4646.28631,1161.57158,0.1,6003.88109
0.1225,0.1225,4646.24596,1161.56149,0.1,6009.02197
0.1226,0.1226,4645.82303,1161.45576,0.1,6013.47728
0.1227,0.1227,4647.72931,1161.93233,0.2,6017.48312
0.1229,0.1229,4647.79378,1161.94844,0.2,6021.21825
0.123,0.123,4648.1588,1162.0397,0.1,6040.72315
0.1231,0.1231,4648.47082,1162.1177,0.1,6045.01919
0.1232,0.1232,4649.62057,1162.40514,0.1,6049.20656
0.1233,0.1233,4650.38657,1162.59664,0.1,6052.29078
0.1234,0.1234,4651.7308,1162.9327,0.1,6056.00942
0.1235,0.1235,4651.2472,1162.8118,0.2,6060.66716
0.1237,0.1237,4651.21656,1162.80414,0.2,6064.89055
0.1238,0.1238,4652.94874,1163.23718,0.1,6083.93082
0.1239,0.1239,4653.8569,1163.46422,0.1,6087.8358
0.124,0.124,4654.31116,1163.57779,0.1,6091.14673
0.1241,0.1241,4654.63162,1163.6579,0.1,6094.48171
0.1242,0.1242,4653.98163,1163.49541,0.1,6098.38831
0.1243,0.1243,4654.14129,1163.53532,0.2,6103.79348
0.1245,0.1245,4655.68234,1163.92059,0.2,6108.80166
0.1247,0.1247,4657.59302,1164.39825,0.2,6113.72889
0.1249,0.1249,4658.61703,1164.65426,0.2,6118.9008
0.1251,0.1251,4659.57632,1164.89408,0.2,6124.27603
0.1252,0.1252,4659.50913,1164.87728,0.1,6143.93883
0.1253,0.1253,4659.27472,1164.81868,0.1,6148.5435
0.1254,0.1254,4662.32783,1165.58196,0.1,6152.82962
0.1255,0.1255,4661.52971,1165.38243,0.1,6156.60519
0.1256,0.1256,4660.8783,1165.21958,0.1,6161.92085
0.1257,0.1257,4661.368,1165.342,0.2,6166.17053
0.1259,0.1259,4663.08743,1165.77186,0.2,6170.97728
0.1261,0.1261,4664.16691,1166.04173,0.2,6175.65365
0.1263,0.1263,4665.02373,1166.25593,0.2,6181.66219
0.1264,0.1264,4666.4309,1166.60772,0.1,6201.54507
0.1265,0.1265,4667.29345,1166.82336,0.1,6205.05624
0.1266,0.1266,4667.9301,1166.98253,0.1,6208.26378
0.1267,0.1267,4667.89237,1166.97309,0.1,6211.87884
0.1268,0.1268,4667.4151,1166.85377,0.1,6216.12913
0.1269,0.1269,4667.39369,1166.84842,0.2,6220.38381
0.1271,0.1271,4668.80341,1167.20085,0.2,6224.73009
0.1273,0.1273,4669.81814,1167.45453,0.2,6229.54976
0.1275,0.1275,4671.85477,1167.96369,0.2,6234.22988
0.1277,0.1277,4672.91136,1168.22784,0.2,6238.17059
0.1279,0.1279,4673.64078,1168.41019,0.2,6242.6288
0.128,0.128,4673.81596,1168.45399,0.1,6263.64042
0.1281,0.1281,4673.93511,1168.48378,0.1,6268.70451
0.1282,0.1282,4675.03697,1168.75924,0.1,6272.73441
0.1283,0.1283,4675.92765,1168.98191,0.1,6276.51572
0.1284,0.1284,4676.87664,1169.21916,0.1,6280.78469
0.1285,0.1285,4676.94423,1169.23606,0.2,6284.71699
0.1287,0.1287,4677.64867,1169.41217,0.2,6289.03275
0.1288,0.1288,4677.6513,1169.41282,0.1,6307.64246
0.1289,0.1289,4677.9126,1169.47815,0.1,6311.6238
0.129,0.129,4678.45129,1169.61282,0.1,6315.96088
0.1291,0.1291,4678.99404,1169.74851,0.1,6320.54257
0.1292,0.1292,4679.53522,1169.8838,0.1,6325.04915
0.1293,0.1293,4680.04798,1170.012,0.2,6329.5673
0.1295,0.1295,4682.14667,1170.53667,0.2,6333.91408
0.1297,0.1297,4682.1931,1170.54827,0.2,6338.06038
0.1299,0.1299,4683.40105,1170.85026,0.2,6344.72283
0.1301,0.1301,4684.48243,1171.12061,0.2,6349.22549
0.1303,0.1303,4683.97948,1170.99487,0.2,6353.94517
0.1304,0.1304,4685.87345,1171.46836,0.1,6375.55388
0.1305,0.1305,4686.7431,1171.68578,0.1,6379.73773
0.1306,0.1306,4687.55879,1171.8897,0.1,6384.25954
0.1307,0.1307,4687.26865,1171.81716,0.1,6387.78637
0.1308,0.1308,4687.10781,1171.77695,0.1,6391.53303
0.1309,0.1309,4687.50207,1171.87552,0.2,6396.05234
0.1311,0.1311,4688.19215,1172.04804,0.2,6400.18108
0.1313,0.1313,4688.73145,1172.18286,0.2,6406.93573
0.1315,0.1315,4689.63528,1172.40882,0.2,6414.00177
0.1316,0.1316,4692.44717,1173.11179,0.1,6432.53586
0.1317,0.1317,4692.1462,1173.03655,0.1,6436.23842
0.1318,0.1318,4691.35788,1172.83947,0.1,6441.90649
0.1319,0.1319,4691.75168,1172.93792,0.1,6446.77551
0.132,0.132,4694.58606,1173.64651,0.1,6450.43627
0.1321,0.1321,4693.78863,1173.44716,0.2,6454.26324
0.1323,0.1323,4693.9815,1173.49537,0.2,6458.45602
0.1325,0.1325,4695.11595,1173.77899,0.2,6466.09736
0.1327,0.1327,4696.18557,1174.04639,0.2,6470.56633
0.1329,0.1329,4697.41678,1174.35419,0.2,6475.47581
0.1331,0.1331,4697.6699,1174.41747,0.2,6480.98478
0.1333,0.1333,4697.23589,1174.30897,0.4,6488.33289
0.1335,0.1335,4700.42809,1175.10702,0.2,6509.85416
0.1337,0.1337,4702.15365,1175.53841,0.2,6514.90748
0.1339,0.1339,4702.11026,1175.52757,0.2,6519.87392
0.134,0.134,4702.41464,1175.60366,0.1,6538.30415
0.1341,0.1341,4702.41317,1175.60329,0.1,6543.92546
0.1342,0.1342,4703.58288,1175.89572,0.1,6548.13936
0.1343,0.1343,4704.32222,1176.08055,0.1,6551.66955
0.1344,0.1344,4705.31632,1176.32908,0.1,6555.41495
0.1345,0.1345,4705.38607,1176.34652,0.2,6559.59076
0.1347,0.1347,4706.06437,1176.51609,0.2,6563.76474
0.1349,0.1349,4705.99525,1176.49881,0.2,6571.30182
0.1351,0.1351,4707.61212,1176.90303,0.2,6578.36832
0.1353,0.1353,4708.26847,1177.06712,0.2,6583.77101
0.1354,0.1354,4708.53126,1177.13282,0.1,6606.37903
0.1355,0.1355,4708.7315,1177.18287,0.1,6610.33997
0.1356,0.1356,4709.7691,1177.44227,0.1,6613.93066
0.1357,0.1357,4710.84368,1177.71092,0.1,6616.78108
0.1358,0.1358,4711.25083,1177.81271,0.1,6620.25778
0.1359,0.1359,4710.30089,1177.57522,0.2,6624.11855
0.1361,0.1361,4711.01293,1177.75323,0.2,6628.54996
0.1362,0.1362,4712.8048,1178.2012,0.1,6652.2696
0.1363,0.1363,4713.56728,1178.39182,0.1,6656.72786
0.1364,0.1364,4714.27063,1178.56766,0.1,6661.66772
0.1365,0.1365,4713.99412,1178.49853,0.1,6665.28414
0.1366,0.1366,4713.85463,1178.46366,0.1,6672.14181
0.1367,0.1367,4714.12785,1178.53196,0.2,6677.12666
0.1369,0.1369,4714.79895,1178.69974,0.2,6683.1975
0.1371,0.1371,4715.36589,1178.84147,0.2,6691.58885
0.1373,0.1373,4715.47924,1178.86981,0.2,6699.65794
0.1375,0.1375,4718.10317,1179.52579,0.2,6713.09758
0.1377,0.1377,4719.77762,1179.94441,0.2,6718.54545
0.1379,0.1379,4720.22645,1180.05661,0.4,6724.89371
0.1381,0.1381,4720.46027,1180.11507,0.2,6749.58266
0.1383,0.1383,4720.54038,1180.1351,0.2,6758.64031
0.1385,0.1385,4723.02248,1180.75562,0.2,6766.01224
0.1387,0.1387,4724.07424,1181.01856,0.2,6771.47937
0.1389,0.1389,4723.22005,1180.80501,0.2,6778.44355
0.139,0.139,4725.02839,1181.2571,0.1,6801.63113
0.1391,0.1391,4726.09043,1181.52261,0.1,6805.0898
0.1392,0.1392,4726.31686,1181.57921,0.1,6809.21647
0.1393,0.1393,4725.27109,1181.31777,0.1,6814.48494
0.1394,0.1394,4725.41796,1181.35449,0.1,6819.84342
0.1395,0.1395,4728.2109,1182.05272,0.2,6824.47666
0.1397,0.1397,4727.55895,1181.88974,0.2,6829.33336
0.1398,0.1398,4728.21181,1182.05295,0.1,6852.04174
0.1399,0.1399,4729.32437,1182.33109,0.1,6856.42085
0.14,0.14,4729.53886,1182.38472,0.1,6860.78362
0.1401,0.1401,4730.35535,1182.58884,0.1,6865.7466
0.1402,0.1402,4730.4507,1182.61268,0.1,6869.7263
0.1403,0.1403,4731.1193,1182.77982,0.2,6873.29679
0.1405,0.1405,4731.07025,1182.76756,0.2,6877.819
0.1406,0.1406,4731.1359,1182.78397,0.1,6900.53431
0.1407,0.1407,4731.64581,1182.91145,0.1,6904.33963
0.1408,0.1408,4731.71428,1182.92857,0.1,6909.07564
0.1409,0.1409,4732.84946,1183.21236,0.1,6913.44983
0.141,0.141,4734.02956,1183.50739,0.1,6917.35193
0.1411,0.1411,4734.481,1183.62025,0.2,6920.84578
0.1413,0.1413,4734.39153,1183.59788,0.2,6925.812
0.1415,0.1415,4733.97204,1183.49301,0.2,6935.80938
0.1417,0.1417,4735.63341,1183.90835,0.2,6943.15863
0.1418,0.1418,4736.89793,1184.22448,0.1,6967.50628
0.1419,0.1419,4737.94457,1184.48614,0.1,6971.62443
0.142,0.142,4738.14468,1184.53617,0.1,6975.26723
0.1421,0.1421,4738.69138,1184.67284,0.1,6979.4877
0.1422,0.1422,4737.30656,1184.32664,0.1,6983.48109
0.1423,0.1423,4737.42058,1184.35515,0.2,6989.35597
0.1425,0.1425,4739.05288,1184.76322,0.2,6993.46969
0.1427,0.1427,4740.64991,1185.16248,0.2,6998.27909
0.1429,0.1429,4741.13617,1185.28404,0.2,7002.96184
0.1431,0.1431,4740.80542,1185.20135,0.2,7009.13282
0.1433,0.1433,4742.00061,1185.50015,0.2,7016.98511
0.1435,0.1435,4743.87654,1185.96913,0.4,7021.77504
0.1437,0.1437,4744.31996,1186.07999,0.2,7043.11953
0.1439,0.1439,4744.79013,1186.19753,0.2,7049.83448
0.1441,0.1441,4745.67788,1186.41947,0.2,7055.50613
0.1442,0.1442,4747.35903,1186.83976,0.1,7074.76426
0.1443,0.1443,4747.8048,1186.9512,0.1,7078.31897
0.1444,0.1444,4746.96672,1186.74168,0.1,7082.28195
0.1445,0.1445,4746.88549,1186.72137,0.1,7086.39196
0.1446,0.1446,4747.48703,1186.87176,0.1,7089.94199
0.1447,0.1447,4749.15431,1187.28858,0.2,7093.8926
0.1449,0.1449,4749.74152,1187.43538,0.2,7097.74141
0.145,0.145,4749.85845,1187.46461,0.1,7118.31466
0.1451,0.1451,4749.84358,1187.46089,0.1,7121.2961
0.1452,0.1452,4750.84116,1187.71029,0.1,7125.33968
0.1453,0.1453,4751.89782,1187.97446,0.1,7128.87413
0.1454,0.1454,4752.37487,1188.09372,0.1,7132.66911
0.1455,0.1455,4752.52607,1188.13152,0.2,7135.70564
0.1457,0.1457,4753.00998,1188.2525,0.2,7140.47714
0.1459,0.1459,4752.20589,1188.05147,0.2,7146.3143
0.146,0.146,4754.33824,1188.58456,0.1,7163.75014
0.1461,0.1461,4754.88236,1188.72059,0.1,7166.6355
0.1462,0.1462,4754.11277,1188.52819,0.1,7170.24139
0.1463,0.1463,4753.92677,1188.48169,0.1,7174.16603
0.1464,0.1464,4754.70281,1188.6757,0.1,7179.41272
0.1465,0.1465,4756.34511,1189.08628,0.2,7182.53198
0.1467,0.1467,4756.91976,1189.22994,0.2,7186.22722
0.1468,0.1468,4757.09694,1189.27423,0.1,7204.55472
0.1469,0.1469,4756.98962,1189.2474,0.1,7208.54396
0.147,0.147,4758.03282,1189.50821,0.1,7213.08994
