# ladrunoBranch census, one row per sampling station (tet10 family, ADR-95 P3). SAME column layout as quad_path_diag.py's qpd_<tag>_branch.csv.
# station = cadence (every 50 converged steps once ds < 5 mm).
s_over_B,q_kPa,s_min_rel,cond,lam_min_sym_rel,n_gp_seen,n_gp_empty,n_branch0,n_branch1,n_branch2,n_branch3,n_forced,detAmin_min,n_detAmin_nonpos,I1_min,gamma0_max,gamma1_max,lowdet1_ele,lowdet1_gp,lowdet1_val,lowdet1_x,lowdet1_z,lowdet2_ele,lowdet2_gp,lowdet2_val,lowdet2_x,lowdet2_z,lowdet3_ele,lowdet3_gp,lowdet3_val,lowdet3_x,lowdet3_z,lowdet4_ele,lowdet4_gp,lowdet4_val,lowdet4_x,lowdet4_z,lowdet5_ele,lowdet5_gp,lowdet5_val,lowdet5_x,lowdet5_z,corner1_ele,corner1_gp,corner1_x,corner1_z,corner2_ele,corner2_gp,corner2_x,corner2_z,corner3_ele,corner3_gp,corner3_x,corner3_z,corner4_ele,corner4_gp,corner4_x,corner4_z,corner5_ele,corner5_gp,corner5_x,corner5_z
0.1035,162.205596,8.82467086e-05,112246.682,-0.00712968197,4800,0,3690,1006,0,104,0,-0.0775781304,926,-944.234053,5.51800847e-08,2.05038146e-09,534,1,-0.0775781304,-2.31926708,-0.25,1152,2,-0.0759113456,1.75000003,-0.25,532,3,-0.0718035986,-2.95780126,-0.25,1148,3,-0.0700378529,1.50000002,-0.5,528,3,-0.0690090208,-3.68479425,-0.25,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,358,1,-6.47005344,-3.25,366,4,-3.68479425,-3.25,374,1,-1.49999999,-3.50000001
0.1085,162.258983,7.26183671e-05,137090.689,-0.00822586297,4800,0,3489,1184,0,127,0,-0.0776390513,1092,-947.033685,1.05526485e-08,3.07283525e-09,534,1,-0.0776390513,-2.31926708,-0.25,1152,2,-0.0761155292,1.75000003,-0.25,532,3,-0.0720203664,-2.95780126,-0.25,432,4,-0.0703605728,-1.25,-2.25,1148,3,-0.0700139252,1.50000002,-0.5,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1135,162.308299,7.91057252e-05,125609.104,-0.00922096676,4800,0,3649,1036,0,115,0,-0.077678014,963,-949.178246,1.09833546e-08,3.16177595e-09,534,1,-0.077678014,-2.31926708,-0.25,1152,2,-0.0763012187,1.75000003,-0.25,532,3,-0.0721498984,-2.95780126,-0.25,1148,3,-0.0699793766,1.50000002,-0.5,528,3,-0.0684697808,-3.68479425,-0.25,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1185,162.357525,7.17459396e-05,138896.592,-0.00990256005,4800,0,3486,1180,0,134,0,-0.0777188004,1090,-950.690729,8.33530998e-09,2.36841318e-09,534,1,-0.0777188004,-2.31926708,-0.25,1152,2,-0.0762946339,1.75000003,-0.25,532,3,-0.0722461297,-2.95780126,-0.25,432,4,-0.0704646617,-1.25,-2.25,1148,3,-0.0699545231,1.50000002,-0.5,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1235,162.407849,8.24163173e-05,120781.121,-0.00870150112,4800,0,3679,970,0,151,0,-0.0777534588,895,-951.765364,3.03098761e-08,1.39771003e-09,534,1,-0.0777534588,-2.31926708,-0.25,1152,2,-0.0762319465,1.75000003,-0.25,532,3,-0.0722667547,-2.95780126,-0.25,881,1,-0.071077016,1.50000002,-6.11983776,432,4,-0.0703003444,-1.25,-2.25,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1285,162.449808,7.99299484e-05,124597.255,-0.00908246143,4800,0,3693,956,0,151,0,-0.0777531314,892,-952.897901,1.10568839e-08,3.27637902e-09,534,1,-0.0777531314,-2.31926708,-0.25,1152,2,-0.0761173281,1.75000003,-0.25,532,3,-0.0722511466,-2.95780126,-0.25,881,1,-0.0717283695,1.50000002,-6.11983776,1148,3,-0.0701517399,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,357,1,-5.42866576,-3.75000001
0.1335,162.48508,7.48741551e-05,133244.795,-0.00712422625,4800,0,3545,1093,0,162,0,-0.0777472099,1042,-954.01217,1.09627213e-08,1.39888284e-09,534,1,-0.0777472099,-2.31926708,-0.25,1152,2,-0.0760242668,1.75000003,-0.25,532,3,-0.0722161856,-2.95780126,-0.25,881,1,-0.0719814933,1.50000002,-6.11983776,1148,3,-0.0702879197,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
0.1385,162.514025,5.8051697e-05,173323.295,-0.00772061617,4800,0,3061,1690,0,49,0,-0.0759760168,1585,-955.056285,6.81814898e-08,2.69435372e-09,1152,2,-0.0759760168,1.75000003,-0.25,881,1,-0.0717359123,1.50000002,-6.11983776,302,2,-0.0711808999,-5.9493596,-4.64451689,432,4,-0.0699317617,-1.25,-2.25,1182,1,-0.0693297697,12.1981983,-0.25,319,1,-1.74999999,-4.96677532,351,1,-7.65570892,-3.75000001,357,1,-5.42866576,-3.75000001,358,1,-6.47005344,-3.25,358,4,-6.47005344,-3.25
0.1435,162.540667,6.22683121e-05,162009.336,-0.00747996126,4800,0,2986,1774,0,40,0,-0.0759422386,1626,-956.050016,2.9017969e-08,4.29789486e-09,1152,2,-0.0759422386,1.75000003,-0.25,881,1,-0.0713798885,1.50000002,-6.11983776,302,2,-0.0709923359,-5.9493596,-4.64451689,432,4,-0.0698111824,-1.25,-2.25,960,1,-0.069302507,8.98563226,-4.32225845,351,1,-7.65570892,-3.75000001,355,4,-6.47005344,-3.75000001,358,4,-6.47005344,-3.25,409,4,-6.47005344,-2.75,411,1,-5.42866576,-2.75
0.1485,162.565859,7.10493408e-05,141270.994,-0.00309694203,4800,0,3226,1519,0,55,0,-0.0759531625,1370,-956.95341,3.67764064e-08,8.23171968e-09,1152,2,-0.0759531625,1.75000003,-0.25,1148,3,-0.0707952936,1.50000002,-0.5,302,2,-0.0704970649,-5.9493596,-4.64451689,960,1,-0.0699032264,8.98563226,-4.32225845,432,4,-0.0697022582,-1.25,-2.25,355,4,-6.47005344,-3.75000001,409,4,-6.47005344,-2.75,411,1,-5.42866576,-2.75,419,2,-4.09252014,-2.5,474,2,-3.68479425,-1.25
0.15,162.574006,9.06666979e-05,109891.014,-0.00756865178,4800,0,3846,773,0,181,0,-0.0776780414,738,-957.19677,5.13110166e-09,1.18090215e-09,534,1,-0.0776780414,-2.31926708,-0.25,1152,2,-0.0759606513,1.75000003,-0.25,881,1,-0.0723591197,1.50000002,-6.11983776,532,3,-0.0720493049,-2.95780126,-0.25,1148,3,-0.0708075102,1.50000002,-0.5,268,3,-1.74999999,-5.70443576,319,1,-1.74999999,-4.96677532,321,3,-1.25,-4.96677532,322,3,-1.74999999,-4.32225845,351,1,-7.65570892,-3.75000001
