s_m,s_over_B,q_kPa,ds_mm,relaxed,wall_s
0.0002,0.0001,18.3063204,0.2,0,0.0194597244
0.0004,0.0002,21.6126407,0.2,0,0.0399177074
0.0006,0.0003,24.9189611,0.2,0,0.0616617203
0.0008,0.0004,28.2252815,0.2,0,0.0852191448
0.001,0.0005,31.5316019,0.2,0,0.108206749
0.0012,0.0006,34.8379222,0.4,0,0.130492926
0.0016,0.0008,41.291666,0.4,0,0.167351246
0.002,0.001,47.0776912,0.4,0,0.230604887
0.0024,0.0012,51.8532368,0.4,0,0.294402599
0.0028,0.0014,56.043828,0.4,0,0.359264612
0.0032,0.0016,59.4104554,0.4,0,0.432579517
0.0036,0.0018,62.3641285,0.8,0,0.506309986
0.0044,0.0022,67.5929661,0.8,0,0.610895634
0.0052,0.0026,72.0198368,0.8,0,0.709637403
0.006,0.003,76.052081,0.8,0,0.801748514
0.0068,0.0034,79.8144946,0.8,0,0.901443481
0.0076,0.0038,83.2750491,0.8,0,1.00681019
0.0084,0.0042,86.5727209,1,0,1.09982657
0.0094,0.0047,90.3412458,1,0,1.20668292
0.0104,0.0052,93.8428188,1,0,1.3160677
0.0114,0.0057,97.163233,1,0,1.43992782
0.0124,0.0062,100.337594,1,0,1.58231711
0.0134,0.0067,103.319339,1,0,1.72598124
0.0144,0.0072,106.061464,1,0,1.84682512
0.0154,0.0077,108.631194,1,0,1.955302
0.0164,0.0082,111.062947,1,0,2.07325864
0.0174,0.0087,113.33491,1,0,2.18940234
0.0184,0.0092,115.465568,1,0,2.3050375
0.0194,0.0097,117.461109,1,0,2.41574621
0.0204,0.0102,119.34335,1,0,2.54961133
0.0214,0.0107,121.145516,1,0,2.71221733
0.0224,0.0112,122.857655,1,0,2.82679772
0.0234,0.0117,124.478896,1,0,2.93448782
0.0244,0.0122,126.005986,1,0,3.06735468
0.0254,0.0127,127.471405,1,0,3.17850089
0.0264,0.0132,128.859537,1,0,3.29803443
0.0274,0.0137,130.161076,1,0,3.42011523
0.0284,0.0142,131.40461,1,0,3.54101849
0.0294,0.0147,132.605281,1,0,3.66079998
