s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.2536,132.169022,132.169022,0.2,0,10299.7475
0.2538,132.170181,132.170181,0.4,0,10301.2717
0.254,132.169397,132.169397,0.2,0,10315.1665
0.2542,132.168909,132.168909,0.2,0,10317.1488
0.2544,132.169429,132.169429,0.2,0,10320.4594
0.2546,132.171331,132.171331,0.2,0,10322.5677
0.2548,132.170569,132.170569,0.2,0,10324.5128
0.255,132.169835,132.169835,0.4,0,10326.9039
0.2552,132.170809,132.170809,0.2,0,10338.7482
0.2554,132.170215,132.170215,0.2,0,10341.3098
0.2556,132.170603,132.170603,0.2,0,10342.5437
0.2558,132.169776,132.169776,0.2,0,10344.8518
0.256,132.170347,132.170347,0.2,0,10346.688
0.2562,132.170864,132.170864,0.4,0,10347.5703
0.2564,132.169734,132.169734,0.2,0,10359.0058
0.2566,132.171316,132.171316,0.2,0,10360.2807
0.2568,132.170429,132.170429,0.2,0,10362.0883
0.257,132.169776,132.169776,0.2,0,10364.0566
0.2572,132.169927,132.169927,0.2,0,10366.5779
0.2574,132.169281,132.169281,0.4,0,10369.8002
0.2576,132.169477,132.169477,0.2,0,10381.2249
0.2578,132.170456,132.170456,0.2,0,10382.9858
0.258,132.17188,132.17188,0.2,0,10383.8314
0.2582,132.171881,132.171881,0.2,0,10385.9675
0.2584,132.173342,132.173342,0.2,0,10386.9987
0.2586,132.173201,132.173201,0.4,0,10389.1127
0.2588,132.172468,132.172468,0.2,0,10402.9472
0.259,132.173202,132.173202,0.2,0,10404.279
0.2592,132.172137,132.172137,0.2,0,10406.788
0.2594,132.171654,132.171654,0.2,0,10409.1334
0.2596,132.170555,132.170555,0.2,0,10411.6009
0.2598,132.170368,132.170368,0.4,0,10415.6503
0.26,132.170551,132.170551,0.2,0,10429.9848
0.2602,132.170554,132.170554,0.2,0,10432.7027
0.2604,132.170979,132.170979,0.2,0,10434.1322
0.2606,132.168322,132.168322,0.2,0,10436.9463
0.2608,132.168952,132.168952,0.2,0,10439.2653
0.261,132.169967,132.169967,0.4,0,10440.5718
0.2612,132.17021,132.17021,0.2,0,10453.5905
0.2614,132.169129,132.169129,0.2,0,10456.223
0.2616,132.170298,132.170298,0.2,0,10457.6649
0.2618,132.16937,132.16937,0.2,0,10460.0934
0.262,132.168487,132.168487,0.2,0,10463.172
0.2622,132.169516,132.169516,0.4,0,10464.5797
0.2624,132.168711,132.168711,0.2,0,10476.35
0.2626,132.168622,132.168622,0.2,0,10480.0981
0.2628,132.167697,132.167697,0.2,0,10482.1202
0.263,132.167774,132.167774,0.2,0,10484.1393
0.2632,132.169582,132.169582,0.2,0,10485.0108
0.2634,132.170024,132.170024,0.4,0,10487.0185
0.2636,132.17012,132.17012,0.2,0,10498.4608
0.2638,132.168983,132.168983,0.2,0,10500.4608
0.264,132.168987,132.168987,0.2,0,10502.7353
0.2642,132.16931,132.16931,0.2,0,10505.1021
0.2644,132.168593,132.168593,0.2,0,10506.9216
0.2646,132.169307,132.169307,0.4,0,10507.8278
0.2648,132.169442,132.169442,0.2,0,10519.3862
0.265,132.169951,132.169951,0.2,0,10520.6034
0.2652,132.169548,132.169548,0.2,0,10523.5617
0.2654,132.169019,132.169019,0.2,0,10526.9577
0.2656,132.170642,132.170642,0.2,0,10528.3882
0.2658,132.169961,132.169961,0.4,0,10530.4203
0.266,132.169995,132.169995,0.2,0,10544.9949
0.2662,132.170488,132.170488,0.2,0,10546.7105
0.2664,132.169765,132.169765,0.2,0,10549.2755
0.2666,132.170708,132.170708,0.2,0,10550.2791
0.2668,132.169728,132.169728,0.2,0,10552.6903
0.267,132.169769,132.169769,0.4,0,10554.7998
0.2672,132.17089,132.17089,0.2,0,10566.9191
0.2674,132.170111,132.170111,0.2,0,10568.8061
0.2676,132.170857,132.170857,0.2,0,10570.4061
0.2678,132.170254,132.170254,0.2,0,10574.1973
0.268,132.16953,132.16953,0.2,0,10576.4343
0.2682,132.169666,132.169666,0.4,0,10578.5747
0.2684,132.171423,132.171423,0.2,0,10588.6896
0.2686,132.17059,132.17059,0.2,0,10591.3212
0.2688,132.171199,132.171199,0.2,0,10592.3467
0.269,132.169601,132.169601,0.2,0,10594.4988
0.2692,132.169584,132.169584,0.2,0,10596.5421
0.2694,132.171233,132.171233,0.4,0,10597.5637
0.2696,132.170214,132.170214,0.2,0,10608.9297
0.2698,132.169534,132.169534,0.2,0,10611.0221
0.27,132.169062,132.169062,0.2,0,10613.0137
0.2702,132.169268,132.169268,0.2,0,10614.9314
0.2704,132.169604,132.169604,0.2,0,10617.1402
0.2706,132.170257,132.170257,0.4,0,10618.9977
0.2708,132.169315,132.169315,0.2,0,10630.6888
0.271,132.168674,132.168674,0.2,0,10633.7444
0.2712,132.168707,132.168707,0.2,0,10637.5864
0.2714,132.169745,132.169745,0.2,0,10638.8249
0.2716,132.168547,132.168547,0.2,0,10640.9606
0.2718,132.170547,132.170547,0.4,0,10641.8838
0.272,132.169369,132.169369,0.2,0,10656.204
0.2722,132.169723,132.169723,0.2,0,10657.5176
0.2724,132.169047,132.169047,0.2,0,10659.7451
0.2726,132.168917,132.168917,0.2,0,10661.9549
0.2728,132.170099,132.170099,0.2,0,10663.2794
0.273,132.168107,132.168107,0.4,0,10665.9518
0.2732,132.170256,132.170256,0.2,0,10677.5152
0.2734,132.199651,132.199651,0.2,1,10685.7177
0.2736,132.176661,132.176661,0.2,0,10688.2732
0.2738,132.175959,132.175959,0.2,0,10690.6897
0.274,132.175902,132.175902,0.2,0,10693.1761
0.2742,132.174704,132.174704,0.4,0,10695.6196
0.2744,132.174165,132.174165,0.2,0,10707.4553
0.2746,132.174065,132.174065,0.2,0,10708.4413
0.2748,132.172901,132.172901,0.2,0,10710.771
0.275,132.172796,132.172796,0.2,0,10713.747
0.2752,132.172594,132.172594,0.2,0,10715.4802
0.2754,132.172218,132.172218,0.4,0,10717.7505
0.2756,132.171428,132.171428,0.2,0,10728.4673
0.2758,132.170367,132.170367,0.2,0,10731.5287
0.276,132.170462,132.170462,0.2,0,10733.9234
0.2762,132.170782,132.170782,0.2,0,10734.866
0.2764,132.170145,132.170145,0.2,0,10737.3018
0.2766,132.170127,132.170127,0.4,0,10739.3092
0.2768,132.170132,132.170132,0.2,0,10751.1035
0.277,132.169351,132.169351,0.2,0,10752.4897
0.2772,132.169876,132.169876,0.2,0,10754.0335
0.2774,132.181173,132.181173,0.2,1,10763.3077
0.2776,132.174392,132.174392,0.2,0,10765.2468
0.2778,132.173243,132.173243,0.4,0,10767.6413
0.278,132.172133,132.172133,0.2,0,10780.9939
0.2782,132.171568,132.171568,0.2,0,10783.4533
0.2784,132.170442,132.170442,0.2,0,10785.8136
0.2786,132.170617,132.170617,0.2,0,10787.9115
0.2788,132.169947,132.169947,0.2,0,10790.6858
0.279,132.169007,132.169007,0.4,0,10792.8338
0.2792,132.16863,132.16863,0.2,0,10806.8244
0.2794,132.167962,132.167962,0.2,0,10810.4249
0.2796,132.168627,132.168627,0.2,0,10811.3996
0.2798,132.168464,132.168464,0.2,0,10812.8737
0.28,132.167952,132.167952,0.2,0,10813.9063
0.2802,132.167468,132.167468,0.4,0,10815.97
0.2804,132.167838,132.167838,0.2,0,10827.5579
0.2806,132.1665,132.1665,0.2,0,10830.1442
