s_m,s_meas_m,R_kN,q_kPa,q_over_qVesic,ds_mm,wall_s,p_exc_kPa
5e-05,5e-05,72.7496909,18.1874227,0.0285303041,0.05,6.76598239,0.860470407
0.0001,0.0001,82.529518,20.6323795,0.0323656667,0.05,14.2337162,1.70396749
0.00015,0.00015,92.1064668,23.0266167,0.0361214663,0.05,21.2839599,2.54200924
0.0002,0.0002,101.227484,25.3068711,0.039698463,0.05,28.4143376,3.34755752
0.00025,0.00025,110.242535,27.5606336,0.0432339024,0.1,35.6497529,4.15454534
0.00035,0.00035,126.910118,31.7275294,0.0497704417,0.1,43.0408862,5.67160919
0.00045,0.00045,142.731773,35.6829432,0.0559752328,0.1,50.5608547,7.13509874
0.0005,0.0005,150.28147,37.5703675,0.0589360036,0.05,99.9219382,7.84253723
