s_m,s_over_B,R_kN,q_kPa,dr_iters,settled,ke,res_kN,dR_kN,wall_s
0.001,0.0005,28.5342197,28.5342197,3460,1,9.26791286e-17,8.656452e-08,2.54548401e-05,96.2455971
0.002,0.001,41.88269,41.88269,3460,1,5.95664984e-17,5.1692258e-08,6.58046517e-05,171.011751
0.003,0.0015,50.608739,50.608739,3460,1,4.54663701e-20,7.75672326e-09,7.16818123e-06,244.443878
0.004,0.002,56.6383456,56.6383456,3460,1,5.43048133e-20,9.69092007e-09,2.85155207e-05,308.263947
0.005,0.0025,61.2917808,61.2917808,3460,1,7.49093189e-18,2.95079019e-08,1.06344677e-05,371.217909
0.006,0.003,65.8391091,65.8391091,3460,1,1.57669803e-20,1.36389948e-08,2.59654359e-05,462.318935
0.007,0.0035,69.7207817,69.7207817,3460,1,3.72611729e-18,1.84487701e-08,1.95748358e-05,569.555424
