s_m,R_kN,q_kPa,ds_mm,relaxed,wall_s
0.0002,19.0936993,19.0936993,0.2,0,0.849329472
0.0004,27.5473599,27.5473599,0.2,0,2.37672806
0.0006,35.9870054,35.9870054,0.2,0,3.44944787
0.0008,44.3380428,44.3380428,0.2,0,5.40580988
0.001,52.0301459,52.0301459,0.2,0,6.90948248
0.0012,58.7689908,58.7689908,0.4,0,10.7274592
0.0014,64.8558085,64.8558085,0.2,0,63.9302256
0.0015,67.629357,67.629357,0.1,0,120.216194
0.00155,68.7610041,68.7610041,0.05,0,181.701685
0.0016,69.5217281,69.5217281,0.05,0,198.573139
0.001625,69.6375346,69.6375346,0.025,0,254.169015
0.00165,69.738393,69.738393,0.025,0,260.929098
0.001675,69.9031809,69.9031809,0.025,0,269.333259
0.0017,70.1345458,70.1345458,0.025,0,274.596991
0.001725,70.3590468,70.3590468,0.025,0,278.99328
0.00175,70.6335406,70.6335406,0.05,0,283.681501
0.001775,70.9440284,70.9440284,0.025,0,337.593818
0.0018,71.2878401,71.2878401,0.025,0,347.364674
0.001825,71.6378635,71.6378635,0.025,0,351.716241
0.00185,72.0081241,72.0081241,0.025,0,355.263486
0.001875,72.3876874,72.3876874,0.025,0,358.720824
0.0019,72.7755905,72.7755905,0.05,0,363.070536
0.00195,73.6334851,73.6334851,0.05,0,367.945195
0.002,74.4631085,74.4631085,0.05,1,405.213424
0.00205,75.3046603,75.3046603,0.05,1,445.900409
0.0021,76.1522799,76.1522799,0.05,0,451.382171
0.00215,76.9661395,76.9661395,0.05,1,489.467819
0.0022,77.7645721,77.7645721,0.1,1,531.340502
0.00225,78.585847,78.585847,0.05,0,584.31765
0.0023,79.4403244,79.4403244,0.05,0,588.78618
0.00235,81.0578795,81.0578795,0.05,1,627.110866
0.0023625,80.4825498,80.4825498,0.0125,1,772.184123
0.002375,80.6200416,80.6200416,0.0125,0,776.74966
0.0023875,80.7761012,80.7761012,0.0125,0,780.140537
0.0024,80.9614115,80.9614115,0.0125,0,792.200989
0.0024125,81.2039006,81.2039006,0.0125,0,802.65607
0.002425,81.7098707,81.7098707,0.025,1,830.341793
0.00245,81.8354477,81.8354477,0.025,0,836.220451
0.002475,82.2095885,82.2095885,0.025,0,841.217399
0.0025,83.08302,83.08302,0.025,1,871.414472
0.002525,83.0934851,83.0934851,0.025,0,875.984822
0.00255,83.5879051,83.5879051,0.025,0,881.294592
0.002575,84.4429413,84.4429413,0.05,1,908.185685
0.0026,85.2564086,85.2564086,0.025,1,988.565299
0.002625,86.0137946,86.0137946,0.025,1,1020.40152
0.00265,86.7567184,86.7567184,0.025,1,1053.17157
0.002675,87.4894764,87.4894764,0.025,1,1086.13188
0.0026875,87.8117757,87.8117757,0.0125,1,1165.72344
0.00269375,87.9654134,87.9654134,0.00625,1,1248.00195
0.0027,88.1196912,88.1196912,0.00625,1,1285.05156
0.002703125,88.209239,88.209239,0.003125,1,1362.14742
