# ADR90 WP-A2 tau=0 band, build afb95c40c9e3da1cc97d6aabe8168644c53d0e82 (expected afb95c40c9e3da1cc97d6aabe8168644c53d0e82), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals
2e-05,1e-05,2.73884294,-0.563280637,0.02,0,0.0695464611,0.00226130872,0
4e-05,2e-05,2.23070501,-2.16056071,0.02,0,0.165598392,0.000430746085,0
6e-05,3e-05,2.59500075,-2.65246655,0.02,0,0.258614779,0.000224179238,0
8e-05,4e-05,2.97768936,-3.00798077,0.02,0,0.350773335,0.000154133543,0
0.0001,5e-05,3.34883649,-3.36159697,0.02,0,0.444518566,9.26460994e-05,0
0.00012,6e-05,3.73757147,-3.73888508,0.04,0,0.524420023,7.2683314e-05,0
0.00016,8e-05,4.52069692,-4.52528639,0.04,0,0.620109558,0.000122380239,0
0.0002,0.0001,5.29987018,-5.31796094,0.04,0,0.717735767,0.000132585133,0
0.00024,0.00012,6.06593397,-6.08599026,0.04,0,0.833807707,0.000117258672,0
0.00028,0.00014,6.81866112,-6.83283126,0.04,0,0.953253031,8.82562031e-05,0
0.00032,0.00016,7.55392357,-7.55644309,0.04,0,1.07246757,6.79547692e-05,0
0.00036,0.00018,8.25850511,-8.25787319,0.08,0,1.18813062,5.33667667e-05,0
0.00044,0.00022,9.64259267,-9.63708318,0.08,0,1.35307002,9.47421011e-05,0
0.00052,0.00026,10.9719996,-10.9794844,0.08,0,1.53242421,0.000108955493,0
0.0006,0.0003,12.2738929,-12.276588,0.08,0,1.69668937,0.000103668125,0
0.00068,0.00034,13.5396263,-13.5515288,0.08,0,1.86978412,9.48270367e-05,0
0.00076,0.00038,14.7852969,-14.7998621,0.08,0,2.03339863,9.36703051e-05,0
0.00084,0.00042,16.0103887,-16.018875,0.16,0,2.21699119,8.75143328e-05,0
0.001,0.0005,18.4551884,-18.4572498,0.16,0,2.52324367,0.000131820735,0
0.00116,0.00058,20.8648858,-20.8720837,0.16,0,2.79605722,0.000157242985,0
0.00132,0.00066,23.2369183,-23.2584819,0.16,0,3.09939098,0.000157158155,0
0.00148,0.00074,25.5782854,-25.7478013,0.16,0,3.34130716,0.000157987849,0
0.00164,0.00082,27.8847329,-27.8969326,0.16,0,3.63481236,0.000155943301,0
0.0018,0.0009,30.1423464,-29.6986785,0.32,0,3.89173698,0.000159783943,0
0.00212,0.00106,34.6375079,-34.2310558,0.32,0,4.31055379,0.000227304148,0
0.00244,0.00122,39.1081293,-38.8385319,0.32,0,4.68791652,0.000271377146,0
0.00276,0.00138,43.5178791,-43.3266307,0.32,0,5.09719753,0.000298954938,0
0.00308,0.00154,47.83519,-47.754455,0.32,0,5.51396847,0.000301372457,0
0.0034,0.0017,52.0983452,-52.1229764,0.32,0,5.89877009,0.000288738321,0
0.00372,0.00186,56.3152,-56.3524419,0.64,0,6.30023479,0.000265980433,0
0.00436,0.00218,64.7508202,-64.8621108,0.64,0,6.91632223,0.000344221917,0
0.005,0.0025,73.2112226,-73.262157,0.64,0,7.52675152,0.000438037525,0
0.00564,0.00282,81.4829653,-81.495595,0.64,0,8.1296854,0.000482298916,0
0.00628,0.00314,89.5478172,-89.51692,0.64,0,8.76170874,0.00049164921,0
0.00692,0.00346,97.4520106,-97.378944,0.64,0,9.36517406,0.000473283644,0
0.00756,0.00378,105.268992,-105.14103,1.28,0,9.96406817,0.000446719434,0
0.00884,0.00442,121.11798,-120.794049,1.28,0,10.9553404,0.000598468416,0
0.01012,0.00506,137.12499,-136.703184,1.28,0,11.9728844,0.000780046982,0
0.0114,0.0057,152.926739,-152.430139,1.28,0,12.9438291,0.000914225791,0
0.01268,0.00634,168.349853,-167.805613,1.28,0,13.9300616,0.000982727082,0
0.01396,0.00698,183.48665,-182.909342,1.28,0,14.9088836,0.000993645926,0
0.01524,0.00762,198.427078,-197.78267,2.56,0,15.9008801,0.000963320908,0
0.01652,0.00826,213.322211,-212.619295,1.28,0,17.9670942,0.000910932597,12
0.0178,0.0089,228.178408,-227.450526,1.28,0,18.9259372,0.000862198317,12
0.01908,0.00954,243.089309,-242.335088,1.28,0,19.86081,0.000813158607,12
0.02036,0.01018,258.016049,-257.260402,1.28,0,20.819263,0.00077371717,12
0.02164,0.01082,272.963948,-272.233417,1.28,0,21.7453506,0.000735705358,12
0.02292,0.01146,287.896419,-287.169186,2.56,0,22.6868532,0.000703022867,12
0.0242,0.0121,302.826855,-302.165616,1.28,0,24.7491415,0.000667810763,24
0.02548,0.01274,317.712182,-317.091952,1.28,0,25.7017531,0.000628903442,24
0.02676,0.01338,332.586598,-332.064736,1.28,0,26.630434,0.000582293896,24
0.02804,0.01402,347.408209,-346.984042,1.28,0,27.5475748,0.000536156386,24
0.02932,0.01466,362.23013,-361.961267,1.28,0,28.4568639,0.00048467133,24
0.0306,0.0153,377.039712,-376.835745,2.56,0,29.5402744,0.00043792798,24
0.03188,0.01594,391.8387,-391.741751,1.28,0,32.1146541,0.00038989723,36
0.03316,0.01658,406.623846,-406.604262,1.28,0,33.2715924,0.000346697995,36
0.03444,0.01722,421.438167,-421.410759,1.28,0,34.7472408,0.000317142083,36
0.03572,0.01786,436.169075,-436.294082,1.28,0,35.918056,0.000293571924,36
0.037,0.0185,450.900272,-451.023649,1.28,0,37.1361055,0.000275841411,36
0.03828,0.01914,465.616085,-465.781007,2.56,0,38.5650601,0.000257797473,36
0.03956,0.01978,480.310683,-480.491695,1.28,0,42.0360565,0.000244758701,48
0.04084,0.02042,495.004494,-495.140162,1.28,0,43.2293055,0.000234019795,48
0.04212,0.02106,509.678505,-509.85263,1.28,0,44.3931994,0.000225414939,48
0.0434,0.0217,524.342646,-524.434055,1.28,0,45.5233707,0.000215300985,48
0.04468,0.02234,538.977947,-539.107576,1.28,0,46.615917,0.000208173792,48
0.04596,0.02298,553.617333,-553.674364,2.56,0,47.6580319,0.000198785108,48
0.04724,0.02362,568.229184,-568.304889,1.28,0,50.0137887,0.00020317914,60
0.04852,0.02426,582.851275,-582.786798,1.28,0,51.1331894,0.000192437291,60
0.0498,0.0249,597.43049,-597.409076,1.28,0,52.2222133,0.000191820947,60
0.05108,0.02554,612.037947,-611.908543,1.28,0,53.4005246,0.000188257771,60
0.05236,0.02618,626.602459,-626.480984,1.28,0,54.4949145,0.00019448966,60
0.05364,0.02682,641.18151,-640.984849,2.56,0,55.8066537,0.000189030714,60
0.05492,0.02746,655.773305,-655.542949,1.28,0,58.0137303,0.000193688399,72
0.0562,0.0281,670.267082,-670.041289,1.28,0,59.089227,0.000191177307,72
0.05748,0.02874,684.795133,-684.565507,1.28,0,60.0809085,0.000195879636,72
0.05876,0.02938,699.293081,-699.022559,1.28,0,61.1356001,0.000192974976,72
0.06004,0.03002,713.785628,-713.572586,1.28,0,62.1092818,0.000191120757,72
0.06132,0.03066,728.295955,-728.01803,2.56,0,63.1040401,0.000191125916,72
0.0626,0.0313,742.808658,-742.547161,1.28,0,65.5658963,0.00019165264,84
0.06388,0.03194,757.288791,-757.029223,1.28,0,66.6273289,0.000189222373,84
0.06516,0.03258,771.738392,-771.540413,1.28,0,67.7260125,0.000185785396,84
0.06644,0.03322,786.214155,-786.0136,1.28,0,68.7894661,0.000179846387,84
0.06772,0.03386,800.663402,-800.505422,1.28,0,69.8401268,0.000173269727,84
0.069,0.0345,815.126658,-814.978062,2.56,0,70.8744388,0.000164822787,84
0.07028,0.03514,829.620904,-829.497661,1.28,0,73.2936361,0.000162885224,96
0.07156,0.03578,844.07097,-843.939913,1.28,0,74.3961408,0.000154787021,96
0.07284,0.03642,858.479088,-858.448622,1.28,0,75.4636824,0.000152700196,96
0.07412,0.03706,872.910786,-872.914981,1.28,0,76.5228739,0.000146490393,96
0.0754,0.0377,887.313746,-887.314312,1.28,0,77.5783634,0.000144667982,96
0.07668,0.03834,901.709361,-901.763878,2.56,0,78.844131,0.000140769506,96
0.07796,0.03898,916.109039,-916.211542,1.28,0,81.2403889,0.000139233299,108
0.07924,0.03962,930.504662,-930.56374,1.28,0,82.258414,0.000140544956,108
0.08052,0.04026,944.864142,-945.02279,1.28,0,83.3538864,0.000142298714,108
0.0818,0.0409,959.222212,-959.339903,1.28,0,84.4343207,0.000142946526,108
0.08308,0.04154,973.554885,-973.714427,1.28,0,85.6267126,0.000143243559,108
0.08436,0.04218,987.845045,-987.97968,2.56,0,87.0470982,0.000142216214,108
0.08564,0.04282,1002.14389,-1002.33649,1.28,0,89.5503957,0.000143403942,120
0.08692,0.04346,1016.4149,-1016.53619,1.28,0,90.5143759,0.000143331382,120
0.0882,0.0441,1030.66357,-1030.84711,1.28,0,91.5411777,0.00014546677,120
0.08948,0.04474,1044.88737,-1045.04492,1.28,0,92.6386397,0.000143195758,120
0.09076,0.04538,1059.08281,-1059.23682,1.28,0,93.7687874,0.000143938338,120
0.09204,0.04602,1073.28351,-1073.38022,2.56,0,94.8640606,0.000134689349,120
0.09332,0.04666,1087.39606,-1087.5662,1.28,0,97.2643974,0.000137347161,132
0.0946,0.0473,1101.53369,-1101.61344,1.28,0,98.2267582,0.000130106699,132
0.09588,0.04794,1115.61698,-1115.77873,1.28,0,99.1958234,0.000127042315,132
0.09716,0.04858,1129.6892,-1129.77516,1.28,0,100.225958,0.00012347776,132
0.09844,0.04922,1143.71577,-1143.83589,1.28,0,101.183448,0.000121544268,132
0.09972,0.04986,1157.74714,-1157.7896,2.56,0,102.118197,0.000109708972,132
0.101,0.0505,1171.74595,-1171.84562,1.28,0,104.316221,0.000106016034,144
0.10228,0.05114,1185.74494,-1185.77839,1.28,0,105.398875,9.89927322e-05,144
0.10356,0.05178,1199.73413,-1199.78659,1.28,0,106.33373,9.40863332e-05,144
0.10484,0.05242,1213.71128,-1213.72828,1.28,0,107.293949,8.75689031e-05,144
0.10612,0.05306,1227.65631,-1227.6755,1.28,0,108.23939,8.49261491e-05,144
0.1074,0.0537,1241.61423,-1241.56804,2.56,0,109.185667,7.94892261e-05,144
0.10868,0.05434,1255.47997,-1255.49182,1.28,0,111.268878,8.39974636e-05,156
0.10996,0.05498,1269.37984,-1269.34551,1.28,0,112.20287,7.87079938e-05,156
0.11124,0.05562,1283.27549,-1283.24961,1.28,0,113.330746,7.87461478e-05,156
0.11252,0.05626,1297.13159,-1297.11276,1.28,0,114.516487,7.88328952e-05,156
0.1138,0.0569,1311.01857,-1310.98487,1.28,0,115.573145,8.29556816e-05,156
0.11508,0.05754,1324.85012,-1324.80932,2.56,0,116.5467,8.3098694e-05,156
0.11636,0.05818,1338.66804,-1338.65959,1.28,0,119.104484,7.88395019e-05,168
0.11764,0.05882,1352.49731,-1352.44172,1.28,0,120.447918,7.96476726e-05,168
0.11892,0.05946,1366.29743,-1366.30425,1.28,0,121.474255,7.96317969e-05,168
0.1202,0.0601,1380.09029,-1380.07556,1.28,0,122.535981,7.64084331e-05,168
0.12148,0.06074,1393.87116,-1393.87059,1.28,0,123.7429,7.54236872e-05,168
0.12276,0.06138,1407.70845,-1407.6176,2.56,0,124.90856,6.9676915e-05,168
0.12404,0.06202,1421.38798,-1421.43544,1.28,0,127.105277,7.00344629e-05,180
0.12532,0.06266,1435.14821,-1435.14829,1.28,0,128.095862,6.76068477e-05,180
0.1266,0.0633,1448.84338,-1448.92202,1.28,0,129.077898,6.8060348e-05,180
0.12788,0.06394,1462.57027,-1462.60404,1.28,0,130.040339,6.64771872e-05,180
0.12916,0.06458,1476.27568,-1476.36464,1.28,0,130.993547,6.66057987e-05,180
0.13044,0.06522,1489.95716,-1490.01678,2.56,0,132.015791,6.95858699e-05,180
0.13172,0.06586,1503.60999,-1503.72786,1.28,0,133.999901,7.16952689e-05,192
0.133,0.0665,1517.2436,-1517.32418,1.28,0,134.937956,7.26851948e-05,192
0.13428,0.06714,1530.86982,-1531.01259,1.28,0,135.903025,7.5992568e-05,192
0.13556,0.06778,1544.4436,-1544.56682,1.28,0,136.861955,8.03682182e-05,192
0.13684,0.06842,1558.02206,-1558.17927,1.28,0,137.786911,7.99089685e-05,192
0.13812,0.06906,1571.5711,-1571.69062,2.56,0,138.755308,8.36809653e-05,192
0.1394,0.0697,1585.11256,-1585.28781,1.28,0,140.693086,8.42765684e-05,204
0.14068,0.07034,1598.63185,-1598.78549,1.28,0,141.643545,8.85937999e-05,204
0.14196,0.07098,1612.12851,-1612.33066,1.28,0,142.617828,8.80787036e-05,204
0.14324,0.07162,1625.59785,-1625.77698,1.28,0,143.503089,8.93523986e-05,204
0.14452,0.07226,1639.05351,-1639.23584,1.28,0,144.454798,8.91672634e-05,204
0.1458,0.0729,1652.48437,-1652.67772,2.56,0,145.414891,8.98323048e-05,204
0.14708,0.07354,1665.8911,-1666.0757,1.28,0,147.34765,9.03553112e-05,216
0.14836,0.07418,1679.25558,-1679.48605,1.28,0,148.277909,9.28418055e-05,216
0.14964,0.07482,1692.59473,-1692.79613,1.28,0,149.157652,9.24133045e-05,216
0.15092,0.07546,1705.92309,-1706.10756,1.28,0,150.023893,9.04460506e-05,216
0.1522,0.0761,1719.24153,-1719.42865,1.28,0,150.90574,8.89134518e-05,216
