# ADR90 WP-A2 tau=0 band, build afb95c40c9e3da1cc97d6aabe8168644c53d0e82 (expected afb95c40c9e3da1cc97d6aabe8168644c53d0e82), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals
0.06964,0.03482,823.8968,-823.886168,0.32,0,87.9886227,3.08187166e-05,5210
0.06996,0.03498,827.500531,-827.491281,0.32,0,88.2980721,3.05246413e-05,5210
0.07028,0.03514,831.120411,-831.100543,0.64,0,88.6005955,3.09963068e-05,5210
0.0706,0.0353,834.714794,-834.709156,0.32,0,89.2221804,3.07814736e-05,5354
0.07092,0.03546,838.336673,-838.313881,0.32,0,89.5118532,3.13628885e-05,5354
0.07124,0.03562,841.930594,-841.917114,0.32,0,89.8463714,3.15375329e-05,5354
0.07156,0.03578,845.538942,-845.526322,0.32,0,90.1430724,3.27847535e-05,5354
0.07188,0.03594,849.149192,-849.131593,0.32,0,90.4518995,3.09646034e-05,5354
0.0722,0.0361,852.761239,-852.740082,0.64,0,90.742893,3.2660266e-05,5354
0.07252,0.03626,856.369934,-856.356702,0.32,0,91.4206083,3.14412553e-05,5498
0.07284,0.03642,859.985551,-859.970981,0.32,0,91.7528815,3.15845742e-05,5498
0.07316,0.03658,863.606104,-863.578115,0.32,0,92.0762668,3.06983119e-05,5498
0.07348,0.03674,867.221053,-867.183298,0.32,0,92.3810747,3.06697124e-05,5498
0.0738,0.0369,870.808341,-870.788112,0.32,0,92.6724994,2.90546032e-05,5498
0.07412,0.03706,874.415648,-874.384021,0.64,0,92.95857,3.28630048e-05,5498
0.07444,0.03722,877.987792,-877.985155,0.32,0,93.6096122,3.44781116e-05,5642
0.07476,0.03738,881.595729,-881.572594,0.32,0,93.9437261,3.41437915e-05,5642
0.07508,0.03754,885.177751,-885.176036,0.32,0,94.2715375,3.2210038e-05,5642
0.0754,0.0377,888.785233,-888.771243,0.32,0,94.6082699,3.37098459e-05,5642
0.07572,0.03786,892.379549,-892.376516,0.32,0,94.9330063,3.10233689e-05,5642
0.07604,0.03802,895.980316,-895.97479,0.64,0,95.2439899,3.42875281e-05,5642
0.07636,0.03818,899.575818,-899.573055,0.32,0,95.9030964,3.1608717e-05,5786
0.07668,0.03834,903.185339,-903.160385,0.32,0,96.2050028,3.18938705e-05,5786
0.077,0.0385,906.756479,-906.750971,0.32,0,96.5258281,3.35975833e-05,5786
0.07732,0.03866,910.366555,-910.339073,0.32,0,96.8386033,3.19401404e-05,5786
0.07764,0.03882,913.933504,-913.930853,0.32,0,97.1465931,3.29290402e-05,5786
0.07796,0.03898,917.533946,-917.515014,0.64,0,97.4504926,3.36728033e-05,5786
0.07828,0.03914,921.106778,-921.105543,0.32,0,98.0866129,3.2785163e-05,5918
0.0786,0.0393,924.709824,-924.69461,0.32,0,98.3887591,3.43059047e-05,5918
0.07892,0.03946,928.284641,-928.285245,0.32,0,98.6859114,3.42651806e-05,5918
0.07924,0.03962,931.878167,-931.873593,0.32,0,98.9917827,3.1038425e-05,5918
0.07956,0.03978,935.467197,-935.461262,0.32,0,99.2870598,3.33116664e-05,5918
0.07988,0.03994,939.035751,-939.046357,0.64,0,99.599088,3.11043889e-05,5918
0.0802,0.0401,942.635608,-942.627589,0.32,0,100.23074,3.2540854e-05,6050
0.08052,0.04026,946.193808,-946.199016,0.32,0,100.538733,3.47767403e-05,6050
0.08084,0.04042,949.791591,-949.782134,0.32,0,100.85709,3.04824719e-05,6050
0.08116,0.04058,953.363071,-953.370174,0.32,0,101.163713,3.12759735e-05,6050
0.08148,0.04074,956.946143,-956.944935,0.32,0,101.468499,3.16788554e-05,6050
0.0818,0.0409,960.512764,-960.515945,0.64,0,101.7721,3.05834619e-05,6050
