# ADR90 WP-A2 tau=0 band, build afb95c40c9e3da1cc97d6aabe8168644c53d0e82 (expected afb95c40c9e3da1cc97d6aabe8168644c53d0e82), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals
0.08212,0.04106,964.101671,-964.088639,0.32,0,102.425663,3.09887645e-05,6182
0.08244,0.04122,967.658363,-967.659776,0.32,0,102.732166,3.32262569e-05,6182
0.08276,0.04138,971.231668,-971.225674,0.32,0,103.025769,3.07064041e-05,6182
0.08308,0.04154,974.80487,-974.800938,0.32,0,103.328164,2.95835613e-05,6182
0.0834,0.0417,978.381719,-978.370823,0.32,0,103.615646,3.13735273e-05,6182
0.08372,0.04186,981.946346,-981.939436,0.64,0,103.941627,2.97584385e-05,6182
0.08404,0.04202,985.526453,-985.516505,0.32,0,104.551735,2.94578322e-05,6314
0.08436,0.04218,989.095057,-989.086602,0.32,0,104.851029,2.94455546e-05,6314
0.08468,0.04234,992.663639,-992.657815,0.32,0,105.171812,3.06136696e-05,6314
0.085,0.0425,996.231695,-996.220861,0.32,0,105.475467,3.08561495e-05,6314
0.08532,0.04266,999.785017,-999.788368,0.32,0,105.763725,3.10890032e-05,6314
0.08564,0.04282,1003.35799,-1003.3471,0.64,0,106.07853,3.0083521e-05,6314
0.08596,0.04298,1006.90622,-1006.91122,0.32,0,106.783121,3.01590461e-05,6446
0.08628,0.04314,1010.49889,-1010.47748,0.32,0,107.097727,3.20925302e-05,6446
0.0866,0.0433,1014.03362,-1014.04525,0.32,0,107.374765,3.12565163e-05,6446
0.08692,0.04346,1017.62649,-1017.61464,0.32,0,107.699317,2.99427943e-05,6446
0.08724,0.04362,1021.17109,-1021.18057,0.32,0,107.99402,3.24437959e-05,6446
0.08756,0.04378,1024.7628,-1024.75017,0.64,0,108.296456,3.16702337e-05,6446
0.08788,0.04394,1028.30669,-1028.31436,0.32,0,108.954702,2.90890465e-05,6566
0.0882,0.0441,1031.87326,-1031.87469,0.32,0,109.249478,3.02801459e-05,6566
0.08852,0.04426,1035.43791,-1035.43563,0.32,0,109.546454,2.89100697e-05,6566
0.08884,0.04442,1038.99524,-1038.98817,0.32,0,109.84878,3.03690331e-05,6566
0.08916,0.04458,1042.55136,-1042.54283,0.32,0,110.151661,2.90613243e-05,6566
0.08948,0.04474,1046.09378,-1046.09,0.64,0,110.464872,3.37663769e-05,6566
0.0898,0.0449,1049.6507,-1049.64053,0.32,0,111.108932,3.21282954e-05,6674
0.09012,0.04506,1053.1998,-1053.18575,0.32,0,111.429813,3.51334181e-05,6674
0.09044,0.04522,1056.74962,-1056.74259,0.32,0,111.741134,3.13672474e-05,6674
0.09076,0.04538,1060.30325,-1060.29821,0.32,0,112.035841,3.42297694e-05,6674
0.09108,0.04554,1063.86449,-1063.85913,0.32,0,112.33137,3.20242062e-05,6674
0.0914,0.0457,1067.41547,-1067.40876,0.64,0,112.642458,3.12409388e-05,6674
0.09172,0.04586,1070.9898,-1070.96372,0.32,0,113.285833,3.22148058e-05,6782
0.09204,0.04602,1074.52528,-1074.51423,0.32,0,113.591101,3.37816757e-05,6782
0.09236,0.04618,1078.06269,-1078.06274,0.32,0,113.86705,3.24354539e-05,6782
0.09268,0.04634,1081.59884,-1081.59625,0.32,0,114.185853,3.29567822e-05,6782
0.093,0.0465,1085.13707,-1085.1374,0.32,0,114.483862,3.14940274e-05,6782
0.09332,0.04666,1088.70184,-1088.67125,0.64,0,114.783668,3.23595672e-05,6782
0.09364,0.04682,1092.20994,-1092.21916,0.32,0,115.416483,3.16412812e-05,6890
0.09396,0.04698,1095.75699,-1095.75688,0.32,0,115.719859,3.15848049e-05,6890
0.09428,0.04714,1099.3002,-1099.30334,0.32,0,116.015155,2.93200017e-05,6890
0.0946,0.0473,1102.84565,-1102.84616,0.32,0,116.324137,3.28766191e-05,6890
0.09492,0.04746,1106.38206,-1106.38876,0.32,0,116.618741,3.12844953e-05,6890
0.09524,0.04762,1109.9245,-1109.92444,0.64,0,116.928085,3.15569996e-05,6890
0.09556,0.04778,1113.46376,-1113.46536,0.32,0,117.559294,3.19344662e-05,6998
0.09588,0.04794,1116.995,-1117.00015,0.32,0,117.843239,3.26352536e-05,6998
0.0962,0.0481,1120.53183,-1120.53334,0.32,0,118.137953,3.31079768e-05,6998
0.09652,0.04826,1124.06649,-1124.06599,0.32,0,118.425405,3.24933456e-05,6998
0.09684,0.04842,1127.60924,-1127.60369,0.32,0,118.726725,3.1134587e-05,6998
0.09716,0.04858,1131.13859,-1131.13702,0.64,0,119.02357,3.37179951e-05,6998
0.09748,0.04874,1134.6727,-1134.67266,0.32,0,119.653155,3.11167814e-05,7094
0.0978,0.0489,1138.21022,-1138.20242,0.32,0,119.952912,3.13075511e-05,7094
0.09812,0.04906,1141.74067,-1141.73777,0.32,0,120.23445,3.07450775e-05,7094
0.09844,0.04922,1145.26968,-1145.26528,0.32,0,120.516623,3.17586092e-05,7094
0.09876,0.04938,1148.79272,-1148.79177,0.32,0,120.816879,2.98213368e-05,7094
0.09908,0.04954,1152.31592,-1152.31535,0.64,0,121.113821,3.08082971e-05,7094
0.0994,0.0497,1155.84645,-1155.8393,0.32,0,121.713763,3.13282905e-05,7202
0.09972,0.04986,1159.37017,-1159.35062,0.32,0,122.010771,3.13644694e-05,7202
0.10004,0.05002,1162.89283,-1162.87388,0.32,0,122.326977,3.06003315e-05,7202
0.10036,0.05018,1166.42872,-1166.39118,0.32,0,122.623405,3.27570519e-05,7202
0.10068,0.05034,1169.94104,-1169.91819,0.32,0,122.93198,3.22042512e-05,7202
0.101,0.0505,1173.44955,-1173.4328,0.64,0,123.221382,3.21141711e-05,7202
0.10132,0.05066,1176.99012,-1176.95696,0.32,0,123.839983,3.23413259e-05,7307
0.10164,0.05082,1180.48128,-1180.47523,0.32,0,124.146936,3.13001283e-05,7307
0.10196,0.05098,1184.01089,-1184.00175,0.32,0,124.453214,3.25311692e-05,7307
0.10228,0.05114,1187.53697,-1187.50973,0.32,0,124.761094,3.49347221e-05,7307
0.1026,0.0513,1191.0624,-1191.02249,0.32,0,125.064712,3.18185516e-05,7307
0.10292,0.05146,1194.54671,-1194.53741,0.64,0,125.363971,3.31638717e-05,7307
0.10324,0.05162,1198.04989,-1198.05437,0.32,0,125.982667,3.21407984e-05,7403
0.10356,0.05178,1201.58782,-1201.57011,0.32,0,126.266613,3.3216096e-05,7403
0.10388,0.05194,1205.10823,-1205.08009,0.32,0,126.559406,3.29592757e-05,7403
0.1042,0.0521,1208.59702,-1208.5991,0.32,0,126.859872,3.16465208e-05,7403
0.10452,0.05226,1212.14172,-1212.10985,0.32,0,127.15031,3.40427579e-05,7403
0.10484,0.05242,1215.62368,-1215.61362,0.64,0,127.476883,3.21203005e-05,7403
0.10516,0.05258,1219.11681,-1219.11334,0.32,0,128.14385,3.33986421e-05,7499
0.10548,0.05274,1222.62614,-1222.61287,0.32,0,128.469603,3.40364454e-05,7499
0.1058,0.0529,1226.10365,-1226.11079,0.32,0,128.77915,3.33278885e-05,7499
0.10612,0.05306,1229.63184,-1229.59872,0.32,0,129.074308,3.35168037e-05,7499
0.10644,0.05322,1233.10406,-1233.10405,0.32,0,129.409163,3.28339807e-05,7499
0.10676,0.05338,1236.60221,-1236.60764,0.64,0,129.717594,3.2097478e-05,7499
0.10708,0.05354,1240.11489,-1240.10573,0.32,0,130.343289,3.44638024e-05,7571
0.1074,0.0537,1243.61837,-1243.60113,0.32,0,130.632873,3.23747204e-05,7571
0.10772,0.05386,1247.09795,-1247.10264,0.32,0,130.954399,3.14259989e-05,7571
0.10804,0.05402,1250.61017,-1250.59061,0.32,0,131.256091,3.68023815e-05,7571
0.10836,0.05418,1254.09243,-1254.0858,0.32,0,131.543337,3.25749714e-05,7571
0.10868,0.05434,1257.59836,-1257.57183,0.64,0,131.863858,3.38726925e-05,7571
0.109,0.0545,1261.07059,-1261.0703,0.32,0,132.502044,3.2875621e-05,7643
0.10932,0.05466,1264.55981,-1264.56596,0.32,0,132.822055,3.39570363e-05,7643
0.10964,0.05482,1268.04836,-1268.05936,0.32,0,133.098918,3.27455157e-05,7643
0.10996,0.05498,1271.5749,-1271.54086,0.32,0,133.405154,3.46888755e-05,7643
0.11028,0.05514,1275.04245,-1275.03055,0.32,0,133.693629,3.28556195e-05,7643
0.1106,0.0553,1278.51513,-1278.51928,0.64,0,133.976823,3.27163572e-05,7643
0.11092,0.05546,1282.01581,-1282.00114,0.32,0,134.590558,3.15984225e-05,7715
0.11124,0.05562,1285.47637,-1285.48122,0.32,0,134.888762,3.05704582e-05,7715
0.11156,0.05578,1289.00891,-1288.961,0.32,0,135.166299,3.00052886e-05,7715
0.11188,0.05594,1292.45046,-1292.45137,0.32,0,135.472202,3.10863229e-05,7715
0.1122,0.0561,1295.96158,-1295.93217,0.32,0,135.76727,3.08237787e-05,7715
0.11252,0.05626,1299.44214,-1299.40236,0.64,0,136.064665,3.4580859e-05,7715
0.11284,0.05642,1302.8993,-1302.88269,0.32,0,136.685848,3.14043127e-05,7787
0.11316,0.05658,1306.38861,-1306.35083,0.32,0,137.002913,3.30012407e-05,7787
0.11348,0.05674,1309.85291,-1309.82644,0.32,0,137.328284,3.09778109e-05,7787
0.1138,0.0569,1313.32339,-1313.30249,0.32,0,137.664809,3.01890888e-05,7787
0.11412,0.05706,1316.81335,-1316.77082,0.32,0,137.97069,3.12584685e-05,7787
0.11444,0.05722,1320.24636,-1320.24272,0.64,0,138.272426,3.40117047e-05,7787
0.11476,0.05738,1323.75025,-1323.70655,0.32,0,138.886251,3.05103405e-05,7859
0.11508,0.05754,1327.1825,-1327.17963,0.32,0,139.196103,3.23769532e-05,7859
0.1154,0.0577,1330.67302,-1330.65069,0.32,0,139.500167,3.30989772e-05,7859
0.11572,0.05786,1334.13064,-1334.12247,0.32,0,139.789249,3.18093025e-05,7859
0.11604,0.05802,1337.60264,-1337.59156,0.32,0,140.077263,3.15482198e-05,7859
0.11636,0.05818,1341.06655,-1341.05322,0.64,0,140.359737,3.14635798e-05,7859
0.11668,0.05834,1344.55003,-1344.51986,0.32,0,140.968009,3.11633945e-05,7931
0.117,0.0585,1348.0054,-1347.98299,0.32,0,141.241607,3.23166289e-05,7931
0.11732,0.05866,1351.46055,-1351.44585,0.32,0,141.544815,3.40298536e-05,7931
0.11764,0.05882,1354.91667,-1354.90654,0.32,0,141.828197,3.14636863e-05,7931
0.11796,0.05898,1358.37587,-1358.37339,0.32,0,142.127181,3.38196111e-05,7931
0.11828,0.05914,1361.83853,-1361.83356,0.64,0,142.446241,3.14101119e-05,7931
0.1186,0.0593,1365.2969,-1365.30008,0.32,0,143.058659,2.93752291e-05,8003
0.11892,0.05946,1368.76628,-1368.76189,0.32,0,143.352188,3.17411916e-05,8003
0.11924,0.05962,1372.21944,-1372.22789,0.32,0,143.656207,3.0250007e-05,8003
0.11956,0.05978,1375.68315,-1375.68553,0.32,0,143.957963,3.19611666e-05,8003
0.11988,0.05994,1379.13162,-1379.13358,0.32,0,144.259989,3.04227002e-05,8003
0.1202,0.0601,1382.57971,-1382.58828,0.64,0,144.583287,3.29725722e-05,8003
0.12052,0.06026,1386.02665,-1386.0305,0.32,0,145.207095,3.21727702e-05,8075
0.12084,0.06042,1389.46617,-1389.47918,0.32,0,145.537589,3.26206889e-05,8075
0.12116,0.06058,1392.91337,-1392.92122,0.32,0,145.831512,3.06389909e-05,8075
0.12148,0.06074,1396.35051,-1396.37031,0.32,0,146.123883,3.19772598e-05,8075
0.1218,0.0609,1399.80497,-1399.817,0.32,0,146.430617,2.90042688e-05,8075
0.12212,0.06106,1403.24533,-1403.26015,0.64,0,146.703545,3.32615316e-05,8075
0.12244,0.06122,1406.70001,-1406.70096,0.32,0,147.383488,3.26158183e-05,8147
0.12276,0.06138,1410.12481,-1410.14361,0.32,0,147.662925,3.43727591e-05,8147
0.12308,0.06154,1413.5786,-1413.58266,0.32,0,147.969228,3.13117923e-05,8147
0.1234,0.0617,1417.01383,-1417.01954,0.32,0,148.272894,3.46110553e-05,8147
0.12372,0.06186,1420.45228,-1420.45948,0.32,0,148.555541,3.29039392e-05,8147
0.12404,0.06202,1423.88156,-1423.89543,0.64,0,148.855506,3.52901325e-05,8147
0.12436,0.06218,1427.32589,-1427.32821,0.32,0,149.494906,3.01041582e-05,8219
0.12468,0.06234,1430.77161,-1430.76458,0.32,0,149.794213,3.38358173e-05,8219
0.125,0.0625,1434.19527,-1434.19602,0.32,0,150.07388,3.11818324e-05,8219
0.12532,0.06266,1437.63857,-1437.62626,0.32,0,150.352549,3.43545973e-05,8219
0.12564,0.06282,1441.06167,-1441.05759,0.32,0,150.666882,3.21640139e-05,8219
0.12596,0.06298,1444.47954,-1444.4788,0.64,0,150.935029,3.44797865e-05,8219
0.12628,0.06314,1447.90681,-1447.90007,0.32,0,151.555701,3.01635752e-05,8291
0.1266,0.0633,1451.33657,-1451.32383,0.32,0,151.83685,3.4345163e-05,8291
0.12692,0.06346,1454.75617,-1454.74853,0.32,0,152.109421,3.22985843e-05,8291
0.12724,0.06362,1458.17775,-1458.17373,0.32,0,152.403953,3.23241205e-05,8291
0.12756,0.06378,1461.59983,-1461.58952,0.32,0,152.717236,3.26545956e-05,8291
0.12788,0.06394,1465.01587,-1465.00907,0.64,0,152.980695,3.46017224e-05,8291
0.1282,0.0641,1468.43691,-1468.42585,0.32,0,153.638122,3.13509939e-05,8363
0.12852,0.06426,1471.85349,-1471.84855,0.32,0,153.92577,3.17992239e-05,8363
0.12884,0.06442,1475.27342,-1475.25984,0.32,0,154.217788,3.19694863e-05,8363
0.12916,0.06458,1478.6832,-1478.67686,0.32,0,154.51472,3.28623661e-05,8363
0.12948,0.06474,1482.0947,-1482.09037,0.32,0,154.819149,3.15798564e-05,8363
0.1298,0.0649,1485.51729,-1485.50162,0.64,0,155.108989,3.50559874e-05,8363
0.13012,0.06506,1488.91353,-1488.91328,0.32,0,155.74139,2.92353249e-05,8435
0.13044,0.06522,1492.33307,-1492.32295,0.32,0,156.03948,3.19583904e-05,8435
0.13076,0.06538,1495.73817,-1495.73822,0.32,0,156.329203,3.06983517e-05,8435
0.13108,0.06554,1499.15566,-1499.1565,0.32,0,156.614833,2.90645414e-05,8435
0.1314,0.0657,1502.56437,-1502.56321,0.32,0,156.899544,3.28290045e-05,8435
0.13172,0.06586,1505.9767,-1505.97923,0.64,0,157.171784,3.00705353e-05,8435
0.13204,0.06602,1509.38758,-1509.38631,0.32,0,157.781947,3.32058818e-05,8507
0.13236,0.06618,1512.7933,-1512.79162,0.32,0,158.056733,3.18724855e-05,8507
0.13268,0.06634,1516.18829,-1516.18853,0.32,0,158.351959,3.43754314e-05,8507
0.133,0.0665,1519.59381,-1519.59426,0.32,0,158.648618,3.09464385e-05,8507
0.13332,0.06666,1523.00106,-1522.99412,0.32,0,158.929151,3.37897182e-05,8507
0.13364,0.06682,1526.41054,-1526.40244,0.64,0,159.213217,3.23072422e-05,8507
0.13396,0.06698,1529.80894,-1529.80383,0.32,0,159.858362,3.58783588e-05,8579
0.13428,0.06714,1533.21868,-1533.19909,0.32,0,160.18524,3.23552733e-05,8579
0.1346,0.0673,1536.59232,-1536.59576,0.32,0,160.494716,3.26818409e-05,8579
0.13492,0.06746,1539.99446,-1539.99773,0.32,0,160.792615,3.16846817e-05,8579
0.13524,0.06762,1543.37736,-1543.38653,0.32,0,161.104658,3.24184946e-05,8579
0.13556,0.06778,1546.77666,-1546.77527,0.64,0,161.387838,3.31754521e-05,8579
0.13588,0.06794,1550.1592,-1550.15184,0.32,0,162.012753,3.32093214e-05,8651
0.1362,0.0681,1553.53239,-1553.53996,0.32,0,162.308346,3.33499538e-05,8651
0.13652,0.06826,1556.91268,-1556.92243,0.32,0,162.607318,3.54117981e-05,8651
0.13684,0.06842,1560.3051,-1560.31368,0.32,0,162.89729,3.12212302e-05,8651
0.13716,0.06858,1563.68684,-1563.69754,0.32,0,163.185662,3.41527775e-05,8651
0.13748,0.06874,1567.08145,-1567.08231,0.64,0,163.460234,3.30782702e-05,8651
0.1378,0.0689,1570.45877,-1570.46521,0.32,0,164.088444,3.17573279e-05,8723
0.13812,0.06906,1573.83058,-1573.84143,0.32,0,164.360415,3.1448132e-05,8723
0.13844,0.06922,1577.21097,-1577.2192,0.32,0,164.650835,3.25794549e-05,8723
0.13876,0.06938,1580.59706,-1580.5923,0.32,0,164.948843,3.30535201e-05,8723
0.13908,0.06954,1583.97604,-1583.96317,0.32,0,165.235199,3.27666271e-05,8723
0.1394,0.0697,1587.34438,-1587.33084,0.64,0,165.526849,3.26127972e-05,8723
0.13972,0.06986,1590.69608,-1590.69513,0.32,0,166.159592,3.32775281e-05,8795
0.14004,0.07002,1594.07261,-1594.06701,0.32,0,166.450156,3.18731791e-05,8795
0.14036,0.07018,1597.42722,-1597.43718,0.32,0,166.753518,3.36289401e-05,8795
0.14068,0.07034,1600.80228,-1600.80177,0.32,0,167.031805,3.26923828e-05,8795
0.141,0.0705,1604.16548,-1604.16797,0.32,0,167.302843,3.43395138e-05,8795
0.14132,0.07066,1607.53358,-1607.53963,0.64,0,167.586654,3.21198502e-05,8795
0.14164,0.07082,1610.90446,-1610.90564,0.32,0,168.182332,3.34291612e-05,8867
0.14196,0.07098,1614.26714,-1614.27246,0.32,0,168.477479,3.17971494e-05,8867
0.14228,0.07114,1617.63371,-1617.63584,0.32,0,168.756803,3.24862962e-05,8867
0.1426,0.0713,1620.99024,-1620.9917,0.32,0,169.062948,3.46447709e-05,8867
0.14292,0.07146,1624.34596,-1624.34834,0.32,0,169.343245,3.24001217e-05,8867
0.14324,0.07162,1627.69819,-1627.6954,0.64,0,169.626122,3.25908364e-05,8867
0.14356,0.07178,1631.0488,-1631.05147,0.32,0,170.238647,3.24553552e-05,8939
0.14388,0.07194,1634.39294,-1634.39766,0.32,0,170.510432,3.21566944e-05,8939
0.1442,0.0721,1637.76229,-1637.75855,0.32,0,170.812089,3.20275613e-05,8939
0.14452,0.07226,1641.11346,-1641.11165,0.32,0,171.073089,3.03930744e-05,8939
0.14484,0.07242,1644.49017,-1644.46832,0.32,0,171.368893,3.11005462e-05,8939
0.14516,0.07258,1647.83686,-1647.82331,0.64,0,171.6404,2.97022186e-05,8939
0.14548,0.07274,1651.19008,-1651.17599,0.32,0,172.229454,3.13873261e-05,9011
0.1458,0.0729,1654.53239,-1654.51997,0.32,0,172.529846,3.19379614e-05,9011
0.14612,0.07306,1657.87953,-1657.86664,0.32,0,172.807451,2.92242467e-05,9011
0.14644,0.07322,1661.22202,-1661.19631,0.32,0,173.085877,3.25076937e-05,9011
0.14676,0.07338,1664.5433,-1664.54597,0.32,0,173.356028,3.04895132e-05,9011
0.14708,0.07354,1667.89754,-1667.87802,0.64,0,173.66513,3.35471905e-05,9011
0.1474,0.0737,1671.22557,-1671.21915,0.32,0,174.240684,3.04587951e-05,9083
0.14772,0.07386,1674.56618,-1674.55299,0.32,0,174.514344,3.30638657e-05,9083
0.14804,0.07402,1677.90562,-1677.89274,0.32,0,174.805487,3.02686054e-05,9083
0.14836,0.07418,1681.22932,-1681.22777,0.32,0,175.07122,3.44189021e-05,9083
0.14868,0.07434,1684.56419,-1684.56012,0.32,0,175.348053,3.26482934e-05,9083
0.149,0.0745,1687.89989,-1687.88379,0.64,0,175.636406,3.47312399e-05,9083
0.14932,0.07466,1691.21202,-1691.21514,0.32,0,176.226619,3.11156917e-05,9155
0.14964,0.07482,1694.54325,-1694.54389,0.32,0,176.520458,3.22803794e-05,9155
0.14996,0.07498,1697.86827,-1697.87453,0.32,0,176.802624,3.1354862e-05,9155
0.15028,0.07514,1701.20369,-1701.19884,0.32,0,177.090667,3.37337337e-05,9155
0.1506,0.0753,1704.5261,-1704.52609,0.32,0,177.367203,3.16311037e-05,9155
0.15092,0.07546,1707.84811,-1707.84412,0.64,0,177.676846,3.17858977e-05,9155
0.15124,0.07562,1711.16483,-1711.1625,0.32,0,178.277842,3.19852179e-05,9227
0.15156,0.07578,1714.47669,-1714.48177,0.32,0,178.576735,3.1438192e-05,9227
0.15188,0.07594,1717.81678,-1717.80157,0.32,0,178.840785,2.82247478e-05,9227
0.1522,0.0761,1721.12813,-1721.1295,0.32,0,179.156636,2.96646978e-05,9227
0.15252,0.07626,1724.45993,-1724.45906,0.32,0,179.435507,2.7398e-05,9227
0.15284,0.07642,1727.78495,-1727.77653,0.64,0,179.722605,2.93113445e-05,9227
