step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
1,2e-05,1.33333333e-05,2.00413,0.02,0,0,0,0,0,0,0,0,0,0,0,0,1.5
2,4e-05,2.66666667e-05,1.79038,0.02,0,0,0,0,0,0,0,0,2240,0,0,0,1.6
3,6e-05,4e-05,2.01368,0.02,0,0,0,0,0,0,152,0,4480,0,0,0,1.8
4,8e-05,5.33333333e-05,2.13336,0.02,0,0,0,0,0,0,238,0,6720,0,0,0,2.0
5,0.0001,6.66666667e-05,2.28053,0.02,0,0,0,0,0,0,299,0,8960,0,0,0,2.2
6,0.00012,8e-05,2.50471,0.04,0,0,0,0,0,0,334,0,11208,0,0,0,2.4
7,0.00016,0.000106666667,3.06895,0.04,0,0,0,0,0,0,378,0,13448,0,0,0,2.7
8,0.0002,0.000133333333,3.73008,0.04,0,0,0,0,0,0,390,0,15692,0,0,0,2.9
9,0.00024,0.00016,4.44028,0.04,0,0,0,0,0,0,410,0,17936,0,0,0,3.2
10,0.00028,0.000186666667,5.17017,0.04,0,0,0,0,0,0,430,0,20176,0,0,0,3.5
11,0.00032,0.000213333333,5.88506,0.04,0,0,0,0,0,0,450,0,22416,0,0,0,3.8
12,0.00036,0.00024,6.57388,0.08,0,0,0,0,0,0,478,0,24656,0,0,0,4.0
13,0.00044,0.000293333333,7.90957,0.08,0,0,0,0,0,0,484,0,26896,0,0,0,4.4
14,0.00052,0.000346666667,9.20275,0.08,0,0,0,0,0,0,484,0,29136,0,0,0,4.8
15,0.0006,0.0004,10.4358,0.08,0,0,0,0,0,0,489,0,31376,0,0,0,5.1
16,0.00068,0.000453333333,11.6227,0.08,0,0,0,0,0,0,508,0,33616,0,0,0,5.5
17,0.00076,0.000506666667,12.7764,0.08,0,0,0,0,0,0,535,0,35860,0,0,0,6.0
18,0.00084,0.00056,13.9168,0.16,0,0,0,0,0,0,551,0,38100,0,0,0,6.4
19,0.001,0.000666666667,16.2235,0.16,0,0,0,0,0,0,557,0,40340,0,0,0,7.0
20,0.00116,0.000773333333,18.53,0.16,0,0,0,0,0,0,561,0,42580,0,0,0,7.7
21,0.00132,0.00088,20.8064,0.16,0,0,0,0,0,0,568,0,44820,0,0,0,8.3
22,0.00148,0.000986666667,23.0308,0.16,0,0,0,0,0,0,575,0,47060,0,0,0,9.0
23,0.00164,0.00109333333,25.2288,0.16,0,0,0,0,0,0,584,0,49300,0,0,0,9.6
24,0.0018,0.0012,27.4075,0.32,0,0,0,0,0,0,606,0,51540,0,0,0,10.3
25,0.00212,0.00141333333,31.8113,0.32,0,0,0,0,0,0,633,0,53780,0,0,0,11.4
26,0.00244,0.00162666667,36.1982,0.32,0,0,0,0,0,0,664,0,56020,0,0,0,12.5
27,0.00276,0.00184,40.5283,0.32,0,2,0,2,0,0,704,0,58260,0,0,0,13.7
28,0.00308,0.00205333333,44.7569,0.32,0,2,0,2,0,0,736,0,60500,0,0,0,14.8
29,0.0034,0.00226666667,48.9223,0.32,0,2,0,2,0,0,768,0,62740,0,0,0,16.0
30,0.00372,0.00248,53.0275,0.64,0,2,0,2,0,0,788,0,64980,0,0,0,17.1
31,0.00436,0.00290666667,61.3121,0.64,0,3,0,3,0,0,808,0,67220,0,0,0,19.1
32,0.005,0.00333333333,69.6623,0.64,0,3,0,3,0,0,828,0,69460,0,0,0,21.1
33,0.00516,0.00344,71.5134,0.16,0,18,15,3,0,0,968,0,98928,0,0,0,23.9
34,0.00532,0.00354666667,73.1864,0.16,0,18,15,3,0,0,999,0,101168,0,0,0,24.6
35,0.00548,0.00365333333,74.9378,0.16,0,18,15,3,0,0,1012,0,103408,0,0,0,25.2
36,0.00564,0.00376,76.7786,0.16,0,18,15,3,0,0,1036,0,105655,0,0,0,25.9
37,0.0058,0.00386666667,78.7522,0.16,0,18,15,3,0,0,1066,0,107903,0,0,0,26.5
38,0.00596,0.00397333333,80.749,0.32,0,18,15,3,0,0,1096,0,110151,0,0,0,27.1
39,0.00628,0.00418666667,84.4443,0.32,0,18,15,3,0,0,1120,0,112395,0,0,0,28.1
40,0.0066,0.0044,88.9229,0.32,0,18,15,3,0,0,1148,0,114643,0,0,0,29.1
41,0.00692,0.00461333333,92.6267,0.32,0,18,15,3,0,0,1180,0,116891,0,0,0,30.2
42,0.00724,0.00482666667,96.575,0.32,0,18,15,3,0,0,1212,0,119139,0,0,0,31.2
43,0.00756,0.00504,100.431,0.32,0,18,15,3,0,0,1248,0,121383,0,0,0,32.2
44,0.00788,0.00525333333,104.156,0.64,0,18,15,3,0,0,1292,0,123627,0,0,0,33.2
45,0.00852,0.00568,111.881,0.64,0,18,15,3,0,0,1332,0,125871,0,0,0,35.1
46,0.00916,0.00610666667,119.86,0.64,0,18,15,3,0,0,1372,0,128115,0,0,0,36.9
47,0.0098,0.00653333333,127.766,0.64,0,18,15,3,0,0,1412,0,130361,0,0,0,38.7
48,0.01044,0.00696,135.563,0.64,0,18,15,3,0,0,1452,0,132609,0,0,0,40.5
49,0.01108,0.00738666667,143.235,0.64,0,18,15,3,0,0,1488,0,134857,0,0,0,42.3
50,0.01172,0.00781333333,150.835,1,0,18,15,3,0,0,1524,0,137105,0,0,0,44.1
51,0.01272,0.00848,162.582,1,0,18,15,3,0,0,1564,0,139349,0,0,0,46.7
52,0.01372,0.00914666667,174.749,1,0,18,15,3,0,0,1604,0,141597,0,0,0,49.2
53,0.01472,0.00981333333,186.855,1,0,18,15,3,0,0,1644,0,143843,0,0,0,51.7
54,0.01572,0.01048,198.851,1,0,18,15,3,0,0,1680,0,146091,0,0,0,54.2
55,0.01672,0.0111466667,210.757,1,0,18,15,3,0,0,1712,0,148340,0,0,0,56.6
56,0.01772,0.0118133333,222.63,1,0,18,15,3,0,0,1744,0,150590,0,0,0,59.1
57,0.01872,0.01248,234.496,1,0,18,15,3,0,0,1776,0,152838,0,0,0,61.6
58,0.01972,0.0131466667,246.386,1,0,18,15,3,0,0,1812,0,155086,0,0,0,64.0
59,0.02072,0.0138133333,258.338,1,0,18,15,3,0,0,1844,0,157334,0,0,0,66.3
60,0.02172,0.01448,270.342,1,0,18,15,3,0,0,1879,0,159582,0,0,0,68.7
61,0.02272,0.0151466667,282.414,1,0,18,15,3,0,0,1911,0,161830,0,0,0,71.1
62,0.02372,0.0158133333,294.555,1,0,18,15,3,0,0,1948,0,164078,0,0,0,73.4
63,0.02472,0.01648,306.733,1,0,18,15,3,0,0,1984,0,166326,0,0,0,75.7
64,0.02572,0.0171466667,319.082,1,0,18,15,3,0,0,2015,0,168574,0,0,0,78.0
65,0.02672,0.0178133333,331.668,1,0,18,15,3,0,0,2043,0,170822,0,0,0,80.3
66,0.02772,0.01848,343.822,1,0,18,15,3,0,0,2071,0,173070,0,0,0,82.5
67,0.02872,0.0191466667,355.908,1,0,18,15,3,0,0,2100,0,175314,0,0,0,84.7
68,0.02972,0.0198133333,367.684,1,0,18,15,3,0,0,2132,0,177558,0,0,0,87.0
69,0.03072,0.02048,380.332,1,0,18,15,3,0,0,2164,0,179802,0,0,0,89.2
70,0.03172,0.0211466667,393.385,1,0,18,15,3,0,0,2192,0,182046,0,0,0,91.4
71,0.03272,0.0218133333,405.827,1,0,18,15,3,0,0,2216,0,184290,0,0,0,93.6
72,0.03372,0.02248,418.377,1,0,18,15,3,0,0,2238,0,186534,0,0,0,95.8
73,0.03472,0.0231466667,430.799,1,0,18,15,3,0,0,2259,0,188778,0,0,0,98.1
74,0.03572,0.0238133333,443.24,1,0,18,15,3,0,0,2280,0,191022,0,0,0,100.2
75,0.03672,0.02448,455.64,1,0,18,15,3,0,0,2302,0,193266,0,0,0,102.4
