ele,gp,x,z,dx,p,q,eta,psi,Mb,Md,eta_over_Md,err,err_dev,err_vol,f
9,5,-9.95139,-3.25,9.20139,25.3179,21.383,0.844581,-0.121339,2.03509,0.662427,1.27498,1.62868e-05,1.62179e-05,1.49603e-06,1
9,6,-9.95139,-3.25,9.20139,25.3179,21.3902,0.844864,-0.121339,2.03509,0.662427,1.27541,1.54971e-05,1.54315e-05,1.42454e-06,1
9,7,-9.95139,-3.25,9.20139,25.3179,21.383,0.844581,-0.121339,2.03509,0.662427,1.27498,1.62868e-05,1.62179e-05,1.49603e-06,1
9,8,-9.95139,-3.25,9.20139,25.3179,21.3902,0.844864,-0.121339,2.03509,0.662427,1.27541,1.54971e-05,1.54315e-05,1.42454e-06,1
10,1,-9.95139,-2.75,9.20139,22.1633,18.7349,0.845313,-0.122153,2.0409,0.659334,1.28207,2.0492e-05,2.04061e-05,1.87483e-06,1
10,2,-9.95139,-2.75,9.20139,22.1633,18.7438,0.845713,-0.122153,2.0409,0.659334,1.28268,1.8948e-05,1.88684e-05,1.73511e-06,1
10,3,-9.95139,-2.75,9.20139,22.1633,18.7349,0.845313,-0.122153,2.0409,0.659334,1.28207,2.0492e-05,2.04061e-05,1.87483e-06,1
10,4,-9.95139,-2.75,9.20139,22.1633,18.7438,0.845713,-0.122153,2.0409,0.659334,1.28268,1.8948e-05,1.88684e-05,1.73511e-06,1
10,5,-9.95139,-2.75,9.20139,22.1633,18.7298,0.845082,-0.122153,2.0409,0.659334,1.28172,2.07518e-05,2.0664e-05,1.90623e-06,1
10,6,-9.95139,-2.75,9.20139,22.1633,18.7387,0.845483,-0.122153,2.0409,0.659334,1.28233,1.92075e-05,1.91261e-05,1.76677e-06,1
10,7,-9.95139,-2.75,9.20139,22.1633,18.7298,0.845082,-0.122153,2.0409,0.659334,1.28172,2.07518e-05,2.0664e-05,1.90623e-06,1
10,8,-9.95139,-2.75,9.20139,22.1633,18.7387,0.845483,-0.122153,2.0409,0.659334,1.28233,1.92075e-05,1.91261e-05,1.76677e-06,1
11,1,-9.95139,-2.25,9.20139,19.0064,16.096,0.84687,-0.123037,2.04722,0.655993,1.29098,2.11859e-05,2.10973e-05,1.93593e-06,1
11,2,-9.95139,-2.25,9.20139,19.0065,16.1067,0.847435,-0.123037,2.04722,0.655993,1.29184,1.84962e-05,1.84186e-05,1.69264e-06,1
11,3,-9.95139,-2.25,9.20139,19.0064,16.096,0.84687,-0.123037,2.04722,0.655993,1.29098,2.11859e-05,2.10973e-05,1.93593e-06,1
11,4,-9.95139,-2.25,9.20139,19.0065,16.1067,0.847435,-0.123037,2.04722,0.655993,1.29184,1.84962e-05,1.84186e-05,1.69264e-06,1
11,5,-9.95139,-2.25,9.20139,19.0064,16.0846,0.846271,-0.123037,2.04722,0.655993,1.29006,2.44221e-05,2.43187e-05,2.24469e-06,1
11,6,-9.95139,-2.25,9.20139,19.0064,16.0954,0.846837,-0.123037,2.04722,0.655993,1.29092,2.16769e-05,2.15847e-05,1.99678e-06,1
11,7,-9.95139,-2.25,9.20139,19.0064,16.0846,0.846271,-0.123037,2.04722,0.655993,1.29006,2.44221e-05,2.43187e-05,2.24469e-06,1
11,8,-9.95139,-2.25,9.20139,19.0064,16.0954,0.846837,-0.123037,2.04722,0.655993,1.29092,2.16769e-05,2.15847e-05,1.99678e-06,1
12,1,-9.95139,-1.75,9.20139,15.8492,13.4608,0.849303,-0.124008,2.05419,0.652339,1.30194,2.17675e-05,2.16765e-05,1.98894e-06,1
12,2,-9.95139,-1.75,9.20139,15.8492,13.4732,0.850085,-0.124008,2.05419,0.652339,1.30313,1.78854e-05,1.78103e-05,1.63717e-06,1
12,3,-9.95139,-1.75,9.20139,15.8492,13.4608,0.849303,-0.124008,2.05419,0.652339,1.30194,2.17675e-05,2.16765e-05,1.98894e-06,1
12,4,-9.95139,-1.75,9.20139,15.8492,13.4732,0.850085,-0.124008,2.05419,0.652339,1.30313,1.78854e-05,1.78103e-05,1.63717e-06,1
12,5,-9.95139,-1.75,9.20139,15.8492,13.4555,0.848968,-0.124008,2.05419,0.652339,1.30142,2.17125e-05,2.16206e-05,1.99503e-06,1
12,6,-9.95139,-1.75,9.20139,15.8492,13.4679,0.84975,-0.124008,2.05419,0.652339,1.30262,1.78639e-05,1.77879e-05,1.64662e-06,1
12,7,-9.95139,-1.75,9.20139,15.8492,13.4555,0.848968,-0.124008,2.05419,0.652339,1.30142,2.17125e-05,2.16206e-05,1.99503e-06,1
12,8,-9.95139,-1.75,9.20139,15.8492,13.4679,0.84975,-0.124008,2.05419,0.652339,1.30262,1.78639e-05,1.77879e-05,1.64662e-06,1
13,1,-9.95139,-1.25,9.20139,12.6892,10.836,0.853956,-0.125097,2.06204,0.648266,1.31729,1.59433e-05,1.5877e-05,1.45286e-06,1
13,2,-9.95139,-1.25,9.20139,12.6892,10.8497,0.855033,-0.125097,2.06204,0.648266,1.31895,1.13622e-05,1.13146e-05,1.03903e-06,1
13,3,-9.95139,-1.25,9.20139,12.6892,10.836,0.853956,-0.125097,2.06204,0.648266,1.31729,1.59433e-05,1.5877e-05,1.45286e-06,1
13,4,-9.95139,-1.25,9.20139,12.6892,10.8497,0.855033,-0.125097,2.06204,0.648266,1.31895,1.13622e-05,1.13146e-05,1.03903e-06,1
13,5,-9.95139,-1.25,9.20139,12.6892,10.8287,0.853376,-0.125097,2.06204,0.648266,1.3164,1.71186e-05,1.70463e-05,1.57172e-06,1
13,6,-9.95139,-1.25,9.20139,12.6892,10.8424,0.854454,-0.125097,2.06204,0.648266,1.31806,1.24751e-05,1.24218e-05,1.15145e-06,1
13,7,-9.95139,-1.25,9.20139,12.6892,10.8287,0.853376,-0.125097,2.06204,0.648266,1.3164,1.71186e-05,1.70463e-05,1.57172e-06,1
13,8,-9.95139,-1.25,9.20139,12.6892,10.8424,0.854454,-0.125097,2.06204,0.648266,1.31806,1.24751e-05,1.24218e-05,1.15145e-06,1
14,1,-9.95139,-0.75,9.20139,9.52909,8.21299,0.861885,-0.126353,2.07112,0.643602,1.33916,7.88138e-06,7.84907e-06,7.129e-07,1
14,2,-9.95139,-0.75,9.20139,9.5291,8.22751,0.863409,-0.126353,2.07112,0.643602,1.34153,3.90625e-06,3.89003e-06,3.55618e-07,1
14,3,-9.95139,-0.75,9.20139,9.52909,8.21299,0.861885,-0.126353,2.07112,0.643602,1.33916,7.88138e-06,7.84907e-06,7.129e-07,1
14,4,-9.95139,-0.75,9.20139,9.5291,8.22751,0.863409,-0.126353,2.07112,0.643602,1.34153,3.90625e-06,3.89003e-06,3.55618e-07,1
14,5,-9.95139,-0.75,9.20139,9.5291,8.2136,0.86195,-0.126353,2.07112,0.643602,1.33926,5.81637e-06,5.79207e-06,5.31138e-07,1
14,6,-9.95139,-0.75,9.20139,9.5291,8.22814,0.863475,-0.126353,2.07112,0.643602,1.34163,2.34201e-06,2.332e-06,2.16305e-07,1
14,7,-9.95139,-0.75,9.20139,9.5291,8.2136,0.86195,-0.126353,2.07112,0.643602,1.33926,5.81637e-06,5.79207e-06,5.31138e-07,1
14,8,-9.95139,-0.75,9.20139,9.5291,8.22814,0.863475,-0.126353,2.07112,0.643602,1.34163,2.34201e-06,2.332e-06,2.16305e-07,1
15,1,-9.95139,-0.25,9.20139,6.37427,5.58927,0.876847,-0.12787,2.08215,0.638013,1.37434,2.25953e-05,2.24967e-05,2.10922e-06,1
15,2,-9.95139,-0.25,9.20139,6.37433,5.60106,0.878689,-0.12787,2.08215,0.638013,1.37723,2.17471e-05,2.16513e-05,2.03958e-06,1
15,3,-9.95139,-0.25,9.20139,6.37427,5.58927,0.876847,-0.12787,2.08215,0.638013,1.37434,2.25953e-05,2.24967e-05,2.10922e-06,1
15,4,-9.95139,-0.25,9.20139,6.37433,5.60106,0.878689,-0.12787,2.08215,0.638013,1.37723,2.17471e-05,2.16513e-05,2.03958e-06,1
15,5,-9.95139,-0.25,9.20139,6.37425,5.58233,0.875762,-0.12787,2.08215,0.638013,1.37264,2.86994e-05,2.85743e-05,2.67647e-06,0
15,6,-9.95139,-0.25,9.20139,6.37431,5.59414,0.877606,-0.12787,2.08215,0.638013,1.37553,2.84948e-05,2.83699e-05,2.66562e-06,0
15,7,-9.95139,-0.25,9.20139,6.37425,5.58233,0.875762,-0.12787,2.08215,0.638013,1.37264,2.86994e-05,2.85743e-05,2.67647e-06,0
15,8,-9.95139,-0.25,9.20139,6.37431,5.59414,0.877606,-0.12787,2.08215,0.638013,1.37553,2.84948e-05,2.83699e-05,2.66562e-06,0
16,1,-7.62653,-16.1423,6.87653,106.094,90.7786,0.855641,-0.108938,1.94866,0.711385,1.20278,0,0,0,1
16,2,-7.62653,-16.1423,6.87653,106.094,90.7643,0.855506,-0.108938,1.94866,0.711385,1.20259,0,0,0,1
16,3,-7.62653,-16.1423,6.87653,106.094,90.7786,0.855641,-0.108938,1.94866,0.711385,1.20278,0,0,0,1
16,4,-7.62653,-16.1423,6.87653,106.094,90.7643,0.855506,-0.108938,1.94866,0.711385,1.20259,0,0,0,1
16,5,-7.62653,-16.1423,6.87653,106.094,90.7993,0.855836,-0.108938,1.94866,0.711385,1.20306,0,0,0,1
16,6,-7.62653,-16.1423,6.87653,106.094,90.7851,0.855701,-0.108938,1.94866,0.711385,1.20287,0,0,0,1
16,7,-7.62653,-16.1423,6.87653,106.094,90.7993,0.855836,-0.108938,1.94866,0.711385,1.20306,0,0,0,1
16,8,-7.62653,-16.1423,6.87653,106.094,90.7851,0.855701,-0.108938,1.94866,0.711385,1.20287,0,0,0,1
17,1,-7.62653,-12.839,6.87653,85.4624,73.0398,0.854642,-0.111315,1.96493,0.701731,1.2179,0,0,0,1
17,2,-7.62653,-12.839,6.87653,85.4624,73.0274,0.854497,-0.111315,1.96493,0.701731,1.2177,0,0,0,1
17,3,-7.62653,-12.839,6.87653,85.4624,73.0398,0.854642,-0.111315,1.96493,0.701731,1.2179,0,0,0,1
17,4,-7.62653,-12.839,6.87653,85.4624,73.0274,0.854497,-0.111315,1.96493,0.701731,1.2177,0,0,0,1
17,5,-7.62653,-12.839,6.87653,85.4624,73.0781,0.85509,-0.111315,1.96493,0.701731,1.21854,0,0,0,1
17,6,-7.62653,-12.839,6.87653,85.4624,73.0658,0.854946,-0.111315,1.96493,0.701731,1.21834,0,0,0,1
17,7,-7.62653,-12.839,6.87653,85.4624,73.0781,0.85509,-0.111315,1.96493,0.701731,1.21854,0,0,0,1
17,8,-7.62653,-12.839,6.87653,85.4624,73.0658,0.854946,-0.111315,1.96493,0.701731,1.21834,0,0,0,1
18,1,-7.62653,-10.2681,6.87653,69.3886,59.2139,0.853367,-0.113414,1.97942,0.693314,1.23085,0,0,0,1
18,2,-7.62653,-10.2681,6.87653,69.3886,59.2018,0.853192,-0.113414,1.97942,0.693314,1.2306,0,0,0,1
18,3,-7.62653,-10.2681,6.87653,69.3886,59.2139,0.853367,-0.113414,1.97942,0.693314,1.23085,0,0,0,1
18,4,-7.62653,-10.2681,6.87653,69.3886,59.2018,0.853192,-0.113414,1.97942,0.693314,1.2306,0,0,0,1
18,5,-7.62653,-10.2681,6.87653,69.3886,59.263,0.854074,-0.113414,1.97942,0.693314,1.23187,0,0,0,1
18,6,-7.62653,-10.2681,6.87653,69.3886,59.2509,0.8539,-0.113414,1.97942,0.693314,1.23162,0,0,0,1
18,7,-7.62653,-10.2681,6.87653,69.3886,59.263,0.854074,-0.113414,1.97942,0.693314,1.23187,0,0,0,1
18,8,-7.62653,-10.2681,6.87653,69.3886,59.2509,0.8539,-0.113414,1.97942,0.693314,1.23162,0,0,0,1
19,1,-7.62653,-8.26731,6.87653,56.8706,48.4283,0.851553,-0.115255,1.99222,0.686011,1.24131,0,0,0,1
19,2,-7.62653,-8.26731,6.87653,56.8706,48.4146,0.851312,-0.115255,1.99222,0.686011,1.24096,0,0,0,1
19,3,-7.62653,-8.26731,6.87653,56.8706,48.4283,0.851553,-0.115255,1.99222,0.686011,1.24131,0,0,0,1
19,4,-7.62653,-8.26731,6.87653,56.8706,48.4146,0.851312,-0.115255,1.99222,0.686011,1.24096,0,0,0,1
19,5,-7.62653,-8.26731,6.87653,56.8706,48.4912,0.852658,-0.115255,1.99222,0.686011,1.24292,0,0,0,1
19,6,-7.62653,-8.26731,6.87653,56.8706,48.4775,0.852418,-0.115255,1.99222,0.686011,1.24257,0,0,0,1
19,7,-7.62653,-8.26731,6.87653,56.8706,48.4912,0.852658,-0.115255,1.99222,0.686011,1.24292,0,0,0,1
19,8,-7.62653,-8.26731,6.87653,56.8706,48.4775,0.852418,-0.115255,1.99222,0.686011,1.24257,0,0,0,1
20,1,-7.62653,-6.71019,6.87653,47.1211,40.0085,0.849057,-0.11686,2.00344,0.679708,1.24915,0,0,0,1
20,2,-7.62653,-6.71019,6.87653,47.1211,39.992,0.848706,-0.11686,2.00344,0.679708,1.24863,4.09958e-08,4.08616e-08,3.31355e-09,1
20,3,-7.62653,-6.71019,6.87653,47.1211,40.0085,0.849057,-0.11686,2.00344,0.679708,1.24915,0,0,0,1
20,4,-7.62653,-6.71019,6.87653,47.1211,39.992,0.848706,-0.11686,2.00344,0.679708,1.24863,4.09958e-08,4.08616e-08,3.31355e-09,1
20,5,-7.62653,-6.71019,6.87653,47.1211,40.0739,0.850445,-0.11686,2.00344,0.679708,1.25119,0,0,0,1
20,6,-7.62653,-6.71019,6.87653,47.1211,40.0575,0.850095,-0.11686,2.00344,0.679708,1.25068,2.14782e-07,2.14198e-07,1.58217e-08,1
20,7,-7.62653,-6.71019,6.87653,47.1211,40.0739,0.850445,-0.11686,2.00344,0.679708,1.25119,0,0,0,1
20,8,-7.62653,-6.71019,6.87653,47.1211,40.0575,0.850095,-0.11686,2.00344,0.679708,1.25068,2.14782e-07,2.14198e-07,1.58217e-08,1
21,1,-7.62653,-5.49834,6.87653,39.5169,33.448,0.846423,-0.118252,2.01322,0.674292,1.25528,5.22706e-06,5.20977e-06,4.24709e-07,1
21,2,-7.62653,-5.49834,6.87653,39.5169,33.4367,0.846137,-0.118252,2.01322,0.674292,1.25485,7.66454e-06,7.63862e-06,6.29853e-07,1
21,3,-7.62653,-5.49834,6.87653,39.5169,33.448,0.846423,-0.118252,2.01322,0.674292,1.25528,5.22706e-06,5.20977e-06,4.24709e-07,1
21,4,-7.62653,-5.49834,6.87653,39.5169,33.4367,0.846137,-0.118252,2.01322,0.674292,1.25485,7.66454e-06,7.63862e-06,6.29853e-07,1
21,5,-7.62653,-5.49834,6.87653,39.5169,33.4813,0.847265,-0.118252,2.01322,0.674292,1.25652,9.5692e-06,9.54127e-06,7.306e-07,1
21,6,-7.62653,-5.49834,6.87653,39.5169,33.47,0.84698,-0.118252,2.01322,0.674292,1.2561,1.24491e-05,1.24114e-05,9.67873e-07,1
21,7,-7.62653,-5.49834,6.87653,39.5169,33.4813,0.847265,-0.118252,2.01322,0.674292,1.25652,9.5692e-06,9.54127e-06,7.306e-07,1
21,8,-7.62653,-5.49834,6.87653,39.5169,33.47,0.84698,-0.118252,2.01322,0.674292,1.2561,1.24491e-05,1.24114e-05,9.67873e-07,1
22,1,-7.62653,-4.55522,6.87653,33.5984,28.351,0.843819,-0.119445,2.02165,0.669679,1.26003,2.22582e-05,2.21766e-05,1.90409e-06,1
22,2,-7.62653,-4.55522,6.87653,33.5984,28.3491,0.843762,-0.119445,2.02165,0.669679,1.25995,2.44433e-05,2.43541e-05,2.08544e-06,1
22,3,-7.62653,-4.55522,6.87653,33.5984,28.351,0.843819,-0.119445,2.02165,0.669679,1.26003,2.22582e-05,2.21766e-05,1.90409e-06,1
22,4,-7.62653,-4.55522,6.87653,33.5984,28.3491,0.843762,-0.119445,2.02165,0.669679,1.25995,2.44433e-05,2.43541e-05,2.08544e-06,1
22,5,-7.62653,-4.55522,6.87653,33.5984,28.3871,0.844893,-0.119445,2.02165,0.669679,1.26164,2.16855e-05,2.16098e-05,1.80997e-06,1
22,6,-7.62653,-4.55522,6.87653,33.5984,28.3852,0.844836,-0.119445,2.02165,0.669679,1.26155,2.41002e-05,2.40165e-05,2.00701e-06,1
22,7,-7.62653,-4.55522,6.87653,33.5984,28.3871,0.844893,-0.119445,2.02165,0.669679,1.26164,2.16855e-05,2.16098e-05,1.80997e-06,1
22,8,-7.62653,-4.55522,6.87653,33.5984,28.3852,0.844836,-0.119445,2.02165,0.669679,1.26155,2.41002e-05,2.40165e-05,2.00701e-06,1
23,1,-7.62653,-3.82123,6.87653,28.9746,24.41,0.842464,-0.120465,2.02888,0.665765,1.26541,3.42459e-05,3.41159e-05,2.98139e-06,1
23,2,-7.62653,-3.82123,6.87653,28.9746,24.411,0.842498,-0.120465,2.02888,0.665765,1.26546,3.58592e-05,3.57225e-05,3.12832e-06,1
23,3,-7.62653,-3.82123,6.87653,28.9746,24.41,0.842464,-0.120465,2.02888,0.665765,1.26541,3.42459e-05,3.41159e-05,2.98139e-06,1
23,4,-7.62653,-3.82123,6.87653,28.9746,24.411,0.842498,-0.120465,2.02888,0.665765,1.26546,3.58592e-05,3.57225e-05,3.12832e-06,1
23,5,-7.62653,-3.82123,6.87653,28.9746,24.4236,0.842932,-0.120465,2.02888,0.665765,1.26611,3.66044e-05,3.647e-05,3.133e-06,1
23,6,-7.62653,-3.82123,6.87653,28.9746,24.4246,0.842966,-0.120465,2.02888,0.665765,1.26616,3.82025e-05,3.80616e-05,3.27875e-06,1
23,7,-7.62653,-3.82123,6.87653,28.9746,24.4236,0.842932,-0.120465,2.02888,0.665765,1.26611,3.66044e-05,3.647e-05,3.133e-06,1
23,8,-7.62653,-3.82123,6.87653,28.9746,24.4246,0.842966,-0.120465,2.02888,0.665765,1.26616,3.82025e-05,3.80616e-05,3.27875e-06,1
24,1,-7.62653,-3.25,6.87653,25.3679,21.3573,0.841905,-0.121327,2.03501,0.662474,1.27085,4.37467e-05,4.3575e-05,3.87173e-06,1
