ele,gp,x,z,dx,p,q,eta,psi,Mb,Md,eta_over_Md,err,err_dev,err_vol,f
72,3,-3.1898,-1.75,2.4398,16.6125,13.1686,0.792697,-0.123766,2.05245,0.653249,1.21347,0.000849088,0.000847842,4.59832e-05,1
72,4,-3.1898,-1.75,2.4398,16.612,13.153,0.791778,-0.123766,2.05245,0.653248,1.21206,0.000729804,0.000728568,4.24607e-05,1
72,5,-3.1898,-1.75,2.4398,16.6123,13.2566,0.797995,-0.123766,2.05245,0.653249,1.22158,0.000931128,0.000931011,1.47281e-05,1
72,6,-3.1898,-1.75,2.4398,16.6119,13.2404,0.797043,-0.123766,2.05245,0.653248,1.22012,0.000787515,0.000787139,2.43418e-05,1
72,7,-3.1898,-1.75,2.4398,16.6123,13.2566,0.797995,-0.123766,2.05245,0.653249,1.22158,0.000931131,0.000931014,1.47281e-05,1
72,8,-3.1898,-1.75,2.4398,16.6119,13.2404,0.797043,-0.123766,2.05245,0.653248,1.22012,0.000787518,0.000787142,2.43417e-05,1
73,1,-3.1898,-1.25,2.4398,13.2316,10.4246,0.78786,-0.124901,2.06063,0.648998,1.21396,0.000422222,0.00042203,1.27179e-05,1
73,2,-3.1898,-1.25,2.4398,13.2331,10.4779,0.791792,-0.124901,2.06062,0.649,1.22002,0.000736858,0.000702051,0.000223795,1
73,3,-3.1898,-1.25,2.4398,13.2316,10.4246,0.78786,-0.124901,2.06063,0.648998,1.21396,0.000422221,0.00042203,1.27179e-05,1
73,4,-3.1898,-1.25,2.4398,13.2331,10.4779,0.791792,-0.124901,2.06062,0.649,1.22002,0.000736854,0.000702047,0.000223794,1
73,5,-3.1898,-1.25,2.4398,13.2315,10.3443,0.781788,-0.124901,2.06063,0.648998,1.20461,0.000608505,0.000604289,7.15043e-05,1
73,6,-3.1898,-1.25,2.4398,13.2331,10.3957,0.785581,-0.124901,2.06062,0.649,1.21045,0.000868367,0.00086598,6.43333e-05,1
73,7,-3.1898,-1.25,2.4398,13.2315,10.3443,0.781789,-0.124901,2.06063,0.648998,1.20461,0.000608493,0.000604277,7.15057e-05,1
73,8,-3.1898,-1.25,2.4398,13.2331,10.3957,0.785581,-0.124901,2.06062,0.649,1.21045,0.000868363,0.000865977,6.43334e-05,1
74,1,-3.1898,-0.75,2.4398,9.90366,7.87718,0.795381,-0.126193,2.06996,0.644194,1.23469,0.000277529,0.000277278,1.17987e-05,1
74,2,-3.1898,-0.75,2.4398,9.905,7.96265,0.803902,-0.126193,2.06996,0.644196,1.24791,0.000274829,0.000274511,1.3223e-05,1
74,3,-3.1898,-0.75,2.4398,9.90366,7.87718,0.795381,-0.126193,2.06996,0.644194,1.23469,0.000277526,0.000277275,1.17985e-05,1
74,4,-3.1898,-0.75,2.4398,9.905,7.96266,0.803902,-0.126193,2.06996,0.644196,1.24792,0.00027484,0.000274522,1.32242e-05,1
74,5,-3.1898,-0.75,2.4398,9.90566,7.93138,0.800692,-0.126192,2.06996,0.644197,1.24293,0.000353683,0.00035264,2.71482e-05,1
74,6,-3.1898,-0.75,2.4398,9.90668,8.025,0.81006,-0.126192,2.06995,0.644199,1.25747,0.000249719,0.000248972,1.92969e-05,1
74,7,-3.1898,-0.75,2.4398,9.90566,7.93138,0.800692,-0.126192,2.06996,0.644197,1.24293,0.000353682,0.000352639,2.71479e-05,1
74,8,-3.1898,-0.75,2.4398,9.90668,8.02501,0.810061,-0.126192,2.06995,0.644199,1.25747,0.000249716,0.00024897,1.92966e-05,1
75,1,-3.1898,-0.25,2.4398,6.35525,5.45496,0.858339,-0.127878,2.08221,0.637982,1.3454,0.00310599,0.00310135,0.000169715,1
75,2,-3.1898,-0.25,2.4398,6.35827,5.51673,0.867646,-0.127877,2.0822,0.637988,1.35997,0.00344649,0.0034438,0.00013603,1
75,3,-3.1898,-0.25,2.4398,6.35525,5.45496,0.858339,-0.127878,2.08221,0.637982,1.3454,0.00310612,0.00310148,0.000169713,1
75,4,-3.1898,-0.25,2.4398,6.35827,5.51673,0.867646,-0.127877,2.0822,0.637988,1.35997,0.00344661,0.00344393,0.000136029,1
75,5,-3.1898,-0.25,2.4398,6.35626,5.20387,0.818699,-0.127878,2.08221,0.637984,1.28326,0.000593853,0.000591297,5.50358e-05,1
75,6,-3.1898,-0.25,2.4398,6.35634,5.33271,0.838959,-0.127878,2.08221,0.637984,1.31502,0.000255871,0.000254623,2.5243e-05,1
75,7,-3.1898,-0.25,2.4398,6.35626,5.20386,0.818698,-0.127878,2.08221,0.637984,1.28326,0.000593855,0.0005913,5.5036e-05,1
75,8,-3.1898,-0.25,2.4398,6.35634,5.3327,0.838957,-0.127878,2.08221,0.637984,1.31501,0.000255871,0.000254623,2.52431e-05,1
76,1,-2.28298,-16.1423,1.53298,106.306,91.0636,0.85662,-0.108916,1.9485,0.711479,1.204,0,0,0,1
76,2,-2.28298,-16.1423,1.53298,106.306,91.0964,0.856929,-0.108916,1.9485,0.711479,1.20443,0,0,0,1
76,3,-2.28298,-16.1423,1.53298,106.306,91.0636,0.85662,-0.108916,1.9485,0.711479,1.204,0,0,0,1
76,4,-2.28298,-16.1423,1.53298,106.306,91.0964,0.856929,-0.108916,1.9485,0.711479,1.20443,0,0,0,1
76,5,-2.28298,-16.1423,1.53298,106.306,91.0735,0.856713,-0.108916,1.9485,0.711479,1.20413,0,0,0,1
76,6,-2.28298,-16.1423,1.53298,106.306,91.1063,0.857022,-0.108916,1.9485,0.711479,1.20456,0,0,0,1
76,7,-2.28298,-16.1423,1.53298,106.306,91.0735,0.856713,-0.108916,1.9485,0.711479,1.20413,0,0,0,1
76,8,-2.28298,-16.1423,1.53298,106.306,91.1063,0.857022,-0.108916,1.9485,0.711479,1.20456,0,0,0,1
77,1,-2.28298,-12.839,1.53298,85.6782,73.5379,0.858304,-0.111288,1.96475,0.701838,1.22294,0,0,0,1
77,2,-2.28298,-12.839,1.53298,85.6782,73.559,0.85855,-0.111288,1.96475,0.701838,1.22329,0,0,0,1
77,3,-2.28298,-12.839,1.53298,85.6782,73.5379,0.858304,-0.111288,1.96475,0.701838,1.22294,0,0,0,1
77,4,-2.28298,-12.839,1.53298,85.6782,73.559,0.85855,-0.111288,1.96475,0.701838,1.22329,0,0,0,1
77,5,-2.28298,-12.839,1.53298,85.6782,73.562,0.858585,-0.111288,1.96475,0.701838,1.22334,0,0,0,1
77,6,-2.28298,-12.839,1.53298,85.6782,73.5831,0.858831,-0.111288,1.96475,0.701838,1.22369,0,0,0,1
77,7,-2.28298,-12.839,1.53298,85.6782,73.562,0.858585,-0.111288,1.96475,0.701838,1.22334,0,0,0,1
77,8,-2.28298,-12.839,1.53298,85.6782,73.5831,0.858831,-0.111288,1.96475,0.701838,1.22369,0,0,0,1
78,1,-2.28298,-10.2681,1.53298,69.6479,59.9295,0.860463,-0.113378,1.97917,0.693457,1.24083,0,0,0,1
78,2,-2.28298,-10.2681,1.53298,69.6479,59.9597,0.860898,-0.113378,1.97917,0.693457,1.24146,0.000125852,0.000125849,8.17503e-07,1
78,3,-2.28298,-10.2681,1.53298,69.6479,59.9295,0.860463,-0.113378,1.97917,0.693457,1.24083,0,0,0,1
78,4,-2.28298,-10.2681,1.53298,69.6479,59.9597,0.860898,-0.113378,1.97917,0.693457,1.24146,0.000125852,0.000125849,8.17503e-07,1
78,5,-2.28298,-10.2681,1.53298,69.6479,59.9878,0.8613,-0.113378,1.97917,0.693457,1.24204,0,0,0,1
78,6,-2.28298,-10.2681,1.53298,69.6479,60.0133,0.861667,-0.113378,1.97917,0.693457,1.24257,0.000188385,0.000188384,6.5541e-07,1
78,7,-2.28298,-10.2681,1.53298,69.6479,59.9878,0.8613,-0.113378,1.97917,0.693457,1.24204,0,0,0,1
78,8,-2.28298,-10.2681,1.53298,69.6479,60.0133,0.861667,-0.113378,1.97917,0.693457,1.24257,0.000188385,0.000188384,6.5541e-07,1
79,1,-2.28298,-8.26731,1.53298,57.2353,49.3286,0.861856,-0.115199,1.99182,0.686234,1.25592,0.0008066,0.000806437,1.62368e-05,1
79,2,-2.28298,-8.26731,1.53298,57.2341,49.3361,0.862006,-0.115199,1.99183,0.686233,1.25614,0.000798122,0.000797916,1.81316e-05,1
79,3,-2.28298,-8.26731,1.53298,57.2353,49.3286,0.861856,-0.115199,1.99182,0.686234,1.25592,0.0008066,0.000806437,1.62368e-05,1
79,4,-2.28298,-8.26731,1.53298,57.2341,49.3361,0.862006,-0.115199,1.99183,0.686233,1.25614,0.000798122,0.000797916,1.81316e-05,1
79,5,-2.28298,-8.26731,1.53298,57.2362,49.3904,0.862922,-0.115199,1.99182,0.686234,1.25747,0.000583663,0.000560738,0.000161973,1
79,6,-2.28298,-8.26731,1.53298,57.2351,49.3936,0.862996,-0.115199,1.99182,0.686234,1.25758,0.00064041,0.000637678,5.90832e-05,1
79,7,-2.28298,-8.26731,1.53298,57.2362,49.3904,0.862922,-0.115199,1.99182,0.686234,1.25747,0.000583663,0.000560738,0.000161973,1
79,8,-2.28298,-8.26731,1.53298,57.2351,49.3936,0.862996,-0.115199,1.99182,0.686234,1.25758,0.00064041,0.000637678,5.90832e-05,1
80,1,-2.28298,-6.71019,1.53298,47.5842,41.0822,0.863358,-0.116781,2.00288,0.68002,1.26961,0.000725131,0.000724987,1.4438e-05,1
80,2,-2.28298,-6.71019,1.53298,47.5819,41.0775,0.863302,-0.116781,2.00289,0.680018,1.26953,0.00086973,0.000869422,2.3149e-05,1
80,3,-2.28298,-6.71019,1.53298,47.5842,41.0822,0.863358,-0.116781,2.00288,0.68002,1.26961,0.000725131,0.000724987,1.4438e-05,1
80,4,-2.28298,-6.71019,1.53298,47.5819,41.0775,0.863302,-0.116781,2.00289,0.680018,1.26953,0.00086973,0.000869422,2.3149e-05,1
80,5,-2.28298,-6.71019,1.53298,47.5858,41.1607,0.86498,-0.11678,2.00288,0.680021,1.27199,0.000725029,0.000724867,1.53615e-05,1
80,6,-2.28298,-6.71019,1.53298,47.5837,41.1536,0.864868,-0.116781,2.00288,0.68002,1.27183,0.000896289,0.000896127,1.70223e-05,1
80,7,-2.28298,-6.71019,1.53298,47.5858,41.1607,0.86498,-0.11678,2.00288,0.680021,1.27199,0.000725029,0.000724867,1.53615e-05,1
80,8,-2.28298,-6.71019,1.53298,47.5837,41.1536,0.864868,-0.116781,2.00288,0.68002,1.27183,0.000896289,0.000896127,1.70223e-05,1
81,1,-2.28298,-5.49834,1.53298,40.0513,34.5969,0.863814,-0.11815,2.0125,0.674688,1.28032,0.000844512,0.000844189,2.33709e-05,1
81,2,-2.28298,-5.49834,1.53298,40.0473,34.5804,0.863489,-0.11815,2.01251,0.674685,1.27984,0.00102104,0.00102058,3.06299e-05,1
81,3,-2.28298,-5.49834,1.53298,40.0513,34.5969,0.863814,-0.11815,2.0125,0.674688,1.28032,0.000844512,0.000844189,2.33709e-05,1
81,4,-2.28298,-5.49834,1.53298,40.0473,34.5804,0.863489,-0.11815,2.01251,0.674685,1.27984,0.00102104,0.00102058,3.06299e-05,1
81,5,-2.28298,-5.49834,1.53298,40.0548,34.7271,0.866989,-0.118149,2.0125,0.674691,1.28502,0.000993605,0.000993504,1.41647e-05,1
81,6,-2.28298,-5.49834,1.53298,40.0509,34.7113,0.866681,-0.11815,2.0125,0.674688,1.28457,0.00121018,0.00120996,2.32347e-05,1
81,7,-2.28298,-5.49834,1.53298,40.0548,34.7271,0.866989,-0.118149,2.0125,0.674691,1.28502,0.000993605,0.000993504,1.41647e-05,1
81,8,-2.28298,-5.49834,1.53298,40.0509,34.7113,0.866681,-0.11815,2.0125,0.674688,1.28457,0.00121018,0.00120996,2.32347e-05,1
82,1,-2.28298,-4.55522,1.53298,34.2434,29.5586,0.86319,-0.11931,2.0207,0.6702,1.28796,0.000808223,0.000807716,2.86255e-05,1
82,2,-2.28298,-4.55522,1.53298,34.239,29.5318,0.86252,-0.119311,2.0207,0.670196,1.28697,0.00085418,0.000853519,3.35928e-05,1
82,3,-2.28298,-4.55522,1.53298,34.2434,29.5586,0.86319,-0.11931,2.0207,0.6702,1.28796,0.000808223,0.000807716,2.86255e-05,1
82,4,-2.28298,-4.55522,1.53298,34.239,29.5318,0.86252,-0.119311,2.0207,0.670196,1.28697,0.00085418,0.000853519,3.35928e-05,1
82,5,-2.28298,-4.55522,1.53298,34.2472,29.7276,0.86803,-0.11931,2.02069,0.670203,1.29517,0.00102057,0.00102017,2.87849e-05,1
82,6,-2.28298,-4.55522,1.53298,34.2427,29.703,0.867426,-0.119311,2.0207,0.670199,1.29428,0.00107322,0.00107264,3.52e-05,1
82,7,-2.28298,-4.55522,1.53298,34.2472,29.7276,0.86803,-0.11931,2.02069,0.670203,1.29517,0.00102057,0.00102017,2.87849e-05,1
82,8,-2.28298,-4.55522,1.53298,34.2427,29.703,0.867426,-0.119311,2.0207,0.670199,1.29428,0.00107322,0.00107264,3.52e-05,1
83,1,-2.28298,-3.82123,1.53298,29.7315,25.6038,0.861166,-0.120293,2.02765,0.666425,1.29222,0.000820004,0.000818924,4.20677e-05,1
83,2,-2.28298,-3.82123,1.53298,29.7285,25.588,0.860723,-0.120293,2.02766,0.666423,1.29156,0.0012163,0.00121533,4.86296e-05,1
83,3,-2.28298,-3.82123,1.53298,29.7315,25.6038,0.861166,-0.120293,2.02765,0.666425,1.29222,0.000820004,0.000818924,4.20677e-05,1
83,4,-2.28298,-3.82123,1.53298,29.7285,25.588,0.860723,-0.120293,2.02766,0.666423,1.29156,0.0012163,0.00121533,4.86296e-05,1
83,5,-2.28298,-3.82123,1.53298,29.7364,25.813,0.868059,-0.120291,2.02765,0.66643,1.30255,0.00158169,0.00157966,8.00595e-05,1
83,6,-2.28298,-3.82123,1.53298,29.7334,25.7972,0.867615,-0.120292,2.02765,0.666427,1.30189,0.00168725,0.00168716,1.76732e-05,1
83,7,-2.28298,-3.82123,1.53298,29.7364,25.813,0.868059,-0.120291,2.02765,0.66643,1.30255,0.00158169,0.00157966,8.00595e-05,1
83,8,-2.28298,-3.82123,1.53298,29.7334,25.7972,0.867615,-0.120292,2.02765,0.666427,1.30189,0.00168725,0.00168716,1.76732e-05,1
84,1,-2.28298,-3.25,1.53298,26.275,22.5704,0.859006,-0.121105,2.03343,0.663321,1.29501,0.00449575,0.00449509,7.71553e-05,1
84,2,-2.28298,-3.25,1.53298,26.2725,22.5219,0.85724,-0.121105,2.03343,0.663318,1.29235,0.00358053,0.00358052,4.55759e-06,1
84,3,-2.28298,-3.25,1.53298,26.275,22.5704,0.859006,-0.121105,2.03343,0.663321,1.29501,0.00449575,0.00449509,7.71553e-05,1
84,4,-2.28298,-3.25,1.53298,26.2725,22.5219,0.85724,-0.121105,2.03343,0.663318,1.29235,0.00358053,0.00358052,4.55759e-06,1
84,5,-2.28298,-3.25,1.53298,26.2738,22.737,0.865384,-0.121105,2.03343,0.66332,1.30463,0.00185047,0.00184852,8.47797e-05,1
84,6,-2.28298,-3.25,1.53298,26.2708,22.6974,0.86398,-0.121106,2.03343,0.663317,1.30252,0.00195832,0.00195824,1.6707e-05,1
84,7,-2.28298,-3.25,1.53298,26.2738,22.737,0.865384,-0.121105,2.03343,0.66332,1.30463,0.00185047,0.00184852,8.47797e-05,1
84,8,-2.28298,-3.25,1.53298,26.2708,22.6974,0.86398,-0.121106,2.03343,0.663317,1.30252,0.00195832,0.00195824,1.6707e-05,1
85,1,-2.28298,-2.75,1.53298,23.4013,19.802,0.846192,-0.121829,2.03858,0.660565,1.28101,0.004729,0.00472807,9.39824e-05,0
85,2,-2.28298,-2.75,1.53298,23.3643,20.0371,0.857592,-0.121839,2.03866,0.660527,1.29835,0,0,0,0
85,3,-2.28298,-2.75,1.53298,23.4013,19.802,0.846192,-0.121829,2.03858,0.660565,1.28101,0.004729,0.00472807,9.39824e-05,0
85,4,-2.28298,-2.75,1.53298,23.3643,20.0371,0.857592,-0.121839,2.03866,0.660527,1.29835,0,0,0,0
85,5,-2.28298,-2.75,1.53298,23.3821,20.0028,0.855477,-0.121834,2.03862,0.660545,1.29511,0.0131328,0.0131263,0.000413775,1
85,6,-2.28298,-2.75,1.53298,23.3782,19.9049,0.851431,-0.121835,2.03863,0.660541,1.28899,0.0162856,0.0162782,0.00048915,1
85,7,-2.28298,-2.75,1.53298,23.3821,20.0028,0.855477,-0.121834,2.03862,0.660545,1.29511,0.0131328,0.0131263,0.000413775,1
85,8,-2.28298,-2.75,1.53298,23.3782,19.9049,0.851431,-0.121835,2.03863,0.660541,1.28899,0.0162856,0.0162782,0.00048915,1
86,1,-2.28298,-2.25,1.53298,20.3701,16.8428,0.826837,-0.122649,2.04445,0.657457,1.25763,0.00368812,0.00368256,0.00020233,0
86,2,-2.28298,-2.25,1.53298,20.3676,16.8007,0.824874,-0.12265,2.04445,0.657454,1.25465,0.00341776,0.00341189,0.000200171,0
86,3,-2.28298,-2.25,1.53298,20.3701,16.8428,0.826837,-0.122649,2.04445,0.657457,1.25763,0.00368812,0.00368256,0.00020233,0
86,4,-2.28298,-2.25,1.53298,20.3676,16.8007,0.824874,-0.12265,2.04445,0.657454,1.25465,0.00341776,0.00341189,0.000200171,0
86,5,-2.28298,-2.25,1.53298,20.3738,17.2005,0.84425,-0.122648,2.04444,0.657461,1.28411,0.0041613,0.00415395,0.000247232,0
86,6,-2.28298,-2.25,1.53298,20.3721,17.215,0.845027,-0.122648,2.04444,0.657459,1.28529,0.00320601,0.00319948,0.000204451,0
86,7,-2.28298,-2.25,1.53298,20.3738,17.2005,0.84425,-0.122648,2.04444,0.657461,1.28411,0.0041613,0.00415395,0.000247232,0
86,8,-2.28298,-2.25,1.53298,20.3721,17.215,0.845027,-0.122648,2.04444,0.657459,1.28529,0.003206,0.00319948,0.000204451,0
87,1,-2.28298,-1.75,1.53298,17.1377,13.7782,0.803972,-0.123602,2.05127,0.653865,1.22957,0.00207138,0.00206482,0.000164661,0
87,2,-2.28298,-1.75,1.53298,17.1317,13.7728,0.803936,-0.123604,2.05129,0.653858,1.22953,0.002193,0.00218807,0.000146959,0
87,3,-2.28298,-1.75,1.53298,17.1377,13.7782,0.803972,-0.123602,2.05127,0.653865,1.22957,0.00207138,0.00206482,0.000164661,0
87,4,-2.28298,-1.75,1.53298,17.1317,13.7728,0.803936,-0.123604,2.05129,0.653858,1.22953,0.00219301,0.00218808,0.00014696,0
87,5,-2.28298,-1.75,1.53298,17.1002,14.4411,0.844498,-0.123614,2.05136,0.65382,1.29164,0.000157209,0.000157188,2.56188e-06,0
87,6,-2.28298,-1.75,1.53298,17.1257,14.1015,0.823413,-0.123605,2.0513,0.653851,1.25933,0.0016444,0.00164054,0.000112572,0
87,7,-2.28298,-1.75,1.53298,17.1002,14.4411,0.844498,-0.123614,2.05136,0.65382,1.29164,0.000157207,0.000157186,2.56184e-06,0
87,8,-2.28298,-1.75,1.53298,17.1257,14.1015,0.823413,-0.123605,2.0513,0.653851,1.25933,0.00164441,0.00164055,0.000112573,0
88,1,-2.28298,-1.25,1.53298,13.9315,10.654,0.764742,-0.124654,2.05885,0.649919,1.17667,0.00562362,0.00562345,4.37444e-05,1
88,2,-2.28298,-1.25,1.53298,13.9446,10.3569,0.742718,-0.12465,2.05881,0.649936,1.14276,0.00274979,0.00274327,0.000189255,1
88,3,-2.28298,-1.25,1.53298,13.9315,10.654,0.764742,-0.124654,2.05885,0.649919,1.17667,0.00562363,0.00562346,4.37448e-05,1
88,4,-2.28298,-1.25,1.53298,13.9446,10.3569,0.742718,-0.12465,2.05881,0.649936,1.14276,0.0027497,0.00274318,0.000189249,1
88,5,-2.28298,-1.25,1.53298,13.9296,10.8622,0.779794,-0.124655,2.05885,0.649916,1.19984,0.00368703,0.00368189,0.000194592,0
88,6,-2.28298,-1.25,1.53298,13.928,10.7462,0.771551,-0.124656,2.05886,0.649914,1.18716,0.0043057,0.00429946,0.000231824,0
88,7,-2.28298,-1.25,1.53298,13.9296,10.8622,0.779794,-0.124655,2.05885,0.649916,1.19984,0.00368698,0.00368184,0.000194593,0
88,8,-2.28298,-1.25,1.53298,13.928,10.7462,0.77155,-0.124656,2.05886,0.649914,1.18716,0.00430561,0.00429937,0.000231821,0
89,1,-2.28298,-0.75,1.53298,10.1069,7.63596,0.755522,-0.126106,2.06933,0.644518,1.17223,0.00321433,0.00321381,5.78374e-05,1
89,2,-2.28298,-0.75,1.53298,10.1128,7.72405,0.763791,-0.126103,2.06931,0.644528,1.18504,0.00140272,0.00140171,5.32581e-05,1
89,3,-2.28298,-0.75,1.53298,10.1069,7.63596,0.755522,-0.126106,2.06933,0.644518,1.17223,0.00321431,0.00321379,5.78324e-05,1
89,4,-2.28298,-0.75,1.53298,10.1128,7.72404,0.76379,-0.126103,2.06931,0.644528,1.18504,0.00140258,0.00140157,5.32324e-05,1
89,5,-2.28298,-0.75,1.53298,10.0978,7.18059,0.711102,-0.12611,2.06936,0.644504,1.10333,0.00646087,0.00646086,8.72174e-06,1
89,6,-2.28298,-0.75,1.53298,10.1036,7.22366,0.714957,-0.126107,2.06934,0.644513,1.1093,0.00463574,0.00463495,8.55487e-05,1
89,7,-2.28298,-0.75,1.53298,10.0978,7.18058,0.711102,-0.12611,2.06936,0.644504,1.10333,0.00646029,0.00646028,8.63227e-06,1
89,8,-2.28298,-0.75,1.53298,10.1036,7.22365,0.714956,-0.126107,2.06934,0.644513,1.1093,0.00463513,0.00463435,8.54115e-05,1
90,1,-2.28298,-0.25,1.53298,6.73036,5.29722,0.787063,-0.127679,2.08076,0.638715,1.23226,0.00202919,0.00202144,0.000177213,1
90,2,-2.28298,-0.25,1.53298,6.72795,5.58069,0.829479,-0.12768,2.08076,0.63871,1.29868,0.00963669,0.00962974,0.000365896,1
90,3,-2.28298,-0.25,1.53298,6.73036,5.29721,0.787062,-0.127679,2.08076,0.638715,1.23226,0.00202914,0.00202139,0.000177203,1
90,4,-2.28298,-0.25,1.53298,6.72795,5.58069,0.829479,-0.12768,2.08076,0.63871,1.29868,0.00963636,0.00962941,0.00036588,1
90,5,-2.28298,-0.25,1.53298,6.73518,5.97162,0.886631,-0.127676,2.08074,0.638724,1.38813,0.0207134,0.0202092,0.00454231,0
90,6,-2.28298,-0.25,1.53298,6.74156,5.71878,0.848287,-0.127673,2.08071,0.638737,1.32807,0.00657994,0.00657978,4.58798e-05,1
90,7,-2.28298,-0.25,1.53298,6.72128,6.23635,0.927852,-0.127684,2.08079,0.638697,1.45273,0.0214706,0.0213093,0.00262691,0
90,8,-2.28298,-0.25,1.53298,6.74156,5.71878,0.848288,-0.127673,2.08071,0.638737,1.32807,0.00658125,0.00658109,4.59237e-05,1
91,1,-1.56634,-16.1423,0.816344,106.313,91.0807,0.856725,-0.108915,1.9485,0.711482,1.20414,0,0,0,1
91,2,-1.56634,-16.1423,0.816344,106.313,91.1177,0.857074,-0.108915,1.9485,0.711482,1.20463,0,0,0,1
91,3,-1.56634,-16.1423,0.816344,106.313,91.0807,0.856725,-0.108915,1.9485,0.711482,1.20414,0,0,0,1
91,4,-1.56634,-16.1423,0.816344,106.313,91.1177,0.857074,-0.108915,1.9485,0.711482,1.20463,0,0,0,1
91,5,-1.56634,-16.1423,0.816344,106.313,91.0861,0.856777,-0.108915,1.9485,0.711482,1.20421,0,0,0,1
91,6,-1.56634,-16.1423,0.816344,106.313,91.1232,0.857125,-0.108915,1.9485,0.711482,1.2047,0,0,0,1
91,7,-1.56634,-16.1423,0.816344,106.313,91.0861,0.856777,-0.108915,1.9485,0.711482,1.20421,0,0,0,1
91,8,-1.56634,-16.1423,0.816344,106.313,91.1232,0.857125,-0.108915,1.9485,0.711482,1.2047,0,0,0,1
92,1,-1.56634,-12.839,0.816344,85.684,73.5867,0.858815,-0.111288,1.96475,0.70184,1.22366,0,0,0,1
92,2,-1.56634,-12.839,0.816344,85.684,73.6164,0.859161,-0.111288,1.96475,0.70184,1.22415,0,0,0,1
92,3,-1.56634,-12.839,0.816344,85.684,73.5867,0.858815,-0.111288,1.96475,0.70184,1.22366,0,0,0,1
92,4,-1.56634,-12.839,0.816344,85.684,73.6164,0.859161,-0.111288,1.96475,0.70184,1.22415,0,0,0,1
92,5,-1.56634,-12.839,0.816344,85.684,73.602,0.858993,-0.111288,1.96475,0.70184,1.22392,0,0,0,1
92,6,-1.56634,-12.839,0.816344,85.684,73.6316,0.859339,-0.111288,1.96475,0.70184,1.22441,0,0,0,1
92,7,-1.56634,-12.839,0.816344,85.684,73.602,0.858993,-0.111288,1.96475,0.70184,1.22392,0,0,0,1
92,8,-1.56634,-12.839,0.816344,85.684,73.6316,0.859339,-0.111288,1.96475,0.70184,1.22441,0,0,0,1
93,1,-1.56634,-10.2681,0.816344,69.67,60.0474,0.861883,-0.113375,1.97915,0.693469,1.24286,0,0,0,1
93,2,-1.56634,-10.2681,0.816344,69.6701,60.0554,0.861997,-0.113375,1.97915,0.693469,1.24302,0.00032319,0.00032319,1.29816e-07,1
93,3,-1.56634,-10.2681,0.816344,69.67,60.0474,0.861883,-0.113375,1.97915,0.693469,1.24286,0,0,0,1
93,4,-1.56634,-10.2681,0.816344,69.6701,60.0554,0.861997,-0.113375,1.97915,0.693469,1.24302,0.00032319,0.00032319,1.29816e-07,1
93,5,-1.56634,-10.2681,0.816344,69.67,60.0785,0.862329,-0.113375,1.97915,0.693469,1.2435,6.05218e-05,6.0521e-05,3.05903e-07,1
93,6,-1.56634,-10.2681,0.816344,69.6702,60.0828,0.862389,-0.113375,1.97915,0.693469,1.24359,0.000288414,0.000288413,6.87179e-07,1
93,7,-1.56634,-10.2681,0.816344,69.67,60.0785,0.862329,-0.113375,1.97915,0.693469,1.2435,6.05218e-05,6.0521e-05,3.05903e-07,1
93,8,-1.56634,-10.2681,0.816344,69.6702,60.0828,0.862389,-0.113375,1.97915,0.693469,1.24359,0.000288414,0.000288413,6.87179e-07,1
94,1,-1.56634,-8.26731,0.816344,57.2998,49.4915,0.863729,-0.115189,1.99175,0.686273,1.25858,0.000669107,0.000669069,7.12818e-06,1
94,2,-1.56634,-8.26731,0.816344,57.2994,49.503,0.863936,-0.115189,1.99176,0.686273,1.25888,0.000799811,0.00079975,9.91513e-06,1
94,3,-1.56634,-8.26731,0.816344,57.2998,49.4915,0.863729,-0.115189,1.99175,0.686273,1.25858,0.000669107,0.000669069,7.12818e-06,1
94,4,-1.56634,-8.26731,0.816344,57.2994,49.503,0.863936,-0.115189,1.99176,0.686273,1.25888,0.000799811,0.00079975,9.91513e-06,1
94,5,-1.56634,-8.26731,0.816344,57.3003,49.5302,0.864396,-0.115189,1.99175,0.686273,1.25955,0.000507695,0.0004491,0.000236776,1
94,6,-1.56634,-8.26731,0.816344,57.3,49.5391,0.864557,-0.115189,1.99175,0.686273,1.25979,0.000710114,0.00071008,6.95086e-06,1
94,7,-1.56634,-8.26731,0.816344,57.3003,49.5302,0.864396,-0.115189,1.99175,0.686273,1.25955,0.000507695,0.0004491,0.000236776,1
94,8,-1.56634,-8.26731,0.816344,57.3,49.5391,0.864557,-0.115189,1.99175,0.686273,1.25979,0.000710114,0.00071008,6.95086e-06,1
95,1,-1.56634,-6.71019,0.816344,47.6724,41.3003,0.866337,-0.116766,2.00278,0.680079,1.27388,0.00102611,0.00102248,8.62783e-05,1
95,2,-1.56634,-6.71019,0.816344,47.671,41.3095,0.866555,-0.116766,2.00278,0.680078,1.2742,0.00155704,0.00155693,1.84463e-05,1
95,3,-1.56634,-6.71019,0.816344,47.6724,41.3003,0.866337,-0.116766,2.00278,0.680079,1.27388,0.00102611,0.00102248,8.62783e-05,1
95,4,-1.56634,-6.71019,0.816344,47.671,41.3095,0.866555,-0.116766,2.00278,0.680078,1.2742,0.00155704,0.00155693,1.84463e-05,1
