step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
276,0.0110257369,0.00735049129,144.825,0.0573972,0,190,148,42,0,0,7651,0,797870,564,0,0,81.1
277,0.0110831341,0.00738875608,145.623,0.0573972,0,190,148,42,0,0,7697,0,800118,564,0,0,81.4
278,0.0111405313,0.00742702087,146.349,0.0573972,0,190,148,42,0,0,7723,0,802366,564,0,0,81.6
279,0.0111979285,0.00746528566,147.046,0.0573972,0,190,148,42,0,0,7751,0,804614,566,0,0,81.9
280,0.0112553257,0.00750355045,147.752,0.0573972,0,190,148,42,0,0,7786,0,806870,566,0,0,82.1
281,0.0113127229,0.00754181524,148.483,0.0717465,0,190,148,42,0,0,7821,0,809116,566,0,0,82.4
282,0.0113844693,0.00758964623,149.29,0.0717465,0,190,148,42,0,0,7851,0,811362,570,0,0,82.7
283,0.0114562158,0.00763747721,150.308,0.0717465,0,190,148,42,0,0,7887,0,813614,570,0,0,82.9
284,0.0115279623,0.0076853082,151.276,0.0717465,0,190,148,42,0,0,7917,0,815860,572,0,0,83.2
285,0.0115997088,0.00773313919,152.148,0.0717465,0,190,148,42,0,0,7950,0,818107,572,0,0,83.5
286,0.0116714553,0.00778097018,153.085,0.0717465,0,190,148,42,0,0,7983,0,820351,572,0,0,83.8
287,0.0117432017,0.00782880116,153.864,0.0896831,0,190,148,42,0,0,8015,0,822599,576,0,0,84.0
288,0.0118328848,0.0078885899,154.989,0.0896831,0,190,148,42,0,0,8055,0,824843,580,0,0,84.4
289,0.0119225679,0.00794837863,156.343,0.0896831,0,190,148,42,0,0,8093,0,827090,582,0,0,84.7
290,0.0119674095,0.007978273,156.891,0.0448416,0,196,154,42,0,0,8229,0,842936,588,0,0,85.5
291,0.0120122511,0.00800816737,157.444,0.0448416,0,196,154,42,0,0,8255,0,845182,588,0,0,85.7
292,0.0120570926,0.00803806173,157.997,0.0448416,0,196,154,42,0,0,8287,0,847432,588,0,0,85.9
293,0.0121019342,0.0080679561,158.547,0.0448416,0,196,154,42,0,0,8318,0,849676,588,0,0,86.1
294,0.0121467757,0.00809785047,159.102,0.0448416,0,196,154,42,0,0,8348,0,851918,588,0,0,86.4
295,0.0121916173,0.00812774484,159.658,0.0560519,0,196,154,42,0,0,8380,0,854158,590,0,0,86.6
296,0.0122476692,0.0081651128,160.312,0.0560519,0,196,154,42,0,0,8416,0,856400,592,0,0,86.8
297,0.0123037211,0.00820248075,160.97,0.0560519,0,196,154,42,0,0,8458,0,858646,592,0,0,87.0
298,0.0123597731,0.00823984871,161.656,0.0560519,0,196,154,42,0,0,8492,0,860890,592,0,0,87.3
299,0.012415825,0.00827721667,162.303,0.0560519,0,196,154,42,0,0,8523,0,863134,594,0,0,87.5
300,0.0124718769,0.00831458463,162.932,0.0560519,0,196,154,42,0,0,8559,0,865376,594,0,0,87.8
301,0.0125279289,0.00835195259,163.619,0.0700649,0,196,154,42,0,0,8591,0,867620,594,0,0,88.0
302,0.0125979938,0.00839866254,164.493,0.0700649,0,196,154,42,0,0,8623,0,869861,616,0,0,88.3
303,0.0126680587,0.00844537249,165.5,0.0700649,0,196,154,42,0,0,8663,0,872103,616,0,0,88.5
304,0.0127381237,0.00849208244,166.457,0.0700649,0,196,154,42,0,0,8695,0,874343,616,0,0,88.8
305,0.0128081886,0.00853879239,167.307,0.0700649,0,196,154,42,0,0,8723,0,876587,616,0,0,89.1
306,0.0128782535,0.00858550234,168.182,0.0700649,0,196,154,42,0,0,8753,0,878840,616,0,0,89.4
307,0.0129483184,0.00863221228,169.07,0.0875812,0,196,154,42,0,0,8785,0,881092,616,0,0,89.7
308,0.0130358996,0.00869059972,170.184,0.0875812,0,196,154,42,0,0,8819,0,883336,618,0,0,90.0
309,0.0131234807,0.00874898716,171.312,0.0875812,0,196,154,42,0,0,8853,0,885579,618,0,0,90.3
310,0.0132110619,0.00880737459,172.244,0.0875812,0,196,154,42,0,0,8885,0,887823,624,0,0,90.6
311,0.013298643,0.00886576203,173.604,0.0875812,0,196,154,42,0,0,8919,0,890067,626,0,0,90.9
