step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
53,0.00288,0.00192,41.8704,0.04,0,95,95,0,0,0,1382,0,197946,156,0,0,23.4
54,0.00292,0.00194666667,42.3868,0.04,0,95,95,0,0,0,1397,0,200186,156,0,0,23.7
55,0.00296,0.00197333333,42.9087,0.04,0,95,95,0,0,0,1409,0,202426,156,0,0,23.9
56,0.003,0.002,43.4312,0.04,0,95,95,0,0,0,1421,0,204666,156,0,0,24.3
57,0.00304,0.00202666667,43.9555,0.04,0,95,95,0,0,0,1433,0,206907,156,0,0,24.5
58,0.00308,0.00205333333,44.4804,0.08,0,95,95,0,0,0,1445,0,209151,156,0,0,24.8
59,0.00316,0.00210666667,45.5312,0.08,0,95,95,0,0,0,1457,0,211391,156,0,0,25.3
60,0.00324,0.00216,46.5742,0.08,0,95,95,0,0,0,1469,0,213635,156,0,0,25.7
61,0.00332,0.00221333333,47.6197,0.08,0,95,95,0,0,0,1481,0,215879,156,0,0,26.1
62,0.0034,0.00226666667,48.6579,0.08,0,95,95,0,0,0,1493,0,218123,156,0,0,26.5
63,0.00348,0.00232,49.6993,0.08,0,95,95,0,0,0,1501,0,220367,156,0,0,27.0
64,0.00356,0.00237333333,50.733,0.16,0,95,95,0,0,0,1509,0,222611,156,0,0,27.4
65,0.00372,0.00248,53.4467,0.16,0,95,95,0,0,0,1517,0,224851,188,0,0,28.0
66,0.00388,0.00258666667,55.5308,0.16,0,95,95,0,0,0,1537,0,227091,188,0,0,28.7
67,0.00396,0.00264,56.5338,0.08,0,107,107,0,0,0,1585,0,242895,200,0,0,30.4
68,0.00404,0.00269333333,57.4348,0.08,0,107,107,0,0,0,1593,0,245139,200,0,0,30.8
69,0.00412,0.00274666667,58.4019,0.08,0,107,107,0,0,0,1601,0,247393,200,0,0,31.2
70,0.0042,0.0028,59.408,0.08,0,107,107,0,0,0,1609,0,249637,200,0,0,31.7
71,0.00428,0.00285333333,60.415,0.08,0,107,107,0,0,0,1618,0,251878,200,0,0,32.1
72,0.00436,0.00290666667,61.3716,0.16,0,107,107,0,0,0,1635,0,254120,200,0,0,32.5
73,0.00452,0.00301333333,64.6149,0.16,0,107,107,0,0,0,1655,0,256360,240,0,0,33.2
74,0.00468,0.00312,66.4503,0.16,0,108,108,0,0,0,1695,0,258600,243,0,0,33.8
75,0.00476,0.00317333333,67.1578,0.08,0,120,120,0,0,0,1759,0,274400,255,0,0,34.8
76,0.00484,0.00322666667,67.7744,0.08,0,120,120,0,0,0,1775,0,276648,255,0,0,35.2
77,0.00492,0.00328,68.4934,0.08,0,120,120,0,0,0,1787,0,278902,255,0,0,35.6
78,0.005,0.00333333333,69.4662,0.08,0,120,120,0,0,0,1810,0,281142,255,0,0,36.0
79,0.00508,0.00338666667,70.4266,0.08,0,120,120,0,0,0,1848,0,283382,255,0,0,36.4
80,0.00516,0.00344,71.5304,0.16,0,121,121,0,0,0,1876,0,285622,267,0,0,36.8
81,0.00524,0.00349333333,72.4967,0.08,0,128,128,0,0,0,2012,0,301424,379,0,0,37.7
82,0.00532,0.00354666667,73.3538,0.08,0,129,129,0,0,0,2047,0,303664,379,0,0,38.1
83,0.0054,0.0036,74.2192,0.08,0,129,129,0,0,0,2077,0,305908,379,0,0,38.5
84,0.00548,0.00365333333,75.1263,0.08,0,129,129,0,0,0,2109,0,308150,381,0,0,38.9
85,0.00556,0.00370666667,76.0047,0.08,0,129,129,0,0,0,2144,0,310394,385,0,0,39.3
86,0.00564,0.00376,76.97,0.16,0,129,129,0,0,0,2178,0,312636,385,0,0,39.7
87,0.0058,0.00386666667,80.2689,0.16,0,129,129,0,0,0,2204,0,314876,425,0,0,40.3
88,0.00596,0.00397333333,82.121,0.16,0,129,129,0,0,0,2262,0,317116,425,0,0,40.9
89,0.00604,0.00402666667,82.8842,0.08,0,132,132,0,0,0,2402,0,332916,431,0,0,42.5
90,0.00612,0.00408,83.6226,0.08,0,132,132,0,0,0,2439,0,335156,431,0,0,43.0
91,0.0062,0.00413333333,84.4046,0.08,0,132,132,0,0,0,2468,0,337410,431,0,0,43.4
92,0.00628,0.00418666667,85.3201,0.08,0,132,132,0,0,0,2511,0,339656,431,0,0,43.7
93,0.00636,0.00424,86.2739,0.08,0,132,132,0,0,0,2565,0,341896,431,0,0,44.1
94,0.00644,0.00429333333,87.2119,0.16,0,132,132,0,0,0,2617,0,344136,431,0,0,44.5
95,0.0066,0.0044,90.5208,0.16,0,132,132,0,0,0,2661,0,346376,469,0,0,45.1
96,0.00676,0.00450666667,92.1935,0.16,0,132,132,0,0,0,2731,0,348616,469,0,0,45.7
97,0.00692,0.00461333333,93.9984,0.16,0,132,132,0,0,0,2768,0,350856,469,0,0,46.4
98,0.007,0.00466666667,94.5937,0.08,0,135,135,0,0,0,2916,0,366664,478,0,0,47.3
99,0.00708,0.00472,95.436,0.08,0,135,135,0,0,0,2953,0,368916,478,0,0,47.7
100,0.00716,0.00477333333,96.1954,0.08,0,135,135,0,0,0,2992,0,371170,478,0,0,48.1
101,0.00724,0.00482666667,97.1122,0.08,0,135,135,0,0,0,3043,0,373412,478,0,0,48.6
102,0.00728,0.00485333333,97.594,0.04,0,142,135,7,0,0,3255,0,389218,478,0,0,49.5
