step,s_m,s_over_B,q_kPa,ds_mm,relaxed,ref_total,ref_control,ref_companion,ref_sign,g_floor,g_guard,g_hold,g_rev,g_trial,g_flip,g_backoff,wall_s
1,2e-05,1.33333333e-05,2.00413,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2.1
2,4e-05,2.66666667e-05,1.79038,0.02,0,0,0,0,0,0,0,0,2240,0,0,0,2.4
3,6e-05,4e-05,2.01368,0.02,0,0,0,0,0,0,152,0,4480,0,0,0,2.6
4,8e-05,5.33333333e-05,2.13336,0.02,0,0,0,0,0,0,238,0,6720,0,0,0,2.9
5,0.0001,6.66666667e-05,2.28053,0.02,0,0,0,0,0,0,299,0,8960,0,0,0,3.1
6,0.00012,8e-05,2.50471,0.04,0,0,0,0,0,0,334,0,11208,0,0,0,3.4
7,0.00016,0.000106666667,3.20967,0.04,0,0,0,0,0,0,378,0,13448,20,0,0,3.7
8,0.0002,0.000133333333,3.82282,0.04,0,0,0,0,0,0,390,0,15692,20,0,0,4.1
9,0.00024,0.00016,4.52085,0.04,0,0,0,0,0,0,406,0,17936,20,0,0,4.4
10,0.00026,0.000173333333,4.87682,0.02,0,12,12,0,0,0,486,0,33746,32,0,0,5.3
11,0.00028,0.000186666667,5.23669,0.02,0,12,12,0,0,0,502,0,35986,32,0,0,5.6
12,0.0003,0.0002,5.57689,0.02,0,12,12,0,0,0,522,0,38226,32,0,0,5.8
13,0.00032,0.000213333333,5.90231,0.02,0,12,12,0,0,0,547,0,40466,32,0,0,6.0
14,0.00034,0.000226666667,6.20875,0.02,0,12,12,0,0,0,567,0,42706,32,0,0,6.3
15,0.00036,0.00024,6.51262,0.04,0,12,12,0,0,0,580,0,44946,32,0,0,6.5
16,0.00038,0.000253333333,6.81592,0.02,0,24,24,0,0,0,596,0,60746,44,0,0,7.5
17,0.0004,0.000266666667,7.12317,0.02,0,24,24,0,0,0,596,0,62986,44,0,0,7.7
18,0.00042,0.00028,7.44237,0.02,0,24,24,0,0,0,597,0,65226,44,0,0,8.0
