ele,gp,x,z,dx,p,q,eta,psi,Mb,Md,eta_over_Md,err,err_dev,err_vol,f
1,1,-9.95139,-16.1423,9.20139,106.013,90.7043,0.8556,-0.108947,1.94872,0.711349,1.20278,0,0,0,1
1,2,-9.95139,-16.1423,9.20139,106.013,90.6852,0.85542,-0.108947,1.94872,0.711349,1.20253,0,0,0,1
1,3,-9.95139,-16.1423,9.20139,106.013,90.7043,0.8556,-0.108947,1.94872,0.711349,1.20278,0,0,0,1
1,4,-9.95139,-16.1423,9.20139,106.013,90.6852,0.85542,-0.108947,1.94872,0.711349,1.20253,0,0,0,1
1,5,-9.95139,-16.1423,9.20139,106.013,90.7133,0.855685,-0.108947,1.94872,0.711349,1.2029,0,0,0,1
1,6,-9.95139,-16.1423,9.20139,106.013,90.6942,0.855505,-0.108947,1.94872,0.711349,1.20265,0,0,0,1
1,7,-9.95139,-16.1423,9.20139,106.013,90.7133,0.855685,-0.108947,1.94872,0.711349,1.2029,0,0,0,1
1,8,-9.95139,-16.1423,9.20139,106.013,90.6942,0.855505,-0.108947,1.94872,0.711349,1.20265,0,0,0,1
2,1,-9.95139,-12.839,9.20139,85.3806,72.9536,0.854451,-0.111325,1.965,0.70169,1.2177,0,0,0,1
2,2,-9.95139,-12.839,9.20139,85.3806,72.9402,0.854294,-0.111325,1.965,0.70169,1.21748,0,0,0,1
2,3,-9.95139,-12.839,9.20139,85.3806,72.9536,0.854451,-0.111325,1.965,0.70169,1.2177,0,0,0,1
2,4,-9.95139,-12.839,9.20139,85.3806,72.9402,0.854294,-0.111325,1.965,0.70169,1.21748,0,0,0,1
2,5,-9.95139,-12.839,9.20139,85.3806,72.9696,0.854639,-0.111325,1.965,0.70169,1.21797,0,0,0,1
2,6,-9.95139,-12.839,9.20139,85.3806,72.9562,0.854482,-0.111325,1.965,0.70169,1.21775,0,0,0,1
2,7,-9.95139,-12.839,9.20139,85.3806,72.9696,0.854639,-0.111325,1.965,0.70169,1.21797,0,0,0,1
2,8,-9.95139,-12.839,9.20139,85.3806,72.9562,0.854482,-0.111325,1.965,0.70169,1.21775,0,0,0,1
3,1,-9.95139,-10.2681,9.20139,69.3051,59.1251,0.853112,-0.113425,1.9795,0.693268,1.23057,0,0,0,1
3,2,-9.95139,-10.2681,9.20139,69.3051,59.1127,0.852934,-0.113425,1.9795,0.693268,1.23031,0,0,0,1
3,3,-9.95139,-10.2681,9.20139,69.3051,59.1251,0.853112,-0.113425,1.9795,0.693268,1.23057,0,0,0,1
3,4,-9.95139,-10.2681,9.20139,69.3051,59.1127,0.852934,-0.113425,1.9795,0.693268,1.23031,0,0,0,1
3,5,-9.95139,-10.2681,9.20139,69.3051,59.1459,0.853413,-0.113425,1.9795,0.693268,1.231,0,0,0,1
3,6,-9.95139,-10.2681,9.20139,69.3051,59.1336,0.853235,-0.113425,1.9795,0.693268,1.23074,0,0,0,1
3,7,-9.95139,-10.2681,9.20139,69.3051,59.1459,0.853413,-0.113425,1.9795,0.693268,1.231,0,0,0,1
3,8,-9.95139,-10.2681,9.20139,69.3051,59.1336,0.853235,-0.113425,1.9795,0.693268,1.23074,0,0,0,1
4,1,-9.95139,-8.26731,9.20139,56.7795,48.3488,0.851518,-0.115269,1.99232,0.685955,1.24136,0,0,0,1
