# ADR90 WP-A2 tau=0 band, build afb95c40c9e3da1cc97d6aabe8168644c53d0e82 (expected afb95c40c9e3da1cc97d6aabe8168644c53d0e82), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals
0.02268,0.01134,284.928641,-284.922103,0.08,0,60.2857621,1.40019844e-05,3970
0.02276,0.01138,285.862895,-285.854462,0.08,0,60.4543562,1.33112974e-05,3970
0.02284,0.01142,286.792654,-286.788746,0.08,0,60.6406708,1.29978172e-05,3970
0.02292,0.01146,287.731808,-287.723282,0.16,0,60.8303511,1.20075867e-05,3970
0.023,0.0115,288.663351,-288.658049,0.08,0,61.2396786,1.29107853e-05,4054
0.02308,0.01154,289.598397,-289.590732,0.08,0,61.4156814,1.31938862e-05,4054
0.02316,0.01158,290.529674,-290.525134,0.08,0,61.6075895,1.24468649e-05,4054
0.02324,0.01162,291.460758,-291.457754,0.08,0,61.7883101,1.21768069e-05,4054
0.02332,0.01166,292.39781,-292.390965,0.08,0,61.9583542,1.23378967e-05,4054
0.0234,0.0117,293.329508,-293.325015,0.16,0,62.1495888,1.11102593e-05,4054
0.02348,0.01174,294.265765,-294.258959,0.08,0,62.5778923,1.19394112e-05,4138
0.02356,0.01178,295.193242,-295.192889,0.08,0,62.7552516,1.23412628e-05,4138
0.02364,0.01182,296.125926,-296.121624,0.08,0,62.9335489,1.34769063e-05,4138
0.02372,0.01186,297.058617,-297.053294,0.08,0,63.1371913,1.35215287e-05,4138
0.0238,0.0119,297.989565,-297.985288,0.08,0,63.3309989,1.29337862e-05,4138
0.02388,0.01194,298.922837,-298.918522,0.16,0,63.5292158,1.26111848e-05,4138
0.02396,0.01198,299.856418,-299.851881,0.08,0,63.9323757,1.22281473e-05,4222
0.02404,0.01202,300.787896,-300.784304,0.08,0,64.113951,1.23524596e-05,4222
0.02412,0.01206,301.719233,-301.715738,0.08,0,64.3093421,1.28796696e-05,4222
0.0242,0.0121,302.648473,-302.647198,0.08,0,64.4793522,1.24862495e-05,4222
0.02428,0.01214,303.578874,-303.577182,0.08,0,64.7060442,1.26621165e-05,4222
0.02436,0.01218,304.503686,-304.505115,0.16,0,64.8770978,1.26021039e-05,4222
0.02452,0.01226,306.353317,-306.355908,0.16,0,65.1253891,2.30492922e-05,4230
0.02468,0.01234,308.209634,-308.212235,0.16,0,65.3604269,1.68744796e-05,4238
0.02484,0.01242,310.075173,-310.072906,0.16,0,65.6260722,1.91436914e-05,4246
0.025,0.0125,311.93668,-311.936424,0.16,0,65.8983462,1.87298235e-05,4254
0.02516,0.01258,313.79873,-313.796867,0.16,0,66.1712885,2.03290707e-05,4262
0.02532,0.01266,315.667326,-315.659207,0.32,0,66.4380593,2.12323083e-05,4270
0.02548,0.01274,317.521563,-317.515731,0.16,0,67.0395443,2.33656909e-05,4446
0.02564,0.01282,319.382457,-319.373356,0.16,0,67.2814951,2.23044969e-05,4454
0.0258,0.0129,321.240603,-321.232918,0.16,0,67.5195596,2.27092073e-05,4462
0.02596,0.01298,323.100137,-323.087596,0.16,0,67.7593901,2.45104369e-05,4470
0.02612,0.01306,324.962148,-324.952399,0.16,0,68.0516851,2.1279103e-05,4478
0.02628,0.01314,326.827213,-326.815842,0.32,0,68.3559103,2.20952242e-05,4486
0.02644,0.01322,328.69201,-328.679165,0.16,0,68.9545839,2.13826095e-05,4662
0.0266,0.0133,330.55121,-330.540523,0.16,0,69.208324,2.03734065e-05,4670
0.02676,0.01338,332.414508,-332.402518,0.16,0,69.498065,2.08989588e-05,4678
0.02692,0.01346,334.268053,-334.260021,0.16,0,69.7606988,2.01891084e-05,4686
0.02708,0.01354,336.125832,-336.116355,0.16,0,69.9947891,2.01591138e-05,4694
0.02724,0.01362,337.986572,-337.970646,0.32,0,70.2352126,1.98745647e-05,4702
0.0274,0.0137,339.841341,-339.829334,0.16,0,70.7936051,1.83541062e-05,4878
0.02756,0.01378,341.699477,-341.685252,0.16,0,71.0574481,1.80264984e-05,4886
0.02772,0.01386,343.555877,-343.54506,0.16,0,71.2749033,1.7589136e-05,4894
0.02788,0.01394,345.424398,-345.398187,0.16,0,71.5014842,1.81639332e-05,4902
0.02804,0.01402,347.265765,-347.258732,0.16,0,71.7216291,1.77522854e-05,4910
0.0282,0.0141,349.135625,-349.111729,0.32,0,71.9674416,1.74000605e-05,4918
0.02836,0.01418,350.973245,-350.968248,0.16,0,72.5099237,1.91697829e-05,5094
0.02852,0.01426,352.830638,-352.816067,0.16,0,72.7411582,2.11211286e-05,5102
0.02868,0.01434,354.676921,-354.669501,0.16,0,72.9816215,1.98499539e-05,5110
0.02884,0.01442,356.524009,-356.521658,0.16,0,73.2114537,1.86233013e-05,5118
0.029,0.0145,358.390511,-358.367158,0.16,0,73.4196491,2.1183749e-05,5126
0.02916,0.01458,360.223501,-360.220234,0.32,0,73.6421003,2.03652787e-05,5134
0.02932,0.01466,362.092714,-362.066696,0.16,0,74.1718457,2.07560135e-05,5310
0.02948,0.01474,363.934236,-363.921958,0.16,0,74.3936737,1.94216442e-05,5318
0.02964,0.01482,365.791596,-365.771101,0.16,0,74.6557391,1.95923981e-05,5326
0.0298,0.0149,367.629522,-367.622733,0.16,0,74.8913839,2.17171672e-05,5334
0.02996,0.01498,369.494706,-369.469235,0.16,0,75.1463146,2.19121809e-05,5342
0.03012,0.01506,371.328177,-371.324024,0.32,0,75.3746123,2.10530795e-05,5350
0.03028,0.01514,373.192441,-373.174966,0.16,0,75.9278715,2.03960536e-05,5526
0.03044,0.01522,375.030811,-375.027991,0.16,0,76.1660869,2.26178242e-05,5534
0.0306,0.0153,376.889346,-376.87912,0.16,0,76.3844147,2.15468091e-05,5542
0.03076,0.01538,378.733911,-378.726588,0.16,0,76.6303585,2.30100153e-05,5550
0.03092,0.01546,380.589518,-380.574477,0.16,0,76.8699923,2.14903085e-05,5558
0.03108,0.01554,382.435677,-382.422694,0.32,0,77.1351545,2.25132629e-05,5566
0.03124,0.01562,384.282648,-384.274893,0.16,0,77.682225,2.03604008e-05,5754
0.0314,0.0157,386.135383,-386.122982,0.16,0,77.9457178,2.19187715e-05,5762
0.03156,0.01578,387.992828,-387.972755,0.16,0,78.2104423,2.3049374e-05,5770
0.03172,0.01586,389.833231,-389.825259,0.16,0,78.5097523,2.31376311e-05,5778
0.03188,0.01594,391.684769,-391.672606,0.16,0,78.7716703,2.250586e-05,5786
0.03204,0.01602,393.53385,-393.522766,0.32,0,79.0347683,1.98237007e-05,5794
0.0322,0.0161,395.37898,-395.369542,0.16,0,79.6144869,2.14867791e-05,5982
0.03236,0.01618,397.223762,-397.215157,0.16,0,79.8769348,2.19031378e-05,5990
0.03252,0.01626,399.066359,-399.060514,0.16,0,80.1219909,2.31149817e-05,5998
0.03268,0.01634,400.913372,-400.909524,0.16,0,80.3600714,1.95345234e-05,6006
0.03284,0.01642,402.761174,-402.75858,0.16,0,80.5625377,2.27045542e-05,6014
0.033,0.0165,404.606276,-404.60699,0.32,0,80.7683902,1.92038263e-05,6022
0.03316,0.01658,406.458091,-406.456238,0.16,0,81.2488079,2.09945663e-05,6210
0.03332,0.01666,408.302374,-408.304001,0.16,0,81.466439,1.93300978e-05,6218
0.03348,0.01674,410.149313,-410.148542,0.16,0,81.6896989,2.15623265e-05,6226
0.03364,0.01682,411.995663,-411.99583,0.16,0,81.911087,1.98944655e-05,6234
0.0338,0.0169,413.836104,-413.835568,0.16,0,82.1198549,2.22498957e-05,6242
0.03396,0.01698,415.684997,-415.682593,0.32,0,82.3315682,1.94816643e-05,6250
0.03412,0.01706,417.52852,-417.524374,0.16,0,82.8352897,2.13600094e-05,6438
0.03428,0.01714,419.371715,-419.370871,0.16,0,83.0537732,2.06808885e-05,6446
0.03444,0.01722,421.214726,-421.211493,0.16,0,83.2783701,2.17727357e-05,6454
0.0346,0.0173,423.061347,-423.056905,0.16,0,83.4904664,2.09171432e-05,6462
0.03476,0.01738,424.896134,-424.894741,0.16,0,83.7181015,2.2373445e-05,6470
0.03492,0.01746,426.74282,-426.736412,0.32,0,83.9336514,2.09664218e-05,6478
0.03508,0.01754,428.581385,-428.577504,0.16,0,84.429662,2.11795952e-05,6666
0.03524,0.01762,430.424766,-430.418919,0.16,0,84.6559856,1.96355626e-05,6674
0.0354,0.0177,432.265948,-432.25994,0.16,0,84.8756137,1.94620094e-05,6682
0.03556,0.01778,434.11463,-434.105239,0.16,0,85.1018205,1.99767893e-05,6690
0.03572,0.01786,435.946851,-435.944708,0.16,0,85.3099976,2.14065891e-05,6698
0.03588,0.01794,437.789467,-437.78155,0.32,0,85.5279226,1.96135418e-05,6706
0.03604,0.01802,439.634826,-439.618263,0.16,0,86.0029752,2.24233134e-05,6894
0.0362,0.0181,441.462942,-441.458728,0.16,0,86.2070458,2.09768504e-05,6902
0.03636,0.01818,443.318699,-443.298079,0.16,0,86.4391446,2.11620008e-05,6906
0.03652,0.01826,445.150784,-445.142468,0.16,0,86.6549997,2.13915383e-05,6914
0.03668,0.01834,447.002664,-446.982491,0.16,0,86.8633728,2.25149037e-05,6918
0.03684,0.01842,448.836896,-448.827389,0.32,0,87.0843604,2.09248333e-05,6922
0.037,0.0185,450.682936,-450.669782,0.16,0,87.5685945,2.08830534e-05,7106
0.03716,0.01858,452.526821,-452.5126,0.16,0,87.7858677,2.09161481e-05,7110
0.03732,0.01866,454.36418,-454.354947,0.16,0,88.0179727,1.9503301e-05,7114
0.03748,0.01874,456.208663,-456.191729,0.16,0,88.2364714,2.04913265e-05,7118
0.03764,0.01882,458.03908,-458.03244,0.16,0,88.4518631,1.99248555e-05,7122
0.0378,0.0189,459.891926,-459.872753,0.32,0,88.6631696,1.9476557e-05,7126
0.03796,0.01898,461.718551,-461.71321,0.16,0,89.1440454,2.08392266e-05,7310
0.03812,0.01906,463.56872,-463.557753,0.16,0,89.3857088,1.80821037e-05,7314
0.03828,0.01914,465.408928,-465.402071,0.16,0,89.6145625,1.90263709e-05,7318
0.03844,0.01922,467.254376,-467.247092,0.16,0,89.8182275,1.78535317e-05,7322
0.0386,0.0193,469.091865,-469.090573,0.16,0,90.0463157,1.80198682e-05,7324
0.03876,0.01938,470.948664,-470.928844,0.32,0,90.2604334,1.87142726e-05,7324
0.03892,0.01946,472.779491,-472.761775,0.16,0,90.7421734,1.97294027e-05,7504
0.03908,0.01954,474.608194,-474.595851,0.16,0,90.9545956,1.93544169e-05,7504
0.03924,0.01962,476.430659,-476.431014,0.16,0,91.1903389,1.92886148e-05,7504
0.0394,0.0197,478.278346,-478.260262,0.16,0,91.4047859,1.99045311e-05,7504
0.03956,0.01978,480.102673,-480.099249,0.16,0,91.6198018,1.96218895e-05,7504
0.03972,0.01986,481.942659,-481.935714,0.32,0,91.8409593,1.90001073e-05,7504
0.03988,0.01994,483.785148,-483.772928,0.16,0,92.3170829,1.95224147e-05,7684
0.04004,0.02002,485.642443,-485.608272,0.16,0,92.5269182,1.9398291e-05,7684
0.0402,0.0201,487.46639,-487.447046,0.16,0,92.7677953,2.10246776e-05,7684
0.04036,0.02018,489.297061,-489.286375,0.16,0,92.9683075,1.94218486e-05,7684
0.04052,0.02026,491.13263,-491.123955,0.16,0,93.1859465,1.93187475e-05,7684
0.04068,0.02034,492.973384,-492.960986,0.32,0,93.4104664,1.84578521e-05,7684
0.04084,0.02042,494.804926,-494.795756,0.16,0,93.8899419,2.05954863e-05,7864
0.041,0.0205,496.635441,-496.629053,0.16,0,94.1032717,1.96696353e-05,7864
0.04116,0.02058,498.462484,-498.456435,0.16,0,94.3181942,2.1729351e-05,7864
0.04132,0.02066,500.290281,-500.287885,0.16,0,94.5181515,1.99936206e-05,7864
0.04148,0.02074,502.122455,-502.115954,0.16,0,94.7266512,2.20080291e-05,7864
0.04164,0.02082,503.953111,-503.949373,0.32,0,94.9520769,1.82989198e-05,7864
0.0418,0.0209,505.789783,-505.780365,0.16,0,95.4312642,1.97649352e-05,8044
0.04196,0.02098,507.623095,-507.616642,0.16,0,95.6399007,1.74674638e-05,8044
0.04212,0.02106,509.460624,-509.453629,0.16,0,95.8562934,1.93571025e-05,8044
0.04228,0.02114,511.299751,-511.287548,0.16,0,96.0767782,1.84739164e-05,8044
0.04244,0.02122,513.128787,-513.121374,0.16,0,96.3003638,2.03823043e-05,8044
0.0426,0.0213,514.970835,-514.955996,0.32,0,96.5203443,1.77608071e-05,8044
0.04276,0.02138,516.800279,-516.790065,0.16,0,96.9892671,1.95779935e-05,8224
0.04292,0.02146,518.631322,-518.618736,0.16,0,97.2176237,2.0564488e-05,8224
0.04308,0.02154,520.459257,-520.451035,0.16,0,97.4293702,1.97331603e-05,8224
0.04324,0.02162,522.295274,-522.282608,0.16,0,97.6402304,1.86307353e-05,8224
0.0434,0.0217,524.121332,-524.115023,0.16,0,97.8633821,1.9514708e-05,8224
0.04356,0.02178,525.95244,-525.948397,0.32,0,98.1044505,1.96584242e-05,8224
0.04372,0.02186,527.790508,-527.781863,0.16,0,98.6109874,1.99446385e-05,8404
0.04388,0.02194,529.615736,-529.612339,0.16,0,98.8194721,1.98419263e-05,8404
0.04404,0.02202,531.449441,-531.444342,0.16,0,99.0334256,2.20010593e-05,8404
0.0442,0.0221,533.281126,-533.276927,0.16,0,99.2573988,1.97014241e-05,8404
0.04436,0.02218,535.115366,-535.113278,0.16,0,99.4775729,1.8662121e-05,8404
0.04452,0.02226,536.947654,-536.945996,0.32,0,99.6863739,1.99245587e-05,8404
0.04468,0.02234,538.778959,-538.773735,0.16,0,100.160696,2.11021119e-05,8584
0.04484,0.02242,540.604226,-540.604209,0.16,0,100.376503,2.07879834e-05,8584
0.045,0.0225,542.435608,-542.434351,0.16,0,100.588417,2.00368787e-05,8584
0.04516,0.02258,544.261016,-544.260978,0.16,0,100.808556,2.12644815e-05,8584
0.04532,0.02266,546.089991,-546.089571,0.16,0,101.019919,2.03075879e-05,8584
0.04548,0.02274,547.926897,-547.919649,0.32,0,101.250378,1.87674594e-05,8584
0.04564,0.02282,549.751384,-549.750773,0.16,0,101.735106,1.86611685e-05,8752
0.0458,0.0229,551.582562,-551.575516,0.16,0,101.948663,1.98372258e-05,8752
0.04596,0.02298,553.407424,-553.407805,0.16,0,102.159691,1.95572707e-05,8752
0.04612,0.02306,555.240398,-555.230827,0.16,0,102.374221,1.99481156e-05,8752
0.04628,0.02314,557.060913,-557.060557,0.16,0,102.582213,1.97565122e-05,8752
0.04644,0.02322,558.891978,-558.889194,0.32,0,102.797044,1.74009961e-05,8752
0.0466,0.0233,560.723961,-560.717425,0.16,0,103.261298,1.9659386e-05,8920
0.04676,0.02338,562.546108,-562.543057,0.16,0,103.496509,2.01347358e-05,8920
0.04692,0.02346,564.371939,-564.368843,0.16,0,103.695962,1.97281316e-05,8920
0.04708,0.02354,566.199653,-566.194936,0.16,0,103.915693,1.88250384e-05,8920
0.04724,0.02362,568.023589,-568.022914,0.16,0,104.126981,1.96800422e-05,8920
0.0474,0.0237,569.853041,-569.846166,0.32,0,104.361585,2.00419681e-05,8920
0.04756,0.02378,571.678998,-571.672848,0.16,0,104.83512,2.10682666e-05,9076
0.04772,0.02386,573.507673,-573.502218,0.16,0,105.061166,2.00045651e-05,9076
0.04788,0.02394,575.338744,-575.331338,0.16,0,105.288268,2.06544565e-05,9076
0.04804,0.02402,577.160319,-577.155839,0.16,0,105.510643,2.13148139e-05,9076
0.0482,0.0241,578.989091,-578.982977,0.16,0,105.716344,2.08716617e-05,9076
0.04836,0.02418,580.812014,-580.806009,0.32,0,105.936019,2.08723218e-05,9076
0.04852,0.02426,582.641056,-582.637945,0.16,0,106.387626,1.98447103e-05,9232
0.04868,0.02434,584.469379,-584.463264,0.16,0,106.597972,2.07260638e-05,9232
0.04884,0.02442,586.294982,-586.294136,0.16,0,106.79605,2.0312315e-05,9232
0.049,0.0245,588.120143,-588.118767,0.16,0,107.004895,1.91872975e-05,9232
0.04916,0.02458,589.944312,-589.941461,0.16,0,107.217627,2.04073564e-05,9232
0.04932,0.02466,591.760675,-591.761935,0.32,0,107.419851,2.05463072e-05,9232
0.04948,0.02474,593.586506,-593.584112,0.16,0,107.878605,2.07235197e-05,9388
0.04964,0.02482,595.410994,-595.405831,0.16,0,108.100527,1.86513876e-05,9388
0.0498,0.0249,597.229136,-597.230226,0.16,0,108.315155,1.9158158e-05,9388
0.04996,0.02498,599.058525,-599.054811,0.16,0,108.529781,1.86004652e-05,9388
0.05012,0.02506,600.874886,-600.877667,0.16,0,108.733505,2.0825878e-05,9388
0.05028,0.02514,602.706888,-602.70199,0.32,0,108.952394,1.85685551e-05,9388
0.05044,0.02522,604.52128,-604.519588,0.16,0,109.467375,2.23314293e-05,9544
0.0506,0.0253,606.346781,-606.338334,0.16,0,109.685349,2.1553528e-05,9544
0.05076,0.02538,608.169603,-608.162069,0.16,0,109.929229,2.08008765e-05,9544
0.05092,0.02546,609.985116,-609.983177,0.16,0,110.14147,2.02476049e-05,9544
0.05108,0.02554,611.81992,-611.807385,0.16,0,110.330517,1.99564124e-05,9544
0.05124,0.02562,613.643052,-613.628128,0.32,0,110.562728,2.15209135e-05,9544
0.0514,0.0257,615.456861,-615.451571,0.16,0,111.058254,2.28397835e-05,9694
0.05156,0.02578,617.272576,-617.270428,0.16,0,111.262686,2.04647037e-05,9694
0.05172,0.02586,619.099636,-619.089693,0.16,0,111.479803,2.21301781e-05,9694
0.05188,0.02594,620.911649,-620.908189,0.16,0,111.688164,2.15988094e-05,9694
0.05204,0.02602,622.736676,-622.73249,0.16,0,111.907281,1.91247449e-05,9694
0.0522,0.0261,624.558737,-624.554861,0.32,0,112.133036,2.08156122e-05,9694
0.05236,0.02618,626.385765,-626.375001,0.16,0,112.616982,2.13870288e-05,9838
0.05252,0.02626,628.201288,-628.198284,0.16,0,112.821365,1.84520611e-05,9838
0.05268,0.02634,630.034091,-630.022421,0.16,0,113.015924,1.93910343e-05,9838
0.05284,0.02642,631.851624,-631.844809,0.16,0,113.218432,1.94440916e-05,9838
0.053,0.0265,633.679434,-633.666748,0.16,0,113.44902,2.13643078e-05,9838
0.05316,0.02658,635.494408,-635.487165,0.32,0,113.674793,2.10036473e-05,9838
0.05332,0.02666,637.321151,-637.309892,0.16,0,114.155861,1.99144013e-05,9982
0.05348,0.02674,639.141195,-639.131771,0.16,0,114.367765,1.97378555e-05,9982
0.05364,0.02682,640.970531,-640.955816,0.16,0,114.573815,1.95167454e-05,9982
0.0538,0.0269,642.789566,-642.780927,0.16,0,114.776022,1.86638318e-05,9982
0.05396,0.02698,644.612288,-644.603167,0.16,0,114.994783,1.82685578e-05,9982
0.05412,0.02706,646.430365,-646.427329,0.32,0,115.226711,1.92892396e-05,9982
0.05428,0.02714,648.254238,-648.248785,0.16,0,115.702655,1.84063471e-05,10126
0.05444,0.02722,650.077598,-650.064918,0.16,0,115.897924,2.10749108e-05,10126
0.0546,0.0273,651.89249,-651.884823,0.16,0,116.12307,1.86327224e-05,10126
0.05476,0.02738,653.715417,-653.704202,0.16,0,116.360271,1.85724718e-05,10126
0.05492,0.02746,655.524374,-655.520511,0.16,0,116.601323,2.08043388e-05,10126
0.05508,0.02754,657.342087,-657.336127,0.32,0,116.836986,1.96245838e-05,10126
