# ADR90 WP-A2 tau=0 band, build c4d08f1874060812ef25cfddf49724e7175f2978, leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
0.2427875,0.12139375,3097.63918,-3097.73505,0.3125,1,6203.2717
0.2431,0.12155,3102.45857,-3102.57421,0.3125,1,6209.91163
0.2434125,0.12170625,3107.80298,-3107.95317,0.3125,1,6220.93057
0.243725,0.1218625,3112.93491,-3112.97638,0.3125,1,6229.18534
0.2440375,0.12201875,3118.64954,-3118.74334,0.3125,1,6236.24444
0.24435,0.122175,3124.21253,-3124.36043,0.625,1,6242.26564
0.244975,0.1224875,3135.32865,-3135.55342,0.625,1,6252.3509
0.2456,0.1228,3145.1174,-3145.32158,0.625,1,6266.79162
0.246225,0.1231125,3156.05829,-3156.28978,0.625,1,6283.07932
0.24685,0.123425,3165.98835,-3166.26943,0.625,1,6299.70232
0.247475,0.1237375,3176.12676,-3176.29464,0.625,1,6325.80195
0.2481,0.12405,3186.84965,-3187.07201,1.25,1,6350.76297
0.248725,0.1243625,3197.16265,-3197.41655,0.625,1,6388.38213
0.2490375,0.12451875,3200.86052,-3201.12068,0.3125,1,6417.13398
0.24935,0.124675,3206.76376,-3207.03196,0.3125,1,6427.45539
0.2496625,0.12483125,3211.49843,-3211.79242,0.3125,1,6435.25439
0.249975,0.1249875,3215.69811,-3215.83202,0.3125,1,6442.62247
0.2502875,0.12514375,3221.47077,-3221.67501,0.3125,1,6455.03299
0.2506,0.1253,3226.12013,-3226.40769,0.625,1,6465.74875
0.251225,0.1256125,3237.86209,-3238.09151,0.625,1,6477.80138
0.25185,0.125925,3247.24906,-3247.45767,0.625,1,6491.97059
0.2521625,0.12608125,3251.74804,-3252.07947,0.3125,1,6518.207
0.252475,0.1262375,3256.83419,-3257.11536,0.3125,1,6525.43648
0.2527875,0.12639375,3260.89753,-3260.99126,0.3125,1,6538.88061
0.2531,0.12655,3265.87049,-3265.88934,0.3125,1,6549.56016
0.2534125,0.12670625,3272.10454,-3272.35008,0.3125,1,6559.84238
0.25356875,0.126784375,3285.29124,-3285.42638,0.15625,1,6579.91329
0.253725,0.1268625,3276.87105,-3276.87955,0.15625,0,6587.55661
0.25388125,0.126940625,3280.70815,-3281.02785,0.15625,1,6593.06419
0.2540375,0.12701875,3281.82781,-3282.07722,0.15625,1,6602.77626
0.25419375,0.127096875,3286.47593,-3286.88132,0.15625,1,6609.62564
0.25435,0.127175,3288.56955,-3288.95553,0.3125,1,6617.82872
0.2546625,0.12733125,3293.68595,-3293.84799,0.3125,1,6623.28493
0.254975,0.1274875,3300.1493,-3300.3017,0.3125,1,6637.28143
0.2552875,0.12764375,3305.17204,-3305.6043,0.3125,1,6645.88024
0.2556,0.1278,3310.36791,-3310.52254,0.3125,1,6654.01933
0.2559125,0.12795625,3317.09823,-3317.22346,0.3125,1,6661.27949
0.256225,0.1281125,3322.14824,-3322.31582,0.625,1,6671.13125
0.25685,0.128425,3333.71988,-3333.81418,0.625,1,6680.72407
0.257475,0.1287375,3344.51324,-3344.62872,0.625,1,6692.57559
0.2581,0.12905,3355.61143,-3355.74942,0.625,1,6704.26818
0.258725,0.1293625,3366.34116,-3366.51618,0.625,1,6714.07185
0.25935,0.129675,3377.7629,-3377.93865,0.625,1,6723.5221
0.259975,0.1299875,3388.89676,-3389.06334,1.25,1,6735.69393
0.261225,0.1306125,3410.45061,-3410.58565,1.25,1,6766.17279
0.262475,0.1312375,3430.94245,-3431.03332,1.25,1,6788.65047
0.263725,0.1318625,3451.53784,-3451.53307,1.25,1,6811.0998
0.26435,0.132175,3462.09196,-3462.13392,0.625,1,6862.85653
0.264975,0.1324875,3472.25236,-3472.27909,0.625,1,6885.1437
0.2656,0.1328,3482.40941,-3482.53945,0.625,1,6904.12278
0.2659125,0.13295625,3488.01806,-3488.20756,0.3125,1,6939.94315
0.266225,0.1331125,3491.04498,-3491.14854,0.3125,1,6950.0268
0.26638125,0.133190625,3503.42465,-3503.71781,0.15625,1,6970.90555
0.2665375,0.13326875,3496.58201,-3496.7294,0.15625,1,6980.36373
0.26669375,0.133346875,3500.5306,-3500.5494,0.15625,0,6985.77409
0.26685,0.133425,3503.62214,-3504.26267,0.15625,1,6993.54877
0.26700625,0.133503125,3505.67755,-3505.32096,0.15625,1,7000.56638
0.2671625,0.13358125,3508.96739,-3508.98952,0.3125,0,7004.99649
0.267475,0.1337375,3514.50031,-3514.47531,0.3125,0,7013.62609
0.2677875,0.13389375,3518.95886,-3519.05975,0.3125,1,7020.78473
0.2681,0.13405,3525.0718,-3525.19991,0.3125,1,7040.62411
0.2684125,0.13420625,3530.11796,-3530.25478,0.3125,1,7047.68058
0.268725,0.1343625,3536.43334,-3536.52161,0.3125,1,7055.76944
0.2690375,0.13451875,3541.70566,-3541.74205,0.625,1,7064.65679
0.2696625,0.13483125,3553.12777,-3553.24062,0.625,1,7076.79172
0.2702875,0.13514375,3563.31728,-3563.37655,0.625,1,7091.91985
0.2709125,0.13545625,3574.31212,-3574.42574,0.625,1,7106.12214
0.2715375,0.13576875,3585.52449,-3585.59991,0.625,1,7114.31913
0.2721625,0.13608125,3595.19915,-3595.2295,0.625,1,7132.45055
0.2727875,0.13639375,3605.41618,-3605.50963,1.25,1,7140.86306
0.2740375,0.13701875,3627.29996,-3627.40866,1.25,1,7157.65266
0.2752875,0.13764375,3648.02277,-3648.11327,1.25,1,7177.03424
0.2765375,0.13826875,3668.09064,-3668.16601,1.25,1,7194.1794
0.2771625,0.13858125,3677.03254,-3676.9319,0.625,1,7215.85791
0.2777875,0.13889375,3686.95992,-3686.89738,0.625,1,7229.79724
0.2784125,0.13920625,3697.2856,-3697.52083,0.625,1,7239.40228
0.2790375,0.13951875,3707.62735,-3707.70973,0.625,1,7248.35184
0.2796625,0.13983125,3717.05826,-3717.0799,0.625,1,7260.64883
0.2802875,0.14014375,3727.11013,-3727.15954,1.25,1,7269.35273
0.2809125,0.14045625,3737.34702,-3737.42876,0.625,1,7288.31261
0.2815375,0.14076875,3747.03602,-3747.06718,0.625,1,7297.57644
0.2821625,0.14108125,3757.53011,-3757.6832,0.625,1,7306.98819
0.2827875,0.14139375,3766.47399,-3766.52399,0.625,1,7314.56549
0.2834125,0.14170625,3775.47654,-3775.38564,0.625,1,7326.61013
0.2840375,0.14201875,3786.61394,-3786.65163,1.25,1,7335.63615
0.2852875,0.14264375,3804.88289,-3804.82815,1.25,1,7353.85878
0.2865375,0.14326875,3825.01832,-3825.11432,1.25,1,7367.72287
0.2871625,0.14358125,3833.60575,-3833.56547,0.625,1,7408.08521
0.2877875,0.14389375,3843.34616,-3843.38059,0.625,1,7419.74381
0.2884125,0.14420625,3852.4966,-3852.37997,0.625,1,7435.7244
0.2890375,0.14451875,3861.88692,-3862.01155,0.625,1,7457.53588
0.28935,0.144675,3865.48647,-3865.50924,0.3125,1,7480.21328
0.2896625,0.14483125,3870.2421,-3870.33352,0.3125,1,7487.96373
0.289975,0.1449875,3874.6507,-3874.70481,0.3125,1,7497.45063
0.2902875,0.14514375,3880.12719,-3880.12615,0.3125,1,7509.15811
0.2906,0.1453,3884.94368,-3884.98451,0.3125,1,7516.89608
0.29075625,0.145378125,3896.75987,-3897.12801,0.15625,1,7541.09133
0.2909125,0.14545625,3889.2561,-3889.55951,0.15625,1,7546.83829
0.29106875,0.145534375,3893.00349,-3893.02679,0.15625,0,7551.26699
0.291225,0.1456125,3895.41767,-3896.77331,0.15625,1,7555.55169
0.29138125,0.145690625,3897.66498,-3897.64151,0.15625,0,7561.20011
0.2915375,0.14576875,3901.13656,-3902.05102,0.3125,1,7568.29923
0.29185,0.145925,3905.20747,-3905.29221,0.3125,1,7580.1473
0.2921625,0.14608125,3910.98144,-3911.09203,0.3125,1,7591.2264
0.292475,0.1462375,3915.08468,-3915.12226,0.3125,1,7602.08235
0.2927875,0.14639375,3920.53419,-3920.52564,0.3125,1,7609.34903
0.2931,0.14655,3926.47711,-3926.52489,0.3125,1,7615.1541
0.2934125,0.14670625,3931.20313,-3931.18942,0.625,1,7619.30823
0.2940375,0.14701875,3941.82662,-3941.81365,0.625,1,7625.16872
0.2946625,0.14733125,3952.47802,-3952.5162,0.625,1,7638.30593
0.2952875,0.14764375,3962.979,-3963.10768,0.625,1,7645.09079
0.2959125,0.14795625,3973.12086,-3973.16577,0.625,1,7657.07295
0.2965375,0.14826875,3983.07515,-3983.09783,0.625,1,7664.74093
0.2971625,0.14858125,3992.95733,-3993.05525,1.25,1,7672.36743
0.2984125,0.14920625,4012.5801,-4012.65963,1.25,1,7690.19661
0.2996625,0.14983125,4031.91713,-4032.01161,1.25,1,7709.44125
0.3009125,0.15045625,4051.40317,-4051.49451,1.25,1,7730.26377
0.3021625,0.15108125,4070.26565,-4070.33698,1.25,1,7751.94628
0.3034125,0.15170625,4089.15758,-4089.2266,1.25,1,7771.65663
0.3046625,0.15233125,4107.99682,-4108.04958,2.5,1,7792.81719
0.3059125,0.15295625,4126.54185,-4126.60617,1.25,1,7813.59351
0.3071625,0.15358125,4145.41049,-4145.52909,1.25,1,7826.27251
0.3084125,0.15420625,4162.93387,-4162.96838,1.25,1,7840.1802
0.3096625,0.15483125,4181.33028,-4181.39445,1.25,1,7853.5148
0.3102875,0.15514375,4190.63844,-4190.77205,0.625,1,7870.29574
0.3109125,0.15545625,4198.74333,-4198.68026,0.625,1,7878.09723
0.3115375,0.15576875,4208.32162,-4208.28955,0.625,1,7883.56325
0.3121625,0.15608125,4217.28112,-4217.32814,0.625,1,7891.31219
0.3127875,0.15639375,4226.79583,-4226.95761,0.625,1,7904.652
0.3134125,0.15670625,4234.49558,-4234.42385,1.25,1,7912.76889
0.3146625,0.15733125,4253.48931,-4253.57798,1.25,1,7930.97967
0.314975,0.1574875,4256.83905,-4256.84656,0.3125,1,7949.93396
0.3152875,0.15764375,4261.31487,-4261.25751,0.3125,1,7954.60436
0.3156,0.1578,4265.35485,-4265.37554,0.3125,1,7957.70566
0.3159125,0.15795625,4270.54174,-4270.64853,0.3125,1,7966.37267
0.316225,0.1581125,4274.30722,-4274.44204,0.3125,1,7970.12891
0.3165375,0.15826875,4278.93452,-4278.86387,0.625,1,7976.89947
0.3171625,0.15858125,4288.57819,-4288.62527,0.625,1,7984.05768
0.3177875,0.15889375,4297.61202,-4297.64299,0.625,1,7993.68867
0.3181,0.15905,4300.5864,-4300.63289,0.3125,1,8006.26568
0.3184125,0.15920625,4303.94544,-4303.8804,0.3125,1,8010.75079
0.318725,0.1593625,4309.39072,-4309.4134,0.3125,1,8015.66447
0.3190375,0.15951875,4313.63543,-4313.67791,0.3125,1,8022.38849
0.31935,0.159675,4318.42073,-4318.63668,0.3125,1,8030.96603
0.3196625,0.15983125,4321.98748,-4321.9596,0.625,1,8038.04496
0.319975,0.1599875,4327.50396,-4327.60108,0.3125,1,8045.21329
0.3202875,0.16014375,4330.81097,-4330.76162,0.3125,1,8051.69594
0.3206,0.1603,4335.33319,-4335.26593,0.3125,1,8056.64846
0.3209125,0.16045625,4339.35997,-4339.40763,0.3125,1,8061.60066
0.32106875,0.160534375,4352.36007,-4352.67842,0.15625,1,8072.83014
0.321225,0.1606125,4343.85156,-4343.93063,0.15625,1,8076.35156
0.32138125,0.160690625,4348.12368,-4348.86648,0.15625,1,8079.9229
0.3215375,0.16076875,4349.86772,-4349.98194,0.15625,1,8085.42818
0.32169375,0.160846875,4352.52218,-4352.74555,0.15625,1,8090.36486
0.32185,0.160925,4355.45946,-4356.66909,0.3125,1,8092.87882
0.3221625,0.16108125,4359.53442,-4359.63058,0.3125,1,8098.06113
0.322475,0.1612375,4364.58759,-4364.66378,0.3125,1,8102.78487
0.3227875,0.16139375,4369.74083,-4369.88812,0.3125,1,8110.35751
0.3231,0.16155,4374.55566,-4374.72211,0.3125,1,8117.06395
