# ADR90 WP-A2 tau=0 band, build c4d08f1874060812ef25cfddf49724e7175f2978, leg h1.0_e0.60
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
0.07156,0.03578,1675.07872,-1675.04952,0.64,1,1568.35444
0.0722,0.0361,1688.77125,-1688.8253,0.64,1,1586.29929
0.07284,0.03642,1708.08966,-1708.47456,0.64,1,1617.69653
0.07348,0.03674,1723.55149,-1723.91903,0.64,1,1633.46086
0.07412,0.03706,1741.59572,-1741.76001,0.64,1,1650.35614
0.07444,0.03722,1754.01748,-1754.02583,0.32,1,1670.29917
0.07476,0.03738,1764.93179,-1763.97442,0.32,1,1680.58729
0.07508,0.03754,1774.80861,-1773.76573,0.32,1,1687.02125
0.0754,0.0377,1777.35064,-1777.84407,0.32,1,1702.16917
0.07572,0.03786,1790.16926,-1790.73858,0.32,1,1718.1153
0.07604,0.03802,1794.49248,-1795.03135,0.64,1,1732.40831
0.07668,0.03834,1811.81173,-1812.2028,0.64,1,1739.23737
0.07732,0.03866,1829.37249,-1829.74908,0.64,1,1758.2986
0.07796,0.03898,1847.27679,-1847.4523,0.64,1,1772.09817
0.0786,0.0393,1864.99624,-1865.50491,0.64,1,1785.08109
0.07924,0.03962,1881.43628,-1881.78407,0.64,1,1803.74853
0.07956,0.03978,1890.31106,-1890.42277,0.32,1,1826.77734
0.07988,0.03994,1903.43032,-1904.02278,0.32,1,1832.62529
0.0802,0.0401,1906.74217,-1906.93593,0.32,1,1849.49984
0.08052,0.04026,1916.93135,-1917.29184,0.32,1,1869.61016
0.08084,0.04042,1929.87862,-1930.36224,0.32,1,1880.98517
0.081,0.0405,1936.06108,-1937.08193,0.16,1,1895.91472
0.08116,0.04058,1941.28592,-1942.28633,0.16,1,1910.22033
0.08132,0.04066,1947.11495,-1948.37962,0.16,1,1929.69832
0.08148,0.04074,1952.72061,-1954.25446,0.16,1,1938.17172
0.08164,0.04082,1946.5526,-1947.03454,0.16,1,1958.23841
0.0818,0.0409,1961.74852,-1961.7385,0.32,1,1968.88422
0.08212,0.04106,1963.65676,-1964.51431,0.32,1,1976.95931
0.08244,0.04122,1975.24309,-1975.18121,0.32,1,1981.70964
0.08276,0.04138,1989.37155,-1989.39022,0.32,1,1989.03582
0.08292,0.04146,2000.10841,-1999.99961,0.16,1,2003.7541
0.083,0.0415,2005.2685,-2005.21349,0.08,1,2020.40019
0.08308,0.04154,2000.00001,-2000.00506,0.08,0,2027.30246
0.08316,0.04158,2008.84924,-2007.82485,0.08,1,2033.47243
0.08324,0.04162,2009.69497,-2010.9557,0.08,1,2043.72029
0.08332,0.04166,2017.13542,-2016.41948,0.08,1,2049.86328
0.0834,0.0417,2020.60441,-2020.40308,0.16,1,2057.32063
0.08356,0.04178,2025.01141,-2025.73209,0.16,1,2070.64189
0.0836,0.0418,2029.7214,-2028.7331,0.04,1,2096.3724
0.08364,0.04182,2024.24272,-2023.70601,0.04,1,2105.86486
0.08368,0.04184,2028.75865,-2028.69048,0.04,1,2110.71915
0.08372,0.04186,2034.39974,-2033.04917,0.04,1,2114.93315
0.08376,0.04188,2037.5559,-2036.53832,0.04,1,2120.47233
0.0838,0.0419,2040.80115,-2039.59704,0.08,1,2124.89528
0.08384,0.04192,2041.51059,-2040.26735,0.04,1,2132.978
0.08388,0.04194,2044.58011,-2043.6872,0.04,1,2138.90897
0.08392,0.04196,2047.56903,-2046.61992,0.04,1,2142.79701
0.08394,0.04197,2047.81063,-2046.88517,0.02,1,2150.9271
0.08396,0.04198,2048.44281,-2047.50576,0.02,1,2153.63815
0.08398,0.04199,2049.2435,-2048.31395,0.02,1,2163.2027
0.084,0.042,2041.78906,-2041.86244,0.02,0,2167.26273
0.08402,0.04201,2044.04618,-2044.04245,0.02,0,2167.37063
0.08404,0.04202,2045.90796,-2045.88485,0.04,0,2168.44305
0.08408,0.04204,2053.18151,-2050.56174,0.04,1,2172.02561
0.08412,0.04206,2055.84398,-2055.29226,0.04,1,2173.42483
0.08416,0.04208,2060.89113,-2059.47532,0.04,1,2177.47288
0.0842,0.0421,2064.1877,-2062.58828,0.04,1,2181.83683
0.08424,0.04212,2064.66703,-2063.85529,0.04,1,2190.04236
0.08428,0.04214,2068.5797,-2067.62218,0.08,1,2198.89124
0.08436,0.04218,2065.71214,-2066.18144,0.08,1,2205.42492
0.08444,0.04222,2076.28697,-2076.08427,0.08,1,2211.05159
0.08452,0.04226,2084.94803,-2083.96796,0.08,1,2215.39191
0.08456,0.04228,2087.13736,-2086.23066,0.04,1,2217.31377
0.0846,0.0423,2090.67254,-2089.66262,0.04,1,2224.96632
0.08464,0.04232,2092.29399,-2091.24922,0.04,1,2233.67479
0.08468,0.04234,2095.72842,-2094.64941,0.04,1,2238.56552
0.08472,0.04236,2088.83589,-2088.78475,0.04,0,2242.94968
0.08476,0.04238,2096.18473,-2093.54317,0.08,1,2246.8726
0.08484,0.04242,2104.0698,-2102.71118,0.08,1,2252.12483
0.08492,0.04246,2111.31113,-2110.57876,0.08,1,2254.80842
0.085,0.0425,2108.24938,-2108.3096,0.08,1,2263.06701
0.08508,0.04254,2118.59585,-2117.90601,0.08,1,2267.86424
0.08516,0.04258,2127.33008,-2126.306,0.08,1,2271.86506
0.0852,0.0426,2128.21409,-2126.83062,0.04,1,2280.81852
0.08524,0.04262,2131.47836,-2130.48542,0.04,1,2283.90315
0.08528,0.04264,2125.53235,-2125.58664,0.04,0,2291.22715
0.08532,0.04266,2129.07097,-2129.14227,0.04,0,2292.10739
0.08536,0.04268,2136.47852,-2133.81023,0.04,1,2297.82666
0.0854,0.0427,2139.47046,-2138.60159,0.08,1,2299.63444
0.08548,0.04274,2148.21202,-2146.85402,0.08,1,2305.98227
0.08556,0.04278,2145.35151,-2145.74523,0.08,1,2310.66758
0.08564,0.04282,2156.40461,-2155.25108,0.08,1,2313.57672
0.08572,0.04286,2164.6707,-2163.62524,0.08,1,2318.33517
0.08576,0.04288,2165.45678,-2164.31428,0.04,1,2325.454
0.0858,0.0429,2167.89591,-2166.70825,0.04,1,2327.07614
0.08584,0.04292,2171.35526,-2170.18651,0.04,1,2335.76103
0.08586,0.04293,2171.97337,-2170.9678,0.02,1,2343.24061
0.08588,0.04294,2164.00571,-2163.99009,0.02,0,2348.11941
0.0859,0.04295,2166.25866,-2166.23789,0.02,0,2348.23457
0.08592,0.04296,2167.99932,-2168.03336,0.02,0,2349.51973
0.08594,0.04297,2170.05674,-2170.10124,0.02,0,2351.24286
0.08596,0.04298,2172.60569,-2172.54932,0.04,1,2354.65498
0.086,0.043,2179.10822,-2177.01612,0.04,1,2356.46861
0.08604,0.04302,2183.13409,-2181.53402,0.04,1,2360.05507
0.08608,0.04304,2186.62297,-2185.05176,0.04,1,2362.81421
0.08612,0.04306,2180.80689,-2180.86086,0.04,0,2366.71816
0.08616,0.04308,2187.95499,-2185.66757,0.04,1,2370.06144
0.0862,0.0431,2191.42366,-2190.41352,0.08,1,2374.09633
0.08628,0.04314,2198.76637,-2197.61783,0.08,1,2378.34032
0.08636,0.04318,2205.41288,-2204.28307,0.08,1,2382.14203
0.0864,0.0432,2199.07083,-2199.00743,0.04,0,2392.22165
0.08644,0.04322,2203.9413,-2204.00742,0.04,1,2394.9388
0.08648,0.04324,2210.14714,-2208.56684,0.04,1,2398.4965
0.08652,0.04326,2213.80922,-2212.55631,0.04,1,2401.30507
