# ADR90 WP-A2 tau=0 band, build 9e73060a90e81a35ebd842bcd10a315a980ffac4 (expected 9e73060a90e81a35ebd842bcd10a315a980ffac4), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals,guard_floor,guard_f0,guard_hold,guard_res,guard_ctlf
0.14772,0.07386,1668.93287,-1669.19053,1.28,1,1050.41407,0.000192379472,1100,0,0,0,7940,2931
0.149,0.0745,1682.3944,-1682.77408,1.28,1,1063.05981,0.000155872783,1108,0,0,0,7940,2943
0.15028,0.07514,1695.90131,-1696.2952,1.28,1,1076.57031,0.000247979378,1116,0,0,0,7940,2955
0.15156,0.07578,1709.44043,-1709.72175,1.28,1,1090.0015,0.000254612942,1124,0,0,0,7940,2952
0.15284,0.07642,1722.39758,-1722.7526,2.56,1,1103.01688,0.000239977229,1132,0,0,0,7940,2952
0.15412,0.07706,1735.32262,-1735.75796,1.28,1,1116.80636,0.000230501711,1152,0,0,0,17456,5955
0.1554,0.0777,1748.73344,-1749.09365,1.28,1,1129.82083,0.000259600936,1160,0,0,0,7940,2958
0.15668,0.07834,1761.68938,-1762.08031,1.28,1,1142.72902,0.000239042228,1168,0,0,0,7940,2916
0.15796,0.07898,1774.08319,-1774.64382,1.28,1,1155.61981,0.000216744352,1184,0,0,0,7940,2925
0.15924,0.07962,1786.24915,-1786.96484,1.28,1,1167.47092,0.000192400519,1200,0,0,0,7940,2928
0.16052,0.08026,1799.66019,-1800.37488,2.56,1,1178.97559,0.000240018643,1216,0,0,0,7940,2934
0.1618,0.0809,1813.01557,-1813.48384,1.28,1,1192.21083,0.000219972573,1244,0,0,0,17468,5874
0.16308,0.08154,1825.63303,-1826.10054,1.28,1,1204.47536,0.000196831734,1260,0,0,0,7940,2904
0.16436,0.08218,1837.98521,-1838.511,1.28,1,1217.12377,0.000175264545,1276,0,0,0,7940,2940
0.16564,0.08282,1857.89604,-1858.0768,1.28,1,1229.00431,0.000948524464,1292,0,0,0,7940,2949
0.16692,0.08346,1873.06708,-1873.89583,1.28,1,1242.97657,0.0011906352,1308,0,12,0,7928,2832
0.1682,0.0841,1885.81594,-1886.66391,2.56,1,1257.66424,0.000905642152,1316,0,0,0,7928,2856
0.16948,0.08474,1897.08433,-1897.91511,1.28,1,1272.6352,0.00059997634,1336,0,0,0,17444,6183
0.17076,0.08538,1908.1984,-1909.08828,1.28,1,1284.85354,0.000412467306,1344,0,0,0,7940,3156
0.17204,0.08602,1920.32305,-1921.25365,1.28,1,1297.28282,0.000426061657,1360,0,0,0,7940,3249
0.17332,0.08666,1932.65752,-1933.54468,1.28,1,1310.04649,0.000602600982,1376,0,0,0,7952,3273
0.1746,0.0873,1946.45224,-1947.09195,1.28,1,1323.28562,0.000381406185,1392,0,0,0,7952,3222
0.17588,0.08794,1959.73604,-1960.37638,2.56,1,1338.48888,0.000369464037,1408,0,0,0,7940,3162
0.17716,0.08858,1972.94037,-1973.50282,1.28,1,1351.06123,0.000262048564,1436,0,0,0,17468,6342
0.17844,0.08922,1985.9557,-1986.28857,1.28,1,1362.70527,0.000315326583,1452,0,0,0,7940,3135
0.17972,0.08986,1998.49939,-1998.83971,1.28,1,1373.74656,0.000301779539,1476,0,0,0,7940,3144
0.181,0.0905,2010.43411,-2010.78398,1.28,1,1386.37862,0.000398016784,1500,0,0,0,7948,3150
0.18228,0.09114,2022.4428,-2022.76633,1.28,1,1399.19582,0.000370513246,1524,0,0,0,7940,3150
0.18356,0.09178,2034.21277,-2034.64455,2.56,1,1412.84873,0.000386099232,1548,0,0,0,7952,3123
0.18484,0.09242,2046.35254,-2046.61619,1.28,1,1427.54205,0.000414491087,1584,0,0,0,17480,6240
0.18612,0.09306,2058.9386,-2059.39971,1.28,1,1440.9383,0.00029281471,1612,0,0,0,7952,3090
0.1874,0.0937,2071.83346,-2072.25832,1.28,1,1456.96951,0.000281317723,1640,0,0,0,7956,2988
0.18868,0.09434,2084.34508,-2084.83152,1.28,1,1470.7552,0.000230616021,1668,0,0,0,7952,2964
0.18996,0.09498,2096.29836,-2097.14695,1.28,1,1483.56258,0.000254061636,1696,0,0,0,7952,2964
0.19124,0.09562,2109.79058,-2109.86367,2.56,1,1499.36317,0.000284492718,1722,0,0,0,7952,2976
0.19252,0.09626,2122.33361,-2122.51382,1.28,1,1514.78601,0.000338320378,1754,0,0,0,17462,5952
0.1938,0.0969,2134.38997,-2134.66697,1.28,1,1530.60103,0.000307024671,1774,0,0,0,7948,2952
0.19508,0.09754,2146.5988,-2146.93126,1.28,1,1546.08519,0.000266835079,1794,0,0,0,7948,2943
0.19636,0.09818,2159.53873,-2160.05937,1.28,1,1560.68742,0.00030633863,1814,0,0,0,7940,2982
0.19764,0.09882,2172.83859,-2173.34352,1.28,1,1577.06827,0.000378937443,1834,0,0,0,7940,2955
0.19892,0.09946,2185.6627,-2186.14791,2.56,1,1592.98841,0.000362490221,1850,0,0,0,7940,2979
0.2002,0.1001,2197.9653,-2198.4499,1.28,1,1609.59201,0.000333093701,1878,0,0,0,17444,6159
0.20148,0.10074,2209.4626,-2209.97686,1.28,1,1623.49483,0.000278809401,1898,0,0,0,7940,3108
0.20276,0.10138,2221.03343,-2221.61645,1.28,1,1636.61969,0.000269863463,1921,0,0,0,7940,3132
0.20404,0.10202,2233.12359,-2233.62278,1.28,1,1650.89525,0.000283322523,1945,0,0,0,7952,3192
0.20532,0.10266,2245.42349,-2246.03188,1.28,1,1665.12668,0.00028534707,1976,0,0,0,7952,3174
0.2066,0.1033,2258.1091,-2258.48621,2.56,1,1679.29064,0.000256857939,2016,0,0,0,7956,3171
0.20788,0.10394,2270.35126,-2270.85548,1.28,1,1693.70532,0.000231378371,2068,0,0,0,17484,6348
0.20916,0.10458,2282.66853,-2283.10001,1.28,1,1707.54761,0.000218173122,2116,0,0,0,7944,3141
0.2098,0.1049,2304.08818,-2304.19391,0.64,1,1717.10626,0.00210972717,2152,0,28,0,17634,6061
0.21044,0.10522,2321.64849,-2320.34446,0.64,0,1720.34197,0.00230118774,2152,0,28,0,1568,873
0.21108,0.10554,2328.5207,-2330.52623,0.64,0,1723.8888,0.00209819661,2152,0,12,0,1568,916
0.21172,0.10586,2332.72119,-2334.94863,0.64,0,1727.06453,0.00168838629,2152,0,12,0,1568,1124
0.21236,0.10618,2333.70725,-2336.62469,0.64,0,1729.86284,0.00102201084,2152,0,20,0,1572,1326
0.213,0.1065,2337.15722,-2339.96968,1.28,0,1734.06108,0.00101375986,2152,0,20,0,1584,1392
0.21428,0.10714,2353.67631,-2355.405,1.28,1,1747.02234,0.00125995609,2168,0,24,0,7940,3927
0.21556,0.10778,2370.24508,-2372.55461,1.28,0,1753.83189,0.00117054125,2168,0,12,0,1600,1276
0.21684,0.10842,2383.74446,-2390.34019,1.28,0,1760.92577,0.00113695505,2168,0,12,0,1594,1247
0.21748,0.10874,2392.59893,-2397.0799,0.64,0,1766.29864,0.000931430142,2180,0,32,0,11246,4920
0.21812,0.10906,2397.61715,-2403.043,0.64,0,1770.3939,0.0010506142,2180,0,20,0,1592,1180
0.21876,0.10938,2411.21036,-2413.04813,0.64,1,1776.29563,0.00153331718,2188,0,24,0,7952,3396
0.2194,0.1097,2414.50678,-2419.50611,0.64,0,1779.02171,0.00116284914,2188,0,4,0,1572,1090
0.22004,0.11002,2420.53674,-2423.96618,0.64,0,1782.10587,0.00110710383,2188,0,8,0,1572,1057
0.22036,0.11018,2422.31075,-2425.40711,0.32,0,1785.46835,0.000818650158,2200,0,48,0,11160,4336
0.22068,0.11034,2420.14126,-2425.85677,0.32,0,1787.24798,0.000839329316,2200,0,8,0,1588,1060
0.221,0.1105,2424.15413,-2426.57307,0.32,0,1789.10754,0.000835441002,2200,0,24,0,1586,1013
0.22132,0.11066,2431.42056,-2432.23303,0.32,0,1790.45286,0.00106476362,2200,0,25,0,1592,948
0.22164,0.11082,2430.64257,-2434.53256,0.32,0,1791.92083,0.000778906917,2200,0,40,0,1584,889
0.22196,0.11098,2430.65183,-2437.99599,0.64,0,1793.84507,0.000768908804,2200,0,24,0,1588,878
0.2226,0.1113,2451.33731,-2457.6324,0.64,1,1799.28349,0.00222343401,2216,0,88,0,7904,2620
0.22324,0.11162,2467.85172,-2472.53193,0.64,0,1802.21685,0.00323790163,2216,0,55,0,1572,688
0.22388,0.11194,2475.35268,-2477.3701,0.64,0,1805.13029,0.00279440232,2216,0,36,0,1568,743
0.22452,0.11226,2475.5261,-2477.46608,0.64,0,1808.85546,0.00199855427,2216,0,15,0,1568,941
0.22516,0.11258,2469.40349,-2478.25276,0.64,0,1812.93728,0.00148518149,2216,0,17,0,1568,1187
0.22548,0.11274,2475.80816,-2478.85838,0.32,0,1817.01918,0.00126463687,2228,0,56,0,11200,4978
0.2258,0.1129,2476.35137,-2480.45193,0.32,0,1818.83216,0.00116145613,2228,0,8,0,1587,1220
0.22612,0.11306,2478.04189,-2481.10348,0.32,0,1820.77355,0.00106798218,2228,0,34,0,1612,1116
0.22644,0.11322,2478.99321,-2481.4906,0.32,0,1822.98848,0.00104507836,2228,0,26,0,1604,1076
0.22676,0.11338,2483.03229,-2484.95681,0.32,1,1827.22532,0.00103747227,2248,0,54,0,7964,3156
0.22708,0.11354,2484.67423,-2486.37715,0.64,0,1828.67019,0.00105946913,2248,0,20,0,1580,968
0.22772,0.11386,2499.74452,-2508.25696,0.64,1,1833.91341,0.0015584899,2270,0,111,0,7908,2840
0.22836,0.11418,2521.0114,-2526.71475,0.64,1,1840.42179,0.00333049223,2282,0,220,0,7904,2124
0.229,0.1145,2525.64033,-2531.40766,0.64,0,1842.61579,0.00356669045,2282,0,16,0,1568,649
0.22932,0.11466,2523.7135,-2527.24463,0.32,1,1847.71492,0.00257006153,2287,0,132,0,17408,3861
0.22964,0.11482,2517.95571,-2520.76848,0.32,0,1850.60953,0.00153865279,2287,0,38,0,1568,1066
0.22966,0.11483,2512.43242,-2517.44594,0.02,0,1855.27735,0.000845570499,2318,0,390,0,42690,14314
0.22968,0.11484,2508.22414,-2511.96151,0.02,0,1855.61854,0.000667185758,2318,0,426,0,1585,753
0.2297,0.11485,2502.16288,-2505.63111,0.02,0,1855.98102,0.000610652204,2318,0,390,0,1622,748
0.22972,0.11486,2495.21853,-2498.05129,0.02,0,1856.41484,0.000597745264,2318,0,359,0,1640,584
0.22972125,0.114860625,2493.36893,-2496.1941,0.00125,0,1857.51288,0.000428774446,2350,0,1547,0,40364,5654
0.2297225,0.11486125,2488.84137,-2492.73776,0.00125,0,1857.62715,0.000365822455,2350,0,253,0,1584,113
