# ADR90 WP-A2 tau=0 band, build c4d08f1874060812ef25cfddf49724e7175f2978, leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s
0.0034,0.0017,50.3230565,-50.3216352,0.32,0,37.5497208
0.00372,0.00186,54.574564,-54.5725437,0.64,0,40.6427717
0.00436,0.00218,62.962696,-62.9586384,0.64,0,49.4868538
0.005,0.0025,71.2963327,-71.3014494,0.64,0,62.9864366
0.00564,0.00282,79.4829248,-79.4712098,0.64,0,76.9084766
0.00628,0.00314,87.6171141,-87.6096436,0.64,0,90.8394737
0.00692,0.00346,95.6866752,-95.6723942,0.64,0,104.280794
0.00756,0.00378,103.684737,-103.66127,1.28,0,118.363522
0.00884,0.00442,119.504766,-119.502748,1.28,0,147.138665
0.01012,0.00506,135.234803,-135.333535,1.28,0,175.119816
0.0114,0.0057,150.905815,-150.946342,1.28,0,203.984542
0.01268,0.00634,166.437766,-166.499473,1.28,0,232.63312
0.01396,0.00698,181.951598,-181.853977,1.28,0,260.24684
0.01524,0.00762,197.322502,-197.352333,2.56,0,287.241294
0.0178,0.0089,227.89758,-227.942966,2.56,0,339.969683
0.02036,0.01018,259.265622,-259.327387,2.56,1,402.373894
0.02292,0.01146,289.489361,-289.573426,2.56,1,448.949503
0.02548,0.01274,319.32637,-319.477688,2.56,1,498.591215
0.02804,0.01402,349.472492,-349.569472,2.56,1,598.422947
0.0306,0.0153,379.460844,-379.624753,5,1,657.793895
0.03185,0.015925,394.151906,-394.184835,1.25,1,735.766602
0.0331,0.01655,408.519584,-408.523069,1.25,1,760.623463
0.03435,0.017175,423.491883,-423.485235,1.25,1,785.43469
0.0356,0.0178,436.627343,-436.607865,1.25,0,831.363245
0.03685,0.018425,452.908541,-453.264228,1.25,1,882.116816
0.0381,0.01905,466.947219,-466.849312,2.5,1,924.896382
0.0406,0.0203,496.106807,-496.132789,2.5,1,997.506609
0.0431,0.02155,524.797117,-524.921144,2.5,1,1024.32399
0.0456,0.0228,553.647941,-553.894434,2.5,1,1043.76631
0.0481,0.02405,582.572227,-582.64106,2.5,1,1063.81531
0.0506,0.0253,611.249142,-611.314378,2.5,1,1095.46717
0.0531,0.02655,639.56766,-639.76342,5,1,1115.13717
0.0556,0.0278,668.084403,-668.236229,2.5,1,1160.83489
0.0581,0.02905,696.418633,-696.600246,2.5,1,1182.8257
0.0606,0.0303,725.109169,-725.244723,2.5,1,1221.91376
0.0631,0.03155,752.687428,-753.040635,2.5,1,1279.15826
0.0656,0.0328,780.917732,-781.511533,2.5,1,1318.29794
0.0681,0.03405,809.618437,-809.771282,5,1,1381.2445
0.0706,0.0353,837.739311,-837.719725,2.5,1,1505.54512
0.0731,0.03655,865.748941,-865.693843,2.5,1,1546.3766
0.07435,0.037175,879.888823,-879.843113,1.25,1,1599.04292
0.0756,0.0378,893.202562,-893.254769,1.25,1,1623.24458
0.076225,0.0381125,906.00399,-906.049883,0.625,1,1661.39893
0.07685,0.038425,907.374112,-907.468841,0.625,1,1678.79964
0.077475,0.0387375,915.406691,-915.776334,0.625,1,1702.2335
0.0781,0.03905,921.714404,-921.653392,0.625,1,1721.96708
0.078725,0.0393625,932.387502,-932.240701,0.625,1,1739.89008
0.07935,0.039675,935.509241,-935.706014,1.25,1,1750.35109
0.0806,0.0403,949.044706,-949.265653,1.25,1,1789.43425
0.08185,0.040925,963.114773,-963.171155,1.25,1,1818.86081
0.0831,0.04155,976.821458,-977.012058,1.25,1,1868.62728
0.08435,0.042175,990.545183,-990.924877,1.25,1,1899.91109
0.0856,0.0428,1004.48276,-1004.61778,1.25,1,1924.87952
0.08685,0.043425,1018.43612,-1018.60798,2.5,1,1962.72965
0.08935,0.044675,1047.01705,-1047.12838,2.5,1,2014.18687
0.09185,0.045925,1074.81397,-1075.16724,2.5,1,2056.38414
0.0931,0.04655,1087.70712,-1087.69716,1.25,1,2147.14895
0.09435,0.047175,1101.30716,-1101.51695,1.25,1,2179.08154
0.0956,0.0478,1114.94632,-1115.05622,1.25,1,2206.7866
0.09685,0.048425,1128.99987,-1129.01237,1.25,1,2236.18471
0.0981,0.04905,1142.31802,-1142.47137,1.25,1,2254.28324
0.09935,0.049675,1156.46954,-1156.48483,2.5,1,2275.10964
0.10185,0.050925,1183.28056,-1183.25868,2.5,1,2320.1139
0.10435,0.052175,1211.03189,-1211.15848,2.5,1,2364.27813
0.10685,0.053425,1238.36062,-1238.54993,2.5,1,2421.41968
0.1081,0.05405,1251.23884,-1251.59379,1.25,1,2519.92578
0.10935,0.054675,1264.34513,-1264.39791,1.25,1,2595.2598
0.1106,0.0553,1278.5881,-1278.62046,1.25,1,2650.01312
0.11185,0.055925,1291.83043,-1292.04914,1.25,1,2704.85674
0.1131,0.05655,1305.54469,-1305.71418,1.25,1,2763.23385
0.11435,0.057175,1318.37062,-1318.44117,2.5,1,2819.17308
0.1156,0.0578,1332.16495,-1332.2856,1.25,1,2932.03791
0.11685,0.058425,1345.66246,-1345.82117,1.25,1,2976.13885
0.1181,0.05905,1359.16139,-1359.51356,1.25,1,3009.85956
0.11935,0.059675,1371.7747,-1372.04563,1.25,1,3046.56936
0.1206,0.0603,1388.97746,-1389.52113,1.25,1,3079.56651
0.12185,0.060925,1401.47113,-1401.62568,2.5,1,3131.89279
0.12435,0.062175,1428.27199,-1428.49904,2.5,1,3238.11413
0.12685,0.063425,1454.18691,-1454.29552,2.5,1,3309.80213
0.1281,0.06405,1467.01554,-1467.11473,1.25,1,3455.70123
0.12935,0.064675,1479.45441,-1479.42207,1.25,1,3537.41826
0.1306,0.0653,1492.89539,-1493.14731,1.25,1,3625.52665
0.13185,0.065925,1509.36317,-1509.78701,1.25,1,3675.57728
0.1331,0.06655,1517.39419,-1517.47945,1.25,1,3755.59271
0.13435,0.067175,1530.84205,-1530.99081,2.5,1,3850.01862
0.1356,0.0678,1543.98884,-1544.10532,1.25,1,4021.6314
0.13685,0.068425,1556.91686,-1556.98745,1.25,1,4062.6556
0.1381,0.06905,1570.11363,-1570.32252,1.25,1,4100.81099
0.138725,0.0693625,1580.17179,-1580.13411,0.625,1,4165.60095
0.13935,0.069675,1583.46975,-1583.83413,0.625,1,4195.50237
0.139975,0.0699875,1588.08517,-1588.13451,0.625,1,4222.62477
0.1406,0.0703,1598.24752,-1598.73561,0.625,1,4250.88651
0.141225,0.0706125,1601.08036,-1601.31731,0.625,1,4296.50933
0.14185,0.070925,1610.89546,-1611.61486,1.25,1,4317.49761
0.1431,0.07155,1619.2851,-1619.53823,1.25,1,4361.60431
0.143725,0.0718625,1625.81569,-1625.97881,0.625,1,4442.52997
0.14435,0.072175,1635.1832,-1635.8187,0.625,1,4453.07535
0.144975,0.0724875,1638.48874,-1638.60731,0.625,1,4480.45114
0.1456,0.0728,1643.42402,-1643.58409,0.625,1,4517.0773
0.146225,0.0731125,1650.84418,-1650.90711,0.625,1,4532.0416
0.14685,0.073425,1656.80052,-1656.80217,1.25,1,4550.98812
0.147475,0.0737375,1666.01447,-1666.83519,0.625,1,4581.94119
0.1481,0.07405,1670.17321,-1670.50572,0.625,1,4594.19688
0.148725,0.0743625,1675.60152,-1675.50656,0.625,1,4608.32016
0.14935,0.074675,1686.11293,-1686.7352,0.625,1,4618.83621
0.149975,0.0749875,1689.42019,-1689.64661,0.625,1,4639.50519
0.1506,0.0753,1698.91641,-1699.76361,1.25,1,4656.39036
0.151225,0.0756125,1702.30966,-1702.62072,0.625,1,4683.16438
0.15185,0.075925,1706.8903,-1707.00617,0.625,1,4706.70394
0.152475,0.0762375,1712.81552,-1712.7739,0.625,1,4731.84035
0.1531,0.07655,1720.16757,-1720.31109,0.625,1,4755.26514
0.153725,0.0768625,1729.32736,-1730.08865,0.625,1,4793.18838
0.1540375,0.07701875,1737.6733,-1737.72502,0.3125,1,4832.01405
0.154115625,0.0770578125,1741.96816,-1742.4858,0.078125,1,4842.33968
0.154154687,0.0770773437,1741.89598,-1742.52238,0.0390625,1,4847.36194
0.15419375,0.077096875,1742.13792,-1742.7799,0.0390625,1,4851.0216
0.154232812,0.0771164062,1742.49968,-1743.15366,0.0390625,1,4853.07078
0.154271875,0.0771359375,1742.92116,-1743.58507,0.0390625,1,4854.83426
0.154310937,0.0771554687,1743.37334,-1744.04568,0.0390625,1,4864.41722
0.15435,0.077175,1743.83937,-1744.52043,0.078125,1,4873.46895
0.154428125,0.0772140625,1740.89178,-1741.89282,0.078125,1,4881.17194
0.15450625,0.077253125,1742.16783,-1742.90811,0.078125,1,4888.74942
0.154584375,0.0772921875,1743.06221,-1743.80937,0.078125,1,4894.97014
0.1546625,0.07733125,1743.97942,-1744.72764,0.078125,1,4902.18289
0.154740625,0.0773703125,1744.91978,-1745.66339,0.078125,1,4915.01861
0.15481875,0.077409375,1735.6334,-1735.61846,0.15625,0,4922.95502
0.154975,0.0774875,1751.917,-1752.13335,0.15625,1,4931.2295
0.15513125,0.077565625,1759.03496,-1759.56237,0.15625,1,4938.40015
0.1552875,0.07764375,1758.23899,-1758.55038,0.15625,1,4947.04589
0.15544375,0.077721875,1774.81752,-1774.99991,0.15625,1,4955.66463
0.1556,0.0778,1780.5111,-1781.14178,0.15625,1,4964.36016
0.15575625,0.077878125,1777.48302,-1777.61641,0.3125,1,4978.75711
0.15606875,0.078034375,1792.20156,-1792.79526,0.3125,1,4994.82336
0.15638125,0.078190625,1804.77714,-1804.79092,0.3125,0,5002.26977
0.15669375,0.078346875,1820.25698,-1820.65966,0.3125,1,5009.0045
0.15700625,0.078503125,1830.08814,-1830.24344,0.3125,1,5018.00275
0.15731875,0.078659375,1841.4931,-1841.49746,0.3125,0,5026.81669
0.15763125,0.078815625,1856.09872,-1856.25345,0.625,1,5043.0344
0.15825625,0.079128125,1876.78779,-1876.87627,0.625,1,5060.15503
0.15888125,0.079440625,1898.34446,-1898.38941,0.625,1,5075.75137
0.15950625,0.079753125,1920.1757,-1920.32307,0.625,1,5084.25764
0.1596625,0.07983125,1935.03557,-1935.26346,0.15625,1,5107.61351
0.15981875,0.079909375,1930.61694,-1930.63982,0.15625,0,5112.96499
0.159975,0.0799875,1936.22034,-1936.24219,0.15625,0,5114.1961
0.16013125,0.080065625,1941.78627,-1941.80977,0.15625,0,5115.45074
0.1602875,0.08014375,1947.30037,-1947.31847,0.15625,0,5116.61709
0.16044375,0.080221875,1952.84501,-1952.85731,0.3125,0,5117.92443
0.16075625,0.080378125,1966.27652,-1966.52021,0.3125,1,5125.1834
0.16106875,0.080534375,1975.23201,-1975.41615,0.3125,1,5131.88579
0.16138125,0.080690625,1987.86181,-1988.4329,0.3125,1,5140.99542
0.16169375,0.080846875,1996.4687,-1996.68021,0.3125,1,5146.44106
0.16200625,0.081003125,2009.43318,-2009.85075,0.3125,1,5152.97526
0.16231875,0.081159375,2017.59978,-2017.86139,0.625,1,5158.65308
0.16294375,0.081471875,2038.16289,-2038.282,0.625,1,5163.00017
0.16356875,0.081784375,2058.06532,-2058.19934,0.625,1,5168.06065
0.16419375,0.082096875,2078.15581,-2078.34655,0.625,1,5179.45502
0.16481875,0.082409375,2098.3032,-2098.5065,0.625,1,5188.52681
0.16544375,0.082721875,2116.44058,-2116.51524,0.625,1,5196.15619
0.16575625,0.082878125,2127.38783,-2127.99228,0.3125,1,5204.76915
0.16606875,0.083034375,2134.49065,-2134.65302,0.3125,1,5210.37106
0.166225,0.0831125,2149.85568,-2149.9267,0.15625,1,5216.228
0.16638125,0.083190625,2152.65593,-2153.22671,0.15625,1,5223.46451
0.166459375,0.0832296875,2145.7545,-2145.75767,0.078125,0,5233.27764
0.1665375,0.08326875,2149.86109,-2149.92884,0.078125,0,5235.03582
0.166615625,0.0833078125,2153.18694,-2153.16953,0.078125,0,5237.94553
0.16669375,0.083346875,2156.61331,-2156.73034,0.078125,0,5239.24748
0.166771875,0.0833859375,2159.93454,-2159.9412,0.078125,0,5240.25533
0.16685,0.083425,2163.25209,-2163.25827,0.15625,0,5241.19503
0.16700625,0.083503125,2176.97698,-2177.28322,0.15625,1,5244.48746
0.167084375,0.0835421875,2173.00814,-2173.0297,0.078125,0,5252.77529
0.1671625,0.08358125,2176.5276,-2176.5272,0.078125,0,5255.94083
0.167240625,0.0836203125,2179.8258,-2179.86753,0.078125,0,5260.13965
0.16731875,0.083659375,2188.62588,-2188.73412,0.078125,1,5265.08996
0.167396875,0.0836984375,2186.2607,-2186.29995,0.078125,0,5267.00498
0.167475,0.0837375,2195.0522,-2195.17624,0.15625,1,5274.16207
0.16763125,0.083815625,2197.20632,-2197.15367,0.15625,0,5283.49663
0.1677875,0.08389375,2210.99636,-2211.19929,0.15625,1,5292.46983
0.16794375,0.083971875,2218.49157,-2219.01773,0.15625,1,5296.03921
0.168021875,0.0840109375,2222.73227,-2223.27259,0.078125,1,5314.60987
0.1681,0.08405,2224.32208,-2224.78683,0.078125,1,5324.09288
0.168178125,0.0840890625,2229.38537,-2229.94791,0.078125,1,5327.68996
0.16825625,0.084128125,2230.9786,-2231.52697,0.078125,1,5337.96989
0.168334375,0.0841671875,2224.19581,-2224.15035,0.078125,0,5344.68341
0.1684125,0.08420625,2229.06558,-2229.12898,0.15625,0,5347.41843
0.16856875,0.084284375,2242.84331,-2243.09079,0.15625,1,5353.7899
0.168725,0.0843625,2251.01594,-2251.36945,0.15625,1,5357.87375
0.16888125,0.084440625,2247.88718,-2248.39356,0.15625,1,5372.55754
0.1690375,0.08451875,2255.60853,-2255.62851,0.15625,0,5375.77578
0.16919375,0.084596875,2262.76732,-2262.78777,0.15625,0,5377.3586
0.16935,0.084675,2276.6999,-2277.00173,0.3125,1,5384.25968
0.169369531,0.0846847656,2278.35303,-2278.52891,0.01953125,1,5388.76434
0.169389062,0.0846945312,2279.78181,-2279.98913,0.01953125,1,5389.95204
0.169408594,0.0847042969,2281.15103,-2281.38262,0.01953125,1,5391.82662
0.169428125,0.0847140625,2282.46892,-2282.72489,0.01953125,1,5394.97001
0.169447656,0.0847238281,2274.11806,-2274.08862,0.01953125,0,5398.91386
0.169467187,0.0847335937,2275.68426,-2275.61892,0.0390625,0,5399.18306
0.16950625,0.084753125,2277.56627,-2277.53367,0.0390625,0,5399.61188
0.169545312,0.0847726562,2279.45473,-2279.42432,0.0390625,0,5400.07299
0.169584375,0.0847921875,2281.32874,-2281.30397,0.0390625,0,5400.52705
0.169623437,0.0848117187,2283.13985,-2283.11485,0.0390625,0,5401.02474
0.1696625,0.08483125,2284.98227,-2284.96331,0.0390625,0,5401.48517
0.169701562,0.0848507812,2286.80728,-2286.78001,0.078125,0,5401.98744
0.169779687,0.0848898437,2290.44512,-2290.438,0.078125,0,5402.94029
0.169857812,0.0849289062,2294.04877,-2294.04069,0.078125,0,5403.70555
0.169935937,0.0849679687,2297.61425,-2297.6047,0.078125,0,5404.55308
0.170014062,0.0850070312,2301.19831,-2301.18519,0.078125,0,5405.33904
0.170092187,0.0850460937,2304.72334,-2304.70761,0.078125,0,5406.33603
0.170170312,0.0850851562,2308.26055,-2308.23634,0.15625,0,5407.28253
0.170326562,0.0851632812,2315.18504,-2315.19798,0.15625,0,5409.31147
0.170482812,0.0852414062,2322.07466,-2322.0828,0.15625,0,5411.61687
0.170639062,0.0853195312,2328.90524,-2328.91123,0.15625,0,5413.53989
0.170795312,0.0853976562,2335.63711,-2335.64794,0.15625,0,5415.52447
0.170951562,0.0854757812,2342.30206,-2342.31165,0.15625,0,5417.61521
0.171107812,0.0855539062,2348.90879,-2348.91629,0.3125,0,5419.66535
0.171420312,0.0857101562,2361.9783,-2361.99062,0.3125,0,5431.53911
0.171732812,0.0858664062,2376.04689,-2376.01944,0.3125,1,5441.69859
0.172045312,0.0860226562,2387.76286,-2387.80771,0.3125,1,5456.16707
0.172357812,0.0861789062,2399.9593,-2399.95723,0.3125,0,5466.32998
0.172670312,0.0863351562,2412.66113,-2412.78416,0.3125,1,5473.6301
0.172982812,0.0864914062,2426.85196,-2426.92037,0.625,1,5481.77815
0.173607812,0.0868039062,2448.82271,-2448.97412,0.625,1,5499.5349
0.174232812,0.0871164062,2472.17428,-2472.34282,0.625,1,5512.20736
0.174857812,0.0874289062,2494.34259,-2494.48843,0.625,1,5523.65644
0.175482812,0.0877414062,2516.07508,-2516.21954,0.625,1,5535.4933
0.176107812,0.0880539062,2537.68607,-2537.75418,0.625,1,5556.6216
0.176264062,0.0881320312,2554.00191,-2554.05893,0.15625,1,5572.78268
0.176420312,0.0882101562,2548.92002,-2549.11911,0.15625,1,5575.8111
0.176576562,0.0882882812,2554.9508,-2554.9625,0.15625,0,5578.08105
0.176732812,0.0883664062,2560.49785,-2560.50327,0.15625,0,5580.19566
0.176889062,0.0884445312,2574.42683,-2574.59216,0.15625,1,5587.5564
0.177045312,0.0885226562,2570.77483,-2570.90757,0.3125,1,5593.36375
0.177357812,0.0886789062,2582.42911,-2582.44081,0.3125,0,5600.3307
0.177670312,0.0888351562,2593.54872,-2593.66177,0.3125,1,5608.13858
0.177982812,0.0889914062,2604.10078,-2604.2104,0.3125,1,5613.80914
0.178295312,0.0891476562,2615.83456,-2615.94539,0.3125,1,5624.47111
0.178451562,0.0892257812,2620.25618,-2620.20533,0.15625,0,5632.09159
0.178607812,0.0893039062,2625.85832,-2625.86959,0.15625,0,5634.00005
0.178764062,0.0893820312,2630.98967,-2630.89663,0.15625,0,5636.10972
0.178920312,0.0894601562,2636.37736,-2636.38509,0.15625,0,5642.02368
0.179076562,0.0895382812,2641.74926,-2641.75846,0.15625,0,5644.1126
0.179232812,0.0896164062,2658.25775,-2658.32821,0.3125,1,5650.71655
0.179545312,0.0897726562,2657.43962,-2657.52972,0.3125,1,5656.64036
0.179857812,0.0899289062,2668.3512,-2668.44802,0.3125,1,5661.99277
0.180170312,0.0900851562,2678.94737,-2679.12754,0.3125,1,5674.97745
0.180482812,0.0902414062,2688.48814,-2688.62579,0.3125,1,5686.66812
0.180639062,0.0903195312,2694.41168,-2694.39822,0.15625,1,5698.02094
0.180795312,0.0903976562,2708.20944,-2708.39419,0.15625,1,5704.05026
0.180873437,0.0904367187,2711.16703,-2711.57428,0.078125,1,5709.87381
0.180951562,0.0904757812,2712.52262,-2712.75421,0.078125,1,5713.0086
0.181029687,0.0905148437,2715.0344,-2715.51343,0.078125,1,5715.39051
0.181107812,0.0905539062,2717.62521,-2718.06668,0.078125,1,5716.93714
0.181185937,0.0905929687,2720.17741,-2720.64925,0.078125,1,5718.61028
0.181264062,0.0906320312,2722.89245,-2723.36807,0.15625,1,5719.958
0.181342187,0.0906710937,2725.57696,-2726.06623,0.078125,1,5723.47778
0.18138125,0.090690625,2727.59435,-2728.05565,0.0390625,1,5730.75015
0.181420312,0.0907101562,2726.67449,-2727.0448,0.0390625,1,5731.78984
0.181459375,0.0907296875,2730.9785,-2731.36955,0.0390625,1,5732.7281
0.181498437,0.0907492187,2731.59136,-2732.02317,0.0390625,1,5734.46615
0.1815375,0.09076875,2733.04079,-2733.46656,0.0390625,1,5735.89966
0.181576562,0.0907882812,2733.83642,-2734.35305,0.078125,1,5738.40501
0.181654687,0.0908273437,2735.8879,-2736.34974,0.078125,1,5740.78659
0.181732812,0.0908664062,2738.29056,-2738.79298,0.078125,1,5742.1872
0.181810937,0.0909054687,2740.88164,-2741.41914,0.078125,1,5742.95816
0.181889062,0.0909445312,2743.52998,-2744.0758,0.078125,1,5743.58179
0.181967187,0.0909835937,2746.23882,-2746.78271,0.078125,1,5744.38052
0.182045312,0.0910226562,2748.94354,-2749.49097,0.15625,1,5744.97684
0.182123437,0.0910617187,2751.53464,-2752.0846,0.078125,1,5747.63188
0.1821625,0.09108125,2755.93465,-2756.33403,0.0390625,1,5752.13817
0.182182031,0.0910910156,2751.79914,-2752.28381,0.01953125,1,5755.07602
0.182201562,0.0911007812,2753.86917,-2754.25019,0.01953125,1,5755.61917
0.182221094,0.0911105469,2755.67743,-2756.0541,0.01953125,1,5757.05364
0.182225977,0.0911129883,2755.58152,-2755.95354,0.0048828125,1,5762.53268
0.182230859,0.0911154297,2755.51534,-2755.88572,0.0048828125,1,5765.1703
0.182235742,0.0911178711,2755.47478,-2755.84172,0.0048828125,1,5765.7592
0.182240625,0.0911203125,2755.45433,-2755.81652,0.0048828125,1,5766.20271
0.182245508,0.0911227539,2755.44805,-2755.80751,0.0048828125,1,5766.66542
0.182250391,0.0911251953,2755.45632,-2755.81252,0.009765625,1,5767.27723
0.182260156,0.0911300781,2756.05035,-2756.40717,0.009765625,1,5769.0403
0.182269922,0.0911349609,2756.64598,-2757.00174,0.009765625,1,5781.38631
0.182279687,0.0911398437,2757.13889,-2757.5621,0.009765625,1,5791.4522
0.182289453,0.0911447266,2744.62755,-2745.14766,0.009765625,1,5802.57976
0.182299219,0.0911496094,2744.59302,-2744.5354,0.009765625,0,5802.92835
0.182308984,0.0911544922,2745.6591,-2745.66877,0.01953125,0,5803.16538
0.182328516,0.0911642578,2747.63982,-2747.58011,0.01953125,0,5803.35477
0.182348047,0.0911740234,2749.14739,-2749.21482,0.01953125,0,5804.50591
0.182367578,0.0911837891,2750.65687,-2750.58442,0.01953125,0,5804.95703
0.182387109,0.0911935547,2752.68414,-2752.66265,0.01953125,0,5805.16905
0.182406641,0.0912033203,2753.97537,-2754.00334,0.01953125,0,5805.42467
0.182426172,0.0912130859,2755.27849,-2755.29845,0.0390625,0,5805.80786
0.182465234,0.0912326172,2760.05394,-2760.07581,0.0390625,1,5807.21361
0.182504297,0.0912521484,2764.57052,-2764.62328,0.0390625,1,5812.49522
0.182543359,0.0912716797,2768.84399,-2768.92907,0.0390625,1,5821.0101
0.182582422,0.0912912109,2772.87389,-2772.98935,0.0390625,1,5828.73871
0.182592187,0.0912960937,2773.1093,-2773.21407,0.009765625,1,5835.26902
0.182594629,0.0912973145,2772.48022,-2772.66463,0.00244140625,1,5843.58003
0.18259707,0.0912985352,2772.0727,-2772.1803,0.00244140625,1,5846.36685
0.182598291,0.0912991455,2771.50235,-2771.72627,0.00122070312,1,5852.0265
0.182599512,0.0912997559,2771.11897,-2771.21656,0.00122070312,1,5854.18388
0.182600732,0.0913003662,2770.70011,-2770.80934,0.00122070312,1,5856.14073
0.182601953,0.0913009766,2770.33008,-2770.45734,0.00122070312,1,5857.31925
0.182603174,0.0913015869,2769.9149,-2770.23494,0.00122070312,1,5858.54898
0.182604395,0.0913021973,2769.7777,-2769.91881,0.00244140625,1,5859.76669
0.182605615,0.0913028076,2769.43432,-2769.74251,0.00122070312,1,5862.72099
0.182606836,0.091303418,2769.38901,-2769.49581,0.00122070312,1,5864.07475
0.182608057,0.0913040283,2769.22163,-2769.31234,0.00122070312,1,5865.40551
0.182609277,0.0913046387,2769.06626,-2769.15134,0.00122070312,1,5866.88742
0.182610498,0.091305249,2768.87872,-2769.04432,0.00122070312,1,5867.97357
0.182611719,0.0913058594,2768.82679,-2768.90776,0.00244140625,1,5869.9648
0.18261416,0.0913070801,2768.79238,-2768.87499,0.00244140625,1,5870.59002
0.182616602,0.0913083008,2768.82123,-2768.91711,0.00244140625,1,5871.48001
0.182619043,0.0913095215,2768.90393,-2768.97926,0.00244140625,1,5872.42584
0.182621484,0.0913107422,2768.98072,-2769.05342,0.00244140625,1,5873.40955
0.182622705,0.0913113525,2768.88787,-2769.00856,0.00122070312,1,5875.70899
0.182623926,0.0913119629,2768.86571,-2768.93921,0.00122070312,1,5876.36432
0.182624536,0.0913122681,2768.7013,-2768.82456,0.000610351562,1,5877.99799
0.182625146,0.0913125732,2768.55996,-2768.73274,0.000610351562,1,5878.81092
0.182625757,0.0913128784,2768.53855,-2768.60779,0.000610351562,1,5880.32928
0.182626367,0.0913131836,2768.42033,-2768.54061,0.000610351562,1,5881.35458
0.182626978,0.0913134888,2768.37469,-2768.4445,0.000610351562,1,5882.64636
0.182627588,0.0913137939,2768.10023,-2768.36716,0.00122070312,1,5883.26041
