# build=c162833edc6059a2e5122e3a8e8dfb0a46a3e9f3 driver=Tries/response-curve-matrix/model/harness/drive.py cell=D-L scale=coarse date=2026-09-07 push_driver=sp-loadcontrol
# ONE ROW PER COMMITTED STEP WHOSE `implex_err_max` EXCEEDED THE THRESHOLD, naming THE POINT THAT HELD THE MAXIMUM.  The threshold is 0.01, or the declared `-implexControl` tolerance if that is smaller, so every row the control could have refused is here whatever the tolerance was.  `curve.csv` carries the maximum on every row; this file carries WHERE it was and what the point looked like.  The columns are the argmax point's own: the six `implexDetail` slots, its mean stress, its `substeps` pair, its committed stress 6-vector and the packed `state` (ManzariDafalias::getState, 26 slots: epsE, alpha, z fabric, alpha_in, e, dgamma)
# THIS IS NOT THE ZERO-INCREMENT CENSUS.  These rows are read at the commit of a step that was actually TAKEN, so the error on them mixes the extrapolation over a real strain increment with whatever inconsistency the committed state already carried.  The census files separate the two by taking a step of nothing
step,s_over_B,ds_m,implex_err_max,ele,gp,x,y,z,err,err_dev,err_vol,clamp_fired,clamp_count,f,p_kPa,substeps,substep_cap_hit,sig11,sig22,sig33,sig12,sig23,sig13,epsE_1,epsE_2,epsE_3,epsE_4,epsE_5,epsE_6,alpha_1,alpha_2,alpha_3,alpha_4,alpha_5,alpha_6,z_1,z_2,z_3,z_4,z_5,z_6,alpha_in_1,alpha_in_2,alpha_in_3,alpha_in_4,alpha_in_5,alpha_in_6,e_void,dgamma
409,0.01761796875,3.90625e-07,0.303620969869,4072,1,1.6056624327,0.894337567297,-0.105662432703,0.303620969869,0.302955002963,0.0200987443375,0,0,1,-5.21925795412,191,0,-10.1871190993,-3.66537286385,-1.80528189921,-1.12937629119,1.96422814159,1.52192083688,0.000159234391308,9.82282677292e-06,-0.00017968003575,5.69850960705e-05,-9.41284398713e-05,-8.44702335376e-05,0.794415053088,-0.248313896562,-0.546101156525,0.181053238648,-0.314351903032,-0.244370049088,-0.50282952897,0.0798661954989,0.422963333471,-0.234613222575,0.113829150221,0.309470171168,0.612731702889,-0.0976927883544,-0.515038914534,0.17890872427,-0.256721386368,-0.219165531219,0.627226864944,1.5139765942e-07
410,0.0176182291667,3.90625e-07,0.587910561445,4115,7,-0.894337567297,1.6056624327,-0.394337567297,0.587910561445,0.587910278963,0.000576323272252,0,0,1,-12.2444648174,90,0,-10.3848849611,-19.2869606743,-7.06154881667,2.68739058853,4.1351553952,-3.27649827044,9.13432757056e-06,0.000284792274436,-0.000183905345288,-0.000137600807177,-0.00025860268613,0.000114313763019,-0.139570195202,0.532281451006,-0.392711255804,-0.202766348924,-0.311737233003,0.249678522924,0.714416057792,-1.55424216863,0.839055769834,0.415419115081,1.00268491137,-0.189664311093,-0.265077813774,1.15096921222,-0.88589139845,-0.394006763498,-0.762357782351,0.475838415287,0.627243212212,0
411,0.0176184895833,3.90625e-07,0.570158052835,4115,7,-0.894337567297,1.6056624327,-0.394337567297,0.570158052835,0.570147863792,0.00340861059238,0,0,1,-12.2564605864,1,0,-10.4224082559,-19.6310534592,-6.7159200441,2.96845514954,4.59067305441,-3.45099133955,9.59587114391e-06,0.000290141974035,-0.000189553043331,-0.000146563782765,-0.000273128863476,0.000119878239426,-0.137225699921,0.553598916987,-0.416373217067,-0.22242653846,-0.344498896653,0.259602943319,0.714416057814,-1.55424216865,0.839055769828,0.415419115138,1.00268491148,-0.189664311004,-0.139570195202,0.532281451006,-0.392711255804,-0.202766348924,-0.311737233003,0.249678522924,0.627243183992,0
412,0.01761875,3.90625e-07,0.233148919295,4072,1,1.6056624327,0.894337567297,-0.105662432703,0.233148919295,0.233075731897,0.00584138414744,0,0,1,-3.323538282,177,0,-7.42367919967,-2.08887588951,-0.458059756822,-0.856416816009,1.30085824846,0.316357174231,0.000128185548936,4.12443199462e-06,-0.000181039641657,4.4228177613e-05,-6.26201322705e-05,-2.43699790382e-05,0.943073504212,-0.284015372766,-0.659058131445,0.197244324372,-0.299629982525,-0.0736429695894,-0.575566664106,0.10086033715,0.474706326956,-0.245277045176,0.12738278748,0.28470750734,0.612731702889,-0.0976927883544,-0.515038914534,0.17890872427,-0.256721386368,-0.219165531219,0.627301723493,4.61193442841e-08
413,0.0176190104167,3.90625e-07,0.141400239692,4072,1,1.6056624327,0.894337567297,-0.105662432703,0.141400239692,0.141194641829,0.00762239488048,0,0,1,-3.75744898021,103,0,-8.38966518479,-2.36101509218,-0.521666663657,-0.94293281434,1.43722189774,0.408849833066,0.000148236500633,2.95859484743e-06,-0.00018857369975,4.95207883363e-05,-7.09520338703e-05,-3.00246457653e-05,0.968593143846,-0.291945069942,-0.676648073904,0.197374400372,-0.300763571701,-0.0851051147364,-0.593913433757,0.106607492536,0.487305941221,-0.247388895988,0.131370063445,0.288291052954,0.612731702889,-0.0976927883544,-0.515038914534,0.17890872427,-0.256721386368,-0.219165531219,0.627286358899,1.57057725169e-08
414,0.0176192708333,3.90625e-07,0.103608916121,4072,2,1.8943375673,0.894337567297,-0.105662432703,0.103608916121,0.103596997344,0.00157150914919,0,0,1,-2.69402256444,71,0,-5.30900619296,-1.1214161045,-1.65164539586,-0.691755677945,0.853944076383,1.04122013693,9.20734470651e-05,-1.67488596235e-05,-0.000137820472191,3.16702437465e-05,-4.39347646664e-05,-6.77332692934e-05,0.702805587367,-0.423140831127,-0.27966475624,0.18636824403,-0.230550682977,-0.281863018676,-0.231071237547,0.122176870798,0.108894366749,-0.0890661144591,0.0576081501289,0.378540380887,0.405708816722,-0.261709096674,-0.143999720048,0.134227925594,-0.186879163263,-0.731734155721,0.627272532046,6.52396433138e-08
415,0.01761953125,3.90625e-07,0.0909094809866,4072,2,1.8943375673,0.894337567297,-0.105662432703,0.0909094809866,0.0908607329668,0.00297673277113,0,0,1,-2.85146694705,1,0,-5.79215062715,-1.14216683878,-1.62008337521,-0.678837358357,0.834470037903,1.19541075802,0.000104670268438,-1.98700397503e-05,-0.000142719903104,3.07919871149e-05,-4.26108151139e-05,-7.82159744605e-05,0.75875118516,-0.440951841053,-0.317799344106,0.175272355349,-0.215662563765,-0.308191063419,-0.231071238211,0.122176871094,0.108894367116,-0.0890661145362,0.0576081501237,0.378540380698,0.702805587367,-0.423140831127,-0.27966475624,0.18636824403,-0.230550682977,-0.281863018676,0.627265187461,0
416,0.0176197916667,3.90625e-07,0.0512185254985,4096,5,1.6056624327,1.1056624327,-0.105662432703,0.0512185254985,0.0511534390998,0.00258128311289,0,0,1,-7.53068252619,21,0,-12.4628193479,-7.13661333872,-2.99261489195,-3.6058484735,3.54635938713,0.765886457473,0.000152732601762,4.22444647157e-05,-0.000159724539462,0.000135679660902,-0.000157127993234,-3.9957368681e-05,0.577728881378,-0.0452334992862,-0.532495382092,0.42130570993,-0.413267615172,-0.0880677370547,-0.17534342696,-0.00676708469518,0.182110511655,-0.147732736428,0.313322732173,0.241755417086,0.598476409155,-0.0294733606008,-0.569003048554,0.418580123397,-0.38942904612,-0.0593928714502,0.627123784531,2.95111261741e-07
417,0.0176200520833,3.90625e-07,0.0188321559364,4096,5,1.6056624327,1.1056624327,-0.105662432703,0.0188321559364,0.0187978994753,0.00113537329874,0,0,1,-7.46815844091,26,0,-12.0427296519,-7.16254769039,-3.1991979804,-3.27098423091,3.63463741629,0.55923313602,0.000145100449202,4.36806384212e-05,-0.000154615510687,0.000122063093711,-0.000160717638119,-3.15542354737e-05,0.540860798122,-0.0365434666056,-0.504317331517,0.38733678945,-0.426975458768,-0.0672836755689,-0.17534342696,-0.00676708469518,0.182110511655,-0.147732736428,0.313322732173,0.241755417086,0.598476409155,-0.0294733606008,-0.569003048554,0.418580123397,-0.38942904612,-0.0593928714502,0.627125304606,2.40032252392e-07
418,0.0176203125,3.90625e-07,0.693520028112,4072,8,1.8943375673,0.605662432703,-0.394337567297,0.693520028112,0.69351114221,0.00351070131297,0,0,1,-13.2435218741,146,0,-19.6472663917,-9.4929900196,-10.5903092109,-1.48331140078,2.19161971635,6.91001100463,0.000246580528356,-2.54675382556e-05,-9.8409598366e-05,7.46854728587e-05,-9.22211250858e-05,-0.000371544847923,0.449853907151,-0.261851298088,-0.188002609063,0.103238874805,-0.155568874622,-0.486083214458,-1.29897296817,0.83902322005,0.459949748116,-0.33172994661,0.333805587902,1.5648747987,1.09625658851,-0.64297049212,-0.453286096385,0.257489640127,-0.365088657729,-1.18711722232,0.627270585689,0
419,0.0176205729167,3.90625e-07,0.663139446976,4072,8,1.8943375673,0.605662432703,-0.394337567297,0.663139446976,0.663136004173,0.0021368445764,0,0,1,-12.8767115988,51,0,-19.6379844656,-8.85763326421,-10.1345170666,-1.54735337318,2.27789356744,7.6012192435,0.000250459101105,-3.11876237561e-05,-0.000101376691326,7.66491902225e-05,-9.48665379779e-05,-0.000392739348495,0.4851469358,-0.288178915008,-0.196968020792,0.11103698931,-0.163531897958,-0.545024309424,-1.30130170624,0.84059792473,0.460703781506,-0.332223924303,0.334517326022,1.56816802286,0.449853907151,-0.261851298088,-0.188002609063,0.103238874805,-0.155568874622,-0.486083214458,0.627279281595,9.93833449791e-08
420,0.0176208333333,3.90625e-07,0.345732179289,4093,2,0.394337567297,1.3943375673,-0.105662432703,0.345732179289,0.345732164541,0.000100986595812,0,0,1,-175.626335449,146,0,-134.849770786,-223.838349069,-168.19088649,-1.25324046342,126.690949636,0.984604979776,-1.44143915607e-05,0.000765008344063,0.00032600506633,2.93093610583e-05,-0.00215489961946,-5.28802701848e-06,-0.229397236128,0.270643630815,-0.0412463946872,0.00654702325091,-0.715347847492,-0.00495581758208,0.983067512186,-1.23415606493,0.251088552745,-0.0628853826124,2.6729021245,0.0097732236539,-0.37573674089,0.443366043394,-0.0676293025038,0.0116747892006,-1.16814419761,-0.00726933859298,0.625982198456,1.04702569083e-06
421,0.01762109375,3.90625e-07,0.490132093701,4093,4,0.394337567297,1.3943375673,-0.394337567297,0.490132093701,0.490130304469,0.00132435516074,0,0,1,-125.010796798,107,0,-113.070497503,-119.300460386,-142.661432505,0.699045733367,93.1912343202,-8.38112866382,0.000150806239726,0.000293656645662,0.000434282807556,-3.63986765549e-05,-0.00169465958698,0.000128543407822,-0.0937854731169,-0.0470426040351,0.140828077153,-0.00618067266744,-0.737157065731,0.066986365171,0.353116706472,-0.0925539224523,-0.260562784018,0.0606678673782,1.67788551747,-0.0854113387395,-0.172381475133,-0.0659929884784,0.238374463612,-0.00367808318569,-1.29780277861,0.112428132638,0.626026529782,7.06116587918e-07
422,0.0176213541667,3.90625e-07,0.413018289435,4093,4,0.394337567297,1.3943375673,-0.394337567297,0.413018289435,0.413017590225,0.000759981976252,0,0,1,-120.795066397,76,0,-105.123257932,-117.93422237,-139.32771889,-0.00596961013572,98.826089432,-6.53601494623,0.000126189566856,0.000301880057145,0.000432688250739,-2.93624334684e-05,-0.00175089695924,0.000110128675776,-0.12768392124,-0.0239010507324,0.151584971973,-9.16370525459e-05,-0.808594196631,0.0537813108372,0.361636519395,-0.0960141183359,-0.265622401058,0.0593942809681,1.70245441706,-0.0839643898694,-0.0937854731169,-0.0470426040351,0.140828077153,-0.00618067266744,-0.737157065731,0.066986365171,0.626061230617,6.55345385312e-07
423,0.0176216145833,3.90625e-07,0.409809112006,4094,6,0.894337567297,1.1056624327,-0.105662432703,0.409809112006,0.409801409612,0.00251256095232,0,0,1,-238.798222007,75,0,-155.928960762,-258.65526208,-301.810443181,-1.98196253981,166.308499961,-4.5186659881,-0.000249617429073,0.000523543169903,0.00101592480868,6.77062574198e-05,-0.00258252365811,6.43861390227e-05,-0.344241959665,0.0827239810273,0.261517978638,0.00816663599935,-0.690923370157,0.0187980828782,2.13230499972,-0.669525964637,-1.46277903508,-0.148058873854,4.31075951246,-0.0872653328414,-0.611168649507,0.144925713009,0.466242936497,0.0135176436767,-1.227134501,0.0278365196562,0.626199924148,2.68397776579e-07
424,0.017621875,3.90625e-07,0.493730507194,4118,6,0.894337567297,1.6056624327,-0.105662432703,0.493730507194,0.493549565881,0.0133656183386,0,0,1,-4.16457599787,237,0,-2.90999658732,-7.43369443151,-2.15003697478,-2.23216420472,0.327057518054,0.639452199328,1.05899615607e-05,0.000114901345331,-0.000154644614468,0.000107014977629,-3.14901922103e-05,-3.62325616737e-05,-0.241621872689,0.629326142008,-0.38770426932,0.430291487426,-0.0646984519132,-0.123009850617,0.0790061249603,-0.500828836421,0.421822711461,-0.261604229646,0.303734536642,0.106564542537,-0.292666590608,0.565812701344,-0.273146110736,0.198453469603,-0.230419589578,-0.207590186697,0.627255452913,3.42568969082e-07
425,0.0176221354167,3.90625e-07,0.2417703817,4118,6,0.894337567297,1.6056624327,-0.105662432703,0.2417703817,0.24171857587,0.00500475238583,0,0,1,-4.12760901091,116,0,-2.72834887826,-7.74910510919,-1.90537304529,-2.12083185841,0.202423646154,0.805856875331,6.34630868825e-06,0.000124247335278,-0.000160611139241,0.000100927295131,-2.46751787332e-05,-4.53316139004e-05,-0.271178754987,0.70187508562,-0.430696330633,0.412387645042,-0.0398720449613,-0.155871615161,0.0843379676649,-0.513799863102,0.429461895437,-0.263508032962,0.301301048504,0.111026491889,-0.292666590608,0.565812701344,-0.273146110736,0.198453469603,-0.230419589578,-0.207590186697,0.627259069155,4.03639406412e-07
426,0.0176223958333,3.90625e-07,0.158511689471,4118,6,0.894337567297,1.6056624327,-0.105662432703,0.158511689471,0.158372197171,0.00664852330902,0,0,1,-4.34655100086,1,0,-2.70466442887,-8.85998085267,-1.47500772103,-1.76780114716,0.537607952206,1.44832683118,1.39694338925e-06,0.000150455591537,-0.000176728892849,8.15372312657e-05,-4.30850362726e-05,-8.06190069764e-05,-0.305956021509,0.84306705259,-0.537111031081,0.329535547402,-0.099816022796,-0.273028693879,0.084337969878,-0.513799868599,0.429461898721,-0.2635080336,0.301301047407,0.111026493711,-0.271178754987,0.70187508562,-0.430696330633,0.412387645042,-0.0398720449613,-0.155871615161,0.62725139909,0
427,0.01762265625,3.90625e-07,0.0663036353103,4118,2,0.894337567297,1.8943375673,-0.105662432703,0.0663036353103,0.0663005128274,0.000643470420342,0,0,1,-3.56896380474,36,0,-1.81873922524,-6.22970189808,-2.65845029091,-1.22647641917,1.97205591151,0.802647355755,-1.29296194377e-05,9.84357316803e-05,-0.000127660667532,5.68261687277e-05,-0.000126288439003,-4.14294252264e-05,-0.380703774922,0.577822106305,-0.197118331383,0.268375787461,-0.430464013052,-0.175071744911,0.124209662375,-0.23078481397,0.106575151595,-0.101623443013,0.399104399315,0.059887434699,-0.313688510739,0.40571024752,-0.0920217367808,0.13111546398,-0.688287018317,-0.183967674534,0.627242076033,2.60598487791e-07
428,0.0176229166667,3.90625e-07,0.0603978654775,4119,5,1.1056624327,1.6056624327,-0.105662432703,0.0603978654775,0.0603708008979,0.00180791404379,0,0,1,-7.76647376013,1,0,-8.47670836906,-9.61241989787,-5.21029301346,-3.39284737838,1.01513346472,3.6959024935,6.5166242541e-05,9.67488110624e-05,-0.000122282982802,0.000130721224482,-4.76965512356e-05,-0.000159722872848,0.0802281372635,0.209861756355,-0.290089893619,0.384591884155,-0.114608639372,-0.419625504871,-0.0020162813739,-0.143836769501,0.145853050874,-0.138636292145,0.266124355294,0.348152000908,0.0961143052692,0.198784680045,-0.294898985314,0.360717632553,-0.0825233038472,-0.396616083024,0.62710310543,0
429,0.0176231770833,3.90625e-07,0.0343463640405,4118,6,0.894337567297,1.6056624327,-0.105662432703,0.0343463640405,0.0343375613538,0.000777562264823,0,0,1,-4.61153630417,18,0,-2.9708139817,-9.34647383906,-1.51732109175,-1.25100332399,1.10861058417,1.58782577799,3.39825960958e-06,0.000158756278172,-0.000180946617897,5.3762814219e-05,-7.38325403905e-05,-8.86299141659e-05,-0.291624325209,0.843360193504,-0.551735868295,0.221097412988,-0.198267311826,-0.284368890811,0.0843381211317,-0.513800018209,0.429461897077,-0.263508318321,0.301301020923,0.111026313811,-0.296415697567,0.883966475296,-0.587550777729,0.205252838276,-0.21669661706,-0.320402765716,0.627240044747,1.75270305531e-07
430,0.0176234375,3.90625e-07,0.0109436423602,4118,2,0.894337567297,1.8943375673,-0.105662432703,0.0109436423602,0.0109432851146,8.84251541239e-05,0,0,1,-3.59481068611,6,0,-1.88842667214,-6.0446989264,-2.8513064598,-1.1599795168,2.1776368503,0.739267002245,-1.14528601685e-05,9.25840754776e-05,-0.000122582644786,5.29467159276e-05,-0.000138404490252,-3.77404676529e-05,-0.370714134192,0.533781971777,-0.163067837585,0.250880675502,-0.470890389001,-0.159920591927,0.124212724486,-0.230776852644,0.106564128159,-0.101628527393,0.399125390963,0.0598898827485,-0.380703774922,0.577822106305,-0.197118331383,0.268375787461,-0.430464013052,-0.175071744911,0.627240880776,4.22961601703e-08
451,0.01765,3.90625e-07,0.389844389762,3759,3,1.1056624327,0.394337567297,-0.894337567297,0.389844389762,0.389844325597,0.000223670833396,0,0,0.0624999999999,-152.895336339,127,0,-119.800683258,-103.134599608,-235.750726152,0.680654798328,1.89872254804,91.9531587676,1.51634369407e-05,-0.000153391307758,0.00107148433611,1.44882191571e-05,-3.32448304018e-05,-0.0015172303745,-0.214559862724,-0.321419769127,0.535979631852,-0.00436330844538,-0.0125619519139,-0.595582882604,1.10419035566,1.74489297396,-2.84908332961,-0.0526904827913,0.060297384147,2.92790512793,-0.375229746856,-0.557151972183,0.932381719038,-0.00865535018648,-0.0215941370664,-1.03872277822,0.626450265153,2.8720529149e-08
452,0.0176502604167,3.90625e-07,0.376000492472,3759,3,1.1056624327,0.394337567297,-0.894337567297,0.376000492472,0.37600047871,0.00010172997002,0,0,1,-153.206108754,1,0,-117.15381018,-102.453080488,-240.011435594,-0.972433340171,1.40378207142,98.8754520065,2.21760318761e-06,-0.00015746905971,0.00108970693723,2.94063673899e-05,-2.87782836856e-05,-0.00157969999983,-0.232892912969,-0.328295819088,0.561188732056,0.006270872858,-0.00928087172477,-0.63866856316,1.10419035573,1.74489297478,-2.84908333051,-0.052690482744,0.0602973839956,2.9279051285,-0.214559862724,-0.321419769127,0.535979631852,-0.00436330844538,-0.0125619519139,-0.595582882604,0.626448687364,0
453,0.0176505208333,3.90625e-07,0.051020133305,3807,6,1.3943375673,1.1056624327,-0.605662432703,0.051020133305,0.0383547035062,0.0336447725718,0,0,1,-104.307323908,1,0,-93.4965500968,-83.2898905221,-136.135531105,-35.4357752632,67.8298303623,104.497229057,0.000118700727791,4.10211145808e-05,0.000562767847729,0.000661842503328,-0.00117804787853,-0.00172505715831,-0.105545998956,-0.198680457219,0.304226456175,0.335469865324,-0.644574633791,-0.991539171018,1.01071708422,1.07765262828,-2.0883697125,-1.43498924769,2.6301425542,3.25261904123,-0.108144381107,-0.245168464862,0.353312845969,0.376697076254,-0.731364613951,-1.0604188832,0.627185209271,6.41758175687e-09
454,0.01765078125,3.90625e-07,0.517660401683,3807,8,1.3943375673,1.1056624327,-0.894337567297,0.517660401683,0.517658390821,0.00144287318448,0,0,1,-68.4103247004,95,0,-59.5211909306,-56.051802898,-89.6579802725,-16.203266226,24.6759372044,38.335350286,7.53661536893e-05,3.20391804136e-05,0.000429247686247,0.000385299340719,-0.00061272031484,-0.000883902560304,-0.127495958648,-0.176762090813,0.304258049461,0.232603274226,-0.354214516005,-0.550337639117,0.95778007699,1.16877256447,-2.12655260531,-1.14590296342,2.20751720584,2.86137530138,-0.253356361824,-0.343437487638,0.596793849462,0.458216750226,-0.698745365307,-1.09056735644,0.627191290728,7.68645886833e-07
455,0.0176510416667,3.90625e-07,0.496383660078,3807,8,1.3943375673,1.1056624327,-0.894337567297,0.496383660078,0.496381795476,0.0013605558995,0,0,1,-68.6413143629,1,0,-59.7508415501,-53.9498807767,-92.2232207621,-18.1060245201,27.241297789,41.9595713698,7.58012302621e-05,1.67462325425e-05,0.0004454378855,0.000410970106582,-0.00064733047585,-0.000932798172093,-0.127628317892,-0.209979586665,0.337607904558,0.259585610301,-0.389339461381,-0.600385697149,0.957780077204,1.16877256525,-2.12655260631,-1.1459029638,2.2075172063,2.86137530223,-0.127495958648,-0.176762090813,0.304258049461,0.232603274226,-0.354214516005,-0.550337639117,0.627189372588,0
456,0.0176513020833,3.90625e-07,0.460637170506,4094,2,0.894337567297,1.3943375673,-0.105662432703,0.460637170506,0.460527343944,0.010058246954,0,0,1,-161.168910824,16226,0,-118.717536499,-198.760954911,-166.028241063,-14.2543061742,115.282351008,8.57413314363,-3.58640120528e-05,0.00068100278209,0.000381265218978,0.000236761408238,-0.00200869472953,-0.000120236314242,-0.260845976233,0.231402601026,0.029443375207,0.0877188389357,-0.708194168547,-0.052027847382,1.31416734861,-1.4742375345,0.160070185883,-0.414581959883,3.38203150226,0.271229981857,-0.494266934442,0.450483397934,0.0437835365084,0.187693299677,-1.28305210966,-0.079076525927,0.626315542686,3.82488200196e-09
457,0.0176515625,3.90625e-07,0.438020233941,4094,2,0.894337567297,1.3943375673,-0.105662432703,0.438020233941,0.437945565176,0.00808747697404,0,0,1,-150.322768666,1,0,-106.908558982,-189.167894599,-154.891852417,-10.5413133617,135.983368446,20.8629402519,-5.36815800483e-05,0.000672923867867,0.000366403587304,0.000204125214628,-0.00219065102386,-0.000228251575316,-0.285042639343,0.255414566895,0.0296280724478,0.0690295186062,-0.896308228636,-0.137459651685,1.31416735006,-1.47423753422,0.160070184159,-0.414581959999,3.38203150689,0.271229984123,-0.260845976233,0.231402601026,0.029443375207,0.0877188389357,-0.708194168547,-0.052027847382,0.626384134827,0
458,0.0176518229167,3.90625e-07,0.375454042966,3759,1,1.1056624327,0.394337567297,-0.605662432703,0.375454042966,0.375453458898,0.000662254170283,0,0,1,-171.124414184,1,0,-134.265063537,-117.05814937,-262.050029646,2.41226274135,-3.16214401023,116.756026654,3.25789036142e-05,-0.000138572683159,0.00110785477469,-3.60508019582e-05,6.95776897617e-05,-0.00182471647533,-0.213324831317,-0.312664107163,0.525988938479,-0.0140763292293,0.0183750416431,-0.676166470557,1.19747533643,1.77239501003,-2.96987034646,0.0536597625663,-0.1300845167,3.37016396997,-0.194208509357,-0.302422927568,0.496631436925,-0.0119630445166,0.0139774045819,-0.619821832791,0.626464682123,0
459,0.0176520833333,3.90625e-07,0.248070845152,4096,8,1.8943375673,1.1056624327,-0.394337567297,0.248070845152,0.248065674454,0.00160167785175,0,0,1,-18.5196403289,1,0,-28.7101188805,-12.6486292955,-14.2001728107,-6.27374754071,5.03634722212,8.66864491874,0.000296790869886,-3.36549608768e-05,-7.98855370936e-05,0.000249128428424,-0.000191417260603,-0.000403855483006,0.519721382257,-0.299405234983,-0.220316147274,0.319960694657,-0.257212888827,-0.44214365603,-0.851035515993,0.548579644275,0.302455871719,-0.625270841347,0.50951919389,1.21313852944,0.502368522415,-0.292956009603,-0.209412512812,0.303835604292,-0.235573984728,-0.41101581176,0.627120471938,0
460,0.01765234375,3.90625e-07,0.0590167678987,4118,7,0.605662432703,1.6056624327,-0.394337567297,0.0590167678987,0.0564472701313,0.0172245344765,0,0,1,-13.9155266324,15,0,-7.23371881086,-29.8846005139,-4.62826057243,-3.16123219442,12.3534632528,5.22711501758,-6.54033892043e-05,0.000429691255113,-0.000233735848432,0.000139496875585,-0.000494461321289,-0.000188599179727,-0.448188758916,1.07113903543,-0.622950276424,0.213133969156,-0.829445223088,-0.348701128697,0.805546923377,-1.63266663851,0.827119715133,-0.353716921736,1.24879811238,0.339909768965,-0.466108549374,1.1120605613,-0.645951669866,0.232835083304,-0.869024905896,-0.341157888684,0.627232787262,1.00840642765e-08
461,0.0176526041667,3.90625e-07,0.63969064462,4072,5,1.6056624327,0.605662432703,-0.105662432703,0.63969064462,0.639665231052,0.00570201704448,0,0,1,-4.68112160602,86,0,-7.25123487767,-3.57010175534,-3.22202818507,-0.645242837191,0.757838030901,1.01352514748,9.83156419154e-05,1.89798709272e-05,-0.000133280763734,5.01964806718e-05,-1.95682642495e-05,-7.33966542726e-05,0.453295508058,-0.198525918568,-0.25476958949,0.113200271009,-0.132891616341,-0.177915977134,-0.679312759995,0.163890133825,0.51542262617,-0.268120084167,0.283466064775,0.520654864462,1.02181979054,-0.333463006249,-0.688356784296,0.134545601633,-0.673689263071,-0.318047347489,0.627285046701,0
462,0.0176528645833,3.90625e-07,0.623706218627,4072,5,1.6056624327,0.605662432703,-0.105662432703,0.623706218627,0.623654864995,0.00800353186613,0,0,1,-4.75222115794,1,0,-7.5287103342,-3.5645662882,-3.16338685141,-0.717382172559,0.902115014468,1.12724760642,0.000104160159707,1.7526213781e-05,-0.000136103894183,5.39170825665e-05,-2.70093810228e-05,-7.92619147996e-05,0.479175935145,-0.204687002281,-0.274488932864,0.123338934682,-0.156588609653,-0.194344778695,-0.679312759995,0.163890133825,0.51542262617,-0.268120084167,0.283466064775,0.520654864462,0.453295508058,-0.198525918568,-0.25476958949,0.113200271009,-0.132891616341,-0.177915977134,0.627282538085,0
463,0.017653125,3.90625e-07,0.356447334812,4072,7,1.6056624327,0.605662432703,-0.394337567297,0.356447334812,0.35644648005,0.000780611354607,0,0,1,-13.3636382866,1,0,-22.8188455708,-8.99318006301,-8.27888922598,-1.79652686452,3.46351671928,4.73081238026,0.000322854127957,-2.92924651072e-05,-0.000170320238025,9.76599465834e-05,-0.000130862136209,-0.000267445474558,0.654993819047,-0.302441713558,-0.352552105489,0.124075475403,-0.24076961622,-0.327927971171,-1.63762985644,0.776741770321,0.860888086121,-0.369483445665,0.339584421249,1.2131134402,0.633767709831,-0.293600834018,-0.340166875813,0.117431578835,-0.237930214985,-0.31396822934,0.627282863953,0
464,0.0176533854167,3.90625e-07,0.0126040317578,4072,5,1.6056624327,0.605662432703,-0.105662432703,0.0126040317578,0.0125921062999,0.000548156440735,0,0,1,-4.72106942496,6,0,-7.46763293587,-3.55046027379,-3.14511506522,-0.733332255279,0.851831111315,1.14570986595,0.00010316483966,1.77357948345e-05,-0.0001360002751,5.47321260332e-05,-2.44338596825e-05,-8.02054992546e-05,0.4818073549,-0.204958971055,-0.276848383845,0.128901480213,-0.14988203883,-0.200691156866,-0.679671874081,0.164015761028,0.515656113052,-0.268304223315,0.283477198344,0.52086012482,0.493556542573,-0.208884535247,-0.284672007325,0.132661776714,-0.155200309262,-0.204384479226,0.627283694412,6.4990456251e-08
479,0.0176627604167,1.5625e-06,0.014047219772,4094,5,0.605662432703,1.1056624327,-0.105662432703,0.014047219772,0.0126085566235,0.00619263136257,0,0,1,-190.055191232,6,0,-80.0498883312,-207.319883571,-282.795801793,-6.25996591473,243.59370374,6.76456543606,-0.000375305998258,0.000484284163308,0.00102266757367,0.000115328280563,-0.00313032427667,-0.000110818794462,-0.575199440662,0.0881686960243,0.487030744637,0.0339671836588,-1.27466670498,-0.0371121010758,1.94373655856,-0.734169730599,-1.20956682796,-0.203715463418,4.09547532253,0.179003912977,-0.589523174418,0.109877247484,0.479645926933,0.0256172712347,-1.29590047419,-0.0237401919689,0.626377875424,2.1689553843e-08
480,0.0176638020833,1.5625e-06,0.0147949120846,4090,5,-1.3943375673,1.1056624327,-0.105662432703,0.0147949120846,0.0112346514247,0.00962663134,0,0,1,-72.7844652222,1,0,-95.1064821522,-54.5574731183,-68.6894403961,23.0573698271,60.5901905752,-86.3100643289,0.000442779909409,4.59272481679e-06,0.000161527053551,-0.000433409844258,-0.000996803710798,0.0017280063667,0.303843336857,-0.247149378358,-0.0566939584988,-0.313336102394,-0.818643591794,1.16977997714,-0.947464010047,0.873446249715,0.0740177603322,0.912940305357,1.70858895993,-3.20699584426,0.301437022652,-0.253021655069,-0.0484153675833,-0.312645772871,-0.854176244164,1.18935704991,0.626997066367,1.21824568985e-11
