# ADR90 WP-A2 tau=0 band, build afb95c40c9e3da1cc97d6aabe8168644c53d0e82 (expected afb95c40c9e3da1cc97d6aabe8168644c53d0e82), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals
2e-05,1e-05,2.73884294,-0.563280637,0.02,0,0.0724842548,0.00226130872,0
4e-05,2e-05,2.23070501,-2.16056071,0.02,0,0.169391394,0.000430746085,0
6e-05,3e-05,2.59500075,-2.65246655,0.02,0,0.260485411,0.000224179238,0
8e-05,4e-05,2.97768936,-3.00798077,0.02,0,0.347289562,0.000154133543,0
0.0001,5e-05,3.34883649,-3.36159697,0.02,0,0.440736294,9.26460994e-05,0
0.00012,6e-05,3.73757147,-3.73888508,0.04,0,0.538967133,7.2683314e-05,0
0.00016,8e-05,4.52069692,-4.52528639,0.04,0,0.659904003,0.000122380239,0
0.0002,0.0001,5.29987018,-5.31796094,0.04,0,0.761508703,0.000132585133,0
0.00024,0.00012,6.06593397,-6.08599026,0.04,0,0.868249655,0.000117258672,0
0.00028,0.00014,6.81866112,-6.83283126,0.04,0,0.987520456,8.82562031e-05,0
0.00032,0.00016,7.55392357,-7.55644309,0.04,0,1.10180211,6.79547692e-05,0
0.00036,0.00018,8.25850511,-8.25787319,0.08,0,1.22040701,5.33667667e-05,0
0.00044,0.00022,9.64259267,-9.63708318,0.08,0,1.40714145,9.47421011e-05,0
0.00052,0.00026,10.9719996,-10.9794844,0.08,0,1.57933807,0.000108955493,0
0.0006,0.0003,12.2738929,-12.276588,0.08,0,1.75880694,0.000103668125,0
0.00068,0.00034,13.5396263,-13.5515288,0.08,0,1.93111324,9.48270367e-05,0
0.00076,0.00038,14.7852969,-14.7998621,0.08,0,2.10506511,9.36703051e-05,0
0.00084,0.00042,16.0103887,-16.018875,0.16,0,2.29532886,8.75143328e-05,0
0.001,0.0005,18.4551884,-18.4572498,0.16,0,2.5806787,0.000131820735,0
0.00116,0.00058,20.8648858,-20.8720837,0.16,0,2.85450482,0.000157242985,0
0.00132,0.00066,23.2369183,-23.2584819,0.16,0,3.10026884,0.000157158155,0
0.00148,0.00074,25.5782854,-25.7478013,0.16,0,3.37138152,0.000157987849,0
