# ADR90 WP-A2 tau=0 band, build 48c0e99bc8e28bbb4fdf965015f285f01e16e90d (expected 48c0e99bc8e28bbb4fdf965015f285f01e16e90d), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals,guard_floor,guard_f0,guard_hold,guard_res,guard_ctlf,substeps_tot,substeps_max,substeps_max_ele,substeps_ring_tot,substeps_ring_max,wall_step_s
2e-05,1e-05,1.21195238,-1.24226881,0.02,0,0.04515481,0,0,0,0,0,0,0,784,34,90,286,34,0.04515481
4e-05,2e-05,1.91620152,-1.90446531,0.02,0,0.0768506527,0,0,0,0,0,0,0,620,16,90,186,16,0.0316958427
6e-05,3e-05,2.59153551,-2.57671797,0.02,0,0.109377146,0,0,0,0,0,0,0,600,14,90,170,14,0.0325264931
8e-05,4e-05,3.25662513,-3.24268475,0.02,0,0.141392946,0,0,0,0,0,0,0,636,14,90,154,14,0.0320158005
0.0001,5e-05,3.89875637,-3.90048349,0.02,0,0.172579288,0,0,0,0,0,0,0,672,14,90,154,14,0.0311863422
0.00012,6e-05,4.51591847,-4.52323771,0.04,0,0.2070961,0,0,0,0,0,0,0,864,20,90,236,20,0.0345168114
0.00016,8e-05,5.6732855,-5.69692456,0.04,0,0.265119076,0,0,0,0,0,0,0,1404,32,90,394,32,0.0580229759
0.0002,0.0001,6.85385973,-6.8848377,0.04,0,0.326211929,0,0,0,0,0,0,0,1416,33,90,384,33,0.0610928535
0.00024,0.00012,8.01594887,-8.05553319,0.04,0,0.388288736,0,0,0,0,0,0,0,1512,32,90,384,32,0.062076807
0.00028,0.00014,9.16045078,-9.20854619,0.04,0,0.450316191,0,0,0,0,0,0,0,1648,33,90,420,33,0.0620274544
0.00032,0.00016,10.2888346,-10.3451121,0.04,0,0.507568598,0,0,0,0,0,0,0,1684,33,90,422,33,0.0572524071
0.00036,0.00018,11.4025077,-11.4666911,0.08,0,0.571093082,0,0,0,0,0,0,0,1776,33,90,452,33,0.0635244846
0.00044,0.00022,13.5510203,-13.6243406,0.08,0,0.669217348,0,0,0,0,0,0,0,2928,63,90,840,63,0.0981242657
0.00052,0.00026,15.6834596,-15.7707499,0.08,0,0.788661242,0,0,0,0,0,0,0,3048,62,90,856,62,0.119443893
