# ADR90 WP-A2 tau=0 band, build 48c0e99bc8e28bbb4fdf965015f285f01e16e90d (expected 48c0e99bc8e28bbb4fdf965015f285f01e16e90d), leg h1.0_e0.6944
s_m,s_over_B,q_foot_kPa,q_base_kPa,ds_mm,relaxed,wall_s,implex_err_avg,implex_refusals,guard_floor,guard_f0,guard_hold,guard_res,guard_ctlf,substeps_tot,substeps_max,substeps_max_ele,substeps_ring_tot,substeps_ring_max,wall_step_s
0.0006,0.0003,17.778387,-17.8800373,0.08,0,0.903885126,0,0,0,0,0,0,0,3248,62,90,894,62,0.115223885
0.00068,0.00034,19.7562858,-19.8300942,0.08,0,1.06096315,0,0,0,0,0,0,0,3612,63,90,974,63,0.157078028
0.00076,0.00038,21.7675108,-21.8446637,0.08,0,1.21233988,0,0,0,0,0,0,0,3488,62,90,944,62,0.151376724
0.00084,0.00042,23.7565288,-23.8407769,0.16,0,1.37641764,0,0,0,0,0,0,0,3608,60,90,958,60,0.164077759
0.001,0.0005,27.6046737,-27.6829692,0.16,0,1.7248702,0,0,0,0,0,0,0,6542,117,90,1828,117,0.348452568
0.00116,0.00058,31.4134453,-31.5043646,0.16,0,2.06440282,0,0,0,0,0,0,0,6665,114,90,1844,114,0.339532614
0.00132,0.00066,35.1555145,-35.2597844,0.16,0,2.41254139,0,0,0,0,0,0,0,6873,111,90,1859,111,0.348138571
0.00148,0.00074,38.7768969,-38.864434,0.16,0,2.83456039,0,0,0,0,0,0,0,7122,111,90,1914,111,0.422019005
0.00164,0.00082,42.3941944,-42.4880405,0.16,0,3.25531912,0,0,0,0,0,0,0,7090,108,90,1895,108,0.420758724
0.0018,0.0009,45.9696509,-46.0718979,0.32,0,3.67998433,0,0,0,0,0,0,0,7186,106,90,1905,106,0.424665213
0.00212,0.00106,52.9274464,-53.0274331,0.32,0,4.64497495,0,0,0,0,0,0,0,12964,203,90,3652,203,0.964990616
0.00244,0.00122,59.7561574,-59.8512703,0.32,0,5.71015739,0,0,0,0,0,0,0,13086,198,90,3681,198,1.06518245
0.00276,0.00138,66.4724166,-66.5619988,0.32,0,6.87411284,0,0,0,0,0,0,0,13177,193,90,3677,193,1.16395545
0.00308,0.00154,73.1312322,-73.2309644,0.32,0,8.04034185,0,0,0,0,0,0,0,13132,185,90,3629,185,1.16622901
0.0034,0.0017,79.6695254,-79.7636137,0.32,0,9.3056972,0,0,0,0,0,0,0,13286,182,90,3645,182,1.26535535
0.00372,0.00186,86.1710502,-86.2730349,0.64,0,10.5827532,0,0,0,0,0,0,0,13249,176,90,3609,176,1.27705598
0.00436,0.00218,98.9043292,-99.0064085,0.64,0,13.7033043,0,0,0,0,0,0,0,24821,335,90,6942,335,3.12055111
0.005,0.0025,111.427123,-111.521259,0.64,0,17.2329226,0,0,0,0,0,0,0,24872,323,90,6883,323,3.52961826
0.00564,0.00282,123.810442,-123.906315,0.64,0,20.8949025,0,0,0,0,0,0,0,24773,310,90,6785,310,3.66197991
0.00628,0.00314,136.03063,-136.120864,0.64,0,24.9401171,0,0,0,0,0,0,0,24778,300,90,6714,300,4.04521465
0.00692,0.00346,148.145478,-148.235269,0.64,0,29.1763735,0,0,0,0,0,0,0,24762,289,90,6616,289,4.23625636
0.00756,0.00378,160.152282,-160.241295,1.28,0,33.549423,0,0,0,0,0,0,0,24679,281,90,6549,281,4.3730495
0.00884,0.00442,183.874291,-183.956379,1.28,0,46.3657126,0,0,0,0,0,0,0,47048,536,90,12657,536,12.8162897
0.01012,0.00506,207.253152,-207.341989,1.28,0,59.2008417,0,0,0,0,0,0,0,46678,503,90,12301,503,12.835129
0.0114,0.0057,230.448276,-230.55378,1.28,0,71.9111321,0,0,0,0,0,0,0,46426,479,90,12104,479,12.7102904
0.01268,0.00634,252.971566,-252.995223,1.28,0,85.6262336,0,0,0,0,0,0,0,46437,468,90,12045,468,13.7151015
0.01396,0.00698,275.711145,-275.740133,1.28,0,99.2076356,0,0,0,0,0,0,0,46111,442,90,11757,442,13.5814021
0.01524,0.00762,298.3247,-298.362837,2.56,0,113.014908,0,0,0,0,0,0,0,45922,427,90,11592,427,13.8072724
0.0178,0.0089,343.227406,-343.29025,2.56,0,142.088519,0,0,0,0,0,0,0,87859,802,90,22398,802,29.0736108
0.02036,0.01018,387.291205,-387.349051,2.56,0,171.419388,0,0,0,0,0,0,0,87309,750,90,21875,750,29.3308687
0.02292,0.01146,430.737406,-430.761098,2.56,0,203.179186,0,0,0,0,0,0,0,86812,718,90,21566,718,31.7597983
0.024,0.012,449.453781,-449.519297,1.08,0,215.811362,0,0,0,0,0,0,0,37838,292,90,9082,292,12.6321759
